"Status","Year","Age","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","10","[c]","40380","40050"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","15","[c]","24980","24920"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","10","[c]","65410","65580"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","35","[c]","51230","52000"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","25","[c]","30700","29180"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","25","[c]","36920","35900"
"New entrant CS","2021","50-59","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for International Trade","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","AA/AO","AO","875","[c]","21600","21010"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","EO","EO","1890","[c]","28320","27570"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","G6/G7","G7","25","[c]","56350","57400"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","20","[c]","34080","32990"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","20","[c]","37980","38000"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","G6/G7","G6","20","[c]","65150","64320"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","G6/G7","G7","30","[c]","51810","53360"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","10","[c]","95110","86500"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","35","[c]","30930","31620"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","25","[c]","39770","40650"
"New entrant CS","2021","50-59","Disclosure Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","AA/AO","AA","10","[c]","18650","18060"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","AA/AO","AO","15","[c]","21590","21590"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","AA/AO","AO","35","[c]","24760","26580"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","EO","EO","20","[c]","26930","26130"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","ESTYN","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Scotland","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Forestry and Land Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Actuary's Department","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Actuary's Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Legal Department","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Legal Department","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Legal Department","G6/G7","G7","15","[c]","52790","50500"
"New entrant CS","2021","50-59","Government Legal Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Property Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Health and Safety Executive","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","AA/AO","AA","90","[c]","17180","16840"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","AA/AO","AO","180","[c]","20320","19930"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","EO","EO","30","[c]","23330","22570"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","SEO/HEO","HEO","10","[c]","27520","26550"
"New entrant CS","2021","50-59","HM Courts and Tribunals Service","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","AA/AO","AO","65","[c]","22560","22350"
"New entrant CS","2021","50-59","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Land Registry","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","AA/AO","AA","175","[c]","20670","20600"
"New entrant CS","2021","50-59","HM Prison and Probation Service","AA/AO","AO","180","[c]","24100","22850"
"New entrant CS","2021","50-59","HM Prison and Probation Service","EO","EO","30","[c]","26680","24620"
"New entrant CS","2021","50-59","HM Prison and Probation Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Prison and Probation Service","SEO/HEO","HEO","25","[c]","32370","32410"
"New entrant CS","2021","50-59","HM Prison and Probation Service","SEO/HEO","SEO","10","[c]","41600","39100"
"New entrant CS","2021","50-59","HM Prison and Probation Service","Unknown","Unknown","160","[c]","22420","19980"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","AA/AO","AO","305","[c]","20270","20140"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","EO","EO","70","[c]","25520","25560"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","G6/G7","G6","20","[c]","66890","64670"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","G6/G7","G7","20","[c]","53620","52580"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","50","[c]","32650","31810"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","20","[c]","38870","38630"
"New entrant CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","65","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","HM Treasury (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","AA/AO","AO","45","[c]","21820","21430"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","EO","EO","135","[c]","26510","24880"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","G6/G7","G6","10","[c]","73730","75130"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","G6/G7","G7","30","[c]","56140","57430"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","SEO/HEO","HEO","15","[c]","34140","34830"
"New entrant CS","2021","50-59","Home Office (incl. agencies)","SEO/HEO","SEO","30","[c]","41600","41950"
"New entrant CS","2021","50-59","Insolvency Service","AA/AO","AO","10","[c]","21160","20880"
"New entrant CS","2021","50-59","Insolvency Service","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Insolvency Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Insolvency Service","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal Aid Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal Aid Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","AA/AO","AO","10","[c]","22950","21590"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Maritime and Coastguard Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Met Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","AA/AO","AA","135","[c]","19220","19560"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","AA/AO","AO","190","[c]","24090","20920"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","EO","EO","140","[c]","28200","26350"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","G6/G7","G7","30","[c]","60370","54020"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","110","[c]","34370","33000"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","65","[c]","41120","40000"
"New entrant CS","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G7","15","[c]","51710","53130"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","G6/G7","G7","25","[c]","58970","58130"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","10","[c]","30600","31660"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","20","[c]","37310","36800"
"New entrant CS","2021","50-59","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","AA/AO","AO","10","[c]","20960","20800"
"New entrant CS","2021","50-59","National Crime Agency","EO","EO","100","[c]","33820","34140"
"New entrant CS","2021","50-59","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","SEO/HEO","HEO","55","[c]","41150","40210"
"New entrant CS","2021","50-59","National Crime Agency","SEO/HEO","SEO","15","[c]","47200","46490"
"New entrant CS","2021","50-59","National Infrastructure Commission","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Infrastructure Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Records of Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Records of Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Records of Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Savings and Investments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Savings and Investments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Savings and Investments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","15","[c]","72190","73000"
"New entrant CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","EO","EO","10","[c]","25500","25000"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Rail and Road","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of the Public Guardian","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of the Public Guardian","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Office of the Public Guardian","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectorate","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectorate","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectorate","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectorate","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Public Health England","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Public Health England","AA/AO","AO","25","[c]","20310","19630"
"New entrant CS","2021","50-59","Public Health England","EO","EO","35","[c]","24920","25010"
"New entrant CS","2021","50-59","Public Health England","G6/G7","G6","15","[c]","70090","67640"
"New entrant CS","2021","50-59","Public Health England","G6/G7","G7","40","[c]","53550","52610"
"New entrant CS","2021","50-59","Public Health England","SCS level","SCS level","20","[c]","100900","105000"
"New entrant CS","2021","50-59","Public Health England","SEO/HEO","HEO","75","[c]","31680","31370"
"New entrant CS","2021","50-59","Public Health England","SEO/HEO","SEO","80","[c]","39660","38890"
"New entrant CS","2021","50-59","Registers of Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Registers of Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Registers of Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Revenue Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Revenue Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Rural Payments Agency","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Rural Payments Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Rural Payments Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Courts and Tribunals Service","AA/AO","AA","10","[c]","20070","20070"
"New entrant CS","2021","50-59","Scottish Courts and Tribunals Service","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Courts and Tribunals Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Forestry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Government (excl. agencies)","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Government (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scottish Government (excl. agencies)","EO","EO","20","[c]","26530","26160"
"New entrant CS","2021","50-59","Scottish Government (excl. agencies)","G6/G7","G6","15","[c]","70690","74040"
"New entrant CS","2021","50-59","Scottish Government (excl. agencies)","G6/G7","G7","15","[c]","54500","52480"
