"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","Northern Ireland Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Inspector of Education and Training","London","15","[c]","70630","75500"
"Leaver CS","2021","No function","Office for Standards in Education","Inspector of Education and Training","Outside London","55","[c]","66380","75500"
"Leaver CS","2021","No function","Office for Standards in Education","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Operational Delivery","Outside London","25","[c]","23550","21160"
"Leaver CS","2021","No function","Office for Standards in Education","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Operational Delivery","Outside London","10","[c]","24090","23450"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Other","London","30","[c]","52190","39890"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Other","Outside London","10","[c]","33050","24860"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","Operational Delivery","Outside London","10","[c]","46850","53840"
"Leaver CS","2021","No function","Scottish Government","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Operational Delivery","Outside London","255","[c]","29650","28410"
"Leaver CS","2021","No function","Scottish Government","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Other","Outside London","15","[c]","37520","29760"
"Leaver CS","2021","No function","Scottish Government","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Operational Delivery","London","15","[c]","20700","19870"
"Leaver CS","2021","No function","The National Archives","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Operational Delivery","Outside London","170","[c]","23940","19520"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chancellor's other departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","London","25","[c]","55140","52740"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Transport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Policy","London","15","[c]","52480","55660"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Policy","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Treasury","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Commercial","Outside London","35","[c]","35150","30030"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Digital, Data and Technology","Outside London","15","[c]","40930","34490"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Operational Delivery","Outside London","15","[c]","33190","28850"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Other","Outside London","125","[c]","29060","23460"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Project Delivery","London","10","[c]","61760","49200"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Project Delivery","Outside London","275","[c]","37060","34610"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Science and Engineering","London","[c]","[c]","[c]","[c]"
