"Status","Year","Organisation","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Home Office (incl. agencies)","Wales","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","SEO/HEO","Heterosexual / straight","115","110","33360","31310"
"In post","2021","Home Office (incl. agencies)","Wales","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","AA/AO","Heterosexual / straight","225","205","21250","21430"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","EO","Heterosexual / straight","390","360","25790","25310"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","EO","Undeclared","55","45","26530","26620"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","G6/G7","Heterosexual / straight","30","30","54490","52340"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","SEO/HEO","Heterosexual / straight","220","210","33790","31940"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","SEO/HEO","Undeclared","35","35","34270","33830"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","AA/AO","Heterosexual / straight","920","815","21220","21430"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","AA/AO","LGBO","45","40","21270","21430"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","AA/AO","Undeclared","90","80","21310","21430"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","AA/AO","Unknown","155","150","21410","21430"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","EO","Heterosexual / straight","1170","1080","25440","25040"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","EO","LGBO","50","50","25350","25040"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","EO","Undeclared","135","125","25640","25220"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","EO","Unknown","55","55","25270","24880"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","G6/G7","Heterosexual / straight","170","165","56770","52340"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","650","620","33780","31230"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","SEO/HEO","LGBO","40","40","33860","30980"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","SEO/HEO","Undeclared","90","85","35190","34480"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Insolvency Service","East of England","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Insolvency Service","East of England","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","AA/AO","Unknown","30","30","20950","20880"
"In post","2021","Insolvency Service","East of England","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Insolvency Service","East of England","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","East of England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","SEO/HEO","Heterosexual / straight","35","35","39100","38840"
"In post","2021","Insolvency Service","East of England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2021","Insolvency Service","London","AA/AO","Heterosexual / straight","35","30","24690","25060"
"In post","2021","Insolvency Service","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","AA/AO","Unknown","35","30","24480","25060"
"In post","2021","Insolvency Service","London","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Insolvency Service","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Insolvency Service","London","G6/G7","Heterosexual / straight","30","30","64690","60030"
"In post","2021","Insolvency Service","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Insolvency Service","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","SEO/HEO","Heterosexual / straight","70","65","41630","43150"
"In post","2021","Insolvency Service","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","SEO/HEO","Unknown","65","60","40720","42920"
"In post","2021","Insolvency Service","North East (England)","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","AA/AO","Heterosexual / straight","40","40","20800","20880"
"In post","2021","Insolvency Service","North West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","AA/AO","Unknown","40","40","20730","20880"
"In post","2021","Insolvency Service","North West (England)","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","SEO/HEO","Heterosexual / straight","85","80","38350","39490"
"In post","2021","Insolvency Service","North West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","SEO/HEO","Unknown","45","40","37730","39170"
"In post","2021","Insolvency Service","Scotland","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","SEO/HEO","Heterosexual / straight","30","30","36090","35250"
"In post","2021","Insolvency Service","South East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","AA/AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","AA/AO","Unknown","30","30","20880","20880"
"In post","2021","Insolvency Service","South West (England)","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","SEO/HEO","Heterosexual / straight","40","40","37080","39170"
"In post","2021","Insolvency Service","South West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Insolvency Service","Wales","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Insolvency Service","Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Wales","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Insolvency Service","Wales","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Wales","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Wales","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Insolvency Service","Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Wales","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","AA/AO","Heterosexual / straight","55","50","20700","20880"
"In post","2021","Insolvency Service","West Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","AA/AO","Unknown","105","100","20450","20880"
"In post","2021","Insolvency Service","West Midlands (England)","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","SEO/HEO","Heterosexual / straight","95","95","38190","39170"
"In post","2021","Insolvency Service","West Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","SEO/HEO","Unknown","65","65","37680","38430"
"In post","2021","Insolvency Service","Yorkshire and The Humber","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","East Midlands (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","East Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","G6/G7","Heterosexual / straight","40","40","59740","56930"
"In post","2021","Institute for Apprenticeships and Technical Education","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North East (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North West (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","South West (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","South West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","South West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","G6/G7","Heterosexual / straight","40","40","52660","50470"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","AA/AO","Heterosexual / straight","65","60","19180","18890"
"In post","2021","Legal Aid Agency","East Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","EO","Heterosexual / straight","45","40","22790","21850"
