"Status","Year","Disability","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","White","Debt","100","90","23710","21440"
"In post","2021","Undeclared","White","Digital, Data & Technology","340","330","40200","38210"
"In post","2021","Undeclared","White","Finance","245","230","38720","34400"
"In post","2021","Undeclared","White","Grants Management","10","10","[c]","[c]"
"In post","2021","Undeclared","White","Human Resources","290","275","37050","33290"
"In post","2021","Undeclared","White","Internal Audit","30","30","44070","39200"
"In post","2021","Undeclared","White","Legal","180","170","50620","50940"
"In post","2021","Undeclared","White","No function","8720","7980","31710","31650"
"In post","2021","Undeclared","White","Project Delivery","905","870","38160","34300"
"In post","2021","Undeclared","White","Property","265","255","35010","33300"
"In post","2021","Undeclared","White","Security","425","415","34200","33520"
"In post","2021","Undeclared","White","Unknown","4370","4070","28870","27570"
"In post","2021","Unknown","Asian","Analysis","65","60","40460","35920"
"In post","2021","Unknown","Asian","Commercial","30","30","37260","36000"
"In post","2021","Unknown","Asian","Communications","60","55","33410","31330"
"In post","2021","Unknown","Asian","Counter Fraud","95","85","30380","29570"
"In post","2021","Unknown","Asian","Debt","45","40","26950","25560"
"In post","2021","Unknown","Asian","Digital, Data & Technology","135","130","39770","36500"
"In post","2021","Unknown","Asian","Finance","80","75","35720","33140"
"In post","2021","Unknown","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Human Resources","55","50","34640","31680"
"In post","2021","Unknown","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Legal","170","160","37670","38000"
"In post","2021","Unknown","Asian","No function","915","860","36020","31810"
"In post","2021","Unknown","Asian","Project Delivery","110","110","44010","38630"
"In post","2021","Unknown","Asian","Property","20","20","[c]","[c]"
"In post","2021","Unknown","Asian","Security","35","35","30880","25560"
"In post","2021","Unknown","Asian","Unknown","350","340","37420","32140"
"In post","2021","Unknown","Black","Analysis","35","35","38600","36120"
"In post","2021","Unknown","Black","Commercial","15","15","[c]","[c]"
"In post","2021","Unknown","Black","Communications","35","35","33070","28410"
"In post","2021","Unknown","Black","Counter Fraud","30","25","[c]","[c]"
"In post","2021","Unknown","Black","Debt","25","20","[c]","[c]"
"In post","2021","Unknown","Black","Digital, Data & Technology","45","45","41010","37830"
"In post","2021","Unknown","Black","Finance","25","25","[c]","[c]"
"In post","2021","Unknown","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Human Resources","30","30","36130","33110"
"In post","2021","Unknown","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Legal","85","80","35500","27760"
"In post","2021","Unknown","Black","No function","395","380","36350","32260"
"In post","2021","Unknown","Black","Project Delivery","60","60","43450","40900"
"In post","2021","Unknown","Black","Property","5","5","[c]","[c]"
"In post","2021","Unknown","Black","Security","15","15","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","140","135","34150","31060"
"In post","2021","Unknown","Chinese","Analysis","5","5","[c]","[c]"
"In post","2021","Unknown","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Digital, Data & Technology","10","10","[c]","[c]"
"In post","2021","Unknown","Chinese","Finance","5","5","[c]","[c]"
"In post","2021","Unknown","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Legal","5","5","[c]","[c]"
"In post","2021","Unknown","Chinese","No function","60","60","43580","39720"
"In post","2021","Unknown","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Mixed","Analysis","40","40","37050","32540"
"In post","2021","Unknown","Mixed","Commercial","10","10","[c]","[c]"
"In post","2021","Unknown","Mixed","Communications","15","15","[c]","[c]"
"In post","2021","Unknown","Mixed","Counter Fraud","20","15","[c]","[c]"
"In post","2021","Unknown","Mixed","Debt","5","5","[c]","[c]"
"In post","2021","Unknown","Mixed","Digital, Data & Technology","20","20","[c]","[c]"
"In post","2021","Unknown","Mixed","Finance","15","15","[c]","[c]"
"In post","2021","Unknown","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Human Resources","10","10","[c]","[c]"
"In post","2021","Unknown","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Legal","50","45","39270","38000"
"In post","2021","Unknown","Mixed","No function","280","270","37000","32910"
"In post","2021","Unknown","Mixed","Project Delivery","35","35","46450","49100"
"In post","2021","Unknown","Mixed","Property","5","5","[c]","[c]"
"In post","2021","Unknown","Mixed","Security","10","10","[c]","[c]"
"In post","2021","Unknown","Mixed","Unknown","105","100","37660","34560"
"In post","2021","Unknown","Other ethnicity","Analysis","5","5","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Digital, Data & Technology","10","10","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Legal","15","15","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","No function","110","110","39930","33610"
"In post","2021","Unknown","Other ethnicity","Project Delivery","15","15","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Unknown","50","45","47020","42180"
"In post","2021","Unknown","Undeclared","Analysis","45","45","42630","41210"
"In post","2021","Unknown","Undeclared","Commercial","45","45","38750","35550"
"In post","2021","Unknown","Undeclared","Communications","20","20","[c]","[c]"
"In post","2021","Unknown","Undeclared","Counter Fraud","85","80","34970","32520"
"In post","2021","Unknown","Undeclared","Debt","15","15","[c]","[c]"
"In post","2021","Unknown","Undeclared","Digital, Data & Technology","80","80","40280","38630"
"In post","2021","Unknown","Undeclared","Finance","45","45","40910","38700"
"In post","2021","Unknown","Undeclared","Human Resources","30","25","[c]","[c]"
"In post","2021","Unknown","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Legal","45","40","39510","36160"
"In post","2021","Unknown","Undeclared","No function","1290","1200","37420","33650"
"In post","2021","Unknown","Undeclared","Project Delivery","200","195","42710","40050"
"In post","2021","Unknown","Undeclared","Property","50","45","33940","33300"
"In post","2021","Unknown","Undeclared","Security","40","40","36320","39070"
"In post","2021","Unknown","Undeclared","Unknown","205","195","39090","33300"
"In post","2021","Unknown","Unknown","Analysis","780","760","40570","36160"
"In post","2021","Unknown","Unknown","Commercial","1445","1420","59950","54700"
"In post","2021","Unknown","Unknown","Communications","1985","1940","32590","25560"
"In post","2021","Unknown","Unknown","Counter Fraud","1460","1400","31400","29570"
"In post","2021","Unknown","Unknown","Debt","1465","1375","21320","20140"
"In post","2021","Unknown","Unknown","Digital, Data & Technology","2080","2050","40520","36780"
"In post","2021","Unknown","Unknown","Finance","1035","980","35670","32010"
"In post","2021","Unknown","Unknown","Grants Management","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Human Resources","785","755","34220","31590"
"In post","2021","Unknown","Unknown","Internal Audit","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Legal","2685","2470","35090","29350"
"In post","2021","Unknown","Unknown","No function","26050","24760","29520","25850"
"In post","2021","Unknown","Unknown","Project Delivery","2160","2105","42000","38630"
"In post","2021","Unknown","Unknown","Property","1070","1025","29700","25860"
"In post","2021","Unknown","Unknown","Security","1115","1095","30290","26750"
"In post","2021","Unknown","Unknown","Unknown","10045","9735","34180","29190"
"In post","2021","Unknown","White","Analysis","740","715","40410","36090"
"In post","2021","Unknown","White","Commercial","490","470","39960","36300"
"In post","2021","Unknown","White","Communications","450","430","36340","32100"
"In post","2021","Unknown","White","Counter Fraud","535","490","32210","31810"
"In post","2021","Unknown","White","Debt","220","195","25340","21440"
"In post","2021","Unknown","White","Digital, Data & Technology","930","905","40670","38180"
"In post","2021","Unknown","White","Finance","540","505","38290","33300"
"In post","2021","Unknown","White","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Human Resources","615","575","34090","29540"
"In post","2021","Unknown","White","Internal Audit","15","15","[c]","[c]"
"In post","2021","Unknown","White","Legal","1020","960","39380","38000"
"In post","2021","Unknown","White","No function","11090","10260","34520","31810"
"In post","2021","Unknown","White","Project Delivery","1645","1570","41480","38630"
"In post","2021","Unknown","White","Property","470","450","30650","28870"
"In post","2021","Unknown","White","Security","860","840","31190","30890"
"In post","2021","Unknown","White","Unknown","4595","4375","37270","32670"
"Leaver CS","2021","Declared disabled","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","No function","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Asian","Unknown","75","[c]","30180","27570"
"Leaver CS","2021","Declared disabled","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","No function","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","No function","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","No function","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","95","[c]","26740","27240"
"Leaver CS","2021","Declared disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","No function","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Commercial","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Communications","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Digital, Data & Technology","30","[c]","37670","33290"
"Leaver CS","2021","Declared disabled","White","Finance","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Human Resources","35","[c]","33600","32000"
"Leaver CS","2021","Declared disabled","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","White","Legal","40","[c]","43860","40800"
"Leaver CS","2021","Declared disabled","White","No function","765","[c]","27260","22340"
"Leaver CS","2021","Declared disabled","White","Project Delivery","75","[c]","36540","33040"
"Leaver CS","2021","Declared disabled","White","Property","40","[c]","32920","30950"
"Leaver CS","2021","Declared disabled","White","Security","35","[c]","30580","31000"
"Leaver CS","2021","Declared disabled","White","Unknown","1420","[c]","28480","26890"
"Leaver CS","2021","Declared non-disabled","Asian","Analysis","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Finance","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Legal","30","[c]","42540","41550"
"Leaver CS","2021","Declared non-disabled","Asian","No function","270","[c]","30760","24490"
"Leaver CS","2021","Declared non-disabled","Asian","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Property","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Asian","Unknown","510","[c]","27220","25120"
"Leaver CS","2021","Declared non-disabled","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Communications","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Finance","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Legal","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","No function","165","[c]","31870","25530"
"Leaver CS","2021","Declared non-disabled","Black","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Property","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Black","Unknown","225","[c]","28410","25120"
"Leaver CS","2021","Declared non-disabled","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","No function","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Chinese","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Communications","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Legal","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","No function","100","[c]","28980","23060"
"Leaver CS","2021","Declared non-disabled","Mixed","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Mixed","Unknown","145","[c]","28960","26120"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
