"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Intelligence Analysis","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Inner London - West","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Inner London - West","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Kent","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Lancashire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Outer London - East and North East","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Outer London - South","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Shropshire and Staffordshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Shropshire and Staffordshire","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South Yorkshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Surrey, East and West Sussex","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Tees Valley and Durham","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","West Midlands","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","West Yorkshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","Northumberland and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","50","50","44200","38540"
"In post","2021","No function","International Trade","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Berkshire, Buckinghamshire and Oxfordshire","Unknown","5","5","[c]","[c]"
"In post","2021","No function","International Trade","Derbyshire and Nottinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","International Trade","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2021","No function","International Trade","Greater Manchester","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","International Trade","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Greater Manchester","Unknown","10","10","[c]","[c]"
"In post","2021","No function","International Trade","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Inner London - East","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","International Trade","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Inner London - West","Heterosexual / straight","570","560","48950","51710"
"In post","2021","No function","International Trade","Inner London - West","LGBO","65","60","48820","51970"
"In post","2021","No function","International Trade","Inner London - West","Undeclared","65","65","47430","51710"
"In post","2021","No function","International Trade","Inner London - West","Unknown","350","345","45490","40040"
"In post","2021","No function","International Trade","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Merseyside","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","International Trade","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Merseyside","Undeclared","5","5","[c]","[c]"
"In post","2021","No function","International Trade","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2021","No function","International Trade","Northumberland and Tyne and Wear","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","International Trade","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Outer London - South","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","International Trade","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Outer London - South","Unknown","5","5","[c]","[c]"
"In post","2021","No function","International Trade","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Overseas","Heterosexual / straight","95","95","57150","55650"
"In post","2021","No function","International Trade","Overseas","LGBO","10","10","[c]","[c]"
"In post","2021","No function","International Trade","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","No function","International Trade","Overseas","Unknown","45","45","54410","51770"
"In post","2021","No function","International Trade","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","West Midlands","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","International Trade","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","West Midlands","Unknown","10","10","[c]","[c]"
"In post","2021","No function","International Trade","West Yorkshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","No function","International Trade","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","West Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","35","35","35680","33650"
"In post","2021","No function","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Unknown","15","10","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Derbyshire and Nottinghamshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Dorset and Somerset","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","East Anglia","Heterosexual / straight","35","30","38310","33100"
"In post","2021","No function","Knowledge and Information Management","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","East Anglia","Undeclared","10","10","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","East Anglia","Unknown","10","10","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","East Wales","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","East Wales","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Eastern Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","50","50","36210","32780"
"In post","2021","No function","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","15","15","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","15","15","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Greater Manchester","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Inner London - East","Heterosexual / straight","105","95","46160","47440"
"In post","2021","No function","Knowledge and Information Management","Inner London - East","LGBO","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Inner London - East","Undeclared","15","15","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Inner London - East","Unknown","50","40","40010","37300"
"In post","2021","No function","Knowledge and Information Management","Inner London - West","Heterosexual / straight","120","115","45330","38880"
"In post","2021","No function","Knowledge and Information Management","Inner London - West","LGBO","10","10","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Inner London - West","Undeclared","10","10","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Inner London - West","Unknown","25","25","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Merseyside","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Merseyside","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","North Yorkshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Northumberland and Tyne and Wear","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Northumberland and Tyne and Wear","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Outer London - South","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Outer London - West and North West","Heterosexual / straight","35","35","35050","30830"
"In post","2021","No function","Knowledge and Information Management","Outer London - West and North West","LGBO","10","10","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Outer London - West and North West","Undeclared","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Outer London - West and North West","Unknown","35","35","36230","34440"
"In post","2021","No function","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Shropshire and Staffordshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","South Yorkshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","West Midlands","Heterosexual / straight","40","35","37380","37240"
"In post","2021","No function","Knowledge and Information Management","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","West Midlands","Undeclared","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","West Midlands","Unknown","20","15","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","West Yorkshire","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","West Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Legal","Inner London - West","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","Legal","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","No function","Medicine","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Derbyshire and Nottinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Medicine","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","East Anglia","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Medicine","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","East Anglia","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Medicine","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Essex","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","Medicine","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Essex","Unknown","[c]","[c]","[c]","[c]"
