"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Mixed","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning Inspectors","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning Inspectors","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","SEO/HEO","Heterosexual / straight","40","[c]","34050","33570"
"New entrant CS","2021","Mixed","Policy","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","AA/AO","Heterosexual / straight","190","[c]","22380","21010"
"New entrant CS","2021","Mixed","Unknown","AA/AO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","EO","Heterosexual / straight","375","[c]","28880","27570"
"New entrant CS","2021","Mixed","Unknown","EO","LGBO","60","[c]","29040","27570"
"New entrant CS","2021","Mixed","Unknown","EO","Undeclared","35","[c]","29070","27570"
"New entrant CS","2021","Mixed","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SEO/HEO","Heterosexual / straight","35","[c]","35780","34550"
"New entrant CS","2021","Mixed","Unknown","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
