"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Asian","Finance","SEO/HEO","65","65","34950","33970"
"In post","2021","20-29","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","AA/AO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","EO","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","SEO/HEO","35","35","33730","34000"
"In post","2021","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Intelligence Analysis","EO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Intelligence Analysis","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","International Trade","EO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","International Trade","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Asian","International Trade","SEO/HEO","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Knowledge and Information Management","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Legal","EO","45","45","27850","29280"
"In post","2021","20-29","Asian","Legal","G6/G7","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Legal","SEO/HEO","40","40","35580","37230"
"In post","2021","20-29","Asian","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Medicine","EO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Operational Delivery","AA/AO","875","825","21890","21430"
"In post","2021","20-29","Asian","Operational Delivery","EO","505","495","26460","25560"
"In post","2021","20-29","Asian","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Operational Delivery","SEO/HEO","210","205","33450","32330"
"In post","2021","20-29","Asian","Operational Delivery","Unknown","110","105","24920","23840"
"In post","2021","20-29","Asian","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Operational Research","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Other","AA/AO","35","35","22090","21430"
"In post","2021","20-29","Asian","Other","EO","65","65","27330","27400"
"In post","2021","20-29","Asian","Other","G6/G7","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Other","SEO/HEO","45","45","35100","35070"
"In post","2021","20-29","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Policy","AA/AO","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Policy","EO","110","110","27990","27850"
"In post","2021","20-29","Asian","Policy","G6/G7","85","85","55010","53380"
"In post","2021","20-29","Asian","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Policy","SEO/HEO","355","350","35540","34560"
"In post","2021","20-29","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","EO","35","35","26400","26350"
"In post","2021","20-29","Asian","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","SEO/HEO","70","70","34790","34710"
"In post","2021","20-29","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Property","EO","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Property","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Science and Engineering","AA/AO","25","20","[c]","[c]"
"In post","2021","20-29","Asian","Science and Engineering","EO","55","55","26090","27200"
"In post","2021","20-29","Asian","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Science and Engineering","SEO/HEO","70","70","33890","32700"
"In post","2021","20-29","Asian","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Security","AA/AO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Security","EO","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Social Research","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Statistics","EO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Statistics","SEO/HEO","45","45","36240","36090"
"In post","2021","20-29","Asian","Tax","AA/AO","130","115","20200","20140"
"In post","2021","20-29","Asian","Tax","EO","75","70","26370","25560"
"In post","2021","20-29","Asian","Tax","G6/G7","40","40","53850","52580"
"In post","2021","20-29","Asian","Tax","SEO/HEO","95","95","34170","31810"
"In post","2021","20-29","Asian","Unknown","AA/AO","460","445","21670","21010"
"In post","2021","20-29","Asian","Unknown","EO","1090","1075","28990","27570"
"In post","2021","20-29","Asian","Unknown","G6/G7","35","35","55790","54700"
"In post","2021","20-29","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","SEO/HEO","170","170","35250","34550"
"In post","2021","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","EO","10","10","[c]","[c]"
"In post","2021","20-29","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Communications","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data and Technology","SEO/HEO","25","25","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Economics","EO","5","5","[c]","[c]"
"In post","2021","20-29","Black","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Economics","SEO/HEO","25","25","[c]","[c]"
"In post","2021","20-29","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Finance","EO","10","10","[c]","[c]"
"In post","2021","20-29","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Finance","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","EO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","International Trade","EO","5","5","[c]","[c]"
"In post","2021","20-29","Black","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Black","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Legal","EO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Legal","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Operational Delivery","AA/AO","330","320","24680","22850"
"In post","2021","20-29","Black","Operational Delivery","EO","120","120","27300","26970"
"In post","2021","20-29","Black","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Operational Delivery","SEO/HEO","80","80","34010","33730"
"In post","2021","20-29","Black","Operational Delivery","Unknown","115","110","26750","26810"
"In post","2021","20-29","Black","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Other","AA/AO","20","15","[c]","[c]"
"In post","2021","20-29","Black","Other","EO","30","30","26380","27350"
"In post","2021","20-29","Black","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Other","SEO/HEO","20","20","[c]","[c]"
"In post","2021","20-29","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Policy","AA/AO","20","20","[c]","[c]"
"In post","2021","20-29","Black","Policy","EO","65","65","28140","28400"
"In post","2021","20-29","Black","Policy","G6/G7","25","25","[c]","[c]"
"In post","2021","20-29","Black","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Policy","SEO/HEO","145","145","35900","34020"
"In post","2021","20-29","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","EO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","SEO/HEO","30","30","36330","36800"
"In post","2021","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","EO","5","5","[c]","[c]"
"In post","2021","20-29","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Science and Engineering","AA/AO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Science and Engineering","EO","15","15","[c]","[c]"
"In post","2021","20-29","Black","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Science and Engineering","SEO/HEO","25","25","[c]","[c]"
"In post","2021","20-29","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Black","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Social Research","EO","[c]","[c]","[c]","[c]"
