"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Other ethnicity","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Legal","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Delivery","AA/AO","35","30","24240","23500"
"In post","2021","60-64","Other ethnicity","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Delivery","SEO/HEO","10","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Other","EO","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Science and Engineering","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","AA/AO","15","15","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","EO","20","15","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data and Technology","SEO/HEO","25","25","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","AA/AO","10","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","EO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Intelligence Analysis","EO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Intelligence Analysis","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","EO","10","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Operational Delivery","AA/AO","250","205","22200","21440"
"In post","2021","60-64","Undeclared","Operational Delivery","EO","225","170","28720","28130"
"In post","2021","60-64","Undeclared","Operational Delivery","G6/G7","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Operational Delivery","SEO/HEO","125","95","37020","35710"
"In post","2021","60-64","Undeclared","Operational Delivery","Unknown","40","35","33290","32090"
"In post","2021","60-64","Undeclared","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Other","AA/AO","60","55","21530","21130"
"In post","2021","60-64","Undeclared","Other","EO","50","45","27680","26930"
"In post","2021","60-64","Undeclared","Other","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Other","SEO/HEO","40","40","36560","35010"
"In post","2021","60-64","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Policy","EO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Policy","G6/G7","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Policy","SEO/HEO","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","EO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","G6/G7","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Project Delivery","SEO/HEO","35","30","38890","40040"
"In post","2021","60-64","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","EO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Property","SEO/HEO","25","25","[c]","[c]"
"In post","2021","60-64","Undeclared","Science and Engineering","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Science and Engineering","EO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Science and Engineering","G6/G7","20","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Science and Engineering","SEO/HEO","50","45","38940","38270"
"In post","2021","60-64","Undeclared","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","AA/AO","30","30","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","EO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Tax","EO","25","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Tax","G6/G7","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Tax","SEO/HEO","45","30","36340","35000"
"In post","2021","60-64","Undeclared","Unknown","AA/AO","210","165","21450","21010"
"In post","2021","60-64","Undeclared","Unknown","EO","265","200","28260","27570"
"In post","2021","60-64","Undeclared","Unknown","G6/G7","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","SEO/HEO","70","60","36770","36280"
"In post","2021","60-64","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","SEO/HEO","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Counter Fraud","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data and Technology","G6/G7","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data and Technology","SEO/HEO","35","30","37330","36160"
"In post","2021","60-64","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","AA/AO","15","10","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","International Trade","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","EO","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","G6/G7","40","30","63470","61800"
"In post","2021","60-64","Unknown","Legal","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","SEO/HEO","30","25","[c]","[c]"
"In post","2021","60-64","Unknown","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Medicine","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Operational Delivery","AA/AO","1025","815","21410","21050"
"In post","2021","60-64","Unknown","Operational Delivery","EO","355","275","29180","28130"
"In post","2021","60-64","Unknown","Operational Delivery","G6/G7","30","30","59190","56330"
"In post","2021","60-64","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Operational Delivery","SEO/HEO","165","135","39350","36480"
"In post","2021","60-64","Unknown","Operational Delivery","Unknown","65","50","30120","28200"
"In post","2021","60-64","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Other","AA/AO","60","55","23740","21400"
"In post","2021","60-64","Unknown","Other","EO","25","20","[c]","[c]"
"In post","2021","60-64","Unknown","Other","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Other","SEO/HEO","35","30","39400","39410"
"In post","2021","60-64","Unknown","Other","Unknown","120","120","39980","37000"
"In post","2021","60-64","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Policy","EO","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Policy","G6/G7","30","30","58320","57530"
"In post","2021","60-64","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Policy","SEO/HEO","30","30","37110","36160"
"In post","2021","60-64","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Project Delivery","EO","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Project Delivery","SEO/HEO","30","30","38290","38630"
"In post","2021","60-64","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Property","AA/AO","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Property","EO","25","20","[c]","[c]"
"In post","2021","60-64","Unknown","Property","G6/G7","15","10","[c]","[c]"
"In post","2021","60-64","Unknown","Property","SEO/HEO","30","30","40220","42210"
"In post","2021","60-64","Unknown","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Science and Engineering","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Science and Engineering","EO","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Science and Engineering","SEO/HEO","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Security","AA/AO","15","10","[c]","[c]"
"In post","2021","60-64","Unknown","Security","EO","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Tax","AA/AO","60","55","20480","20140"
"In post","2021","60-64","Unknown","Tax","EO","55","40","28000","28130"
"In post","2021","60-64","Unknown","Tax","G6/G7","20","20","[c]","[c]"
"In post","2021","60-64","Unknown","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Tax","SEO/HEO","65","55","37390","36240"
"In post","2021","60-64","Unknown","Unknown","AA/AO","280","235","21520","21010"
"In post","2021","60-64","Unknown","Unknown","EO","200","170","28150","27570"
"In post","2021","60-64","Unknown","Unknown","G6/G7","70","60","65460","64500"
"In post","2021","60-64","Unknown","Unknown","SCS level","10","10","[c]","[c]"
