"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Outside London","EO","Unknown","160","155","25860","25810"
"In post","2021","Finance","Outside London","G6/G7","Heterosexual / straight","880","860","57260","55930"
"In post","2021","Finance","Outside London","G6/G7","LGBO","30","30","55370","52580"
"In post","2021","Finance","Outside London","G6/G7","Undeclared","115","115","58540","57540"
"In post","2021","Finance","Outside London","G6/G7","Unknown","185","180","55470","52580"
"In post","2021","Finance","Outside London","SCS level","Heterosexual / straight","90","90","89870","82910"
"In post","2021","Finance","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Finance","Outside London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Outside London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","Outside London","SEO/HEO","Heterosexual / straight","2000","1920","37170","36960"
"In post","2021","Finance","Outside London","SEO/HEO","LGBO","70","70","36010","36700"
"In post","2021","Finance","Outside London","SEO/HEO","Undeclared","280","265","37930","37100"
"In post","2021","Finance","Outside London","SEO/HEO","Unknown","360","350","36020","36180"
"In post","2021","Finance","Outside London","Unknown","Heterosexual / straight","110","110","40700","39860"
"In post","2021","Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Outside London","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","AA/AO","Heterosexual / straight","70","65","24320","24220"
"In post","2021","Human Resources","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","London","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2021","Human Resources","London","EO","Heterosexual / straight","245","235","29140","29080"
"In post","2021","Human Resources","London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Human Resources","London","EO","Undeclared","30","30","[c]","[c]"
"In post","2021","Human Resources","London","EO","Unknown","55","55","28570","27380"
"In post","2021","Human Resources","London","G6/G7","Heterosexual / straight","600","580","61100","59160"
"In post","2021","Human Resources","London","G6/G7","LGBO","55","50","59260","58870"
"In post","2021","Human Resources","London","G6/G7","Undeclared","45","45","62380","59900"
"In post","2021","Human Resources","London","G6/G7","Unknown","75","75","60960","59590"
"In post","2021","Human Resources","London","SCS level","Heterosexual / straight","115","110","90490","84500"
"In post","2021","Human Resources","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","London","SEO/HEO","Heterosexual / straight","795","770","39010","37900"
"In post","2021","Human Resources","London","SEO/HEO","LGBO","60","60","39230","40050"
"In post","2021","Human Resources","London","SEO/HEO","Undeclared","100","100","39630","39570"
"In post","2021","Human Resources","London","SEO/HEO","Unknown","115","115","37230","36160"
"In post","2021","Human Resources","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Outside London","AA/AO","Heterosexual / straight","840","765","21480","21130"
"In post","2021","Human Resources","Outside London","AA/AO","LGBO","40","40","21560","20960"
"In post","2021","Human Resources","Outside London","AA/AO","Undeclared","115","105","21290","21130"
"In post","2021","Human Resources","Outside London","AA/AO","Unknown","125","115","21250","20920"
"In post","2021","Human Resources","Outside London","EO","Heterosexual / straight","765","715","26370","26670"
"In post","2021","Human Resources","Outside London","EO","LGBO","35","30","26080","26670"
"In post","2021","Human Resources","Outside London","EO","Undeclared","90","80","27410","26780"
"In post","2021","Human Resources","Outside London","EO","Unknown","140","130","26460","26290"
"In post","2021","Human Resources","Outside London","G6/G7","Heterosexual / straight","700","675","56140","54540"
"In post","2021","Human Resources","Outside London","G6/G7","LGBO","40","40","56650","54770"
"In post","2021","Human Resources","Outside London","G6/G7","Undeclared","45","45","55480","54540"
"In post","2021","Human Resources","Outside London","G6/G7","Unknown","95","95","54120","52580"
"In post","2021","Human Resources","Outside London","SCS level","Heterosexual / straight","45","45","88430","82600"
"In post","2021","Human Resources","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Outside London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Outside London","SEO/HEO","Heterosexual / straight","1765","1670","36000","34490"
"In post","2021","Human Resources","Outside London","SEO/HEO","LGBO","90","85","34790","33290"
"In post","2021","Human Resources","Outside London","SEO/HEO","Undeclared","160","150","36590","35230"
"In post","2021","Human Resources","Outside London","SEO/HEO","Unknown","270","250","35010","33350"
"In post","2021","Human Resources","Outside London","Unknown","Heterosexual / straight","35","35","42910","42100"
"In post","2021","Human Resources","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","G6/G7","Heterosexual / straight","95","95","75360","75500"
"In post","2021","Inspector of Education and Training","London","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","SEO/HEO","Heterosexual / straight","80","80","50860","51360"
"In post","2021","Inspector of Education and Training","London","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","G6/G7","Heterosexual / straight","335","325","75470","75500"
"In post","2021","Inspector of Education and Training","Outside London","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","G6/G7","Unknown","10","5","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","SEO/HEO","Heterosexual / straight","205","195","51140","51360"
"In post","2021","Inspector of Education and Training","Outside London","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Inspector of Education and Training","Outside London","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Intelligence Analysis","London","AA/AO","Heterosexual / straight","45","40","25220","25630"
"In post","2021","Intelligence Analysis","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","London","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Intelligence Analysis","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","London","EO","Heterosexual / straight","340","320","29930","29250"
"In post","2021","Intelligence Analysis","London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Intelligence Analysis","London","EO","Undeclared","65","55","29880","29250"
"In post","2021","Intelligence Analysis","London","EO","Unknown","30","30","30520","30200"
"In post","2021","Intelligence Analysis","London","G6/G7","Heterosexual / straight","150","145","60520","59160"
"In post","2021","Intelligence Analysis","London","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Intelligence Analysis","London","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Intelligence Analysis","London","G6/G7","Unknown","110","105","58890","54950"
"In post","2021","Intelligence Analysis","London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Intelligence Analysis","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","London","SEO/HEO","Heterosexual / straight","425","415","39880","38230"
"In post","2021","Intelligence Analysis","London","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Intelligence Analysis","London","SEO/HEO","Undeclared","80","80","40070","39420"
"In post","2021","Intelligence Analysis","London","SEO/HEO","Unknown","75","70","39050","37640"
"In post","2021","Intelligence Analysis","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Outside London","AA/AO","Heterosexual / straight","60","55","21350","21430"
