"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Science and Engineering","Outside London","Unknown","Heterosexual / straight","520","515","41300","40470"
"In post","2021","Science and Engineering","Outside London","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Science and Engineering","Outside London","Unknown","Undeclared","95","90","44560","43780"
"In post","2021","Science and Engineering","Outside London","Unknown","Unknown","70","65","35040","32710"
"In post","2021","Science and Engineering","Overseas","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","SEO/HEO","Heterosexual / straight","40","40","44400","41960"
"In post","2021","Science and Engineering","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Unknown","Heterosexual / straight","50","50","27550","27370"
"In post","2021","Science and Engineering","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Security","London","AA/AO","Heterosexual / straight","295","295","25970","23090"
"In post","2021","Security","London","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Security","London","AA/AO","Undeclared","30","30","[c]","[c]"
"In post","2021","Security","London","AA/AO","Unknown","70","70","29160","28000"
"In post","2021","Security","London","EO","Heterosexual / straight","125","120","31470","29740"
"In post","2021","Security","London","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Security","London","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Security","London","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Security","London","G6/G7","Heterosexual / straight","125","120","61690","59160"
"In post","2021","Security","London","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Security","London","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Security","London","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","Security","London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","London","SEO/HEO","Heterosexual / straight","300","295","41810","41410"
"In post","2021","Security","London","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Security","London","SEO/HEO","Undeclared","60","60","43350","42930"
"In post","2021","Security","London","SEO/HEO","Unknown","70","70","39970","38130"
"In post","2021","Security","London","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outside London","AA/AO","Heterosexual / straight","3540","3460","26060","20920"
"In post","2021","Security","Outside London","AA/AO","LGBO","135","135","27150","25610"
"In post","2021","Security","Outside London","AA/AO","Undeclared","555","540","29740","26750"
"In post","2021","Security","Outside London","AA/AO","Unknown","780","770","28430","26610"
"In post","2021","Security","Outside London","EO","Heterosexual / straight","685","670","32790","27420"
"In post","2021","Security","Outside London","EO","LGBO","30","30","33570","32500"
"In post","2021","Security","Outside London","EO","Undeclared","100","100","37940","43920"
"In post","2021","Security","Outside London","EO","Unknown","105","105","30020","26350"
"In post","2021","Security","Outside London","G6/G7","Heterosexual / straight","100","100","57700","54000"
"In post","2021","Security","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outside London","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Security","Outside London","G6/G7","Unknown","30","30","56640","52580"
"In post","2021","Security","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outside London","SEO/HEO","Heterosexual / straight","570","560","40320","37910"
"In post","2021","Security","Outside London","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Security","Outside London","SEO/HEO","Undeclared","120","115","41030","38160"
"In post","2021","Security","Outside London","SEO/HEO","Unknown","120","120","39500","37660"
"In post","2021","Security","Outside London","Unknown","Heterosexual / straight","55","50","35670","33900"
"In post","2021","Security","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outside London","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Security","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SEO/HEO","Heterosexual / straight","55","55","35160","34310"
"In post","2021","Security","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Social Research","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Social Research","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","G6/G7","Heterosexual / straight","145","140","59890","58940"
"In post","2021","Social Research","London","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Social Research","London","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Social Research","London","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Social Research","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Social Research","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","SEO/HEO","Heterosexual / straight","170","165","38450","39860"
"In post","2021","Social Research","London","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Social Research","London","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Social Research","London","SEO/HEO","Unknown","40","35","38240","40020"
"In post","2021","Social Research","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outside London","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Social Research","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outside London","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Social Research","Outside London","G6/G7","Heterosexual / straight","105","100","50990","49110"
"In post","2021","Social Research","Outside London","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Social Research","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outside London","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Social Research","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outside London","SEO/HEO","Heterosexual / straight","385","365","37680","37020"
"In post","2021","Social Research","Outside London","SEO/HEO","LGBO","35","35","34840","33170"
"In post","2021","Social Research","Outside London","SEO/HEO","Undeclared","30","30","39230","38010"
"In post","2021","Social Research","Outside London","SEO/HEO","Unknown","90","85","33580","31700"
"In post","2021","Statistics","London","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Statistics","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Statistics","London","EO","Heterosexual / straight","70","70","30210","30180"
"In post","2021","Statistics","London","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Statistics","London","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Statistics","London","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Statistics","London","G6/G7","Heterosexual / straight","260","250","59630","59160"
"In post","2021","Statistics","London","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2021","Statistics","London","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2021","Statistics","London","G6/G7","Unknown","40","40","58160","57430"
"In post","2021","Statistics","London","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Statistics","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","London","SEO/HEO","Heterosexual / straight","295","285","39100","40000"
"In post","2021","Statistics","London","SEO/HEO","LGBO","30","30","39240","38540"
"In post","2021","Statistics","London","SEO/HEO","Undeclared","30","30","38830","39030"
"In post","2021","Statistics","London","SEO/HEO","Unknown","70","65","38660","38500"
"In post","2021","Statistics","Outside London","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Statistics","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Outside London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Statistics","Outside London","EO","Heterosexual / straight","85","85","26330","26520"
"In post","2021","Statistics","Outside London","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Statistics","Outside London","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Statistics","Outside London","EO","Unknown","25","20","[c]","[c]"
"In post","2021","Statistics","Outside London","G6/G7","Heterosexual / straight","230","220","54660","52580"
"In post","2021","Statistics","Outside London","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Statistics","Outside London","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Statistics","Outside London","G6/G7","Unknown","50","45","53380","51000"
"In post","2021","Statistics","Outside London","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Statistics","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Statistics","Outside London","SEO/HEO","Heterosexual / straight","395","380","35730","36780"
"In post","2021","Statistics","Outside London","SEO/HEO","LGBO","45","45","34660","36000"
"In post","2021","Statistics","Outside London","SEO/HEO","Undeclared","45","45","35460","35010"
"In post","2021","Statistics","Outside London","SEO/HEO","Unknown","120","120","33960","33930"
"In post","2021","Statistics","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","London","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Tax","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","London","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Tax","London","AA/AO","Unknown","30","25","24690","24120"
"In post","2021","Tax","London","EO","Heterosexual / straight","240","225","30900","30300"
"In post","2021","Tax","London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Tax","London","EO","Undeclared","35","35","31350","32520"
"In post","2021","Tax","London","EO","Unknown","165","155","30910","30600"
"In post","2021","Tax","London","G6/G7","Heterosexual / straight","355","335","62470","59160"
"In post","2021","Tax","London","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Tax","London","G6/G7","Undeclared","50","50","66080","62300"
"In post","2021","Tax","London","G6/G7","Unknown","100","95","62900","59370"
"In post","2021","Tax","London","SCS level","Heterosexual / straight","35","35","84380","79930"
"In post","2021","Tax","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Tax","London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Tax","London","SEO/HEO","Heterosexual / straight","675","645","38730","36920"
"In post","2021","Tax","London","SEO/HEO","LGBO","30","25","[c]","[c]"
"In post","2021","Tax","London","SEO/HEO","Undeclared","110","105","39350","39800"
"In post","2021","Tax","London","SEO/HEO","Unknown","395","375","38190","36240"
"In post","2021","Tax","Outside London","AA/AO","Heterosexual / straight","1205","1125","20200","20140"
"In post","2021","Tax","Outside London","AA/AO","LGBO","135","130","20140","20140"
"In post","2021","Tax","Outside London","AA/AO","Undeclared","90","85","20300","20140"
"In post","2021","Tax","Outside London","AA/AO","Unknown","2295","2175","20180","20140"
"In post","2021","Tax","Outside London","EO","Heterosexual / straight","1815","1670","26080","25560"
"In post","2021","Tax","Outside London","EO","LGBO","140","130","25650","25560"
"In post","2021","Tax","Outside London","EO","Undeclared","245","215","26650","25560"
"In post","2021","Tax","Outside London","EO","Unknown","1405","1335","25800","25560"
"In post","2021","Tax","Outside London","G6/G7","Heterosexual / straight","1475","1415","55430","52580"
"In post","2021","Tax","Outside London","G6/G7","LGBO","95","90","53610","52580"
"In post","2021","Tax","Outside London","G6/G7","Undeclared","265","255","56560","52580"
"In post","2021","Tax","Outside London","G6/G7","Unknown","350","330","55320","52580"
"In post","2021","Tax","Outside London","SCS level","Heterosexual / straight","30","30","78280","76430"
"In post","2021","Tax","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Outside London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Tax","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Tax","Outside London","SEO/HEO","Heterosexual / straight","3740","3535","33910","31810"
"In post","2021","Tax","Outside London","SEO/HEO","LGBO","205","200","33300","31810"
"In post","2021","Tax","Outside London","SEO/HEO","Undeclared","515","475","34290","31940"
"In post","2021","Tax","Outside London","SEO/HEO","Unknown","1485","1415","33320","31810"
"In post","2021","Tax","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","AA/AO","Heterosexual / straight","1080","995","24640","25110"
"In post","2021","Unknown","London","AA/AO","LGBO","65","60","24670","25110"
"In post","2021","Unknown","London","AA/AO","Undeclared","180","160","24360","25110"
"In post","2021","Unknown","London","AA/AO","Unknown","545","455","24180","25110"
"In post","2021","Unknown","London","EO","Heterosexual / straight","4580","4375","30780","31060"
"In post","2021","Unknown","London","EO","LGBO","300","295","30550","31060"
"In post","2021","Unknown","London","EO","Undeclared","545","505","30730","31060"
"In post","2021","Unknown","London","EO","Unknown","1685","1550","30790","31060"
"In post","2021","Unknown","London","G6/G7","Heterosexual / straight","2065","2010","59840","57350"
"In post","2021","Unknown","London","G6/G7","LGBO","220","215","58930","56340"
"In post","2021","Unknown","London","G6/G7","Undeclared","250","245","59930","57860"
"In post","2021","Unknown","London","G6/G7","Unknown","995","975","61520","59160"
"In post","2021","Unknown","London","SCS level","Heterosexual / straight","560","550","94970","84500"
"In post","2021","Unknown","London","SCS level","LGBO","40","40","84520","75990"
"In post","2021","Unknown","London","SCS level","Undeclared","50","50","91500","81140"
"In post","2021","Unknown","London","SCS level","Unknown","390","380","93310","78010"
"In post","2021","Unknown","London","SEO/HEO","Heterosexual / straight","2175","2135","37930","36900"
"In post","2021","Unknown","London","SEO/HEO","LGBO","235","235","37190","36650"
"In post","2021","Unknown","London","SEO/HEO","Undeclared","260","255","38220","38120"
"In post","2021","Unknown","London","SEO/HEO","Unknown","1915","1895","33530","32000"
"In post","2021","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","AA/AO","Heterosexual / straight","18885","16500","21090","21010"
"In post","2021","Unknown","Outside London","AA/AO","LGBO","1225","1160","21150","21010"
"In post","2021","Unknown","Outside London","AA/AO","Undeclared","2550","2195","20990","21010"
"In post","2021","Unknown","Outside London","AA/AO","Unknown","9630","8155","21200","21010"
"In post","2021","Unknown","Outside London","EO","Heterosexual / straight","29840","27125","27670","27570"
"In post","2021","Unknown","Outside London","EO","LGBO","1945","1870","27700","27570"
"In post","2021","Unknown","Outside London","EO","Undeclared","3385","3030","27610","27570"
"In post","2021","Unknown","Outside London","EO","Unknown","10400","9185","27610","27570"
"In post","2021","Unknown","Outside London","G6/G7","Heterosexual / straight","3825","3685","59050","59240"
"In post","2021","Unknown","Outside London","G6/G7","LGBO","205","195","58720","59590"
"In post","2021","Unknown","Outside London","G6/G7","Undeclared","315","310","59620","58850"
"In post","2021","Unknown","Outside London","G6/G7","Unknown","1585","1525","59760","56800"
"In post","2021","Unknown","Outside London","SCS level","Heterosexual / straight","290","285","90780","83230"
"In post","2021","Unknown","Outside London","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Outside London","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Outside London","SCS level","Unknown","265","265","82920","76890"
"In post","2021","Unknown","Outside London","SEO/HEO","Heterosexual / straight","10695","10145","35700","34290"
"In post","2021","Unknown","Outside London","SEO/HEO","LGBO","660","640","34980","33620"
"In post","2021","Unknown","Outside London","SEO/HEO","Undeclared","1015","965","35350","34290"
"In post","2021","Unknown","Outside London","SEO/HEO","Unknown","3910","3725","35560","34290"
"In post","2021","Unknown","Outside London","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","SEO/HEO","Heterosexual / straight","35","35","38710","33300"
"In post","2021","Unknown","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","Heterosexual / straight","170","165","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","Undeclared","40","35","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","Heterosexual / straight","125","115","22240","21010"
"In post","2021","Unknown","Unknown","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","Unknown","50","40","22650","21720"
"In post","2021","Unknown","Unknown","EO","Heterosexual / straight","350","335","27970","27570"
"In post","2021","Unknown","Unknown","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","EO","Undeclared","50","45","27770","27570"
"In post","2021","Unknown","Unknown","EO","Unknown","110","100","28050","27570"
"In post","2021","Unknown","Unknown","G6/G7","Heterosexual / straight","85","85","56040","54700"
"In post","2021","Unknown","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","G6/G7","Unknown","50","50","58960","56520"
"In post","2021","Unknown","Unknown","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","Heterosexual / straight","180","175","34700","33580"
"In post","2021","Unknown","Unknown","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","Undeclared","20","15","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","Unknown","415","410","31350","31990"
"In post","2021","Veterinarian","London","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Veterinarian","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Veterinarian","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Veterinarian","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","G6/G7","Heterosexual / straight","85","80","55540","54340"
