"Status","Year","Function_of_post","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","150","145","40420","38000"
"In post","2021","Commercial","Department for Education (excl. agencies)","Department for Education","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Department for Education","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Department for Education","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","105","100","38970","36970"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","25","20","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","Department for International Trade","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","60","60","50140","40650"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","125","120","48460","40650"
"In post","2021","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","110","100","34050","31040"
"In post","2021","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","40","35","30160","26780"
"In post","2021","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","70","70","46830","41170"
"In post","2021","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Food Standards Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","50","50","39940","39630"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","25","25","[c]","[c]"
"In post","2021","Commercial","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Actuary's Department","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","35","35","41060","39990"
"In post","2021","Commercial","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Department for Work and Pensions","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","HM Land Registry","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","HM Land Registry","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","540","520","49660","48560"
"In post","2021","Commercial","HM Prison and Probation Service","Ministry of Justice","LGBO","30","25","[c]","[c]"
"In post","2021","Commercial","HM Prison and Probation Service","Ministry of Justice","Undeclared","55","50","48950","46600"
"In post","2021","Commercial","HM Prison and Probation Service","Ministry of Justice","Unknown","65","60","46980","44760"
"In post","2021","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","80","75","37070","33860"
"In post","2021","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","50","50","36650","35000"
"In post","2021","Commercial","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury (excl. agencies)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Insolvency Service","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","135","130","38810","39680"
"In post","2021","Commercial","Legal Aid Agency","Ministry of Justice","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Legal Aid Agency","Ministry of Justice","Undeclared","15","10","[c]","[c]"
"In post","2021","Commercial","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","190","185","42990","40140"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","1180","1145","34860","33300"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","45","40","34090","33000"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","215","205","37320","34810"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","95","95","33090","29670"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","155","155","33900","34090"
"In post","2021","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","15","15","[c]","[c]"
