"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Outside London","HEO","15","[c]","28380","28000"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Outside London","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","London","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Outside London","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Outside London","Unknown","25","[c]","28090","22200"
"New entrant CS","2021","Human Resources","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Space Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Outside London","HEO","15","[c]","29600","29540"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","Outside London","SEO","10","[c]","40650","39590"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","London","G7","15","[c]","54870","53530"
"New entrant CS","2021","Legal","Competition and Markets Authority","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Outside London","SEO","30","[c]","33550","33550"
"New entrant CS","2021","Legal","Crown Prosecution Service","London","AO","80","[c]","21120","20120"
"New entrant CS","2021","Legal","Crown Prosecution Service","London","EO","25","[c]","27410","26970"
"New entrant CS","2021","Legal","Crown Prosecution Service","London","G7","55","[c]","53040","51700"
"New entrant CS","2021","Legal","Crown Prosecution Service","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Prosecution Service","Outside London","AO","225","[c]","20160","20120"
"New entrant CS","2021","Legal","Crown Prosecution Service","Outside London","EO","55","[c]","26310","25480"
"New entrant CS","2021","Legal","Crown Prosecution Service","Outside London","G7","160","[c]","50720","48080"
"New entrant CS","2021","Legal","Crown Prosecution Service","Outside London","HEO","80","[c]","38470","38000"
"New entrant CS","2021","Legal","Crown Prosecution Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","London","EO","80","[c]","27800","26950"
