"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","ESTYN","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","ESTYN","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","ESTYN","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","ESTYN","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","ESTYN","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scottish Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Chancellor's other departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","HM Treasury","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","G6","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Attorney General's Departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Other Cabinet Office Agencies","EO","Unknown","[c]","[c]","[c]","[c]"
