"Status","Year","Function_of_post","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Security","Ministry of Defence (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","East Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","East of England","Heterosexual / straight","350","345","33190","27680"
"In post","2021","Security","Ministry of Defence (excl. agencies)","East of England","LGBO","15","15","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","East of England","Undeclared","60","60","35920","39070"
"In post","2021","Security","Ministry of Defence (excl. agencies)","East of England","Unknown","55","55","29800","25610"
"In post","2021","Security","Ministry of Defence (excl. agencies)","London","Heterosexual / straight","235","230","31550","25390"
"In post","2021","Security","Ministry of Defence (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","London","Undeclared","30","30","43250","44910"
"In post","2021","Security","Ministry of Defence (excl. agencies)","London","Unknown","45","45","29560","29370"
"In post","2021","Security","Ministry of Defence (excl. agencies)","North East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","North West (England)","Heterosexual / straight","115","115","23990","20060"
"In post","2021","Security","Ministry of Defence (excl. agencies)","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","North West (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","North West (England)","Unknown","25","25","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Northern Ireland","Heterosexual / straight","315","310","21200","20310"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Northern Ireland","Undeclared","30","30","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Northern Ireland","Unknown","40","40","20530","20310"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Scotland","Heterosexual / straight","975","940","30020","25680"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Scotland","LGBO","20","20","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Scotland","Undeclared","125","125","34910","39070"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Scotland","Unknown","210","210","29740","28890"
"In post","2021","Security","Ministry of Defence (excl. agencies)","South East (England)","Heterosexual / straight","1015","1000","30140","26670"
"In post","2021","Security","Ministry of Defence (excl. agencies)","South East (England)","LGBO","50","50","29080","26610"
"In post","2021","Security","Ministry of Defence (excl. agencies)","South East (England)","Undeclared","155","155","34220","39070"
"In post","2021","Security","Ministry of Defence (excl. agencies)","South East (England)","Unknown","245","240","31510","27750"
"In post","2021","Security","Ministry of Defence (excl. agencies)","South West (England)","Heterosexual / straight","700","680","25860","20060"
"In post","2021","Security","Ministry of Defence (excl. agencies)","South West (England)","LGBO","35","35","27390","20920"
"In post","2021","Security","Ministry of Defence (excl. agencies)","South West (England)","Undeclared","140","135","29630","26670"
"In post","2021","Security","Ministry of Defence (excl. agencies)","South West (England)","Unknown","135","135","26130","20920"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Wales","Heterosexual / straight","100","100","20570","19560"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Wales","Undeclared","15","15","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Wales","Unknown","10","10","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","West Midlands (England)","Heterosexual / straight","185","185","26440","20060"
"In post","2021","Security","Ministry of Defence (excl. agencies)","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","West Midlands (England)","Undeclared","25","25","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","West Midlands (England)","Unknown","35","35","28070","24610"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","215","210","30820","28890"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","LGBO","15","15","[c]","[c]"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","Undeclared","50","45","37070","39070"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","Unknown","50","50","29040","26750"
"In post","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Security","National Crime Agency","London","LGBO","5","5","[c]","[c]"
"In post","2021","Security","National Crime Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Savings and Investments","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Savings and Investments","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Savings and Investments","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Savings and Investments","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Queen Elizabeth II Centre","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Queen Elizabeth II Centre","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Queen Elizabeth II Centre","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Registers of Scotland","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","Registers of Scotland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Registers of Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Registers of Scotland","Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","Security","Serious Fraud Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Serious Fraud Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Serious Fraud Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Export Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Hydrographic Office","South West (England)","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Security","UK Hydrographic Office","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Hydrographic Office","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Intellectual Property Office","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Intellectual Property Office","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Intellectual Property Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","South East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","Wales","Unknown","5","5","[c]","[c]"
"In post","2021","Security","Water Services Regulation Authority","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Water Services Regulation Authority","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Water Services Regulation Authority","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","Scotland","Heterosexual / straight","80","70","32700","29190"
"In post","2021","Unknown","Accountant in Bankruptcy","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","Scotland","Unknown","30","25","27060","22230"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","London","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Charity Commission","North West (England)","Heterosexual / straight","90","85","31130","29160"
"In post","2021","Unknown","Charity Commission","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Charity Commission","North West (England)","Unknown","80","75","30600","29160"
"In post","2021","Unknown","Charity Commission","South West (England)","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Unknown","Charity Commission","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","South West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Companies House","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Companies House","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Companies House","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","North West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","South West (England)","Heterosexual / straight","110","105","37870","36210"
"In post","2021","Unknown","Defence Equipment and Support","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","London","Heterosexual / straight","175","170","58470","54400"
"In post","2021","Unknown","Department for Education (excl. agencies)","London","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","London","Undeclared","25","20","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","London","Unknown","50","50","67390","64180"
"In post","2021","Unknown","Department for Education (excl. agencies)","North East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","North East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","North West (England)","Heterosexual / straight","70","70","42910","36780"
"In post","2021","Unknown","Department for Education (excl. agencies)","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","West Midlands (England)","Heterosexual / straight","35","35","40120","36500"
"In post","2021","Unknown","Department for Education (excl. agencies)","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","West Midlands (England)","Unknown","25","20","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","65","60","45680","42270"
"In post","2021","Unknown","Department for Education (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Heterosexual / straight","2875","2565","26080","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","LGBO","185","175","26050","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Undeclared","380","330","25470","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Unknown","1045","900","25600","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","East of England","Heterosexual / straight","3065","2780","28320","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","East of England","LGBO","185","175","28050","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","East of England","Undeclared","350","310","27690","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","East of England","Unknown","975","830","27690","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","6315","5990","33790","31060"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","LGBO","425","410","34890","31060"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","Undeclared","765","700","32270","31060"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","Unknown","2520","2285","33330","31060"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","Heterosexual / straight","6380","5690","27360","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","LGBO","345","330","26390","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","Undeclared","665","590","26920","26120"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","Unknown","2160","1845","26530","26120"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","Heterosexual / straight","11125","10085","27190","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","LGBO","640","620","26990","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","Undeclared","1350","1205","26710","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","Unknown","4595","4025","26190","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","Heterosexual / straight","5800","5160","25560","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","LGBO","295","285","25320","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","Undeclared","770","680","24630","26120"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","Unknown","1950","1660","24400","21010"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","Heterosexual / straight","4465","4065","27520","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","LGBO","370","355","27280","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","Undeclared","555","495","27020","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","Unknown","1275","1110","27140","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","Heterosexual / straight","3725","3280","26390","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","LGBO","275","260","26420","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","Undeclared","495","430","26030","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","Unknown","1245","1025","25370","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","610","575","30200","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","40","40","28860","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","75","70","29690","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","170","150","31850","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Wales","Heterosexual / straight","3635","3280","26100","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Wales","LGBO","235","225","26220","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Wales","Undeclared","450","400","25330","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Wales","Unknown","1325","1140","24870","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Heterosexual / straight","4720","4195","26320","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","LGBO","240","225","26190","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Undeclared","605","525","25520","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Unknown","2030","1720","25410","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","6020","5385","29780","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","LGBO","400","380","28810","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Undeclared","730","640","28420","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Unknown","2100","1815","29080","27570"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","Unknown","45","45","53190","53360"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Disclosure Scotland","Scotland","Heterosexual / straight","185","170","29580","24910"
"In post","2021","Unknown","Disclosure Scotland","Scotland","LGBO","20","20","[c]","[c]"
