"Status","Year","Function_of_post","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Outside London","Unknown","65","60","30270","26320"
"In post","2021","Communications","Department for International Trade","London","Heterosexual / straight","50","50","43040","38540"
"In post","2021","Communications","Department for International Trade","London","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","Department for International Trade","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Department for International Trade","London","Unknown","40","40","43420","38140"
"In post","2021","Communications","Department for International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","London","Heterosexual / straight","65","60","47430","43360"
"In post","2021","Communications","Department for Transport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Department for Transport","London","Unknown","40","40","47830","42890"
"In post","2021","Communications","Department for Transport","Outside London","Heterosexual / straight","115","105","32780","27250"
"In post","2021","Communications","Department for Transport","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","Department for Transport","Outside London","Undeclared","35","30","29170","26780"
"In post","2021","Communications","Department for Transport","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","London","Heterosexual / straight","135","130","43470","39000"
"In post","2021","Communications","Department of Health and Social Care","London","LGBO","20","20","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","London","Unknown","95","95","42440","32790"
"In post","2021","Communications","Department of Health and Social Care","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Communications","ESTYN","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","80","80","49480","45840"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","London","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","London","Unknown","35","35","47660","44880"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","London","Heterosexual / straight","95","90","49670","42000"
"In post","2021","Communications","HM Revenue and Customs","London","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","London","Unknown","55","50","46160","41760"
"In post","2021","Communications","HM Revenue and Customs","Outside London","Heterosexual / straight","2120","2025","29200","25560"
"In post","2021","Communications","HM Revenue and Customs","Outside London","LGBO","160","155","28480","25560"
"In post","2021","Communications","HM Revenue and Customs","Outside London","Undeclared","190","180","28860","25560"
"In post","2021","Communications","HM Revenue and Customs","Outside London","Unknown","1545","1495","27560","25560"
"In post","2021","Communications","HM Treasury","London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Communications","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","HM Treasury","London","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","HM Treasury","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","London","Heterosexual / straight","215","210","32060","26710"
"In post","2021","Communications","Ministry of Defence","London","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","London","Undeclared","25","25","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","London","Unknown","35","35","42010","40640"
"In post","2021","Communications","Ministry of Defence","Outside London","Heterosexual / straight","425","410","31920","29200"
"In post","2021","Communications","Ministry of Defence","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Outside London","Undeclared","70","65","29930","28670"
"In post","2021","Communications","Ministry of Defence","Outside London","Unknown","65","60","34980","33300"
"In post","2021","Communications","Ministry of Defence","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","London","Heterosexual / straight","55","55","41140","34200"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","London","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","London","Heterosexual / straight","80","75","45330","39870"
"In post","2021","Communications","Ministry of Justice","London","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","London","Unknown","35","30","43100","41800"
"In post","2021","Communications","Ministry of Justice","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","London","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","Unknown","15","15","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","Outside London","Heterosexual / straight","30","30","39130","36780"
"In post","2021","Communications","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Scottish Government","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","The National Archives","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","London","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","London","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","Heterosexual / straight","40","40","35160","36030"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","Unknown","30","30","33450","29540"
"In post","2021","Communications","Wales Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Welsh Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","London","Heterosexual / straight","160","160","45980","40000"
"In post","2021","Counter Fraud","Attorney General's Departments","London","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","London","Unknown","65","60","46380","40270"
"In post","2021","Counter Fraud","Cabinet Office","London","Heterosexual / straight","60","60","50230","54700"
"In post","2021","Counter Fraud","Cabinet Office","London","LGBO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","London","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","Unknown","25","25","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","130","125","39180","39170"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","95","90","37620","38510"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Outside London","Heterosexual / straight","30","30","30490","26780"
"In post","2021","Counter Fraud","Department for Transport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Outside London","Heterosexual / straight","35","30","39770","37910"
"In post","2021","Counter Fraud","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","London","Heterosexual / straight","1090","1050","38770","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs","London","LGBO","65","60","37120","32520"
"In post","2021","Counter Fraud","HM Revenue and Customs","London","Undeclared","215","205","39790","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs","London","Unknown","530","510","35450","32520"
"In post","2021","Counter Fraud","HM Revenue and Customs","Outside London","Heterosexual / straight","4270","3990","32400","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Outside London","LGBO","210","205","32420","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Outside London","Undeclared","670","615","34060","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs","Outside London","Unknown","1785","1665","29640","25790"
"In post","2021","Counter Fraud","HM Treasury","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","London","Heterosexual / straight","240","215","28190","25630"
"In post","2021","Debt","HM Revenue and Customs","London","LGBO","10","10","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","London","Undeclared","55","45","27830","25630"
"In post","2021","Debt","HM Revenue and Customs","London","Unknown","240","215","26880","25630"
"In post","2021","Debt","HM Revenue and Customs","Outside London","Heterosexual / straight","1910","1705","23490","20640"
"In post","2021","Debt","HM Revenue and Customs","Outside London","LGBO","140","130","22980","20140"
"In post","2021","Debt","HM Revenue and Customs","Outside London","Undeclared","265","230","23240","21440"
"In post","2021","Debt","HM Revenue and Customs","Outside London","Unknown","1790","1645","21530","20140"
"In post","2021","Debt","HM Treasury","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Treasury","London","Unknown","10","10","[c]","[c]"
"In post","2021","Debt","UK Export Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","London","Heterosexual / straight","75","70","42950","39750"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","London","LGBO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","London","Unknown","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Outside London","Heterosexual / straight","65","60","38050","38180"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","London","Heterosexual / straight","595","585","53140","54700"
"In post","2021","Digital, Data & Technology","Cabinet Office","London","LGBO","85","85","50760","54700"
"In post","2021","Digital, Data & Technology","Cabinet Office","London","Undeclared","90","90","52680","54700"
"In post","2021","Digital, Data & Technology","Cabinet Office","London","Unknown","110","110","48090","51100"
"In post","2021","Digital, Data & Technology","Cabinet Office","Outside London","Heterosexual / straight","55","50","37100","32960"
"In post","2021","Digital, Data & Technology","Cabinet Office","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","Heterosexual / straight","60","55","56850","55210"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","125","125","47840","42670"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","Unknown","25","25","[c]","[c]"
