"Status","Year","Function_of_post","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Security","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Defence","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Defence","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Defence","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Defence","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Justice","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Justice","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Justice","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Justice","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Justice","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","National Crime Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Northern Ireland Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Northern Ireland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","United Kingdom Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","United Kingdom Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","United Kingdom Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","London","Heterosexual / straight","90","[c]","43420","40510"
"Leaver Dept.","2021","Unknown","Department for Education","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Outside London","Heterosexual / straight","60","[c]","38310","36870"
"Leaver Dept.","2021","Unknown","Department for Education","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport","London","Heterosexual / straight","120","[c]","47110","42460"
"Leaver Dept.","2021","Unknown","Department for Transport","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport","London","Unknown","50","[c]","41110","42460"
"Leaver Dept.","2021","Unknown","Department for Transport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","London","Heterosexual / straight","130","[c]","39990","31180"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","London","Unknown","60","[c]","39100","34720"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Outside London","Heterosexual / straight","715","[c]","28510","27570"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Outside London","LGBO","60","[c]","26920","27570"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Outside London","Undeclared","65","[c]","27520","27570"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Outside London","Unknown","280","[c]","27860","27570"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","London","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","London","Unknown","190","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","London","Unknown","370","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Outside London","Unknown","1245","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","London","Heterosexual / straight","440","[c]","43280","37100"
"Leaver Dept.","2021","Unknown","Home Office","London","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","London","Undeclared","60","[c]","46930","41970"
"Leaver Dept.","2021","Unknown","Home Office","London","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","Outside London","Heterosexual / straight","400","[c]","27390","24890"
"Leaver Dept.","2021","Unknown","Home Office","Outside London","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","Outside London","Undeclared","40","[c]","25470","24410"
"Leaver Dept.","2021","Unknown","Home Office","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","London","Heterosexual / straight","45","[c]","43960","37640"
"Leaver Dept.","2021","Unknown","Ministry of Defence","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Outside London","Heterosexual / straight","165","[c]","33120","28370"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
