"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Maritime and Coastguard Agency","SEO/HEO","SEO","Male","195","190","47300","45090"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","Female","20","20","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","Male","20","20","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","EO","EO","Female","145","140","27880","27510"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","EO","EO","Male","75","70","27700","27400"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","Female","80","75","67970","66850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","Male","85","80","68230","67000"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","Female","160","155","53880","53830"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","Male","105","100","53820","53830"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","Female","75","70","86040","83700"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","Male","65","65","88990","85370"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","Female","130","125","33310","33060"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","Male","75","75","33480","33090"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","Female","175","170","41540","41010"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","Male","110","110","41450","41010"
"In post","2021","Met Office","AA/AO","AA","Female","10","10","[c]","[c]"
"In post","2021","Met Office","AA/AO","AA","Male","10","10","[c]","[c]"
"In post","2021","Met Office","AA/AO","AO","Female","45","45","24620","21630"
"In post","2021","Met Office","AA/AO","AO","Male","35","35","24050","24660"
"In post","2021","Met Office","EO","EO","Female","90","85","25630","25630"
"In post","2021","Met Office","EO","EO","Male","100","100","26690","26630"
"In post","2021","Met Office","G6/G7","G6","Female","45","40","60560","60490"
"In post","2021","Met Office","G6/G7","G6","Male","110","105","62160","60640"
"In post","2021","Met Office","G6/G7","G7","Female","140","130","47840","47960"
"In post","2021","Met Office","G6/G7","G7","Male","260","255","49060","48080"
"In post","2021","Met Office","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Met Office","SEO/HEO","HEO","Female","225","210","33720","32810"
"In post","2021","Met Office","SEO/HEO","HEO","Male","335","330","34170","33860"
"In post","2021","Met Office","SEO/HEO","SEO","Female","235","210","40060","39650"
"In post","2021","Met Office","SEO/HEO","SEO","Male","445","430","41100","40140"
"In post","2021","Ministry of Defence (excl. agencies)","AA/AO","AA","Female","1445","1350","19340","19560"
"In post","2021","Ministry of Defence (excl. agencies)","AA/AO","AA","Male","3585","3515","19440","19560"
"In post","2021","Ministry of Defence (excl. agencies)","AA/AO","AO","Female","5400","5040","22120","21130"
"In post","2021","Ministry of Defence (excl. agencies)","AA/AO","AO","Male","5180","5100","27020","22500"
"In post","2021","Ministry of Defence (excl. agencies)","EO","EO","Female","3265","3110","27850","26670"
"In post","2021","Ministry of Defence (excl. agencies)","EO","EO","Male","3995","3940","29220","26930"
"In post","2021","Ministry of Defence (excl. agencies)","G6/G7","G6","Female","230","220","69230","67220"
"In post","2021","Ministry of Defence (excl. agencies)","G6/G7","G6","Male","405","390","70310","67460"
"In post","2021","Ministry of Defence (excl. agencies)","G6/G7","G7","Female","885","825","61390","56730"
"In post","2021","Ministry of Defence (excl. agencies)","G6/G7","G7","Male","1110","1085","60330","56730"
"In post","2021","Ministry of Defence (excl. agencies)","SCS level","SCS level","Female","110","105","85510","78520"
"In post","2021","Ministry of Defence (excl. agencies)","SCS level","SCS level","Male","180","180","90530","82480"
"In post","2021","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","Female","3265","3120","34940","33300"
"In post","2021","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","Male","3650","3600","35730","33300"
"In post","2021","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","Female","1830","1755","42590","40580"
"In post","2021","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","Male","2690","2640","43450","41980"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Unknown","Female","105","100","39870","40620"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Unknown","Male","370","365","39700","35480"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","AO","Female","30","25","25230","26870"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","AO","Male","30","30","25730","26870"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","EO","Female","145","140","28030","27850"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","EO","Male","125","120","28860","27850"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G6","Female","135","130","64890","64090"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G6","Male","135","135","65750","64090"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G7","Female","370","355","53370","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G7","Male","355","350","53990","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","SCS level","Female","70","65","83060","76260"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","SCS level","Male","65","65","87420","78420"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","HEO","Female","320","305","33060","33210"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","HEO","Male","275","270","33430","33210"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","SEO","Female","225","215","39960","39600"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","SEO","Male","230","230","40370","39600"
"In post","2021","Ministry of Justice (excl. agencies)","AA/AO","AA","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","AA/AO","AA","Male","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","AA/AO","AO","Female","155","145","21290","21240"
"In post","2021","Ministry of Justice (excl. agencies)","AA/AO","AO","Male","100","100","21640","22680"
"In post","2021","Ministry of Justice (excl. agencies)","EO","EO","Female","455","435","26010","26410"
"In post","2021","Ministry of Justice (excl. agencies)","EO","EO","Male","305","300","26010","26410"
"In post","2021","Ministry of Justice (excl. agencies)","G6/G7","G7","Female","725","695","58310","57780"
"In post","2021","Ministry of Justice (excl. agencies)","G6/G7","G7","Male","715","705","60060","59180"
"In post","2021","Ministry of Justice (excl. agencies)","SCS level","SCS level","Female","80","75","86520","80690"
"In post","2021","Ministry of Justice (excl. agencies)","SCS level","SCS level","Male","70","70","91600","86690"
"In post","2021","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","Female","750","730","31470","31000"
"In post","2021","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","Male","460","455","31950","31180"
"In post","2021","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","Female","855","830","40500","39570"
"In post","2021","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","Male","610","600","41110","40480"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2021","National Crime Agency","AA/AO","AO","Female","200","180","23570","24220"
"In post","2021","National Crime Agency","AA/AO","AO","Male","125","125","24050","24220"
"In post","2021","National Crime Agency","EO","EO","Female","1255","1210","32730","32770"
"In post","2021","National Crime Agency","EO","EO","Male","1210","1200","34240","34520"
"In post","2021","National Crime Agency","G6/G7","G6","Female","25","25","[c]","[c]"
"In post","2021","National Crime Agency","G6/G7","G6","Male","65","65","75390","74010"
"In post","2021","National Crime Agency","G6/G7","G7","Female","95","95","59650","59160"
"In post","2021","National Crime Agency","G6/G7","G7","Male","180","180","62370","60990"
"In post","2021","National Crime Agency","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2021","National Crime Agency","SCS level","SCS level","Male","20","20","[c]","[c]"
"In post","2021","National Crime Agency","SEO/HEO","HEO","Female","620","590","40920","40210"
"In post","2021","National Crime Agency","SEO/HEO","HEO","Male","945","935","42620","43210"
"In post","2021","National Crime Agency","SEO/HEO","SEO","Female","240","230","48420","48900"
"In post","2021","National Crime Agency","SEO/HEO","SEO","Male","485","485","51380","48900"
"In post","2021","National Infrastructure Commission","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","EO","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","EO","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","G6/G7","G7","Female","5","5","[c]","[c]"
"In post","2021","National Infrastructure Commission","G6/G7","G7","Male","10","10","[c]","[c]"
"In post","2021","National Infrastructure Commission","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","SEO/HEO","HEO","Female","5","5","[c]","[c]"
"In post","2021","National Infrastructure Commission","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","AA/AO","AA","Female","60","50","21920","22230"
"In post","2021","National Records of Scotland","AA/AO","AA","Male","70","65","22180","22230"
"In post","2021","National Records of Scotland","AA/AO","AO","Female","20","20","[c]","[c]"
"In post","2021","National Records of Scotland","AA/AO","AO","Male","10","10","[c]","[c]"
"In post","2021","National Records of Scotland","EO","EO","Female","30","30","28110","28170"
"In post","2021","National Records of Scotland","EO","EO","Male","30","30","[c]","[c]"
"In post","2021","National Records of Scotland","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2021","National Records of Scotland","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2021","National Records of Scotland","G6/G7","G7","Female","15","15","[c]","[c]"
"In post","2021","National Records of Scotland","G6/G7","G7","Male","15","15","[c]","[c]"
"In post","2021","National Records of Scotland","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","SEO/HEO","HEO","Female","65","60","34560","35110"
"In post","2021","National Records of Scotland","SEO/HEO","HEO","Male","35","35","36120","35110"
"In post","2021","National Records of Scotland","SEO/HEO","SEO","Female","35","30","44890","46600"
"In post","2021","National Records of Scotland","SEO/HEO","SEO","Male","35","35","43220","42190"
"In post","2021","National Savings and Investments","AA/AO","AA","Female","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","EO","EO","Female","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","EO","EO","Male","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","G6/G7","G7","Female","20","20","[c]","[c]"
"In post","2021","National Savings and Investments","G6/G7","G7","Male","35","35","55390","54100"
"In post","2021","National Savings and Investments","SCS level","SCS level","Female","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","SEO/HEO","HEO","Female","20","20","[c]","[c]"
"In post","2021","National Savings and Investments","SEO/HEO","HEO","Male","20","20","[c]","[c]"
"In post","2021","National Savings and Investments","SEO/HEO","SEO","Female","30","30","44440","43530"
"In post","2021","National Savings and Investments","SEO/HEO","SEO","Male","20","20","[c]","[c]"
"In post","2021","Northern Ireland Office","AA/AO","AO","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","EO","EO","Female","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","EO","EO","Male","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","G6/G7","G7","Female","25","25","[c]","[c]"
"In post","2021","Northern Ireland Office","G6/G7","G7","Male","20","20","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","HEO","Female","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","HEO","Male","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","SEO","Female","25","25","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","SEO","Male","25","25","[c]","[c]"
"In post","2021","Office for Budget Responsibility","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","EO","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","EO","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","G6/G7","G6","Male","5","5","[c]","[c]"
"In post","2021","Office for Budget Responsibility","G6/G7","G7","Female","5","5","[c]","[c]"
"In post","2021","Office for Budget Responsibility","G6/G7","G7","Male","5","5","[c]","[c]"
"In post","2021","Office for Budget Responsibility","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","SEO/HEO","HEO","Female","5","5","[c]","[c]"
"In post","2021","Office for Budget Responsibility","SEO/HEO","HEO","Male","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Female","160","140","21230","21160"
"In post","2021","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Male","70","65","21300","21160"
"In post","2021","Office for Standards in Education, Children's Services and Skills","EO","EO","Female","120","110","26190","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","EO","EO","Male","85","85","26440","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Female","70","70","81730","85550"
"In post","2021","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Male","50","50","81230","85550"
"In post","2021","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Female","280","275","70310","75500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Male","180","180","71590","75500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Female","135","125","32690","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Male","80","80","32680","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Female","405","390","48160","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Male","115","115","44540","42850"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","AO","Female","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","AO","Male","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","EO","Female","135","135","26110","25610"
"In post","2021","Office of Gas and Electricity Markets","EO","EO","Male","130","130","25540","25300"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","G6","Female","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","G6","Male","60","60","76400","76500"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","G7","Female","155","150","55900","55000"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","G7","Male","190","190","56590","56000"
"In post","2021","Office of Gas and Electricity Markets","SCS level","SCS level","Female","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SCS level","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","HEO","Female","105","100","34100","34240"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","HEO","Male","130","130","34440","34240"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","SEO","Female","65","60","40700","40440"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","SEO","Male","70","70","39940","39780"
"In post","2021","Office of Qualifications and Examinations Regulation","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","EO","Female","25","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","EO","Male","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","G7","Female","40","40","48870","47670"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","G7","Male","35","35","49700","48350"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Female","35","35","32750","32250"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Male","25","25","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Female","35","30","39750","38970"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Male","20","20","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","AO","Female","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","AO","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","EO","Female","15","15","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","EO","Male","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","G6","Male","20","20","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","G7","Female","50","45","58470","56470"
"In post","2021","Office of Rail and Road","G6/G7","G7","Male","100","95","60620","60140"
"In post","2021","Office of Rail and Road","SCS level","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","SEO/HEO","HEO","Female","30","30","[c]","[c]"
"In post","2021","Office of Rail and Road","SEO/HEO","HEO","Male","15","15","[c]","[c]"
"In post","2021","Office of Rail and Road","SEO/HEO","SEO","Female","15","15","[c]","[c]"
"In post","2021","Office of Rail and Road","SEO/HEO","SEO","Male","30","30","44400","44110"
"In post","2021","Office of the Public Guardian","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","AA/AO","AO","Female","475","420","19780","19930"
"In post","2021","Office of the Public Guardian","AA/AO","AO","Male","375","355","19770","19930"
"In post","2021","Office of the Public Guardian","EO","EO","Female","210","195","22320","22570"
"In post","2021","Office of the Public Guardian","EO","EO","Male","155","150","22320","22570"
"In post","2021","Office of the Public Guardian","G6/G7","G7","Female","15","15","[c]","[c]"
"In post","2021","Office of the Public Guardian","G6/G7","G7","Male","10","10","[c]","[c]"
"In post","2021","Office of the Public Guardian","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","SEO/HEO","HEO","Female","75","70","26830","26560"
"In post","2021","Office of the Public Guardian","SEO/HEO","HEO","Male","55","55","26520","26550"
"In post","2021","Office of the Public Guardian","SEO/HEO","SEO","Female","20","20","[c]","[c]"
"In post","2021","Office of the Public Guardian","SEO/HEO","SEO","Male","20","20","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","EO","EO","Female","5","5","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","EO","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","SEO/HEO","HEO","Female","5","5","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","SEO/HEO","SEO","Female","5","5","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","AA/AO","AA","Female","5","5","[c]","[c]"
"In post","2021","Planning Inspectorate","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","AA/AO","AO","Female","100","85","21550","21270"
"In post","2021","Planning Inspectorate","AA/AO","AO","Male","65","65","21880","22560"
"In post","2021","Planning Inspectorate","EO","EO","Female","45","40","26760","26050"
"In post","2021","Planning Inspectorate","EO","EO","Male","55","50","26720","26050"
"In post","2021","Planning Inspectorate","G6/G7","G6","Female","85","70","63980","58810"
"In post","2021","Planning Inspectorate","G6/G7","G6","Male","165","145","64090","58810"
"In post","2021","Planning Inspectorate","G6/G7","G7","Female","70","65","50090","47660"
"In post","2021","Planning Inspectorate","G6/G7","G7","Male","105","100","49040","47660"
"In post","2021","Planning Inspectorate","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","SEO/HEO","HEO","Female","50","45","33150","32780"
"In post","2021","Planning Inspectorate","SEO/HEO","HEO","Male","45","40","33120","32780"
"In post","2021","Planning Inspectorate","SEO/HEO","SEO","Female","30","30","41000","40720"
"In post","2021","Planning Inspectorate","SEO/HEO","SEO","Male","35","35","41660","40720"
"In post","2021","Public Health England","AA/AO","AA","Female","100","80","20220","19270"
"In post","2021","Public Health England","AA/AO","AA","Male","50","45","20140","19270"
"In post","2021","Public Health England","AA/AO","AO","Female","560","490","21460","21570"
"In post","2021","Public Health England","AA/AO","AO","Male","195","180","21170","20150"
"In post","2021","Public Health England","EO","EO","Female","705","645","25990","25800"
"In post","2021","Public Health England","EO","EO","Male","215","200","26000","26410"
"In post","2021","Public Health England","G6/G7","G6","Female","295","275","70830","67810"
"In post","2021","Public Health England","G6/G7","G6","Male","220","215","71340","69510"
"In post","2021","Public Health England","G6/G7","G7","Female","890","825","53150","52610"
"In post","2021","Public Health England","G6/G7","G7","Male","470","465","53880","52620"
"In post","2021","Public Health England","SCS level","SCS level","Female","270","225","107470","103660"
"In post","2021","Public Health England","SCS level","SCS level","Male","205","180","109670","106760"
"In post","2021","Public Health England","SEO/HEO","HEO","Female","965","870","32130","32330"
"In post","2021","Public Health England","SEO/HEO","HEO","Male","335","320","32280","32330"
"In post","2021","Public Health England","SEO/HEO","SEO","Female","1005","900","40080","40070"
"In post","2021","Public Health England","SEO/HEO","SEO","Male","425","405","40540","40470"
"In post","2021","Queen Elizabeth II Centre","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","EO","EO","Female","5","5","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","EO","EO","Male","5","5","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","SEO/HEO","HEO","Female","5","5","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","SEO/HEO","HEO","Male","10","10","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","AA/AO","AO","Female","165","150","24050","24130"
"In post","2021","Registers of Scotland","AA/AO","AO","Male","180","180","24090","24130"
"In post","2021","Registers of Scotland","EO","EO","Female","190","175","30030","30080"
"In post","2021","Registers of Scotland","EO","EO","Male","165","160","30080","30080"
"In post","2021","Registers of Scotland","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","G6/G7","G7","Female","20","20","[c]","[c]"
"In post","2021","Registers of Scotland","G6/G7","G7","Male","20","20","[c]","[c]"
"In post","2021","Registers of Scotland","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","SEO/HEO","HEO","Female","130","125","35970","36780"
"In post","2021","Registers of Scotland","SEO/HEO","HEO","Male","130","130","36030","36780"
"In post","2021","Registers of Scotland","SEO/HEO","SEO","Female","60","60","44900","46440"
"In post","2021","Registers of Scotland","SEO/HEO","SEO","Male","70","70","45810","46440"
