"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Revenue Scotland","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","EO","EO","Female","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","EO","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","G6/G7","G7","Male","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","SEO/HEO","HEO","Female","10","10","[c]","[c]"
"In post","2021","Revenue Scotland","SEO/HEO","HEO","Male","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","SEO/HEO","SEO","Female","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","SEO/HEO","SEO","Male","5","5","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Unknown","Unknown","Female","165","165","33120","32700"
"In post","2021","Royal Fleet Auxiliary","Unknown","Unknown","Male","1670","1670","38060","34460"
"In post","2021","Rural Payments Agency","AA/AO","AO","Female","580","490","21000","21050"
"In post","2021","Rural Payments Agency","AA/AO","AO","Male","395","385","21010","21050"
"In post","2021","Rural Payments Agency","EO","EO","Female","360","315","25520","25190"
"In post","2021","Rural Payments Agency","EO","EO","Male","260","255","25490","25190"
"In post","2021","Rural Payments Agency","G6/G7","G6","Female","20","15","[c]","[c]"
"In post","2021","Rural Payments Agency","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2021","Rural Payments Agency","G6/G7","G7","Female","35","30","49620","49350"
"In post","2021","Rural Payments Agency","G6/G7","G7","Male","35","35","50040","49370"
"In post","2021","Rural Payments Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Rural Payments Agency","SEO/HEO","HEO","Female","165","145","30430","30230"
"In post","2021","Rural Payments Agency","SEO/HEO","HEO","Male","135","135","30580","30230"
"In post","2021","Rural Payments Agency","SEO/HEO","SEO","Female","85","75","37340","37230"
"In post","2021","Rural Payments Agency","SEO/HEO","SEO","Male","85","85","37830","37230"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","AA","Female","5","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","EO","Female","5","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","G7","Female","20","20","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","G7","Male","15","15","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS level","SCS level","Female","10","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","HEO","Female","10","10","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","HEO","Male","5","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","SEO","Female","10","10","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","SEO","Male","10","10","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","AA/AO","AA","Female","155","125","20070","20070"
"In post","2021","Scottish Courts and Tribunals Service","AA/AO","AA","Male","135","115","20070","20070"
"In post","2021","Scottish Courts and Tribunals Service","AA/AO","AO","Female","475","415","22450","22820"
"In post","2021","Scottish Courts and Tribunals Service","AA/AO","AO","Male","160","155","22310","22820"
"In post","2021","Scottish Courts and Tribunals Service","EO","EO","Female","340","305","28650","29350"
"In post","2021","Scottish Courts and Tribunals Service","EO","EO","Male","150","145","28520","29350"
"In post","2021","Scottish Courts and Tribunals Service","G6/G7","G6","Female","5","5","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","G6/G7","G6","Male","5","5","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","G6/G7","G7","Female","30","30","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","G6/G7","G7","Male","20","20","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","SEO/HEO","HEO","Female","120","115","33800","35230"
"In post","2021","Scottish Courts and Tribunals Service","SEO/HEO","HEO","Male","65","65","33920","35230"
"In post","2021","Scottish Courts and Tribunals Service","SEO/HEO","SEO","Female","85","75","43630","45190"
"In post","2021","Scottish Courts and Tribunals Service","SEO/HEO","SEO","Male","50","50","43510","45190"
"In post","2021","Scottish Courts and Tribunals Service","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","EO","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","EO","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","AA/AO","AO","Female","35","30","23250","22920"
"In post","2021","Scottish Forestry","AA/AO","AO","Male","15","15","[c]","[c]"
"In post","2021","Scottish Forestry","EO","EO","Female","30","25","[c]","[c]"
"In post","2021","Scottish Forestry","EO","EO","Male","25","25","[c]","[c]"
"In post","2021","Scottish Forestry","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","G6/G7","G7","Male","15","15","[c]","[c]"
"In post","2021","Scottish Forestry","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","SEO/HEO","HEO","Female","20","20","[c]","[c]"
"In post","2021","Scottish Forestry","SEO/HEO","HEO","Male","15","15","[c]","[c]"
"In post","2021","Scottish Forestry","SEO/HEO","SEO","Female","10","10","[c]","[c]"
"In post","2021","Scottish Forestry","SEO/HEO","SEO","Male","20","20","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","AA/AO","AA","Female","245","225","21660","22230"
"In post","2021","Scottish Government (excl. agencies)","AA/AO","AA","Male","205","200","22130","22230"
"In post","2021","Scottish Government (excl. agencies)","AA/AO","AO","Female","270","250","24460","24910"
"In post","2021","Scottish Government (excl. agencies)","AA/AO","AO","Male","205","200","26820","24910"
"In post","2021","Scottish Government (excl. agencies)","EO","EO","Female","620","585","27910","28170"
"In post","2021","Scottish Government (excl. agencies)","EO","EO","Male","545","540","28680","29190"
"In post","2021","Scottish Government (excl. agencies)","G6/G7","G6","Female","410","385","71050","73940"
"In post","2021","Scottish Government (excl. agencies)","G6/G7","G6","Male","345","340","71850","73940"
"In post","2021","Scottish Government (excl. agencies)","G6/G7","G7","Female","780","725","56750","56120"
"In post","2021","Scottish Government (excl. agencies)","G6/G7","G7","Male","590","575","57660","61010"
"In post","2021","Scottish Government (excl. agencies)","SCS level","SCS level","Female","85","80","91450","83230"
"In post","2021","Scottish Government (excl. agencies)","SCS level","SCS level","Male","100","100","89440","83230"
"In post","2021","Scottish Government (excl. agencies)","SEO/HEO","HEO","Female","925","880","33230","33270"
"In post","2021","Scottish Government (excl. agencies)","SEO/HEO","HEO","Male","740","725","34430","33620"
"In post","2021","Scottish Government (excl. agencies)","SEO/HEO","SEO","Female","970","910","43540","42910"
"In post","2021","Scottish Government (excl. agencies)","SEO/HEO","SEO","Male","785","770","44310","46600"
"In post","2021","Scottish Housing Regulator","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","EO","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","EO","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","G6/G7","G7","Female","15","10","[c]","[c]"
"In post","2021","Scottish Housing Regulator","G6/G7","G7","Male","5","5","[c]","[c]"
"In post","2021","Scottish Housing Regulator","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Housing Regulator","SEO/HEO","SEO","Female","10","10","[c]","[c]"
"In post","2021","Scottish Housing Regulator","SEO/HEO","SEO","Male","5","5","[c]","[c]"
"In post","2021","Scottish Prison Service","AA/AO","AA","Female","150","130","20430","20810"
"In post","2021","Scottish Prison Service","AA/AO","AA","Male","105","95","20500","20810"
"In post","2021","Scottish Prison Service","AA/AO","AO","Female","545","515","24070","25870"
"In post","2021","Scottish Prison Service","AA/AO","AO","Male","745","725","24660","25870"
"In post","2021","Scottish Prison Service","EO","EO","Female","605","580","32230","33650"
"In post","2021","Scottish Prison Service","EO","EO","Male","1520","1425","32980","33650"
"In post","2021","Scottish Prison Service","G6/G7","G6","Female","20","20","[c]","[c]"
"In post","2021","Scottish Prison Service","G6/G7","G6","Male","25","25","[c]","[c]"
"In post","2021","Scottish Prison Service","G6/G7","G7","Female","25","25","[c]","[c]"
"In post","2021","Scottish Prison Service","G6/G7","G7","Male","60","60","55190","53110"
"In post","2021","Scottish Prison Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","SEO/HEO","HEO","Female","100","95","38630","39500"
"In post","2021","Scottish Prison Service","SEO/HEO","HEO","Male","380","340","38950","39500"
"In post","2021","Scottish Prison Service","SEO/HEO","SEO","Female","75","70","44690","45110"
"In post","2021","Scottish Prison Service","SEO/HEO","SEO","Male","130","105","45830","45110"
"In post","2021","Scottish Public Pensions Agency","AA/AO","AO","Female","75","65","24050","24110"
"In post","2021","Scottish Public Pensions Agency","AA/AO","AO","Male","60","55","23990","24110"
"In post","2021","Scottish Public Pensions Agency","EO","EO","Female","45","40","28360","29190"
"In post","2021","Scottish Public Pensions Agency","EO","EO","Male","35","35","28030","27150"
