"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","London","SEO/HEO","15","10","40100","40960"
"In post","2021","Communications","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Outside London","SEO/HEO","10","10","35730","37910"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","London","G6/G7","40","40","59380","57420"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","London","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","London","SEO/HEO","70","70","41890","41630"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","SEO/HEO","15","15","41620","42100"
"In post","2021","Communications","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","London","EO","30","25","31190","32520"
"In post","2021","Communications","HM Revenue and Customs","London","G6/G7","60","60","62190","59160"
"In post","2021","Communications","HM Revenue and Customs","London","SCS level","10","10","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","London","SEO/HEO","65","65","39260","38410"
"In post","2021","Communications","HM Revenue and Customs","Outside London","AA/AO","255","215","20760","20660"
"In post","2021","Communications","HM Revenue and Customs","Outside London","EO","2365","2280","25680","25560"
"In post","2021","Communications","HM Revenue and Customs","Outside London","G6/G7","110","110","52980","52580"
"In post","2021","Communications","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Outside London","SEO/HEO","1275","1250","33050","31810"
"In post","2021","Communications","HM Treasury","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","London","G6/G7","15","15","62490","63000"
"In post","2021","Communications","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","London","SEO/HEO","20","20","39830","38250"
"In post","2021","Communications","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","London","EO","125","120","21040","20000"
"In post","2021","Communications","Ministry of Defence","London","G6/G7","25","25","67020","62730"
"In post","2021","Communications","Ministry of Defence","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","London","SEO/HEO","120","120","37310","40320"
"In post","2021","Communications","Ministry of Defence","Outside London","AA/AO","90","85","21100","20920"
"In post","2021","Communications","Ministry of Defence","Outside London","EO","205","195","25720","26670"
"In post","2021","Communications","Ministry of Defence","Outside London","G6/G7","45","45","56230","54540"
"In post","2021","Communications","Ministry of Defence","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Outside London","SEO/HEO","235","225","35790","34610"
"In post","2021","Communications","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","London","EO","15","15","28780","27850"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","London","G6/G7","30","25","56210","53130"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","London","SEO/HEO","40","40","37150","34080"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Outside London","SEO/HEO","10","10","34940","34860"
"In post","2021","Communications","Ministry of Justice","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","London","G6/G7","35","30","57980","57000"
"In post","2021","Communications","Ministry of Justice","London","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","London","SEO/HEO","75","75","38520","36800"
"In post","2021","Communications","Ministry of Justice","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Outside London","SEO/HEO","20","20","33560","31480"
"In post","2021","Communications","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","London","SEO/HEO","15","15","47390","48900"
"In post","2021","Communications","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Outside London","SEO/HEO","10","10","43460","45480"
"In post","2021","Communications","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","London","SEO/HEO","15","15","39060","39850"
"In post","2021","Communications","Office for Standards in Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Outside London","SEO/HEO","10","10","34600","32010"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","SEO/HEO","10","10","38890","38590"
"In post","2021","Communications","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","EO","5","5","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Outside London","SEO/HEO","15","15","32780","33540"
"In post","2021","Communications","Scotland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","Outside London","EO","15","10","29570","30080"
"In post","2021","Communications","Scottish Government","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Scottish Government","Outside London","SEO/HEO","30","30","38320","36780"
"In post","2021","Communications","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","UK Export Finance","London","SEO/HEO","20","20","40260","41000"
"In post","2021","Communications","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","EO","10","10","23710","23050"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","G6/G7","10","10","55120","51910"
"In post","2021","Communications","United Kingdom Statistics Authority","Outside London","SEO/HEO","50","50","32860","30570"
"In post","2021","Communications","Wales Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Outside London","SEO/HEO","10","10","48200","50540"
"In post","2021","Communications","Welsh Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","London","EO","35","30","27260","26320"
"In post","2021","Counter Fraud","Attorney General's Departments","London","G6/G7","75","75","64250","63000"
"In post","2021","Counter Fraud","Attorney General's Departments","London","SCS level","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","London","SEO/HEO","130","125","37120","36050"
"In post","2021","Counter Fraud","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","London","EO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","London","G6/G7","40","40","58740","56660"
"In post","2021","Counter Fraud","Cabinet Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","London","SEO/HEO","25","25","35130","34550"
"In post","2021","Counter Fraud","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","40","40","41740","43050"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","15","15","56960","57530"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","210","200","38090","39120"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","London","EO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Outside London","EO","35","30","26930","26780"
"In post","2021","Counter Fraud","Department for Transport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Outside London","SEO/HEO","15","10","35600","33350"
"In post","2021","Counter Fraud","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","London","SEO/HEO","15","15","37060","37320"
"In post","2021","Counter Fraud","Food Standards Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Outside London","SEO/HEO","30","30","34500","30810"
"In post","2021","Counter Fraud","HM Revenue and Customs","London","AA/AO","130","125","25020","25630"
"In post","2021","Counter Fraud","HM Revenue and Customs","London","EO","685","655","30310","29570"
"In post","2021","Counter Fraud","HM Revenue and Customs","London","G6/G7","240","225","61660","59160"
"In post","2021","Counter Fraud","HM Revenue and Customs","London","SCS level","15","15","82230","78420"
"In post","2021","Counter Fraud","HM Revenue and Customs","London","SEO/HEO","830","805","38530","36320"
"In post","2021","Counter Fraud","HM Revenue and Customs","Outside London","AA/AO","705","605","20810","20600"
"In post","2021","Counter Fraud","HM Revenue and Customs","Outside London","EO","2635","2460","26120","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs","Outside London","G6/G7","705","675","55250","52580"
"In post","2021","Counter Fraud","HM Revenue and Customs","Outside London","SCS level","15","15","80230","79280"
"In post","2021","Counter Fraud","HM Revenue and Customs","Outside London","SEO/HEO","2880","2720","33840","31810"
"In post","2021","Counter Fraud","HM Treasury","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Outside London","SEO/HEO","20","20","34020","31380"
"In post","2021","Debt","Department for Work and Pensions","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","London","AA/AO","385","340","24870","24670"
"In post","2021","Debt","HM Revenue and Customs","London","EO","125","115","30940","32310"
"In post","2021","Debt","HM Revenue and Customs","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","London","SEO/HEO","25","25","39800","39800"
"In post","2021","Debt","HM Revenue and Customs","Outside London","AA/AO","3030","2730","20450","20140"
"In post","2021","Debt","HM Revenue and Customs","Outside London","EO","825","750","26200","25560"
"In post","2021","Debt","HM Revenue and Customs","Outside London","G6/G7","35","35","53020","52580"
"In post","2021","Debt","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Outside London","SEO/HEO","210","195","33620","31810"
"In post","2021","Debt","HM Treasury","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Debt","HM Treasury","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Debt","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","London","EO","15","15","28370","28370"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","London","G6/G7","20","20","61730","59800"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","London","SEO/HEO","40","40","37320","35290"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","London","Unknown","10","10","39350","36360"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Outside London","EO","20","20","26540","25920"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Outside London","G6/G7","15","15","56170","50850"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Outside London","SEO/HEO","50","45","36720","38180"
"In post","2021","Digital, Data & Technology","Cabinet Office","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","London","EO","50","50","28020","27500"
"In post","2021","Digital, Data & Technology","Cabinet Office","London","G6/G7","575","560","58440","56340"
"In post","2021","Digital, Data & Technology","Cabinet Office","London","SCS level","25","25","93510","83330"
"In post","2021","Digital, Data & Technology","Cabinet Office","London","SEO/HEO","225","220","37710","36700"
"In post","2021","Digital, Data & Technology","Cabinet Office","Outside London","EO","10","10","24780","23850"
"In post","2021","Digital, Data & Technology","Cabinet Office","Outside London","G6/G7","15","15","53170","49700"
"In post","2021","Digital, Data & Technology","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Outside London","SEO/HEO","40","40","34140","32960"
"In post","2021","Digital, Data & Technology","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Chancellor's other departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Outside London","SEO/HEO","30","30","35170","37910"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","G6/G7","30","30","68430","68140"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","London","SEO/HEO","25","25","38960","36970"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","EO","25","25","29550","28680"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","G6/G7","55","55","60850","59470"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","SCS level","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","85","85","41000","40080"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","25","25","20490","19850"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","EO","230","225","28370","26750"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","320","300","55040","52460"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","830","800","38620","39650"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","G6/G7","10","10","56970","56860"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","London","EO","15","15","29570","29500"
"In post","2021","Digital, Data & Technology","Department for Education","London","G6/G7","40","40","57770","55200"
"In post","2021","Digital, Data & Technology","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","London","SEO/HEO","40","40","38570","37790"
"In post","2021","Digital, Data & Technology","Department for Education","Outside London","AA/AO","10","10","21000","21000"
"In post","2021","Digital, Data & Technology","Department for Education","Outside London","EO","70","70","25770","25000"
"In post","2021","Digital, Data & Technology","Department for Education","Outside London","G6/G7","140","140","53880","50400"
"In post","2021","Digital, Data & Technology","Department for Education","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","Outside London","SEO/HEO","320","315","34490","36500"
"In post","2021","Digital, Data & Technology","Department for Education","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","EO","10","10","28880","29200"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","G6/G7","35","35","58320","56980"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","SCS level","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","SEO/HEO","40","40","37780","38750"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","10","10","21050","21050"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","EO","70","65","25880","25190"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","285","275","51720","48990"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","SCS level","15","10","88470","77480"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","235","225","34160","35900"
"In post","2021","Digital, Data & Technology","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","London","EO","15","15","28900","28200"
"In post","2021","Digital, Data & Technology","Department for International Trade","London","G6/G7","50","50","56850","55080"
"In post","2021","Digital, Data & Technology","Department for International Trade","London","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","London","SEO/HEO","50","50","38780","38160"
"In post","2021","Digital, Data & Technology","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","London","EO","15","15","30230","30720"
