"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Food Standards Agency","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","London","G6/G7","10","10","68220","67370"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Outside London","AA/AO","25","25","23640","22850"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Outside London","EO","20","20","26940","26120"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Outside London","G6/G7","40","40","57070","54260"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","80","80","38580","39580"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Outside London","SEO/HEO","10","10","36680","38550"
"In post","2021","Commercial","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Outside London","EO","25","25","25880","25560"
"In post","2021","Commercial","HM Revenue and Customs","Outside London","G6/G7","20","20","57400","52800"
"In post","2021","Commercial","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Outside London","SEO/HEO","85","80","35950","38630"
"In post","2021","Commercial","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","London","AA/AO","45","40","24430","24590"
"In post","2021","Commercial","Ministry of Defence","London","EO","35","30","30490","30750"
"In post","2021","Commercial","Ministry of Defence","London","G6/G7","25","25","65110","66800"
"In post","2021","Commercial","Ministry of Defence","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","London","SEO/HEO","60","60","40640","37920"
"In post","2021","Commercial","Ministry of Defence","Outside London","AA/AO","185","180","21320","20920"
"In post","2021","Commercial","Ministry of Defence","Outside London","EO","360","345","26860","26670"
"In post","2021","Commercial","Ministry of Defence","Outside London","G6/G7","160","155","57980","55080"
"In post","2021","Commercial","Ministry of Defence","Outside London","SCS level","15","15","102940","101880"
"In post","2021","Commercial","Ministry of Defence","Outside London","SEO/HEO","945","915","37420","36500"
"In post","2021","Commercial","Ministry of Defence","Outside London","Unknown","195","190","40530","37400"
"In post","2021","Commercial","Ministry of Defence","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Overseas","SEO/HEO","25","25","42660","42040"
"In post","2021","Commercial","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Unknown","SEO/HEO","10","10","38220","38980"
"In post","2021","Commercial","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","London","AA/AO","20","20","25410","25830"
"In post","2021","Commercial","Ministry of Justice","London","EO","50","50","28920","30110"
"In post","2021","Commercial","Ministry of Justice","London","G6/G7","75","70","69320","69080"
"In post","2021","Commercial","Ministry of Justice","London","SCS level","10","10","93820","91130"
"In post","2021","Commercial","Ministry of Justice","London","SEO/HEO","190","190","43210","43840"
"In post","2021","Commercial","Ministry of Justice","London","Unknown","10","10","45860","41060"
"In post","2021","Commercial","Ministry of Justice","Outside London","AA/AO","70","70","20570","20490"
"In post","2021","Commercial","Ministry of Justice","Outside London","EO","85","80","25170","24850"
"In post","2021","Commercial","Ministry of Justice","Outside London","G6/G7","115","110","69280","69760"
"In post","2021","Commercial","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Outside London","SEO/HEO","390","380","42370","41130"
"In post","2021","Commercial","Ministry of Justice","Outside London","Unknown","25","25","42880","40890"
"In post","2021","Commercial","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","London","SEO/HEO","10","10","39900","40400"
"In post","2021","Commercial","Other Cabinet Office Agencies","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Outside London","EO","55","50","23290","22230"
"In post","2021","Commercial","Other Cabinet Office Agencies","Outside London","G6/G7","40","40","46910","46920"
"In post","2021","Commercial","Other Cabinet Office Agencies","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Outside London","SEO/HEO","255","245","32970","34800"
"In post","2021","Commercial","Scottish Government","Outside London","AA/AO","55","50","23570","24450"
"In post","2021","Commercial","Scottish Government","Outside London","EO","10","10","30030","29670"
"In post","2021","Commercial","Scottish Government","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Outside London","SEO/HEO","25","25","41010","39500"
"In post","2021","Commercial","The National Archives","London","AA/AO","20","15","21940","21680"
"In post","2021","Commercial","The National Archives","London","EO","5","5","[c]","[c]"
"In post","2021","Commercial","The National Archives","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","The National Archives","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","London","EO","15","15","29450","29000"
"In post","2021","Commercial","UK Export Finance","London","G6/G7","60","60","67590","65320"
"In post","2021","Commercial","UK Export Finance","London","SCS level","10","10","119260","108970"
"In post","2021","Commercial","UK Export Finance","London","SEO/HEO","105","105","42940","43700"
"In post","2021","Commercial","United Kingdom Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Outside London","G6/G7","15","15","56370","54690"
"In post","2021","Commercial","United Kingdom Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Outside London","SEO/HEO","15","15","33200","31270"
"In post","2021","Commercial","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","London","EO","10","10","27500","27350"
"In post","2021","Communications","Attorney General's Departments","London","G6/G7","20","20","59880","56310"
"In post","2021","Communications","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","London","SEO/HEO","35","35","36410","38010"
"In post","2021","Communications","Attorney General's Departments","Outside London","EO","[c]","[c]","[c]","[c]"
