"Status","Year","Age","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Tax","Northern Ireland","Unknown","65","60","22120","20140"
"In post","2021","20-29","Tax","Scotland","Heterosexual / straight","140","135","28660","25560"
"In post","2021","20-29","Tax","Scotland","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Tax","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Tax","Scotland","Unknown","225","215","21830","20140"
"In post","2021","20-29","Tax","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Tax","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Tax","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Tax","South East (England)","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Tax","South West (England)","Heterosexual / straight","45","45","39690","31880"
"In post","2021","20-29","Tax","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Tax","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Tax","South West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Tax","Wales","Heterosexual / straight","200","190","26700","25560"
"In post","2021","20-29","Tax","Wales","LGBO","35","35","27970","25560"
"In post","2021","20-29","Tax","Wales","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Tax","Wales","Unknown","190","185","24290","25560"
"In post","2021","20-29","Tax","West Midlands (England)","Heterosexual / straight","115","110","32500","31810"
"In post","2021","20-29","Tax","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Tax","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Tax","West Midlands (England)","Unknown","125","120","25050","20140"
"In post","2021","20-29","Tax","Yorkshire and The Humber","Heterosexual / straight","175","170","29410","25560"
"In post","2021","20-29","Tax","Yorkshire and The Humber","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Tax","Yorkshire and The Humber","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Tax","Yorkshire and The Humber","Unknown","280","275","24110","25560"
"In post","2021","20-29","Unknown","East Midlands (England)","Heterosexual / straight","365","355","25660","27570"
"In post","2021","20-29","Unknown","East Midlands (England)","LGBO","40","40","25110","27570"
"In post","2021","20-29","Unknown","East Midlands (England)","Undeclared","30","30","26560","27570"
"In post","2021","20-29","Unknown","East Midlands (England)","Unknown","125","125","26940","27570"
"In post","2021","20-29","Unknown","East of England","Heterosexual / straight","380","375","27460","27570"
"In post","2021","20-29","Unknown","East of England","LGBO","45","45","27270","27570"
"In post","2021","20-29","Unknown","East of England","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","East of England","Unknown","70","70","28010","29250"
"In post","2021","20-29","Unknown","London","Heterosexual / straight","2455","2440","34320","31060"
"In post","2021","20-29","Unknown","London","LGBO","315","315","36430","31060"
"In post","2021","20-29","Unknown","London","Undeclared","220","215","36150","31060"
"In post","2021","20-29","Unknown","London","Unknown","1770","1765","33930","31060"
"In post","2021","20-29","Unknown","North East (England)","Heterosexual / straight","925","910","24550","21010"
"In post","2021","20-29","Unknown","North East (England)","LGBO","115","115","24020","21010"
"In post","2021","20-29","Unknown","North East (England)","Undeclared","45","45","24440","21010"
"In post","2021","20-29","Unknown","North East (England)","Unknown","315","305","25600","25560"
"In post","2021","20-29","Unknown","North West (England)","Heterosexual / straight","1470","1450","25200","27570"
"In post","2021","20-29","Unknown","North West (England)","LGBO","190","190","25220","27570"
"In post","2021","20-29","Unknown","North West (England)","Undeclared","100","95","25700","27570"
"In post","2021","20-29","Unknown","North West (England)","Unknown","570","560","26330","27570"
"In post","2021","20-29","Unknown","Northern Ireland","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Northern Ireland","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Scotland","Heterosexual / straight","1670","1645","27730","27150"
"In post","2021","20-29","Unknown","Scotland","LGBO","265","265","27850","27570"
"In post","2021","20-29","Unknown","Scotland","Undeclared","105","100","27750","27360"
"In post","2021","20-29","Unknown","Scotland","Unknown","845","825","26500","26160"
"In post","2021","20-29","Unknown","South East (England)","Heterosexual / straight","585","575","26400","27570"
"In post","2021","20-29","Unknown","South East (England)","LGBO","120","120","26230","27570"
"In post","2021","20-29","Unknown","South East (England)","Undeclared","55","55","26360","27570"
"In post","2021","20-29","Unknown","South East (England)","Unknown","120","120","27150","27570"
"In post","2021","20-29","Unknown","South West (England)","Heterosexual / straight","455","440","25790","27570"
"In post","2021","20-29","Unknown","South West (England)","LGBO","85","80","25540","27570"
"In post","2021","20-29","Unknown","South West (England)","Undeclared","35","30","25030","26670"
"In post","2021","20-29","Unknown","South West (England)","Unknown","135","135","26580","27570"
"In post","2021","20-29","Unknown","Unknown","Heterosexual / straight","140","140","30370","27570"
"In post","2021","20-29","Unknown","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Unknown","325","325","30760","29250"
"In post","2021","20-29","Unknown","Wales","Heterosexual / straight","540","525","24680","27570"
"In post","2021","20-29","Unknown","Wales","LGBO","75","75","23970","21010"
"In post","2021","20-29","Unknown","Wales","Undeclared","40","40","24940","27570"
"In post","2021","20-29","Unknown","Wales","Unknown","160","155","25320","27570"
"In post","2021","20-29","Unknown","West Midlands (England)","Heterosexual / straight","580","570","25910","27570"
"In post","2021","20-29","Unknown","West Midlands (England)","LGBO","60","60","25520","27570"
"In post","2021","20-29","Unknown","West Midlands (England)","Undeclared","30","30","25790","27570"
"In post","2021","20-29","Unknown","West Midlands (England)","Unknown","185","180","26080","27570"
"In post","2021","20-29","Unknown","Yorkshire and The Humber","Heterosexual / straight","845","835","26660","27570"
"In post","2021","20-29","Unknown","Yorkshire and The Humber","LGBO","120","115","26450","27570"
"In post","2021","20-29","Unknown","Yorkshire and The Humber","Undeclared","55","55","26680","27570"
"In post","2021","20-29","Unknown","Yorkshire and The Humber","Unknown","400","390","25710","25560"
"In post","2021","20-29","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","East Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Commercial","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","East of England","Heterosexual / straight","45","45","35800","34800"
"In post","2021","30-39","Commercial","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","East of England","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","London","Heterosexual / straight","130","125","46980","43360"
"In post","2021","30-39","Commercial","London","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","London","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","London","Unknown","40","40","44160","40650"
"In post","2021","30-39","Commercial","North East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Commercial","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","North West (England)","Heterosexual / straight","110","105","36040","34800"
"In post","2021","30-39","Commercial","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","North West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Commercial","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Scotland","Heterosexual / straight","30","30","34740","33930"
"In post","2021","30-39","Commercial","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Scotland","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Commercial","South East (England)","Heterosexual / straight","80","75","35630","34800"
"In post","2021","30-39","Commercial","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","South West (England)","Heterosexual / straight","305","290","36900","35140"
"In post","2021","30-39","Commercial","South West (England)","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Commercial","South West (England)","Undeclared","35","35","37000","38240"
"In post","2021","30-39","Commercial","South West (England)","Unknown","100","95","39690","38270"
"In post","2021","30-39","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Wales","Heterosexual / straight","65","65","33300","31070"
"In post","2021","30-39","Commercial","Wales","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Wales","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","West Midlands (England)","Heterosexual / straight","35","35","36660","36780"
"In post","2021","30-39","Commercial","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Yorkshire and The Humber","Heterosexual / straight","65","65","38950","36960"
"In post","2021","30-39","Commercial","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Yorkshire and The Humber","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Communications","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
