"Status","Year","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cheshire East","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Cheshire East","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Cheshire East","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","SEO/HEO","Female","75","65","38540","37100"
"In post","2021","Cheshire East","SEO/HEO","Male","55","50","39300","38160"
"In post","2021","Cheshire East","Unknown","Female","35","35","30610","31420"
"In post","2021","Cheshire East","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Cheshire West and Chester","AA/AO","Female","85","80","20560","21010"
"In post","2021","Cheshire West and Chester","AA/AO","Male","75","75","20800","21010"
"In post","2021","Cheshire West and Chester","EO","Female","115","100","27160","27570"
"In post","2021","Cheshire West and Chester","EO","Male","65","60","27250","27570"
"In post","2021","Cheshire West and Chester","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2021","Cheshire West and Chester","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Female","65","55","29250","28200"
"In post","2021","Cheshire West and Chester","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Chorley and West Lancashire","AA/AO","Female","305","275","23860","23240"
"In post","2021","Chorley and West Lancashire","AA/AO","Male","425","395","26750","26300"
"In post","2021","Chorley and West Lancashire","EO","Female","165","155","28630","27570"
"In post","2021","Chorley and West Lancashire","EO","Male","155","140","30740","31610"
"In post","2021","Chorley and West Lancashire","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Chorley and West Lancashire","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Chorley and West Lancashire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","SEO/HEO","Female","110","105","38520","38150"
"In post","2021","Chorley and West Lancashire","SEO/HEO","Male","100","95","40580","38160"
"In post","2021","Chorley and West Lancashire","Unknown","Female","45","40","32710","33360"
"In post","2021","Chorley and West Lancashire","Unknown","Male","10","5","[c]","[c]"
"In post","2021","City of Edinburgh","AA/AO","Female","1660","1530","22030","21490"
"In post","2021","City of Edinburgh","AA/AO","Male","1485","1455","22350","21440"
"In post","2021","City of Edinburgh","EO","Female","1345","1250","28040","27570"
"In post","2021","City of Edinburgh","EO","Male","1290","1250","28920","28170"
"In post","2021","City of Edinburgh","G6/G7","Female","1245","1160","61460","61010"
"In post","2021","City of Edinburgh","G6/G7","Male","1050","1025","62050","61010"
"In post","2021","City of Edinburgh","SCS level","Female","90","90","90940","83230"
"In post","2021","City of Edinburgh","SCS level","Male","115","110","90910","83230"
"In post","2021","City of Edinburgh","SEO/HEO","Female","2410","2270","37930","36780"
"In post","2021","City of Edinburgh","SEO/HEO","Male","2110","2050","38940","38540"
"In post","2021","City of Edinburgh","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","AA/AO","Female","280","250","21770","21010"
"In post","2021","Clackmannanshire and Fife","AA/AO","Male","190","185","23200","21010"
"In post","2021","Clackmannanshire and Fife","EO","Female","290","265","28560","27570"
"In post","2021","Clackmannanshire and Fife","EO","Male","255","245","30500","33650"
"In post","2021","Clackmannanshire and Fife","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","SEO/HEO","Female","80","75","37550","34150"
"In post","2021","Clackmannanshire and Fife","SEO/HEO","Male","180","170","38340","39500"
"In post","2021","Clackmannanshire and Fife","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Conwy and Denbighshire","AA/AO","Female","80","70","22440","23830"
"In post","2021","Conwy and Denbighshire","AA/AO","Male","45","45","21290","21010"
"In post","2021","Conwy and Denbighshire","EO","Female","110","95","27730","27570"
"In post","2021","Conwy and Denbighshire","EO","Male","60","60","27720","27570"
"In post","2021","Conwy and Denbighshire","G6/G7","Female","30","30","61590","60830"
"In post","2021","Conwy and Denbighshire","G6/G7","Male","40","40","61510","60830"
"In post","2021","Conwy and Denbighshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","SEO/HEO","Female","175","160","40260","37410"
"In post","2021","Conwy and Denbighshire","SEO/HEO","Male","70","65","40400","37410"
"In post","2021","Conwy and Denbighshire","Unknown","Female","55","55","29350","25560"
"In post","2021","Conwy and Denbighshire","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Female","405","340","20780","21010"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Male","305","295","20970","21010"
"In post","2021","Cornwall and Isles of Scilly","EO","Female","355","310","27370","27570"
"In post","2021","Cornwall and Isles of Scilly","EO","Male","270","260","27020","27570"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Male","25","20","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Female","100","95","34680","33300"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Male","115","110","36450","35480"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Female","35","30","28790","24320"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Coventry","AA/AO","Female","190","160","20840","21010"
"In post","2021","Coventry","AA/AO","Male","105","100","21060","21010"
"In post","2021","Coventry","EO","Female","365","325","26840","27130"
"In post","2021","Coventry","EO","Male","215","215","27300","27130"
"In post","2021","Coventry","G6/G7","Female","295","290","54270","50630"
"In post","2021","Coventry","G6/G7","Male","240","240","55230","50890"
"In post","2021","Coventry","SCS level","Female","25","25","[c]","[c]"
"In post","2021","Coventry","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Coventry","SEO/HEO","Female","535","505","34720","33840"
"In post","2021","Coventry","SEO/HEO","Male","365","360","35550","36500"
"In post","2021","Coventry","Unknown","Female","50","45","28990","28200"
"In post","2021","Coventry","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Croydon","AA/AO","Female","1090","955","24600","25630"
"In post","2021","Croydon","AA/AO","Male","645","625","24360","25630"
"In post","2021","Croydon","EO","Female","1570","1435","29650","29370"
"In post","2021","Croydon","EO","Male","1035","1015","29680","29370"
"In post","2021","Croydon","G6/G7","Female","710","675","62920","60050"
"In post","2021","Croydon","G6/G7","Male","875","860","63900","61260"
"In post","2021","Croydon","SCS level","Female","45","40","86930","82030"
"In post","2021","Croydon","SCS level","Male","30","30","97540","84690"
"In post","2021","Croydon","SEO/HEO","Female","1860","1770","38960","36920"
"In post","2021","Croydon","SEO/HEO","Male","1665","1635","39590","38440"
"In post","2021","Croydon","Unknown","Female","80","70","34980","34100"
"In post","2021","Croydon","Unknown","Male","25","20","[c]","[c]"
"In post","2021","Darlington","AA/AO","Female","70","55","20370","20590"
"In post","2021","Darlington","AA/AO","Male","30","30","22370","21010"
"In post","2021","Darlington","EO","Female","120","110","26290","26000"
"In post","2021","Darlington","EO","Male","65","65","26530","26000"
"In post","2021","Darlington","G6/G7","Female","100","95","53560","50630"
"In post","2021","Darlington","G6/G7","Male","95","90","54650","50630"
"In post","2021","Darlington","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Darlington","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Darlington","SEO/HEO","Female","260","245","34290","36500"
"In post","2021","Darlington","SEO/HEO","Male","170","170","34930","36500"
"In post","2021","Darlington","Unknown","Female","40","35","26520","23840"
"In post","2021","Darlington","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Derby","AA/AO","Female","310","250","20500","21010"
"In post","2021","Derby","AA/AO","Male","180","175","23160","21010"
"In post","2021","Derby","EO","Female","195","170","26960","27570"
"In post","2021","Derby","EO","Male","110","105","28420","27570"
"In post","2021","Derby","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Derby","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Derby","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derby","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derby","SEO/HEO","Female","30","30","34020","32080"
"In post","2021","Derby","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Derby","Unknown","Female","100","90","29200","28200"
"In post","2021","Derby","Unknown","Male","40","35","32610","32060"
"In post","2021","Derry City and Strabane","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Derry City and Strabane","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","AA/AO","Female","1045","875","21310","21010"
"In post","2021","Devon CC","AA/AO","Male","900","845","23240","21090"
"In post","2021","Devon CC","EO","Female","700","605","26850","27570"
"In post","2021","Devon CC","EO","Male","630","605","27010","27570"
"In post","2021","Devon CC","G6/G7","Female","245","230","52530","48830"
"In post","2021","Devon CC","G6/G7","Male","435","415","54280","51960"
"In post","2021","Devon CC","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Devon CC","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Devon CC","SEO/HEO","Female","645","590","36390","36460"
"In post","2021","Devon CC","SEO/HEO","Male","870","850","37680","38160"
"In post","2021","Devon CC","Unknown","Female","65","55","31950","30210"
"In post","2021","Devon CC","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Dorset CC","AA/AO","Female","430","395","22590","21710"
"In post","2021","Dorset CC","AA/AO","Male","565","545","24820","23860"
"In post","2021","Dorset CC","EO","Female","255","225","27220","27130"
"In post","2021","Dorset CC","EO","Male","305","295","28820","27570"
"In post","2021","Dorset CC","G6/G7","Female","25","20","[c]","[c]"
"In post","2021","Dorset CC","G6/G7","Male","40","35","62960","63280"
"In post","2021","Dorset CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","SEO/HEO","Female","200","180","35770","33840"
"In post","2021","Dorset CC","SEO/HEO","Male","260","255","38120","38160"
"In post","2021","Dorset CC","Unknown","Female","40","35","27450","26840"
"In post","2021","Dorset CC","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Dudley","AA/AO","Female","370","290","20650","21010"
"In post","2021","Dudley","AA/AO","Male","155","150","20980","21010"
"In post","2021","Dudley","EO","Female","335","285","27240","27570"
"In post","2021","Dudley","EO","Male","150","140","27440","27570"
"In post","2021","Dudley","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Dudley","SEO/HEO","Female","60","55","34920","34290"
"In post","2021","Dudley","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Dudley","Unknown","Female","45","40","29280","28200"
"In post","2021","Dudley","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Dumfries and Galloway","AA/AO","Female","115","100","22920","22230"
"In post","2021","Dumfries and Galloway","AA/AO","Male","130","130","24530","25870"
"In post","2021","Dumfries and Galloway","EO","Female","100","85","29090","27570"
"In post","2021","Dumfries and Galloway","EO","Male","125","115","31370","33650"
"In post","2021","Dumfries and Galloway","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Dumfries and Galloway","SEO/HEO","Female","30","30","37860","34700"
"In post","2021","Dumfries and Galloway","SEO/HEO","Male","55","50","39240","38980"
"In post","2021","Durham CC","AA/AO","Female","1830","1550","22110","21430"
"In post","2021","Durham CC","AA/AO","Male","1505","1395","24550","22350"
"In post","2021","Durham CC","EO","Female","740","655","27110","27130"
"In post","2021","Durham CC","EO","Male","515","480","28510","27570"
"In post","2021","Durham CC","G6/G7","Female","50","50","59820","58610"
"In post","2021","Durham CC","G6/G7","Male","55","50","59520","56730"
"In post","2021","Durham CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","SEO/HEO","Female","415","390","35960","33840"
"In post","2021","Durham CC","SEO/HEO","Male","335","320","38560","37450"
"In post","2021","Durham CC","Unknown","Female","110","105","29900","30210"
"In post","2021","Durham CC","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Ealing","AA/AO","Female","40","35","25140","25110"
"In post","2021","Ealing","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Ealing","EO","Female","230","215","31250","31060"
"In post","2021","Ealing","EO","Male","120","115","31110","31060"
"In post","2021","Ealing","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Ealing","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2021","Ealing","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Ealing","Unknown","Female","30","30","32900","34100"
