"Status","Year","Function_of_post","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","London","Heterosexual / straight","515","[c]","34460","27650"
"Leaver CS","2021","No function","Operational Delivery","London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","London","Undeclared","95","[c]","33920","30380"
"Leaver CS","2021","No function","Operational Delivery","London","Unknown","370","[c]","31340","25320"
"Leaver CS","2021","No function","Operational Delivery","Outside London","Heterosexual / straight","3365","[c]","26510","21590"
"Leaver CS","2021","No function","Operational Delivery","Outside London","LGBO","205","[c]","23230","21150"
"Leaver CS","2021","No function","Operational Delivery","Outside London","Undeclared","540","[c]","26360","21590"
"Leaver CS","2021","No function","Operational Delivery","Outside London","Unknown","1930","[c]","25780","21590"
"Leaver CS","2021","No function","Operational Delivery","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","London","Heterosexual / straight","30","[c]","47330","39390"
"Leaver CS","2021","No function","Other","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","London","Unknown","30","[c]","39100","28890"
"Leaver CS","2021","No function","Other","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","London","Heterosexual / straight","185","[c]","50390","51300"
"Leaver CS","2021","No function","Policy","London","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","London","Unknown","190","[c]","39840","33120"
"Leaver CS","2021","No function","Policy","Outside London","Heterosexual / straight","30","[c]","38140","37930"
"Leaver CS","2021","No function","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","Outside London","Unknown","35","[c]","38530","36030"
"Leaver CS","2021","No function","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Property","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Outside London","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","London","Heterosexual / straight","65","[c]","38810","39370"
"Leaver CS","2021","No function","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","Outside London","Heterosexual / straight","230","[c]","29610","27240"
"Leaver CS","2021","No function","Science and Engineering","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","Outside London","Unknown","140","[c]","31610","28650"
"Leaver CS","2021","No function","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","London","Heterosexual / straight","50","[c]","54440","36340"
"Leaver CS","2021","No function","Unknown","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Outside London","Heterosexual / straight","175","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Outside London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Outside London","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","Unknown","35","[c]","31710","28210"
"Leaver CS","2021","No function","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Outside London","Heterosexual / straight","90","[c]","30900","26320"
"Leaver CS","2021","Project Delivery","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","London","Unknown","10","[c]","[c]","[c]"
