"Status","Year","Disability","Parent_department","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Scotland","AA/AO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Scotland","EO","140","140","24500","24050"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Scotland","G6/G7","110","110","56550","54520"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Scotland","SEO/HEO","155","150","34550","34000"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","West Midlands (England)","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","West Midlands (England)","G6/G7","50","50","52670","48890"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","West Midlands (England)","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","West Midlands (England)","SEO/HEO","75","75","35970","36000"
"In post","2021","Declared non-disabled","Office of Rail and Road","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","London","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","London","G6/G7","95","90","64640","63860"
"In post","2021","Declared non-disabled","Office of Rail and Road","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","London","SEO/HEO","50","50","40970","39590"
"In post","2021","Declared non-disabled","Office of Rail and Road","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","North West (England)","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","North West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Scotland","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","South West (England)","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Yorkshire and The Humber","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","East Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","East of England","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","East of England","SEO/HEO","35","30","33300","33220"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","London","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","London","G6/G7","35","35","59830","59560"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","London","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","North West (England)","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","North West (England)","G6/G7","35","35","54140","53570"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","North West (England)","SEO/HEO","65","65","33800","34800"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","South West (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Wales","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Wales","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","West Midlands (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Yorkshire and The Humber","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Yorkshire and The Humber","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","Scotland","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","Scotland","AA/AO","2245","2095","23000","22230"
"In post","2021","Declared non-disabled","Scottish Government","Scotland","EO","1770","1705","28710","29040"
"In post","2021","Declared non-disabled","Scottish Government","Scotland","G6/G7","1900","1820","62920","61010"
"In post","2021","Declared non-disabled","Scottish Government","Scotland","SCS level","175","175","89340","83230"
"In post","2021","Declared non-disabled","Scottish Government","Scotland","SEO/HEO","3730","3565","39410","38540"
"In post","2021","Declared non-disabled","Scottish Government","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","London","AA/AO","50","40","21110","20650"
"In post","2021","Declared non-disabled","The National Archives","London","EO","45","40","24720","23740"
"In post","2021","Declared non-disabled","The National Archives","London","G6/G7","60","60","52710","50290"
"In post","2021","Declared non-disabled","The National Archives","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","London","SEO/HEO","185","180","35500","34770"
"In post","2021","Declared non-disabled","UK Export Finance","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","London","EO","40","40","29690","29000"
"In post","2021","Declared non-disabled","UK Export Finance","London","G6/G7","120","115","67860","66690"
"In post","2021","Declared non-disabled","UK Export Finance","London","SCS level","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","London","SEO/HEO","185","185","42410","41970"
"In post","2021","Declared non-disabled","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","London","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","London","G6/G7","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","London","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","London","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","London","G6/G7","40","35","57420","55850"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","London","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","London","SEO/HEO","80","80","35290","32540"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","South East (England)","AA/AO","475","300","19680","19520"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","South East (England)","EO","150","140","23960","23050"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","South East (England)","G6/G7","165","160","53000","50090"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","South East (England)","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","South East (England)","SEO/HEO","335","315","33470","33020"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Wales","AA/AO","145","120","19470","19520"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Wales","EO","185","165","24220","23520"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Wales","G6/G7","370","355","52600","50090"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Wales","SCS level","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Wales","SEO/HEO","595","560","33670","36030"
"In post","2021","Declared non-disabled","Wales Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","London","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Wales","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","London","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","West Midlands (England)","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","West Midlands (England)","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","West Midlands (England)","SEO/HEO","80","75","47340","47620"
"In post","2021","Declared non-disabled","Welsh Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government","Wales","AA/AO","775","710","23420","23830"
"In post","2021","Declared non-disabled","Welsh Government","Wales","EO","870","815","28720","28850"
"In post","2021","Declared non-disabled","Welsh Government","Wales","G6/G7","900","870","61630","60830"
"In post","2021","Declared non-disabled","Welsh Government","Wales","SCS level","145","145","89560","81760"
"In post","2021","Declared non-disabled","Welsh Government","Wales","SEO/HEO","2215","2105","40900","37410"
"In post","2021","Undeclared","Attorney General's Departments","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","London","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","London","G6/G7","80","70","61880","64720"
"In post","2021","Undeclared","Attorney General's Departments","London","SCS level","15","15","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","London","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","London","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","London","G6/G7","85","80","58950","57680"
"In post","2021","Undeclared","Cabinet Office","London","SCS level","20","20","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","London","SEO/HEO","65","65","37160","36160"
"In post","2021","Undeclared","Cabinet Office","North East (England)","AA/AO","20","15","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","North East (England)","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Yorkshire and The Humber","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","London","EO","20","20","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","London","G6/G7","130","125","58910","56030"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","London","SCS level","20","20","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","95","95","38550","40050"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Wales","AA/AO","25","25","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Wales","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Wales","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","G6/G7","30","30","58220","55130"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","East Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Department for Education","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","London","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for Education","London","G6/G7","50","50","60210","61850"
