"Status","Year","Age","Disability","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","220","220","30180","28670"
"In post","2021","20-29","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","70","70","35480","33210"
"In post","2021","20-29","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","75","70","31240","30850"
"In post","2021","20-29","Declared disabled","National Crime Agency","National Crime Agency","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of the Public Guardian","Ministry of Justice","30","30","20640","19930"
"In post","2021","20-29","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Public Health England","Department of Health and Social Care","95","90","26430","23610"
"In post","2021","20-29","Declared disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Registers of Scotland","Scottish Government","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","125","125","31370","30650"
"In post","2021","20-29","Declared disabled","Scottish Prison Service","Scottish Government","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Security Scotland","Scottish Government","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Submarine Delivery Agency","Ministry of Defence","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","The National Archives","The National Archives","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Transport Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Hydrographic Office","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","75","70","29170","29540"
"In post","2021","20-29","Declared disabled","Valuation Office Agency","HM Revenue and Customs","20","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","30","30","27370","23830"
"In post","2021","20-29","Declared disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","35","35","26330","24250"
"In post","2021","20-29","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","340","340","25320","24920"
"In post","2021","20-29","Declared non-disabled","Attorney General's Office","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","1150","1150","37040","34550"
"In post","2021","20-29","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","75","75","25230","24920"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Charity Commission","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","80","80","26510","24500"
"In post","2021","20-29","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","135","135","39120","34570"
"In post","2021","20-29","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","345","335","26070","22220"
"In post","2021","20-29","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","390","385","29010","25920"
"In post","2021","20-29","Declared non-disabled","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Defence Electronics and Components Agency","Ministry of Defence","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","1545","1535","26660","26590"
"In post","2021","20-29","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","590","585","29300","28650"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","1175","1170","41280","40050"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","515","510","41410","35180"
"In post","2021","20-29","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","655","650","37440","36500"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","755","750","34570","32560"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Department for International Trade","425","425","37430","32120"
"In post","2021","20-29","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","555","555","38860","35060"
"In post","2021","20-29","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","7615","7485","26530","27570"
"In post","2021","20-29","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","135","135","39770","36070"
"In post","2021","20-29","Declared non-disabled","Disclosure Scotland","Scottish Government","45","40","22340","21150"
"In post","2021","20-29","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","535","510","23060","21590"
"In post","2021","20-29","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","130","130","26790","26350"
"In post","2021","20-29","Declared non-disabled","Education and Skills Funding Agency","Department for Education","220","220","32920","30090"
"In post","2021","20-29","Declared non-disabled","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","ESTYN","ESTYN","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","110","110","27880","26650"
"In post","2021","20-29","Declared non-disabled","Food Standards Agency","Food Standards Agency","40","40","35140","32830"
"In post","2021","20-29","Declared non-disabled","Food Standards Scotland","Scottish Government","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","875","875","35060","34220"
"In post","2021","20-29","Declared non-disabled","Forestry and Land Scotland","Scottish Government","90","90","25800","25140"
"In post","2021","20-29","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","40","40","38450","36590"
"In post","2021","20-29","Declared non-disabled","Government Internal Audit Agency","HM Treasury","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Government Legal Department","Attorney General's Departments","285","280","36990","33460"
