"Status","Year","Age","Disability","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Unknown","Debt Management Office","HM Treasury","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Defence Equipment and Support","Ministry of Defence","225","210","41190","40720"
"In post","2021","40-49","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","165","160","45820","46090"
"In post","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","120","115","52850","53380"
"In post","2021","40-49","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","40","35","56690","59370"
"In post","2021","40-49","Unknown","Department for Education (excl. agencies)","Department for Education","170","160","48360","49860"
"In post","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","205","190","46990","47550"
"In post","2021","40-49","Unknown","Department for International Trade","Department for International Trade","120","120","52980","52750"
"In post","2021","40-49","Unknown","Department for Transport (excl. agencies)","Department for Transport","60","55","47870","43360"
"In post","2021","40-49","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","580","545","30330","27570"
"In post","2021","40-49","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","465","450","54150","52080"
"In post","2021","40-49","Unknown","Disclosure Scotland","Scottish Government","35","35","32530","25600"
"In post","2021","40-49","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","120","105","27030","21590"
"In post","2021","40-49","Unknown","Driver and Vehicle Standards Agency","Department for Transport","195","195","29050","26700"
"In post","2021","40-49","Unknown","Education and Skills Funding Agency","Department for Education","50","45","44200","37710"
"In post","2021","40-49","Unknown","Education Scotland","Scottish Government","50","50","55040","52480"
"In post","2021","40-49","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Food Standards Scotland","Scottish Government","30","30","38080","32880"
"In post","2021","40-49","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","360","350","55310","55990"
"In post","2021","40-49","Unknown","Forestry and Land Scotland","Scottish Government","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Government Actuary's Department","Chancellor's other departments","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Government Legal Department","Attorney General's Departments","105","95","62070","65680"
"In post","2021","40-49","Unknown","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Health and Safety Executive","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","HM Courts and Tribunals Service","Ministry of Justice","195","185","24920","21300"
"In post","2021","40-49","Unknown","HM Land Registry","HM Land Registry","370","355","30670","22350"
"In post","2021","40-49","Unknown","HM Prison and Probation Service","Ministry of Justice","615","585","27110","24920"
"In post","2021","40-49","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","3905","3595","29470","25560"
"In post","2021","40-49","Unknown","HM Treasury (excl. agencies)","HM Treasury","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Home Office (incl. agencies)","Home Office","305","300","36520","28650"
"In post","2021","40-49","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","95","90","30880","27720"
"In post","2021","40-49","Unknown","Legal Aid Agency","Ministry of Justice","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Maritime and Coastguard Agency","Department for Transport","50","45","33310","31780"
"In post","2021","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","165","155","51380","49780"
"In post","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","1395","1340","35570","33300"
"In post","2021","40-49","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","40","40","54130","48200"
"In post","2021","40-49","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","150","150","49700","50290"
"In post","2021","40-49","Unknown","National Crime Agency","National Crime Agency","770","745","42270","40170"
"In post","2021","40-49","Unknown","National Records of Scotland","Scottish Government","45","45","35670","32140"
"In post","2021","40-49","Unknown","Northern Ireland Office","Northern Ireland Office","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Office for Budget Responsibility","HM Treasury","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","40","35","44490","42660"
"In post","2021","40-49","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Office of the Public Guardian","Ministry of Justice","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Office of the Scottish Charity Regulator","Scottish Government","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Planning Inspectorate","Ministry of Housing, Communities and Local Government","40","35","48230","47660"
"In post","2021","40-49","Unknown","Public Health England","Department of Health and Social Care","520","485","48860","46840"
"In post","2021","40-49","Unknown","Registers of Scotland","Scottish Government","110","105","33780","30080"
"In post","2021","40-49","Unknown","Revenue Scotland","Scottish Government","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Royal Fleet Auxiliary","Ministry of Defence","385","385","40220","35380"
"In post","2021","40-49","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Scottish Courts and Tribunals Service","Scottish Government","340","310","29340","29350"
"In post","2021","40-49","Unknown","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Scottish Government (excl. agencies)","Scottish Government","670","635","46140","46190"
"In post","2021","40-49","Unknown","Scottish Housing Regulator","Scottish Government","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Scottish Prison Service","Scottish Government","720","705","32620","33650"
"In post","2021","40-49","Unknown","Scottish Public Pensions Agency","Scottish Government","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Serious Fraud Office","Attorney General's Departments","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Social Security Scotland","Scottish Government","85","80","35610","30650"
"In post","2021","40-49","Unknown","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Student Awards Agency for Scotland","Scottish Government","30","25","[c]","[c]"
"In post","2021","40-49","Unknown","Submarine Delivery Agency","Ministry of Defence","40","40","51440","51760"
"In post","2021","40-49","Unknown","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","The National Archives","The National Archives","35","35","39040","35790"
"In post","2021","40-49","Unknown","Transport Scotland","Scottish Government","45","45","49530","48930"
"In post","2021","40-49","Unknown","UK Hydrographic Office","Ministry of Defence","55","50","37670","33290"
"In post","2021","40-49","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","70","70","37660","34870"
"In post","2021","40-49","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","365","335","35720","36030"
"In post","2021","40-49","Unknown","Valuation Office Agency","HM Revenue and Customs","125","120","30530","25500"
"In post","2021","40-49","Unknown","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Welsh Government (excl. agencies)","Welsh Government","65","60","43180","37410"
"In post","2021","40-49","Unknown","Welsh Revenue Authority","Welsh Government","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","35","35","31360","30950"
"In post","2021","50-59","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","125","120","30090","25610"
"In post","2021","50-59","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","175","170","48240","39750"
"In post","2021","50-59","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Charity Commission","Charity Commission","10","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","15","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Crown Commercial Service","Other Cabinet Office Agencies","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","35","30","40070","33040"
"In post","2021","50-59","Declared disabled","Crown Prosecution Service","Attorney General's Departments","335","310","44100","38180"
"In post","2021","50-59","Declared disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Defence Equipment and Support","Ministry of Defence","375","365","37920","37310"
"In post","2021","50-59","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","105","100","43340","46080"
"In post","2021","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","95","95","46940","40780"
"In post","2021","50-59","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Department for Education (excl. agencies)","Department for Education","145","140","43080","38660"
"In post","2021","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","140","135","42170","39410"
"In post","2021","50-59","Declared disabled","Department for International Trade","Department for International Trade","50","50","45580","38830"
"In post","2021","50-59","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","50","50","48900","46710"
"In post","2021","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","6230","5555","27340","27570"
"In post","2021","50-59","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","35","35","51360","40780"
"In post","2021","50-59","Declared disabled","Disclosure Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","230","195","25670","21590"
"In post","2021","50-59","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","180","170","29180","26780"
"In post","2021","50-59","Declared disabled","Education and Skills Funding Agency","Department for Education","55","50","42000","37100"
"In post","2021","50-59","Declared disabled","Education Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Food Standards Agency","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","50-59","Declared disabled","Food Standards Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","175","165","45180","40100"
"In post","2021","50-59","Declared disabled","Forestry and Land Scotland","Scottish Government","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Government Internal Audit Agency","HM Treasury","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Government Legal Department","Attorney General's Departments","50","50","59650","64030"
"In post","2021","50-59","Declared disabled","Government Property Agency","Other Cabinet Office Agencies","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Health and Safety Executive","Department for Work and Pensions","160","145","40710","35910"
"In post","2021","50-59","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","815","740","24720","21180"
"In post","2021","50-59","Declared disabled","HM Land Registry","HM Land Registry","245","215","31040","27130"
"In post","2021","50-59","Declared disabled","HM Prison and Probation Service","Ministry of Justice","1995","1905","32410","31650"
"In post","2021","50-59","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2165","1965","31720","28130"
"In post","2021","50-59","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Home Office (incl. agencies)","Home Office","1065","990","31950","28670"
"In post","2021","50-59","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","75","70","32590","30470"
"In post","2021","50-59","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Legal Aid Agency","Ministry of Justice","40","35","26230","22510"
"In post","2021","50-59","Declared disabled","Maritime and Coastguard Agency","Department for Transport","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","1425","1390","31530","26930"
"In post","2021","50-59","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","75","70","45340","39100"
"In post","2021","50-59","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","160","155","43210","38260"
"In post","2021","50-59","Declared disabled","National Crime Agency","National Crime Agency","60","60","42230","40060"
"In post","2021","50-59","Declared disabled","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","National Records of Scotland","Scottish Government","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Northern Ireland Office","Northern Ireland Office","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","55","55","50480","51360"
"In post","2021","50-59","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Office of Rail and Road","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Office of the Public Guardian","Ministry of Justice","60","60","22870","21170"
"In post","2021","50-59","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Public Health England","Department of Health and Social Care","55","50","48750","44950"
"In post","2021","50-59","Declared disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Registers of Scotland","Scottish Government","55","50","34130","30080"
"In post","2021","50-59","Declared disabled","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","65","60","27730","25950"
"In post","2021","50-59","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","170","165","44140","39660"
"In post","2021","50-59","Declared disabled","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Scottish Prison Service","Scottish Government","165","160","35040","33650"
"In post","2021","50-59","Declared disabled","Scottish Public Pensions Agency","Scottish Government","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Serious Fraud Office","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Social Security Scotland","Scottish Government","30","30","26880","21150"
"In post","2021","50-59","Declared disabled","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Student Awards Agency for Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Submarine Delivery Agency","Ministry of Defence","50","50","45260","42560"
"In post","2021","50-59","Declared disabled","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","The National Archives","The National Archives","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Transport Scotland","Scottish Government","15","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","UK Hydrographic Office","Ministry of Defence","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","160","135","31720","29540"
"In post","2021","50-59","Declared disabled","Valuation Office Agency","HM Revenue and Customs","100","95","37110","32480"
"In post","2021","50-59","Declared disabled","Vehicle Certification Agency","Department for Transport","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","110","105","40990","37410"
"In post","2021","50-59","Declared disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Accountant in Bankruptcy","Scottish Government","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","60","55","38990","34500"
"In post","2021","50-59","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","530","505","33590","29550"
"In post","2021","50-59","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","775","755","55610","49700"
"In post","2021","50-59","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","90","85","39320","37280"
"In post","2021","50-59","Declared non-disabled","Charity Commission","Charity Commission","40","40","38070","31420"
"In post","2021","50-59","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","190","180","31890","27460"
"In post","2021","50-59","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","115","110","67220","59260"
"In post","2021","50-59","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","50","50","30640","25760"
"In post","2021","50-59","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","55","55","47410","40820"
"In post","2021","50-59","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","450","410","36770","29040"
"In post","2021","50-59","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","1640","1530","45440","45530"
"In post","2021","50-59","Declared non-disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Defence Electronics and Components Agency","Ministry of Defence","90","90","32190","30040"
"In post","2021","50-59","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","2135","2095","41350","39880"
"In post","2021","50-59","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","625","615","45490","46080"
"In post","2021","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","630","620","53080","53600"
"In post","2021","50-59","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","130","130","53630","52300"
"In post","2021","50-59","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","875","845","47570","44460"
"In post","2021","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","870","845","45410","41090"
"In post","2021","50-59","Declared non-disabled","Department for International Trade","Department for International Trade","295","295","47780","39810"
"In post","2021","50-59","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","495","485","54290","49240"
"In post","2021","50-59","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","24250","21935","28290","27570"
"In post","2021","50-59","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","245","235","48710","43390"
"In post","2021","50-59","Declared non-disabled","Disclosure Scotland","Scottish Government","15","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","980","880","28420","21590"
"In post","2021","50-59","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","1215","1180","30670","27680"
"In post","2021","50-59","Declared non-disabled","Education and Skills Funding Agency","Department for Education","350","345","47040","44740"
"In post","2021","50-59","Declared non-disabled","Education Scotland","Scottish Government","50","50","58030","66290"
"In post","2021","50-59","Declared non-disabled","ESTYN","ESTYN","40","35","68140","74730"
"In post","2021","50-59","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","255","250","44980","42760"
"In post","2021","50-59","Declared non-disabled","Food Standards Agency","Food Standards Agency","310","305","36060","30280"
"In post","2021","50-59","Declared non-disabled","Food Standards Scotland","Scottish Government","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","1155","1135","53910","52570"
"In post","2021","50-59","Declared non-disabled","Forestry and Land Scotland","Scottish Government","295","285","33430","31060"
"In post","2021","50-59","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Government Internal Audit Agency","HM Treasury","145","140","53190","49920"
"In post","2021","50-59","Declared non-disabled","Government Legal Department","Attorney General's Departments","340","315","62360","66610"
"In post","2021","50-59","Declared non-disabled","Government Property Agency","Other Cabinet Office Agencies","50","50","56530","55990"
"In post","2021","50-59","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","785","745","46240","45870"
"In post","2021","50-59","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","3875","3550","26660","22080"
"In post","2021","50-59","Declared non-disabled","HM Land Registry","HM Land Registry","1805","1615","33310","33840"
"In post","2021","50-59","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","8740","8310","32910","31650"
"In post","2021","50-59","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","10975","10135","34550","31810"
"In post","2021","50-59","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","105","105","48940","42160"
"In post","2021","50-59","Declared non-disabled","Home Office (incl. agencies)","Home Office","7405","6855","33040","28650"
"In post","2021","50-59","Declared non-disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","365","355","36740","34390"
"In post","2021","50-59","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","45","40","53450","50590"
"In post","2021","50-59","Declared non-disabled","Legal Aid Agency","Ministry of Justice","225","215","33020","28350"
"In post","2021","50-59","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","205","200","42160","39470"
"In post","2021","50-59","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","125","120","55510","53620"
"In post","2021","50-59","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","505","490","44140","41900"
"In post","2021","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","9545","9345","32290","27750"
"In post","2021","50-59","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","370","360","48350","44460"
"In post","2021","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","845","835","44730","41490"
"In post","2021","50-59","Declared non-disabled","National Crime Agency","National Crime Agency","590","585","46120","43710"
"In post","2021","50-59","Declared non-disabled","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","National Records of Scotland","Scottish Government","80","75","34850","32140"
"In post","2021","50-59","Declared non-disabled","National Savings and Investments","Chancellor's other departments","50","45","57660","48420"
"In post","2021","50-59","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","440","430","58750","59810"
"In post","2021","50-59","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","115","115","55000","52050"
"In post","2021","50-59","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","80","80","61930","60140"
"In post","2021","50-59","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","165","155","24270","21170"
"In post","2021","50-59","Declared non-disabled","Office of the Scottish Charity Regulator","Scottish Government","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","170","160","48020","47660"
"In post","2021","50-59","Declared non-disabled","Public Health England","Department of Health and Social Care","870","800","51110","44500"
"In post","2021","50-59","Declared non-disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Registers of Scotland","Scottish Government","130","125","37060","36780"
"In post","2021","50-59","Declared non-disabled","Revenue Scotland","Scottish Government","5","5","[c]","[c]"
