"Status","Year","Disability","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Food Standards Scotland","Unknown","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","30","25","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","60","55","30360","26120"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","215","210","45960","38940"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","120","120","49300","52430"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Property","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Overseas","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Unknown","Outside London","40","40","28170","26530"
"In post","2021","Declared disabled","Government Actuary's Department","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Other","London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Internal Audit","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Internal Audit","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Legal","London","135","130","59420","61000"
"In post","2021","Declared disabled","Government Legal Department","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Other","London","35","30","30080","27580"
"In post","2021","Declared disabled","Government Legal Department","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Operational Delivery","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Operational Delivery","Outside London","205","190","38830","35910"
"In post","2021","Declared disabled","Health and Safety Executive","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Policy","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Science and Engineering","Outside London","50","45","39430","35910"
"In post","2021","Declared disabled","Health and Safety Executive","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Finance","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Finance","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Legal","London","25","20","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Legal","Outside London","90","80","41350","41890"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Operational Delivery","London","390","365","25800","23500"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Operational Delivery","Outside London","1480","1320","20970","20100"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Project Delivery","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Property","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Digital, Data and Technology","Outside London","40","40","36860","38450"
"In post","2021","Declared disabled","HM Land Registry","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Human Resources","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Legal","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Operational Delivery","Outside London","390","335","28270","27130"
"In post","2021","Declared disabled","HM Land Registry","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Commercial","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Commercial","Outside London","60","60","45140","46000"
"In post","2021","Declared disabled","HM Prison and Probation Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Human Resources","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Intelligence Analysis","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Intelligence Analysis","Outside London","45","45","29220","27380"
"In post","2021","Declared disabled","HM Prison and Probation Service","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Operational Delivery","London","615","590","34330","33590"
"In post","2021","Declared disabled","HM Prison and Probation Service","Operational Delivery","Outside London","4940","4600","29590","28200"
"In post","2021","Declared disabled","HM Prison and Probation Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Policy","London","50","45","35840","30640"
"In post","2021","Declared disabled","HM Prison and Probation Service","Policy","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Psychology","Outside London","105","105","32000","29750"
"In post","2021","Declared disabled","HM Prison and Probation Service","Security","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Security","Outside London","45","45","33050","29910"
"In post","2021","Declared disabled","HM Prison and Probation Service","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Commercial","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Communications","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Outside London","135","130","37890","34170"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Finance","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Finance","Outside London","145","120","28690","25560"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Human Resources","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Human Resources","Outside London","75","70","38470","35000"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","International Trade","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Legal","London","65","65","42130","36160"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Legal","Outside London","195","180","30500","28130"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","175","155","31770","29570"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","2505","2155","24780","21440"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Other","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Other","Outside London","45","40","33710","31810"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Policy","London","70","65","54930","59160"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Policy","Outside London","45","40","43030","38700"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Project Delivery","London","30","30","51280","45960"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Project Delivery","Outside London","190","180","39700","38630"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Property","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
