"Status","Year","Disability","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Policy","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport (excl. agencies)","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","London","70","[c]","31990","31060"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","585","[c]","25790","26890"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Disclosure Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","45","[c]","20220","21170"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
