"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Crown Commercial Service","Operational Delivery","Outside London","10","[c]","26580","22230"
"New entrant CS","2021","20-29","Crown Commercial Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Office and Procurator Fiscal Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Office and Procurator Fiscal Service","Legal","Outside London","20","[c]","33550","33550"
"New entrant CS","2021","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","65","[c]","22200","20760"
"New entrant CS","2021","20-29","Crown Office and Procurator Fiscal Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","Legal","London","10","[c]","44310","50520"
"New entrant CS","2021","20-29","Crown Prosecution Service","Legal","Outside London","60","[c]","34800","26970"
"New entrant CS","2021","20-29","Crown Prosecution Service","Operational Delivery","London","85","[c]","22510","21000"
"New entrant CS","2021","20-29","Crown Prosecution Service","Operational Delivery","Outside London","170","[c]","20490","20120"
"New entrant CS","2021","20-29","Debt Management Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Debt Management Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Debt Management Office","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Digital, Data and Technology","Outside London","10","[c]","26110","22250"
"New entrant CS","2021","20-29","Defence Equipment and Support","Finance","Outside London","35","[c]","22870","23250"
"New entrant CS","2021","20-29","Defence Equipment and Support","Human Resources","Outside London","10","[c]","25500","22000"
"New entrant CS","2021","20-29","Defence Equipment and Support","Knowledge and Information Management","Outside London","10","[c]","25650","25250"
"New entrant CS","2021","20-29","Defence Equipment and Support","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Other","Outside London","50","[c]","21590","19040"
"New entrant CS","2021","20-29","Defence Equipment and Support","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Project Delivery","Outside London","25","[c]","28470","29000"
"New entrant CS","2021","20-29","Defence Equipment and Support","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Science and Engineering","Outside London","75","[c]","25300","27540"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Science and Engineering","Outside London","80","[c]","23990","22950"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","London","10","[c]","33880","38620"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","35","[c]","32800","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","45","[c]","35440","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","355","[c]","34680","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","10","[c]","29380","30360"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","10","[c]","38150","37560"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Economics","London","15","[c]","41990","42020"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Policy","London","160","[c]","34860","34020"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Policy","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","London","15","[c]","32190","34020"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","10","[c]","33700","34020"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Communications","London","35","[c]","30140","28500"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Communications","Outside London","20","[c]","24100","25000"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","15","[c]","32680","32870"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Finance","Outside London","10","[c]","30420","29360"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Operational Delivery","Outside London","20","[c]","27390","25000"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Policy","London","80","[c]","34080","32940"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Policy","Outside London","65","[c]","30140","29360"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Property","Outside London","15","[c]","34370","29360"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","10","[c]","31370","32560"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","20","[c]","31620","29180"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","35","[c]","32610","31500"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","250","[c]","32760","32560"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","75","[c]","28760","29180"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
