"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","15","15","49970","46310"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","120","115","40970","42070"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","35","35","54720","54650"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","5","5","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","65","65","41020","37480"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","10","10","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","50","45","38990","36750"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","15","15","45700","46450"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Outside London","15","15","30750","29180"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","London","5","5","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","410","395","47550","52290"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","265","250","39730","36520"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","London","20","20","48170","45890"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Outside London","40","40","40240","36520"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","10","10","41470","38900"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","75","70","33670","32560"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","London","25","25","46310","40640"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","Outside London","30","25","35790","35900"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","London","5","5","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","London","5","5","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","Outside London","10","10","38110","36590"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Commercial","London","10","10","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Communications","London","40","40","44960","42720"
"In post","2021","30-39","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Digital, Data and Technology","London","35","35","51370","51970"
"In post","2021","30-39","Department for International Trade","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Economics","London","25","25","55720","54650"
"In post","2021","30-39","Department for International Trade","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Finance","London","25","25","50540","51970"
"In post","2021","30-39","Department for International Trade","Human Resources","London","30","30","42970","35330"
"In post","2021","30-39","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","International Trade","London","300","300","51340","51970"
"In post","2021","30-39","Department for International Trade","International Trade","Outside London","30","25","44810","48220"
"In post","2021","30-39","Department for International Trade","International Trade","Overseas","55","55","54290","52970"
"In post","2021","30-39","Department for International Trade","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Operational Delivery","London","15","15","43000","36840"
"In post","2021","30-39","Department for International Trade","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Other","London","35","35","45770","40800"
"In post","2021","30-39","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Policy","London","65","65","50680","51970"
"In post","2021","30-39","Department for International Trade","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Project Delivery","London","15","15","52970","51970"
"In post","2021","30-39","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Social Research","London","5","5","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Statistics","London","15","15","44840","41650"
"In post","2021","30-39","Department for International Trade","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Commercial","London","20","20","51420","54110"
"In post","2021","30-39","Department for Transport (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Communications","London","50","50","49920","47980"
"In post","2021","30-39","Department for Transport (excl. agencies)","Corporate Finance","London","10","10","61240","54380"
"In post","2021","30-39","Department for Transport (excl. agencies)","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Digital, Data and Technology","London","25","25","45780","45470"
"In post","2021","30-39","Department for Transport (excl. agencies)","Digital, Data and Technology","Outside London","10","10","40340","39200"
"In post","2021","30-39","Department for Transport (excl. agencies)","Economics","London","35","35","58000","54840"
"In post","2021","30-39","Department for Transport (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Finance","London","40","40","51230","54760"
"In post","2021","30-39","Department for Transport (excl. agencies)","Finance","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Human Resources","London","25","25","55580","54760"
"In post","2021","30-39","Department for Transport (excl. agencies)","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","International Trade","London","10","10","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Operational Delivery","London","15","15","40640","40510"
"In post","2021","30-39","Department for Transport (excl. agencies)","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Operational Research","London","10","10","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Other","London","40","40","38640","34710"
"In post","2021","30-39","Department for Transport (excl. agencies)","Other","Outside London","25","20","38130","30730"
"In post","2021","30-39","Department for Transport (excl. agencies)","Policy","London","240","235","51900","54650"
"In post","2021","30-39","Department for Transport (excl. agencies)","Policy","Outside London","20","20","38090","30730"
"In post","2021","30-39","Department for Transport (excl. agencies)","Project Delivery","London","120","120","51660","54650"
"In post","2021","30-39","Department for Transport (excl. agencies)","Project Delivery","Outside London","15","15","42330","38650"
"In post","2021","30-39","Department for Transport (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Science and Engineering","London","25","25","49810","44480"
"In post","2021","30-39","Department for Transport (excl. agencies)","Security","London","45","45","47270","44030"
"In post","2021","30-39","Department for Transport (excl. agencies)","Social Research","London","15","15","47200","43580"
"In post","2021","30-39","Department for Transport (excl. agencies)","Statistics","London","30","30","48260","42890"
"In post","2021","30-39","Department for Transport (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport (excl. agencies)","Unknown","London","45","40","54000","54650"
"In post","2021","30-39","Department for Transport (excl. agencies)","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Department for Work and Pensions (excl. agencies)","Unknown","London","1715","1640","34260","31060"
"In post","2021","30-39","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","12895","11745","26700","27570"
"In post","2021","30-39","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","180","175","29730","27570"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Commercial","London","25","25","52010","40650"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Commercial","Outside London","20","20","44310","49530"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Communications","London","40","40","46540","53360"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Communications","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","London","40","35","53850","53360"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Economics","London","15","15","52620","53880"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Finance","London","40","40","41270","40650"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Finance","Outside London","40","40","36830","36820"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Human Resources","London","15","15","47500","40940"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Human Resources","Outside London","10","10","38760","34660"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","London","55","50","56590","53360"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","Outside London","25","20","51400","51420"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Medicine","London","10","10","57370","54010"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Operational Delivery","London","20","20","51030","47000"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Policy","London","325","315","54070","53360"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Policy","Outside London","100","95","43690","38400"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Statistics","London","5","5","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Unknown","London","15","15","54960","54030"
"In post","2021","30-39","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Disclosure Scotland","Unknown","Outside London","95","85","26650","24110"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Commercial","Outside London","40","40","31570","31040"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Communications","Outside London","20","20","28460","26470"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","210","205","37100","32020"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Finance","Outside London","30","30","32060","30730"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Human Resources","Outside London","45","45","29050","30730"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Medicine","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","1285","1105","21930","21590"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Other","Outside London","10","10","33040","31040"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Policy","Outside London","30","30","27450","26470"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Project Delivery","Outside London","20","20","33640","31210"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Property","Outside London","15","15","29140","29390"
"In post","2021","30-39","Driver and Vehicle Licensing Agency","Security","Outside London","30","30","29510","25390"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Commercial","Outside London","10","10","37070","39250"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Communications","Outside London","20","15","28550","26780"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","60","60","33910","31210"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Finance","Outside London","25","25","36220","33370"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Human Resources","Outside London","15","15","35300","34790"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","15","15","35770","33190"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Operational Delivery","London","45","40","31990","30700"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","420","405","27650","26700"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Operational Research","Outside London","15","15","31960","31780"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Project Delivery","Outside London","10","10","33300","31040"
"In post","2021","30-39","Driver and Vehicle Standards Agency","Property","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Education and Skills Funding Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Education and Skills Funding Agency","Commercial","Outside London","35","30","40990","36780"
"In post","2021","30-39","Education and Skills Funding Agency","Communications","London","5","5","[c]","[c]"
"In post","2021","30-39","Education and Skills Funding Agency","Communications","Outside London","10","10","38380","36960"
"In post","2021","30-39","Education and Skills Funding Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","75","70","36540","36640"
"In post","2021","30-39","Education and Skills Funding Agency","Finance","London","15","15","49610","53590"
"In post","2021","30-39","Education and Skills Funding Agency","Finance","Outside London","70","65","37720","36500"
"In post","2021","30-39","Education and Skills Funding Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Education and Skills Funding Agency","Operational Delivery","London","30","30","43410","40810"
"In post","2021","30-39","Education and Skills Funding Agency","Operational Delivery","Outside London","135","130","36030","36500"
"In post","2021","30-39","Education and Skills Funding Agency","Policy","London","25","20","59350","54160"
"In post","2021","30-39","Education and Skills Funding Agency","Policy","Outside London","25","25","37920","34400"
"In post","2021","30-39","Education and Skills Funding Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Education Scotland","Unknown","Outside London","55","50","44590","44930"
"In post","2021","30-39","ESTYN","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","ESTYN","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","ESTYN","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","ESTYN","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","ESTYN","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","ESTYN","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","ESTYN","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","ESTYN","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","FCDO Services","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","FCDO Services","Commercial","Outside London","10","10","37650","35670"
"In post","2021","30-39","FCDO Services","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","FCDO Services","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","FCDO Services","Digital, Data and Technology","Outside London","15","15","38090","37480"
"In post","2021","30-39","FCDO Services","Finance","Outside London","15","15","37810","37860"
"In post","2021","30-39","FCDO Services","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","FCDO Services","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","FCDO Services","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","FCDO Services","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","30-39","FCDO Services","Project Delivery","Outside London","15","15","35260","32190"
"In post","2021","30-39","FCDO Services","Property","London","5","5","[c]","[c]"
"In post","2021","30-39","FCDO Services","Property","Outside London","40","40","36630","36020"
"In post","2021","30-39","FCDO Services","Property","Overseas","35","35","35800","33020"
"In post","2021","30-39","FCDO Services","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","FCDO Services","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","FCDO Services","Security","Outside London","40","40","31870","28700"
"In post","2021","30-39","FCDO Services","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Communications","Outside London","10","10","38650","37910"
"In post","2021","30-39","Food Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Digital, Data and Technology","Outside London","15","15","43490","38780"
"In post","2021","30-39","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Finance","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Legal","London","5","5","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Operational Delivery","London","15","15","33230","32830"
"In post","2021","30-39","Food Standards Agency","Operational Delivery","Outside London","50","50","30650","29720"
"In post","2021","30-39","Food Standards Agency","Policy","London","25","25","48630","42890"
"In post","2021","30-39","Food Standards Agency","Policy","Outside London","35","35","37920","37910"
"In post","2021","30-39","Food Standards Agency","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Science and Engineering","London","20","15","39660","40650"
"In post","2021","30-39","Food Standards Agency","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Veterinarian","Outside London","10","10","39270","37910"
"In post","2021","30-39","Food Standards Scotland","Unknown","Outside London","65","65","33530","32140"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","15","15","36190","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","50","50","48780","46880"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","50","45","36990","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","50","45","56650","57900"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","25","25","55510","55620"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","15","15","47410","38930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","25","25","38540","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","25","25","49120","53800"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","35","35","45690","41460"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","25","25","39930","34770"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","20","20","38630","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","15","15","46380","41460"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","25","25","65730","67050"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","45","45","37630","36460"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","75","70","30990","27090"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","London","20","20","53150","51650"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","35","30","60630","63000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Outside London","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","25","25","59430","55620"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","600","590","50390","53610"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","55","55","46060","49920"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","520","520","48170","52430"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","55","50","45710","41970"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Outside London","35","35","36470","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Overseas","30","30","52060","53000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Property","London","10","10","50480","49370"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","20","20","44590","41600"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","London","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Outside London","15","15","48280","50250"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","100","100","50290","50170"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","20","20","49550","52400"
