"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Analysis","Department of Health and Social Care","London","155","150","54140","53360"
"In post","2021","Unknown","Analysis","Department of Health and Social Care","Outside London","40","40","45310","49530"
"In post","2021","Unknown","Analysis","Foreign, Commonwealth and Development Office","London","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","HM Revenue and Customs","London","80","75","40400","36160"
"In post","2021","Unknown","Analysis","HM Revenue and Customs","Outside London","60","55","37880","34410"
"In post","2021","Unknown","Analysis","HM Treasury","London","35","30","63940","54170"
"In post","2021","Unknown","Analysis","Ministry of Defence","London","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Defence","Outside London","55","55","40460","37320"
"In post","2021","Unknown","Analysis","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Housing, Communities and Local Government","London","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Justice","London","45","45","43920","41240"
"In post","2021","Unknown","Analysis","Ministry of Justice","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Office for Standards in Education","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","Office of Gas and Electricity Markets","London","10","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Scottish Government","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","United Kingdom Statistics Authority","London","115","115","39050","32540"
"In post","2021","Unknown","Analysis","United Kingdom Statistics Authority","Outside London","575","560","33330","29540"
"In post","2021","Unknown","Analysis","Water Services Regulation Authority","London","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Attorney General's Departments","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Cabinet Office","London","505","495","74880","68000"
"In post","2021","Unknown","Commercial","Cabinet Office","Outside London","530","520","64090","61710"
"In post","2021","Unknown","Commercial","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Education","Outside London","35","35","36130","36500"
"In post","2021","Unknown","Commercial","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Environment, Food and Rural Affairs","Outside London","30","25","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for International Trade","London","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Transport","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Department of Health and Social Care","London","95","95","54000","49030"
"In post","2021","Unknown","Commercial","Department of Health and Social Care","Outside London","70","65","40020","36820"
"In post","2021","Unknown","Commercial","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Foreign, Commonwealth and Development Office","Outside London","30","30","38730","39630"
"In post","2021","Unknown","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","HM Land Registry","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","HM Revenue and Customs","Outside London","35","35","37080","35000"
"In post","2021","Unknown","Commercial","HM Treasury","London","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Defence","London","25","25","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Defence","Outside London","180","170","38020","35300"
"In post","2021","Unknown","Commercial","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Justice","London","20","20","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Justice","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Commercial","National Crime Agency","London","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Other Cabinet Office Agencies","London","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Other Cabinet Office Agencies","Outside London","250","240","32260","31110"
"In post","2021","Unknown","Commercial","Scottish Government","Outside London","80","75","30120","25870"
"In post","2021","Unknown","Commercial","The National Archives","London","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","United Kingdom Statistics Authority","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Attorney General's Departments","London","15","15","[c]","[c]"
"In post","2021","Unknown","Communications","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Cabinet Office","London","105","105","47560","43080"
"In post","2021","Unknown","Communications","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Charity Commission","London","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","Charity Commission","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Business, Energy and Industrial Strategy","London","65","60","44900","43750"
"In post","2021","Unknown","Communications","Department for Business, Energy and Industrial Strategy","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Education","London","55","55","37360","36660"
"In post","2021","Unknown","Communications","Department for Education","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Environment, Food and Rural Affairs","London","40","40","46580","52290"
"In post","2021","Unknown","Communications","Department for Environment, Food and Rural Affairs","Outside London","20","20","[c]","[c]"
"In post","2021","Unknown","Communications","Department for International Trade","London","50","50","43990","38540"
"In post","2021","Unknown","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Transport","Outside London","30","30","30850","30730"
"In post","2021","Unknown","Communications","Department of Health and Social Care","London","155","155","41620","32960"
"In post","2021","Unknown","Communications","Department of Health and Social Care","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","Communications","Foreign, Commonwealth and Development Office","London","40","40","49510","45840"
"In post","2021","Unknown","Communications","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","HM Land Registry","London","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","HM Revenue and Customs","London","50","45","46670","41760"
"In post","2021","Unknown","Communications","HM Revenue and Customs","Outside London","1515","1470","27570","25560"
"In post","2021","Unknown","Communications","HM Treasury","London","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Defence","London","55","55","37630","27730"
"In post","2021","Unknown","Communications","Ministry of Defence","Outside London","85","85","32940","29200"
"In post","2021","Unknown","Communications","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Housing, Communities and Local Government","London","20","20","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Justice","London","35","35","42500","39800"
"In post","2021","Unknown","Communications","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","National Crime Agency","London","15","15","[c]","[c]"
"In post","2021","Unknown","Communications","National Crime Agency","Outside London","10","5","[c]","[c]"
"In post","2021","Unknown","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Northern Ireland Office","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
