"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","West Sussex (South West)","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","No function","West Sussex (South West)","Unknown","Unknown","50","50","29820","30210"
"In post","2021","No function","Westminster","AA/AO","AA","115","110","20120","20020"
"In post","2021","No function","Westminster","AA/AO","AO","890","855","24500","24140"
"In post","2021","No function","Westminster","EO","EO","2810","2755","28580","28010"
"In post","2021","No function","Westminster","G6/G7","G6","2570","2495","66940","66090"
"In post","2021","No function","Westminster","G6/G7","G7","6645","6495","55520","54340"
"In post","2021","No function","Westminster","SCS level","SCS level","1715","1655","86240","77130"
"In post","2021","No function","Westminster","SEO/HEO","HEO","6940","6860","33760","33570"
"In post","2021","No function","Westminster","SEO/HEO","SEO","3650","3580","41460","40510"
"In post","2021","No function","Westminster","Unknown","Unknown","65","60","43310","41060"
"In post","2021","No function","Wiltshire","AA/AO","AA","105","100","19020","18850"
"In post","2021","No function","Wiltshire","AA/AO","AO","305","290","23300","21580"
"In post","2021","No function","Wiltshire","EO","EO","250","235","25210","23850"
"In post","2021","No function","Wiltshire","G6/G7","G6","110","100","69100","67290"
"In post","2021","No function","Wiltshire","G6/G7","G7","740","715","49830","46820"
"In post","2021","No function","Wiltshire","SCS level","SCS level","20","15","107230","105780"
"In post","2021","No function","Wiltshire","SEO/HEO","HEO","650","630","29780","28650"
"In post","2021","No function","Wiltshire","SEO/HEO","SEO","555","530","38190","37320"
"In post","2021","No function","Wiltshire","Unknown","Unknown","50","45","30510","30810"
"In post","2021","No function","Wirral","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","No function","Wirral","AA/AO","AO","200","185","22010","22350"
"In post","2021","No function","Wirral","EO","EO","175","150","26920","27130"
"In post","2021","No function","Wirral","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","No function","Wirral","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","No function","Wirral","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Wirral","SEO/HEO","HEO","100","85","33350","33840"
"In post","2021","No function","Wirral","SEO/HEO","SEO","45","40","40870","40860"
"In post","2021","No function","Wirral","Unknown","Unknown","60","55","28750","28200"
"In post","2021","No function","Wolverhampton","AA/AO","AA","20","20","16900","16840"
"In post","2021","No function","Wolverhampton","AA/AO","AO","60","50","19840","19930"
"In post","2021","No function","Wolverhampton","EO","EO","35","35","24670","24090"
"In post","2021","No function","Wolverhampton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Wolverhampton","SEO/HEO","HEO","10","10","30000","30210"
"In post","2021","No function","Wolverhampton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Wolverhampton","Unknown","Unknown","85","75","26240","23840"
"In post","2021","No function","Worcestershire","AA/AO","AA","195","180","20430","20600"
"In post","2021","No function","Worcestershire","AA/AO","AO","730","705","25420","24440"
"In post","2021","No function","Worcestershire","EO","EO","225","220","29300","28330"
"In post","2021","No function","Worcestershire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","No function","Worcestershire","G6/G7","G7","20","20","53930","51330"
"In post","2021","No function","Worcestershire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Worcestershire","SEO/HEO","HEO","125","120","34450","35630"
"In post","2021","No function","Worcestershire","SEO/HEO","SEO","60","60","46430","47160"
"In post","2021","No function","Worcestershire","Unknown","Unknown","155","145","29300","28200"
"In post","2021","No function","York","AA/AO","AA","20","15","19800","20600"
"In post","2021","No function","York","AA/AO","AO","145","130","22800","21050"
"In post","2021","No function","York","EO","EO","135","130","26520","26370"
"In post","2021","No function","York","G6/G7","G6","35","35","70040","63580"
"In post","2021","No function","York","G6/G7","G7","170","165","58790","53120"
"In post","2021","No function","York","SCS level","SCS level","20","15","92900","86060"
"In post","2021","No function","York","SEO/HEO","HEO","215","205","31360","30810"
"In post","2021","No function","York","SEO/HEO","SEO","235","225","40940","38010"
"In post","2021","No function","York","Unknown","Unknown","90","80","29220","28200"
"In post","2021","Project Delivery","Aberdeen City and Aberdeenshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Aberdeen City and Aberdeenshire","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Aberdeen City and Aberdeenshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Aberdeen City and Aberdeenshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Aberdeen City and Aberdeenshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Angus and Dundee City","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Antrim and Newtownabbey","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Antrim and Newtownabbey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Antrim and Newtownabbey","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Antrim and Newtownabbey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Ards and North Down","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Ards and North Down","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Ards and North Down","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Ards and North Down","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Barking & Dagenham and Havering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","10","10","21060","20920"
"In post","2021","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","1380","1325","23030","23000"
"In post","2021","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","320","315","68550","67520"
"In post","2021","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","1040","1015","53110","54090"
"In post","2021","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","80","80","99170","93640"
"In post","2021","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","2130","2055","30710","31000"
"In post","2021","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","2390","2315","40950","40960"
"In post","2021","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","975","955","42680","39990"
"In post","2021","Project Delivery","Bedford","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Belfast","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Belfast","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Belfast","G6/G7","G7","10","10","52400","52580"
"In post","2021","Project Delivery","Belfast","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Belfast","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Belfast","SEO/HEO","SEO","10","10","36080","38270"
"In post","2021","Project Delivery","Berkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Berkshire","EO","EO","10","5","[c]","[c]"
"In post","2021","Project Delivery","Berkshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Project Delivery","Berkshire","G6/G7","G7","20","20","56390","54540"
"In post","2021","Project Delivery","Berkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Berkshire","SEO/HEO","HEO","15","15","33320","33070"
"In post","2021","Project Delivery","Berkshire","SEO/HEO","SEO","25","25","41060","40580"
"In post","2021","Project Delivery","Berkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bexley and Greenwich","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bexley and Greenwich","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bexley and Greenwich","SEO/HEO","HEO","20","20","38220","37940"
"In post","2021","Project Delivery","Bexley and Greenwich","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Birmingham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Birmingham","EO","EO","35","35","26850","26670"
"In post","2021","Project Delivery","Birmingham","G6/G7","G6","25","25","65410","65240"
"In post","2021","Project Delivery","Birmingham","G6/G7","G7","70","70","51930","52580"
"In post","2021","Project Delivery","Birmingham","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Birmingham","SEO/HEO","HEO","60","60","32380","31810"
"In post","2021","Project Delivery","Birmingham","SEO/HEO","SEO","95","95","39520","38630"
"In post","2021","Project Delivery","Blackpool","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Blackpool","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Blackpool","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Blackpool","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bournemouth and Poole","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bournemouth and Poole","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bradford","EO","EO","25","25","26500","25560"
"In post","2021","Project Delivery","Bradford","G6/G7","G6","15","15","64250","64670"
"In post","2021","Project Delivery","Bradford","G6/G7","G7","25","25","51210","52580"
"In post","2021","Project Delivery","Bradford","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bradford","SEO/HEO","HEO","30","30","31910","31810"
"In post","2021","Project Delivery","Bradford","SEO/HEO","SEO","30","30","39050","38630"
"In post","2021","Project Delivery","Brent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Brent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Brent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Brighton and Hove","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Brighton and Hove","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Brighton and Hove","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Brighton and Hove","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bristol, City of","EO","EO","15","15","26540","26470"
"In post","2021","Project Delivery","Bristol, City of","G6/G7","G6","25","25","64390","64670"
"In post","2021","Project Delivery","Bristol, City of","G6/G7","G7","35","35","52050","52550"
"In post","2021","Project Delivery","Bristol, City of","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bristol, City of","SEO/HEO","HEO","35","30","32200","32010"
"In post","2021","Project Delivery","Bristol, City of","SEO/HEO","SEO","45","45","38470","38630"
"In post","2021","Project Delivery","Buckinghamshire CC","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Buckinghamshire CC","EO","EO","25","25","28080","28670"
"In post","2021","Project Delivery","Buckinghamshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Buckinghamshire CC","G6/G7","G7","20","20","56280","56540"
"In post","2021","Project Delivery","Buckinghamshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Buckinghamshire CC","SEO/HEO","HEO","50","50","35060","35300"
"In post","2021","Project Delivery","Buckinghamshire CC","SEO/HEO","SEO","30","30","42790","42580"
"In post","2021","Project Delivery","Caithness and Sutherland and Ross and Cromarty","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Caithness and Sutherland and Ross and Cromarty","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Caithness and Sutherland and Ross and Cromarty","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Caithness and Sutherland and Ross and Cromarty","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Calderdale and Kirklees","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Calderdale and Kirklees","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Calderdale and Kirklees","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cambridgeshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cambridgeshire CC","EO","EO","20","20","26240","26670"
"In post","2021","Project Delivery","Cambridgeshire CC","G6/G7","G6","10","10","65180","64220"
"In post","2021","Project Delivery","Cambridgeshire CC","G6/G7","G7","35","35","53630","54540"
"In post","2021","Project Delivery","Cambridgeshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cambridgeshire CC","SEO/HEO","HEO","90","85","33070","33300"
"In post","2021","Project Delivery","Cambridgeshire CC","SEO/HEO","SEO","80","80","40960","40580"
"In post","2021","Project Delivery","Camden and City of London","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Camden and City of London","EO","EO","10","10","30330","29570"
"In post","2021","Project Delivery","Camden and City of London","G6/G7","G6","10","10","72070","71290"
"In post","2021","Project Delivery","Camden and City of London","G6/G7","G7","25","25","59810","59160"
"In post","2021","Project Delivery","Camden and City of London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Camden and City of London","SEO/HEO","HEO","30","30","34690","36160"
"In post","2021","Project Delivery","Camden and City of London","SEO/HEO","SEO","35","35","42450","41760"
"In post","2021","Project Delivery","Cardiff and Vale of Glamorgan","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Cardiff and Vale of Glamorgan","EO","EO","30","25","26410","25560"
"In post","2021","Project Delivery","Cardiff and Vale of Glamorgan","G6/G7","G6","10","10","64650","64670"
"In post","2021","Project Delivery","Cardiff and Vale of Glamorgan","G6/G7","G7","35","30","51550","52580"
"In post","2021","Project Delivery","Cardiff and Vale of Glamorgan","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","45","45","31530","31810"
"In post","2021","Project Delivery","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","40","40","39640","38630"
"In post","2021","Project Delivery","Central Bedfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Central Bedfordshire","EO","EO","20","20","25790","26670"
"In post","2021","Project Delivery","Central Bedfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Central Bedfordshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Central Bedfordshire","SEO/HEO","HEO","35","30","32310","33100"
"In post","2021","Project Delivery","Central Bedfordshire","SEO/HEO","SEO","20","20","41320","40580"
"In post","2021","Project Delivery","Central Hampshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Central Hampshire","AA/AO","AO","20","20","20070","20920"
"In post","2021","Project Delivery","Central Hampshire","EO","EO","100","95","26070","26670"
"In post","2021","Project Delivery","Central Hampshire","G6/G7","G6","50","50","66220","66430"
"In post","2021","Project Delivery","Central Hampshire","G6/G7","G7","180","175","51520","54540"
"In post","2021","Project Delivery","Central Hampshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Central Hampshire","SEO/HEO","HEO","230","225","32450","33300"
"In post","2021","Project Delivery","Central Hampshire","SEO/HEO","SEO","225","220","40270","40580"
"In post","2021","Project Delivery","Central Hampshire","Unknown","Unknown","15","15","42330","44430"
"In post","2021","Project Delivery","Central Valleys","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire West and Chester","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire West and Chester","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire West and Chester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chorley and West Lancashire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chorley and West Lancashire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","City of Edinburgh","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Project Delivery","City of Edinburgh","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","City of Edinburgh","EO","EO","35","35","28270","27920"
"In post","2021","Project Delivery","City of Edinburgh","G6/G7","G6","15","15","68150","65310"
"In post","2021","Project Delivery","City of Edinburgh","G6/G7","G7","45","45","55190","55090"
"In post","2021","Project Delivery","City of Edinburgh","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","City of Edinburgh","SEO/HEO","HEO","65","60","34290","33860"
"In post","2021","Project Delivery","City of Edinburgh","SEO/HEO","SEO","55","50","42320","43940"
"In post","2021","Project Delivery","Clackmannanshire and Fife","EO","EO","35","35","24370","25370"
"In post","2021","Project Delivery","Clackmannanshire and Fife","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Clackmannanshire and Fife","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Clackmannanshire and Fife","SEO/HEO","HEO","35","35","33750","33300"
"In post","2021","Project Delivery","Clackmannanshire and Fife","SEO/HEO","SEO","25","25","42030","42430"
"In post","2021","Project Delivery","Clackmannanshire and Fife","Unknown","Unknown","20","20","46070","42560"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Coventry","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Coventry","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","Coventry","G6/G7","G7","10","10","51720","50250"
"In post","2021","Project Delivery","Coventry","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Coventry","SEO/HEO","SEO","10","10","38270","36760"
"In post","2021","Project Delivery","Croydon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Croydon","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Croydon","G6/G7","G6","50","45","70790","71290"
"In post","2021","Project Delivery","Croydon","G6/G7","G7","55","50","59010","59160"
"In post","2021","Project Delivery","Croydon","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Croydon","SEO/HEO","HEO","25","25","34440","36160"
"In post","2021","Project Delivery","Croydon","SEO/HEO","SEO","40","35","42580","41760"
"In post","2021","Project Delivery","Darlington","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Darlington","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Darlington","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Darlington","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Darlington","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Derby","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Derby","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Derby","Unknown","Unknown","10","10","42080","43500"
"In post","2021","Project Delivery","Derry City and Strabane","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Devon CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Devon CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Devon CC","EO","EO","45","45","25920","25630"
"In post","2021","Project Delivery","Devon CC","G6/G7","G6","35","35","61820","60490"
"In post","2021","Project Delivery","Devon CC","G6/G7","G7","75","75","48140","47960"
"In post","2021","Project Delivery","Devon CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Devon CC","SEO/HEO","HEO","80","80","33470","32730"
"In post","2021","Project Delivery","Devon CC","SEO/HEO","SEO","120","115","40120","39650"
"In post","2021","Project Delivery","Dorset CC","EO","EO","55","50","23100","22450"
"In post","2021","Project Delivery","Dorset CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Dorset CC","SEO/HEO","HEO","30","25","30430","32480"
"In post","2021","Project Delivery","Dorset CC","SEO/HEO","SEO","10","10","39690","40290"
"In post","2021","Project Delivery","Dorset CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Dudley","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Dumfries and Galloway","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Dumfries and Galloway","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Dumfries and Galloway","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Dumfries and Galloway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Dumfries and Galloway","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Dumfries and Galloway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Durham CC","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Durham CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Durham CC","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Durham CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Durham CC","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Durham CC","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Ealing","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Ealing","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Ealing","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Ayrshire and North Ayrshire mainland","EO","EO","170","165","21820","21380"
"In post","2021","Project Delivery","East Ayrshire and North Ayrshire mainland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Ayrshire and North Ayrshire mainland","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","East Ayrshire and North Ayrshire mainland","SEO/HEO","HEO","55","55","28760","29000"
"In post","2021","Project Delivery","East Ayrshire and North Ayrshire mainland","SEO/HEO","SEO","15","15","37790","37200"
"In post","2021","Project Delivery","East Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Cumbria","EO","EO","70","70","21370","20600"
"In post","2021","Project Delivery","East Cumbria","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Cumbria","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","East Cumbria","SEO/HEO","HEO","25","25","29000","29990"
"In post","2021","Project Delivery","East Cumbria","SEO/HEO","SEO","15","15","35870","37230"
"In post","2021","Project Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","EO","60","55","21920","21270"
"In post","2021","Project Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","G7","15","15","59850","56410"
"In post","2021","Project Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","HEO","40","35","31610","33000"
"In post","2021","Project Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","SEO","30","30","41640","41640"
"In post","2021","Project Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Unknown","55","55","36610","38490"
"In post","2021","Project Delivery","East Kent","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Kent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Kent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Merseyside","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Riding of Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Riding of Yorkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Sussex CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Sussex CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Sussex CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Essex Haven Gateway","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Essex Haven Gateway","EO","EO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Essex Haven Gateway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Essex Haven Gateway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Essex Haven Gateway","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Essex Haven Gateway","SEO/HEO","HEO","25","20","36770","33300"
"In post","2021","Project Delivery","Essex Haven Gateway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Flintshire and Wrexham","AA/AO","AA","25","25","16510","16780"
"In post","2021","Project Delivery","Flintshire and Wrexham","AA/AO","AO","40","35","21480","21320"
"In post","2021","Project Delivery","Flintshire and Wrexham","EO","EO","200","190","28330","28750"
"In post","2021","Project Delivery","Flintshire and Wrexham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Flintshire and Wrexham","SEO/HEO","HEO","45","45","33730","32090"
"In post","2021","Project Delivery","Flintshire and Wrexham","SEO/HEO","SEO","5","5","[c]","[c]"
