"Status","Year","Disability","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Analysis","Department for Education","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Department for Education","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Analysis","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Department for Environment, Food and Rural Affairs","Unknown","145","135","37940","35900"
"In post","2021","Unknown","Analysis","Department for International Trade","Heterosexual / straight","30","30","42370","33620"
"In post","2021","Unknown","Analysis","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Department for International Trade","Unknown","55","55","39790","31800"
"In post","2021","Unknown","Analysis","Department for Transport","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Department for Transport","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Department of Health and Social Care","Heterosexual / straight","50","50","50840","53360"
"In post","2021","Unknown","Analysis","Department of Health and Social Care","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Department of Health and Social Care","Unknown","140","135","52870","53360"
"In post","2021","Unknown","Analysis","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","HM Revenue and Customs","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","HM Revenue and Customs","Unknown","125","120","38870","36160"
"In post","2021","Unknown","Analysis","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","HM Treasury","Unknown","30","30","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Defence","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Defence","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Defence","Unknown","50","50","41470","38550"
"In post","2021","Unknown","Analysis","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Housing, Communities and Local Government","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Ministry of Justice","Unknown","45","45","41940","40480"
"In post","2021","Unknown","Analysis","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Office for Standards in Education","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Office of Gas and Electricity Markets","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Analysis","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","United Kingdom Statistics Authority","Heterosexual / straight","335","325","34850","32540"
"In post","2021","Unknown","Analysis","United Kingdom Statistics Authority","LGBO","35","35","32800","29540"
"In post","2021","Unknown","Analysis","United Kingdom Statistics Authority","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Analysis","United Kingdom Statistics Authority","Unknown","305","295","33800","29540"
"In post","2021","Unknown","Analysis","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Water Services Regulation Authority","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Analysis","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Cabinet Office","Unknown","1030","1020","69410","64500"
"In post","2021","Unknown","Commercial","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Digital, Culture, Media and Sport","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Education","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Education","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Environment, Food and Rural Affairs","Unknown","30","25","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department of Health and Social Care","Heterosexual / straight","30","30","47080","40650"
"In post","2021","Unknown","Commercial","Department of Health and Social Care","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Department of Health and Social Care","Unknown","120","120","48680","40650"
"In post","2021","Unknown","Commercial","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Foreign, Commonwealth and Development Office","Unknown","30","25","[c]","[c]"
"In post","2021","Unknown","Commercial","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","HM Land Registry","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","HM Revenue and Customs","Unknown","35","35","36680","35000"
"In post","2021","Unknown","Commercial","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","HM Treasury","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Defence","Heterosexual / straight","90","85","39070","35810"
"In post","2021","Unknown","Commercial","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Defence","Undeclared","30","25","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Defence","Unknown","95","90","37150","33300"
"In post","2021","Unknown","Commercial","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Ministry of Justice","Unknown","45","45","37130","36800"
"In post","2021","Unknown","Commercial","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Other Cabinet Office Agencies","Heterosexual / straight","160","155","32540","31620"
"In post","2021","Unknown","Commercial","Other Cabinet Office Agencies","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Other Cabinet Office Agencies","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","Other Cabinet Office Agencies","Unknown","85","80","31700","30150"
"In post","2021","Unknown","Commercial","Scottish Government","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Commercial","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Scottish Government","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","Scottish Government","Unknown","45","45","27150","25870"
"In post","2021","Unknown","Commercial","The National Archives","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","The National Archives","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Attorney General's Departments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Attorney General's Departments","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Cabinet Office","Unknown","105","105","46690","42230"
"In post","2021","Unknown","Communications","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Charity Commission","Unknown","15","10","[c]","[c]"
"In post","2021","Unknown","Communications","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Business, Energy and Industrial Strategy","Unknown","40","40","45130","43790"
"In post","2021","Unknown","Communications","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Education","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Education","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Education","Unknown","40","40","35910","32940"
"In post","2021","Unknown","Communications","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Environment, Food and Rural Affairs","Unknown","55","50","43640","40540"
"In post","2021","Unknown","Communications","Department for International Trade","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Communications","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for International Trade","Unknown","35","35","43730","38410"
"In post","2021","Unknown","Communications","Department for Transport","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Transport","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department of Health and Social Care","Heterosexual / straight","55","55","40840","33090"
"In post","2021","Unknown","Communications","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Department of Health and Social Care","Unknown","115","115","45360","40650"
"In post","2021","Unknown","Communications","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Foreign, Commonwealth and Development Office","Unknown","35","35","48890","45920"
"In post","2021","Unknown","Communications","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","HM Land Registry","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","HM Revenue and Customs","Heterosexual / straight","85","75","28840","25560"
"In post","2021","Unknown","Communications","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","HM Revenue and Customs","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","HM Revenue and Customs","Unknown","1465","1430","28120","25560"
"In post","2021","Unknown","Communications","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","HM Treasury","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Defence","Heterosexual / straight","50","50","29630","26800"
"In post","2021","Unknown","Communications","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Defence","Undeclared","15","10","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Defence","Unknown","75","75","37690","33300"
"In post","2021","Unknown","Communications","Ministry of Housing, Communities and Local Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Housing, Communities and Local Government","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Housing, Communities and Local Government","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Ministry of Justice","Unknown","30","30","41880","37810"
"In post","2021","Unknown","Communications","National Crime Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Communications","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Northern Ireland Office","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Scottish Government","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","The National Archives","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","United Kingdom Statistics Authority","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Communications","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","United Kingdom Statistics Authority","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Communications","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Wales Office","LGBO","[c]","[c]","[c]","[c]"
