"Status","Year","Disability","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Scottish Government","Heterosexual / straight","50","[c]","25480","22220"
"Leaver CS","2021","Declared non-disabled","No function","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","The National Archives","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","United Kingdom Statistics Authority","Heterosexual / straight","50","[c]","25170","21230"
"Leaver CS","2021","Declared non-disabled","No function","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","United Kingdom Statistics Authority","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Competition and Markets Authority","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Ministry of Defence","Heterosexual / straight","350","[c]","37580","33990"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Ministry of Defence","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Ministry of Defence","Undeclared","35","[c]","36610","38550"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Ministry of Defence","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Ministry of Justice","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Scottish Government","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
