"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Submarine Delivery Agency","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Digital, Data and Technology","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Finance","Unknown","Heterosexual / straight","105","105","41290","39980"
"In post","2021","Submarine Delivery Agency","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Finance","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Finance","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Human Resources","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Human Resources","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Knowledge and Information Management","Unknown","Heterosexual / straight","30","30","36780","37670"
"In post","2021","Submarine Delivery Agency","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Operational Delivery","Unknown","Heterosexual / straight","125","120","32910","27610"
"In post","2021","Submarine Delivery Agency","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Operational Delivery","Unknown","Undeclared","20","15","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Operational Delivery","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Policy","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Project Delivery","Unknown","Heterosexual / straight","410","400","42510","40000"
"In post","2021","Submarine Delivery Agency","Project Delivery","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Project Delivery","Unknown","Undeclared","55","55","49440","53570"
"In post","2021","Submarine Delivery Agency","Project Delivery","Unknown","Unknown","35","30","40710","40000"
"In post","2021","Submarine Delivery Agency","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Science and Engineering","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Science and Engineering","Unknown","Heterosexual / straight","520","515","41510","40770"
"In post","2021","Submarine Delivery Agency","Science and Engineering","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Science and Engineering","Unknown","Undeclared","95","90","44550","43950"
"In post","2021","Submarine Delivery Agency","Science and Engineering","Unknown","Unknown","70","70","35260","32710"
"In post","2021","Submarine Delivery Agency","Security","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","HEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Policy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","AO","Unknown","10","10","[c]","[c]"
"In post","2021","The National Archives","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","G7","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","G7","Unknown","5","5","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","The National Archives","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","The National Archives","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
