"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Property","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Other","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Economics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Economics","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Economics","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Economics","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Economics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","EO","Heterosexual / straight","30","[c]","27300","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","AO","Heterosexual / straight","55","[c]","20930","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
