"Status","Year","Age","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Driver and Vehicle Licensing Agency","Wales","25","[c]","22150","21590"
"Leaver Dept.","2021","20-29","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","85","[c]","42060","38600"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Internal Audit Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Legal Department","London","25","[c]","31120","27350"
"Leaver Dept.","2021","20-29","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Health and Safety Executive","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","London","45","[c]","28660","26410"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","South West (England)","10","[c]","19720","19930"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","West Midlands (England)","35","[c]","19770","19930"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","South East (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","London","130","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","North East (England)","75","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","North West (England)","120","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","Scotland","70","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","Wales","40","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","West Midlands (England)","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","45","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury (excl. agencies)","London","55","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","London","230","[c]","35480","34250"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","North East (England)","15","[c]","22440","21430"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","North West (England)","50","[c]","23560","24310"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Yorkshire and The Humber","25","[c]","25090","24110"
"Leaver Dept.","2021","20-29","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Insolvency Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal Aid Agency","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal Aid Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal Aid Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal Aid Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Maritime and Coastguard Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Maritime and Coastguard Agency","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Maritime and Coastguard Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicines and Healthcare Products Regulatory Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Met Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","London","55","[c]","39070","37640"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","South East (England)","10","[c]","35010","30460"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","South West (England)","25","[c]","30540","32430"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","London","150","[c]","33570","32560"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","London","115","[c]","35360","31390"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","London","15","[c]","36230","27930"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of the Public Guardian","East Midlands (England)","10","[c]","20260","21170"
"Leaver Dept.","2021","20-29","Office of the Public Guardian","West Midlands (England)","20","[c]","21360","19930"
"Leaver Dept.","2021","20-29","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Public Health England","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Public Health England","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Public Health England","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Public Health England","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Public Health England","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
