"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Asian","SEO/HEO","HEO","125","[c]","33100","32540"
"New entrant CS","2021","30-39","Asian","SEO/HEO","SEO","100","[c]","40640","40040"
"New entrant CS","2021","30-39","Asian","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Black","AA/AO","AA","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Black","AA/AO","AO","125","[c]","23370","22850"
"New entrant CS","2021","30-39","Black","EO","EO","375","[c]","29280","31060"
"New entrant CS","2021","30-39","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Black","G6/G7","G7","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Black","SEO/HEO","HEO","90","[c]","32740","32450"
"New entrant CS","2021","30-39","Black","SEO/HEO","SEO","45","[c]","40080","39030"
"New entrant CS","2021","30-39","Black","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","AA/AO","AO","100","[c]","22490","21010"
"New entrant CS","2021","30-39","Mixed","EO","EO","150","[c]","28770","27570"
"New entrant CS","2021","30-39","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","G6/G7","G7","35","[c]","55640","54700"
"New entrant CS","2021","30-39","Mixed","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","SEO/HEO","HEO","45","[c]","32610","32560"
"New entrant CS","2021","30-39","Mixed","SEO/HEO","SEO","45","[c]","40370","40070"
"New entrant CS","2021","30-39","Mixed","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","AA/AO","AO","35","[c]","22050","21010"
"New entrant CS","2021","30-39","Other ethnicity","EO","EO","30","[c]","28110","27570"
"New entrant CS","2021","30-39","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","AA/AO","AO","50","[c]","22030","21010"
"New entrant CS","2021","30-39","Undeclared","EO","EO","85","[c]","27960","27570"
"New entrant CS","2021","30-39","Undeclared","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","SEO/HEO","HEO","35","[c]","33720","32540"
"New entrant CS","2021","30-39","Undeclared","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","AA/AO","AA","210","[c]","20040","20060"
"New entrant CS","2021","30-39","Unknown","AA/AO","AO","1225","[c]","21990","20880"
"New entrant CS","2021","30-39","Unknown","EO","EO","925","[c]","26960","27270"
"New entrant CS","2021","30-39","Unknown","G6/G7","G6","80","[c]","69740","66230"
"New entrant CS","2021","30-39","Unknown","G6/G7","G7","335","[c]","55000","53500"
"New entrant CS","2021","30-39","Unknown","SCS level","SCS level","70","[c]","74710","71000"
"New entrant CS","2021","30-39","Unknown","SEO/HEO","HEO","485","[c]","32110","31810"
"New entrant CS","2021","30-39","Unknown","SEO/HEO","SEO","360","[c]","39790","39600"
"New entrant CS","2021","30-39","Unknown","Unknown","Unknown","155","[c]","24790","22920"
"New entrant CS","2021","30-39","White","AA/AO","AA","260","[c]","20020","20060"
"New entrant CS","2021","30-39","White","AA/AO","AO","1885","[c]","22030","21010"
"New entrant CS","2021","30-39","White","EO","EO","2320","[c]","27610","27570"
"New entrant CS","2021","30-39","White","G6/G7","G6","105","[c]","66420","66230"
"New entrant CS","2021","30-39","White","G6/G7","G7","575","[c]","54330","53360"
"New entrant CS","2021","30-39","White","SCS level","SCS level","30","[c]","86530","84070"
"New entrant CS","2021","30-39","White","SEO/HEO","HEO","945","[c]","32660","32000"
"New entrant CS","2021","30-39","White","SEO/HEO","SEO","760","[c]","39590","39000"
"New entrant CS","2021","30-39","White","Unknown","Unknown","225","[c]","25360","22920"
"New entrant CS","2021","40-49","Asian","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","AA/AO","AO","145","[c]","21880","21010"
"New entrant CS","2021","40-49","Asian","EO","EO","270","[c]","28840","27570"
"New entrant CS","2021","40-49","Asian","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","G6/G7","G7","70","[c]","56770","55280"
"New entrant CS","2021","40-49","Asian","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","SEO/HEO","HEO","65","[c]","32850","32830"
"New entrant CS","2021","40-49","Asian","SEO/HEO","SEO","60","[c]","41470","40240"
"New entrant CS","2021","40-49","Asian","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","AA/AO","AO","90","[c]","23070","22850"
"New entrant CS","2021","40-49","Black","EO","EO","270","[c]","29260","30460"
"New entrant CS","2021","40-49","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","G6/G7","G7","40","[c]","52960","52610"
"New entrant CS","2021","40-49","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","SEO/HEO","HEO","55","[c]","32980","32330"
"New entrant CS","2021","40-49","Black","SEO/HEO","SEO","60","[c]","40230","40000"
"New entrant CS","2021","40-49","Black","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Mixed","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Mixed","AA/AO","AO","50","[c]","22480","21010"
"New entrant CS","2021","40-49","Mixed","EO","EO","85","[c]","28420","27570"
"New entrant CS","2021","40-49","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Mixed","G6/G7","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Mixed","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Mixed","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Mixed","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other ethnicity","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other ethnicity","EO","EO","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other ethnicity","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other ethnicity","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other ethnicity","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","AA/AO","AO","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","EO","EO","55","[c]","28340","27570"
"New entrant CS","2021","40-49","Undeclared","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","AA/AO","AA","160","[c]","20180","20070"
"New entrant CS","2021","40-49","Unknown","AA/AO","AO","730","[c]","21980","21010"
"New entrant CS","2021","40-49","Unknown","EO","EO","545","[c]","27020","27570"
"New entrant CS","2021","40-49","Unknown","G6/G7","G6","110","[c]","71220","67000"
"New entrant CS","2021","40-49","Unknown","G6/G7","G7","230","[c]","55080","53130"
"New entrant CS","2021","40-49","Unknown","SCS level","SCS level","95","[c]","92230","74000"
"New entrant CS","2021","40-49","Unknown","SEO/HEO","HEO","240","[c]","32540","31810"
"New entrant CS","2021","40-49","Unknown","SEO/HEO","SEO","235","[c]","40540","40040"
"New entrant CS","2021","40-49","Unknown","Unknown","Unknown","125","[c]","26560","22920"
"New entrant CS","2021","40-49","White","AA/AO","AA","210","[c]","19770","20060"
"New entrant CS","2021","40-49","White","AA/AO","AO","1270","[c]","21920","21010"
"New entrant CS","2021","40-49","White","EO","EO","1885","[c]","27690","27570"
"New entrant CS","2021","40-49","White","G6/G7","G6","130","[c]","68850","65780"
"New entrant CS","2021","40-49","White","G6/G7","G7","490","[c]","54780","53100"
"New entrant CS","2021","40-49","White","SCS level","SCS level","75","[c]","92500","89950"
"New entrant CS","2021","40-49","White","SEO/HEO","HEO","540","[c]","32750","32060"
"New entrant CS","2021","40-49","White","SEO/HEO","SEO","525","[c]","40450","39980"
"New entrant CS","2021","40-49","White","Unknown","Unknown","140","[c]","30930","22920"
"New entrant CS","2021","50-59","Asian","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Asian","AA/AO","AO","60","[c]","21780","21010"
"New entrant CS","2021","50-59","Asian","EO","EO","105","[c]","28430","27570"
"New entrant CS","2021","50-59","Asian","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Asian","G6/G7","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Asian","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Asian","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Asian","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Black","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Black","AA/AO","AO","95","[c]","23320","24180"
"New entrant CS","2021","50-59","Black","EO","EO","160","[c]","29400","29290"
"New entrant CS","2021","50-59","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Black","G6/G7","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Black","SEO/HEO","HEO","35","[c]","33440","32350"
"New entrant CS","2021","50-59","Black","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Black","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Mixed","AA/AO","AO","35","[c]","22670","21010"
"New entrant CS","2021","50-59","Mixed","EO","EO","60","[c]","28180","27570"
"New entrant CS","2021","50-59","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Mixed","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Mixed","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Mixed","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","AA/AO","AO","45","[c]","21940","21010"
"New entrant CS","2021","50-59","Undeclared","EO","EO","60","[c]","28350","27570"
"New entrant CS","2021","50-59","Undeclared","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","AA/AO","AA","185","[c]","19510","20060"
"New entrant CS","2021","50-59","Unknown","AA/AO","AO","590","[c]","21890","21010"
"New entrant CS","2021","50-59","Unknown","EO","EO","445","[c]","27150","27570"
"New entrant CS","2021","50-59","Unknown","G6/G7","G6","85","[c]","73590","69900"
"New entrant CS","2021","50-59","Unknown","G6/G7","G7","145","[c]","54650","53360"
"New entrant CS","2021","50-59","Unknown","SCS level","SCS level","85","[c]","97020","80000"
"New entrant CS","2021","50-59","Unknown","SEO/HEO","HEO","160","[c]","32460","31810"
"New entrant CS","2021","50-59","Unknown","SEO/HEO","SEO","145","[c]","40600","39980"
"New entrant CS","2021","50-59","Unknown","Unknown","Unknown","115","[c]","24150","22260"
"New entrant CS","2021","50-59","White","AA/AO","AA","280","[c]","19380","19560"
"New entrant CS","2021","50-59","White","AA/AO","AO","1285","[c]","21550","21010"
"New entrant CS","2021","50-59","White","EO","EO","1840","[c]","27960","27570"
"New entrant CS","2021","50-59","White","G6/G7","G6","95","[c]","69620","67700"
"New entrant CS","2021","50-59","White","G6/G7","G7","315","[c]","54780","53300"
"New entrant CS","2021","50-59","White","SCS level","SCS level","60","[c]","102990","1e+05"
"New entrant CS","2021","50-59","White","SEO/HEO","HEO","395","[c]","33240","33000"
"New entrant CS","2021","50-59","White","SEO/HEO","SEO","405","[c]","40310","40000"
"New entrant CS","2021","50-59","White","Unknown","Unknown","115","[c]","27970","22920"
"New entrant CS","2021","60-64","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","AA/AO","AA","30","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","AA/AO","AO","105","[c]","21180","20850"
"New entrant CS","2021","60-64","Unknown","EO","EO","65","[c]","27020","27570"
"New entrant CS","2021","60-64","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","SEO/HEO","SEO","30","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","60-64","White","AA/AO","AA","55","[c]","19120","19560"
"New entrant CS","2021","60-64","White","AA/AO","AO","315","[c]","21230","21010"
"New entrant CS","2021","60-64","White","EO","EO","305","[c]","27810","27570"
"New entrant CS","2021","60-64","White","G6/G7","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","White","G6/G7","G7","40","[c]","55850","53500"
"New entrant CS","2021","60-64","White","SCS level","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","White","SEO/HEO","HEO","65","[c]","32690","31810"
"New entrant CS","2021","60-64","White","SEO/HEO","SEO","70","[c]","39930","40000"
"New entrant CS","2021","60-64","White","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","65+","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Asian","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Asian","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Asian","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Asian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Asian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Black","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Black","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Black","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Black","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Chinese","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Chinese","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mixed","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mixed","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mixed","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
