"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South East (England)","AO","10","[c]","23060","23700"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South East (England)","EO","10","[c]","29940","30620"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South East (England)","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South East (England)","HEO","15","[c]","36550","37890"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South West (England)","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South West (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South West (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Yorkshire and The Humber","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Yorkshire and The Humber","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medicine","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","North West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","South East (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","South West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Research","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Research","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Research","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Research","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Operational Research","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","East Midlands (England)","AA","15","[c]","18650","18760"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","East Midlands (England)","AO","20","[c]","21020","21130"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","East Midlands (England)","EO","45","[c]","30400","29930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","East Midlands (England)","HEO","10","[c]","33160","32150"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","East Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","East of England","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","East of England","AO","30","[c]","21290","21100"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","East of England","EO","15","[c]","28330","27750"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","London","AO","10","[c]","25400","25860"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","North East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Northern Ireland","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Northern Ireland","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Overseas","HEO","60","[c]","35870","36960"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Scotland","AA","10","[c]","19100","18800"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Scotland","AO","20","[c]","21320","21250"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Scotland","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South East (England)","AA","40","[c]","19180","19050"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South East (England)","AO","65","[c]","21230","21130"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South East (England)","EO","70","[c]","29970","29930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South East (England)","HEO","25","[c]","35650","33630"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South West (England)","AA","25","[c]","19080","19050"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South West (England)","AO","60","[c]","21470","21130"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South West (England)","EO","35","[c]","28300","26740"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South West (England)","HEO","20","[c]","34280","33300"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","South West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Wales","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Wales","EO","35","[c]","30970","30690"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","AA","10","[c]","19060","18800"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","AO","15","[c]","21020","20920"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","EO","10","[c]","29030","29670"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Yorkshire and The Humber","AA","20","[c]","18820","18800"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Yorkshire and The Humber","AO","25","[c]","21200","21130"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Yorkshire and The Humber","EO","25","[c]","27590","26930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Yorkshire and The Humber","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Other","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Policy","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","East Midlands (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Scotland","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","EO","20","[c]","18190","13000"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","HEO","15","[c]","33370","33300"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South East (England)","SEO","10","[c]","41360","40580"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","HEO","10","[c]","33510","33300"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","South West (England)","SEO","15","[c]","41770","40580"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","East Midlands (England)","AA","10","[c]","17810","17230"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","East of England","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","North East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","Scotland","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","Scotland","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Property","South East (England)","AA","10","[c]","[c]","[c]"
