"Status","Year","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Heterosexual / straight","305","[c]","35730","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","LGBO","45","[c]","35310","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Undeclared","45","[c]","36120","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Unknown","85","[c]","35750","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","55","[c]","26820","26180"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","55","[c]","55920","51730"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","160","[c]","36240","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Heterosexual / straight","110","[c]","26270","25000"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Unknown","85","[c]","25930","25000"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Heterosexual / straight","75","[c]","54160","53420"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Unknown","40","[c]","56250","53420"
"New entrant CS","2021","Department for Education (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Heterosexual / straight","125","[c]","34470","36500"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Unknown","100","[c]","34410","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Heterosexual / straight","95","[c]","25420","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Unknown","65","[c]","22110","22430"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Heterosexual / straight","135","[c]","53310","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Unknown","55","[c]","54880","53380"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Heterosexual / straight","385","[c]","33210","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","LGBO","40","[c]","32690","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Undeclared","40","[c]","33020","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Unknown","115","[c]","33990","33120"
"New entrant CS","2021","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","AA/AO","Unknown","45","[c]","18660","18200"
"New entrant CS","2021","Department for International Trade","EO","Heterosexual / straight","45","[c]","26000","26250"
"New entrant CS","2021","Department for International Trade","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Heterosexual / straight","125","[c]","33250","31800"
"New entrant CS","2021","Department for International Trade","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Unknown","60","[c]","34760","32120"
"New entrant CS","2021","Department for Transport (excl. agencies)","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","Heterosexual / straight","65","[c]","27380","29970"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","Unknown","50","[c]","26700","29970"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6/G7","Heterosexual / straight","45","[c]","57090","54110"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6/G7","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","Heterosexual / straight","185","[c]","35400","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","Unknown","95","[c]","33730","34710"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","AA/AO","Heterosexual / straight","4380","[c]","21640","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","AA/AO","LGBO","425","[c]","21460","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","AA/AO","Undeclared","245","[c]","21590","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","AA/AO","Unknown","480","[c]","21440","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","EO","Heterosexual / straight","8310","[c]","28590","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","EO","LGBO","895","[c]","28400","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","EO","Undeclared","495","[c]","28650","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","EO","Unknown","1185","[c]","28660","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","G6/G7","Heterosexual / straight","120","[c]","57210","56000"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","G6/G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","G6/G7","Unknown","30","[c]","60760","59590"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","Heterosexual / straight","280","[c]","35160","35310"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","LGBO","35","[c]","33010","31990"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","65","[c]","36710","36650"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","Heterosexual / straight","45","[c]","26510","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","Unknown","160","[c]","26560","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Heterosexual / straight","40","[c]","55260","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Unknown","200","[c]","56820","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SCS level","Unknown","35","[c]","103820","90000"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Heterosexual / straight","115","[c]","34180","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Unknown","435","[c]","34140","32790"
"New entrant CS","2021","Disclosure Scotland","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","Heterosexual / straight","115","[c]","19650","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","Unknown","130","[c]","20120","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","Heterosexual / straight","30","[c]","26290","26130"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","AA/AO","Heterosexual / straight","40","[c]","23670","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","AA/AO","Unknown","80","[c]","24200","22790"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","Heterosexual / straight","35","[c]","26410","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","Unknown","45","[c]","26070","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SEO/HEO","Heterosexual / straight","35","[c]","33640","36500"
"New entrant CS","2021","Education and Skills Funding Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","Heterosexual / straight","60","[c]","35120","37350"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","AA/AO","Unknown","50","[c]","21570","21710"
"New entrant CS","2021","Forestry and Land Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","AA/AO","Unknown","[c]","[c]","[c]","[c]"
