"Status","Year","Age","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Operational Delivery","295","275","30970","25780"
"In post","2021","50-59","Human Resources","Other","15","15","41600","39500"
"In post","2021","50-59","Human Resources","Policy","25","25","45190","47890"
"In post","2021","50-59","Human Resources","Project Delivery","5","5","[c]","[c]"
"In post","2021","50-59","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Security","10","10","[c]","[c]"
"In post","2021","50-59","Human Resources","Tax","70","70","38130","33140"
"In post","2021","50-59","Human Resources","Unknown","275","265","45540","38630"
"In post","2021","50-59","Internal Audit","Internal Audit","315","305","48600","45390"
"In post","2021","50-59","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Legal","2455","2280","58400","56840"
"In post","2021","50-59","Legal","Operational Delivery","1630","1495","28440","28130"
"In post","2021","50-59","Legal","Other","85","80","37800","31640"
"In post","2021","50-59","Legal","Policy","20","20","43560","39120"
"In post","2021","50-59","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Tax","105","105","40250","38630"
"In post","2021","50-59","Legal","Unknown","40","40","73950","77000"
"In post","2021","50-59","No function","Commercial","75","75","45850","40300"
"In post","2021","50-59","No function","Communications","25","25","46710","49000"
"In post","2021","50-59","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Counter Fraud","10","10","46050","40790"
"In post","2021","50-59","No function","Digital, Data and Technology","50","50","42140","37100"
"In post","2021","50-59","No function","Economics","35","35","59650","57850"
"In post","2021","50-59","No function","Finance","110","105","41380","37270"
"In post","2021","50-59","No function","Human Resources","15","15","36380","25890"
"In post","2021","50-59","No function","Inspector of Education and Training","395","385","67260","74730"
"In post","2021","50-59","No function","Intelligence Analysis","130","130","32260","29640"
"In post","2021","50-59","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","International Trade","265","260","51420","48220"
"In post","2021","50-59","No function","Knowledge and Information Management","280","265","40180","37090"
"In post","2021","50-59","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Medicine","170","150","112390","112420"
"In post","2021","50-59","No function","Operational Delivery","36975","34155","30290","27130"
"In post","2021","50-59","No function","Operational Research","60","55","53430","49640"
"In post","2021","50-59","No function","Other","555","530","42510","33650"
"In post","2021","50-59","No function","Planning","25","25","50320","43740"
"In post","2021","50-59","No function","Planning Inspectors","120","115","59220","58810"
"In post","2021","50-59","No function","Policy","3575","3500","50470","47550"
"In post","2021","50-59","No function","Project Delivery","65","65","47100","42300"
"In post","2021","50-59","No function","Property","10","10","30810","29070"
"In post","2021","50-59","No function","Psychology","140","130","39030","30810"
"In post","2021","50-59","No function","Science and Engineering","1560","1485","46150","45870"
"In post","2021","50-59","No function","Security","55","50","45640","43360"
"In post","2021","50-59","No function","Social Research","5","5","[c]","[c]"
"In post","2021","50-59","No function","Statistics","5","5","[c]","[c]"
"In post","2021","50-59","No function","Tax","3270","3115","37450","34870"
"In post","2021","50-59","No function","Unknown","685","665","40990","31810"
"In post","2021","50-59","No function","Veterinarian","105","105","51990","51760"
"In post","2021","50-59","Project Delivery","Commercial","170","170","46300","42260"
"In post","2021","50-59","Project Delivery","Communications","5","5","[c]","[c]"
"In post","2021","50-59","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Digital, Data and Technology","115","110","44570","43710"
"In post","2021","50-59","Project Delivery","Economics","10","10","69800","73070"
"In post","2021","50-59","Project Delivery","Finance","80","75","50680","48520"
"In post","2021","50-59","Project Delivery","Human Resources","10","10","[c]","[c]"
"In post","2021","50-59","Project Delivery","Knowledge and Information Management","60","60","39170","37320"
"In post","2021","50-59","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Medicine","20","20","49410","55060"
"In post","2021","50-59","Project Delivery","Operational Delivery","625","595","37110","32030"
"In post","2021","50-59","Project Delivery","Other","1110","1080","36920","32570"
"In post","2021","50-59","Project Delivery","Policy","685","660","54660","56650"
"In post","2021","50-59","Project Delivery","Project Delivery","4275","4175","45010","40580"
"In post","2021","50-59","Project Delivery","Property","115","115","50390","52690"
"In post","2021","50-59","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Science and Engineering","970","955","42060","41860"
"In post","2021","50-59","Project Delivery","Security","20","15","41210","39310"
"In post","2021","50-59","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Tax","40","40","39290","32520"
"In post","2021","50-59","Project Delivery","Unknown","170","160","55440","43940"
"In post","2021","50-59","Property","Commercial","5","5","[c]","[c]"
"In post","2021","50-59","Property","Digital, Data and Technology","10","10","37280","38410"
"In post","2021","50-59","Property","Finance","15","15","40420","32580"
"In post","2021","50-59","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Operational Delivery","465","435","32670","25180"
"In post","2021","50-59","Property","Other","100","100","35260","28870"
"In post","2021","50-59","Property","Planning","5","5","[c]","[c]"
"In post","2021","50-59","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Project Delivery","30","30","51060","51130"
"In post","2021","50-59","Property","Property","2430","2360","37540","33300"
"In post","2021","50-59","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Unknown","270","265","35120","31060"
"In post","2021","50-59","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Intelligence Analysis","40","40","45700","39520"
"In post","2021","50-59","Security","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","50-59","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Other","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Security","2800","2770","32450","30120"
"In post","2021","50-59","Security","Unknown","275","265","33670","33300"
"In post","2021","50-59","Unknown","Commercial","35","35","40930","41910"
"In post","2021","50-59","Unknown","Communications","60","55","46710","42610"
"In post","2021","50-59","Unknown","Counter Fraud","55","50","25970","25310"
"In post","2021","50-59","Unknown","Digital, Data and Technology","390","385","51730","47000"
"In post","2021","50-59","Unknown","Economics","20","20","60690","68970"
"In post","2021","50-59","Unknown","Finance","215","210","47670","42550"
"In post","2021","50-59","Unknown","Human Resources","245","230","42590","37450"
"In post","2021","50-59","Unknown","Intelligence Analysis","615","595","33030","30830"
"In post","2021","50-59","Unknown","Internal Audit","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Knowledge and Information Management","70","65","38570","37410"
"In post","2021","50-59","Unknown","Legal","30","30","61720","60830"
"In post","2021","50-59","Unknown","Medicine","550","505","51590","39680"
"In post","2021","50-59","Unknown","Operational Delivery","7775","7170","30180","27370"
"In post","2021","50-59","Unknown","Operational Research","25","25","54610","51890"
"In post","2021","50-59","Unknown","Other","5625","5465","28910","23830"
"In post","2021","50-59","Unknown","Planning","10","10","50550","47000"
"In post","2021","50-59","Unknown","Policy","1145","1110","48400","45200"
"In post","2021","50-59","Unknown","Project Delivery","405","395","49250","42470"
"In post","2021","50-59","Unknown","Property","60","60","43860","37410"
"In post","2021","50-59","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Science and Engineering","805","800","36400","29200"
"In post","2021","50-59","Unknown","Security","110","105","31860","29080"
"In post","2021","50-59","Unknown","Social Research","55","55","47410","47000"
"In post","2021","50-59","Unknown","Statistics","15","15","48330","43160"
"In post","2021","50-59","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","35875","32660","29790","27570"
"In post","2021","50-59","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Economics","5","5","[c]","[c]"
"In post","2021","60-64","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Operational Delivery","30","25","29130","29540"
"In post","2021","60-64","Analysis","Operational Research","25","20","51460","47150"
"In post","2021","60-64","Analysis","Other","5","5","[c]","[c]"
"In post","2021","60-64","Analysis","Policy","10","5","[c]","[c]"
"In post","2021","60-64","Analysis","Science and Engineering","40","35","39130","37320"
"In post","2021","60-64","Analysis","Social Research","15","10","48550","49590"
"In post","2021","60-64","Analysis","Statistics","40","35","46400","41760"
"In post","2021","60-64","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Commercial","240","215","43810","40580"
"In post","2021","60-64","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Knowledge and Information Management","65","60","32500","29200"
"In post","2021","60-64","Commercial","Operational Delivery","25","25","49540","43960"
"In post","2021","60-64","Commercial","Other","5","5","[c]","[c]"
"In post","2021","60-64","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Science and Engineering","5","5","[c]","[c]"
"In post","2021","60-64","Commercial","Unknown","45","40","69910","64500"
"In post","2021","60-64","Communications","Communications","120","115","38020","34590"
"In post","2021","60-64","Communications","Operational Delivery","90","70","29260","28130"
"In post","2021","60-64","Communications","Other","45","40","23120","20310"
"In post","2021","60-64","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Tax","50","40","29270","28130"
"In post","2021","60-64","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Counter Fraud","65","60","39420","36060"
"In post","2021","60-64","Counter Fraud","Intelligence Analysis","10","10","34620","31810"
"In post","2021","60-64","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Legal","205","160","32870","32030"
"In post","2021","60-64","Counter Fraud","Operational Delivery","270","205","29230","28130"
"In post","2021","60-64","Counter Fraud","Other","40","30","39720","35000"
"In post","2021","60-64","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Tax","185","135","41480","37470"
"In post","2021","60-64","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt","Operational Delivery","425","320","24670","21440"
"In post","2021","60-64","Debt","Tax","20","20","21950","20140"
"In post","2021","60-64","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Digital, Data and Technology","575","505","40580","37330"
"In post","2021","60-64","Digital, Data & Technology","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Operational Delivery","30","25","39190","31810"
"In post","2021","60-64","Digital, Data & Technology","Other","5","5","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Science and Engineering","15","15","47120","47960"
"In post","2021","60-64","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Unknown","30","25","49880","52580"
"In post","2021","60-64","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Corporate Finance","10","10","39380","43300"
"In post","2021","60-64","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Finance","510","435","36850","32300"
"In post","2021","60-64","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Operational Delivery","85","70","25640","21440"
"In post","2021","60-64","Finance","Other","15","15","61140","44390"
"In post","2021","60-64","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Unknown","15","15","55160","38630"
"In post","2021","60-64","Grants Management","Operational Delivery","165","140","25220","21050"
"In post","2021","60-64","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Human Resources","405","345","37180","33180"
"In post","2021","60-64","Human Resources","Operational Delivery","80","65","27290","21440"
"In post","2021","60-64","Human Resources","Other","5","5","[c]","[c]"
"In post","2021","60-64","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Tax","10","5","[c]","[c]"
"In post","2021","60-64","Human Resources","Unknown","55","40","37480","33640"
"In post","2021","60-64","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Internal Audit","60","50","44140","43830"
"In post","2021","60-64","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Legal","495","415","58550","57760"
"In post","2021","60-64","Legal","Operational Delivery","395","330","26490","23520"
"In post","2021","60-64","Legal","Other","20","15","29220","27580"
"In post","2021","60-64","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Tax","30","20","39060","38630"
"In post","2021","60-64","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Commercial","10","10","46840","42350"
"In post","2021","60-64","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Digital, Data and Technology","10","10","46010","33690"
"In post","2021","60-64","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Finance","20","20","51860","40940"
"In post","2021","60-64","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Inspector of Education and Training","95","90","68170","74730"
"In post","2021","60-64","No function","Intelligence Analysis","15","10","34220","29060"
"In post","2021","60-64","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","International Trade","40","40","56420","56090"
"In post","2021","60-64","No function","Knowledge and Information Management","70","65","34480","28460"
"In post","2021","60-64","No function","Medicine","60","45","119080","114390"
"In post","2021","60-64","No function","Operational Delivery","10920","8680","27600","24670"
"In post","2021","60-64","No function","Operational Research","15","15","56480","56350"
"In post","2021","60-64","No function","Other","170","145","41260","32720"
"In post","2021","60-64","No function","Planning","5","5","[c]","[c]"
"In post","2021","60-64","No function","Planning Inspectors","35","25","61520","58810"
"In post","2021","60-64","No function","Policy","590","550","47860","42470"
"In post","2021","60-64","No function","Project Delivery","5","5","[c]","[c]"
"In post","2021","60-64","No function","Psychology","15","15","35660","27380"
"In post","2021","60-64","No function","Science and Engineering","365","320","45770","44950"
"In post","2021","60-64","No function","Security","10","10","43510","42880"
"In post","2021","60-64","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Tax","925","705","37250","33750"
"In post","2021","60-64","No function","Unknown","125","115","34770","24490"
"In post","2021","60-64","No function","Veterinarian","30","30","51800","51760"
"In post","2021","60-64","Project Delivery","Commercial","45","40","44060","41930"
"In post","2021","60-64","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Digital, Data and Technology","30","25","43350","40420"
"In post","2021","60-64","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Finance","15","10","45310","49150"
"In post","2021","60-64","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Knowledge and Information Management","15","15","36930","37320"
"In post","2021","60-64","Project Delivery","Medicine","10","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Operational Delivery","125","100","33740","28650"
"In post","2021","60-64","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Other","330","305","33580","29030"
"In post","2021","60-64","Project Delivery","Policy","115","95","53300","52580"
"In post","2021","60-64","Project Delivery","Project Delivery","895","805","42030","40000"
"In post","2021","60-64","Project Delivery","Property","20","20","49470","50630"
"In post","2021","60-64","Project Delivery","Science and Engineering","320","290","40760","40450"
"In post","2021","60-64","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Tax","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Unknown","35","35","66120","46480"
"In post","2021","60-64","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Operational Delivery","125","110","26390","21250"
"In post","2021","60-64","Property","Other","40","35","34130","28870"
"In post","2021","60-64","Property","Project Delivery","5","5","[c]","[c]"
"In post","2021","60-64","Property","Property","785","705","35800","33300"
"In post","2021","60-64","Property","Unknown","90","85","30760","26530"
"In post","2021","60-64","Security","Intelligence Analysis","5","5","[c]","[c]"
"In post","2021","60-64","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Security","710","645","27720","20920"
"In post","2021","60-64","Security","Unknown","75","60","32170","33300"
"In post","2021","60-64","Unknown","Commercial","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Counter Fraud","20","15","29030","25310"
"In post","2021","60-64","Unknown","Digital, Data and Technology","80","80","53080","47000"
"In post","2021","60-64","Unknown","Economics","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","50","45","39370","35200"
"In post","2021","60-64","Unknown","Human Resources","50","40","41010","37410"
"In post","2021","60-64","Unknown","Intelligence Analysis","150","125","33640","31520"
"In post","2021","60-64","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Knowledge and Information Management","15","10","38370","36300"
"In post","2021","60-64","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Medicine","160","140","50610","37890"
"In post","2021","60-64","Unknown","Operational Delivery","1915","1520","28270","25630"
"In post","2021","60-64","Unknown","Operational Research","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Other","2000","1885","27410","22080"
"In post","2021","60-64","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Policy","220","200","47780","42070"
"In post","2021","60-64","Unknown","Project Delivery","60","55","48440","42170"
"In post","2021","60-64","Unknown","Property","10","10","51670","50400"
"In post","2021","60-64","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Science and Engineering","320","305","33780","26930"
"In post","2021","60-64","Unknown","Security","35","35","25170","22210"
"In post","2021","60-64","Unknown","Social Research","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Statistics","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","10020","7845","27890","27570"
"In post","2021","60-64","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Operational Delivery","20","15","27730","27160"
"In post","2021","65+","Analysis","Operational Research","10","10","49260","51290"
"In post","2021","65+","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Science and Engineering","10","5","[c]","[c]"
"In post","2021","65+","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Statistics","20","15","46100","33860"
"In post","2021","65+","Commercial","Commercial","55","45","38340","35340"
"In post","2021","65+","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Knowledge and Information Management","20","20","31250","29200"
"In post","2021","65+","Commercial","Operational Delivery","10","10","[c]","[c]"
"In post","2021","65+","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Unknown","10","10","83020","68670"
"In post","2021","65+","Communications","Communications","35","35","36910","33300"
"In post","2021","65+","Communications","Operational Delivery","20","15","32990","28130"
"In post","2021","65+","Communications","Other","25","25","22050","20550"
"In post","2021","65+","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Tax","10","10","27880","28130"
"In post","2021","65+","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Counter Fraud","20","15","40530","36990"
"In post","2021","65+","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Legal","65","45","30300","28130"
"In post","2021","65+","Counter Fraud","Operational Delivery","55","40","29880","28130"
"In post","2021","65+","Counter Fraud","Other","10","5","44540","36160"
"In post","2021","65+","Counter Fraud","Tax","40","30","39260","35000"
"In post","2021","65+","Debt","Operational Delivery","140","105","25410","24390"
"In post","2021","65+","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Digital, Data and Technology","170","140","39870","35560"
"In post","2021","65+","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Science and Engineering","15","10","53930","49860"
"In post","2021","65+","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Finance","145","125","33000","29200"
"In post","2021","65+","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Operational Delivery","35","25","23570","20140"
"In post","2021","65+","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Operational Delivery","40","35","23570","21050"
"In post","2021","65+","Human Resources","Human Resources","100","80","34800","32430"
"In post","2021","65+","Human Resources","Operational Delivery","20","15","23630","21440"
"In post","2021","65+","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Tax","15","10","34600","28130"
"In post","2021","65+","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Internal Audit","Internal Audit","15","10","44410","44950"
"In post","2021","65+","Legal","Legal","150","110","60530","61000"
"In post","2021","65+","Legal","Operational Delivery","130","100","26440","23470"
"In post","2021","65+","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Policy","5","5","[c]","[c]"
"In post","2021","65+","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Finance","5","5","[c]","[c]"
"In post","2021","65+","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Inspector of Education and Training","25","20","71040","75500"
"In post","2021","65+","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","International Trade","10","10","73400","49580"
"In post","2021","65+","No function","Knowledge and Information Management","35","30","38010","28850"
"In post","2021","65+","No function","Medicine","30","20","106630","110680"
"In post","2021","65+","No function","Operational Delivery","3525","2570","26260","22740"
"In post","2021","65+","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Other","55","40","37250","32740"
"In post","2021","65+","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Planning Inspectors","45","25","66740","65270"
"In post","2021","65+","No function","Policy","130","115","46430","39390"
"In post","2021","65+","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Science and Engineering","175","130","45970","43650"
"In post","2021","65+","No function","Security","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Tax","280","185","37750","35000"
"In post","2021","65+","No function","Unknown","30","25","40400","28330"
"In post","2021","65+","No function","Veterinarian","15","15","51430","51760"
"In post","2021","65+","Project Delivery","Commercial","10","5","[c]","[c]"
"In post","2021","65+","Project Delivery","Digital, Data and Technology","10","5","[c]","[c]"
"In post","2021","65+","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","65+","Project Delivery","Operational Delivery","30","25","36620","28690"
"In post","2021","65+","Project Delivery","Other","95","80","30780","27330"
"In post","2021","65+","Project Delivery","Policy","35","25","51130","45950"
"In post","2021","65+","Project Delivery","Project Delivery","225","195","40930","38630"
"In post","2021","65+","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Science and Engineering","120","100","38200","36230"
"In post","2021","65+","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Operational Delivery","30","25","23290","21100"
"In post","2021","65+","Property","Other","10","10","[c]","[c]"
"In post","2021","65+","Property","Property","310","265","31820","30000"
"In post","2021","65+","Property","Unknown","25","20","30540","26530"
"In post","2021","65+","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
