"Status","Year","Age","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","No function","Northern Ireland","485","460","28450","25560"
"In post","2021","30-39","No function","Northumberland and Tyne and Wear","1465","1330","26480","22920"
"In post","2021","30-39","No function","Outer London - East and North East","405","390","31410","31590"
"In post","2021","30-39","No function","Outer London - South","480","460","35340","32940"
"In post","2021","30-39","No function","Outer London - West and North West","670","640","35200","33590"
"In post","2021","30-39","No function","Overseas","495","495","47700","50770"
"In post","2021","30-39","No function","Shropshire and Staffordshire","835","795","26860","25790"
"In post","2021","30-39","No function","South Yorkshire","620","575","31310","29360"
"In post","2021","30-39","No function","Southern Scotland","410","380","25260","24450"
"In post","2021","30-39","No function","Surrey, East and West Sussex","680","645","30700","30720"
"In post","2021","30-39","No function","Tees Valley and Durham","980","930","27420","25790"
"In post","2021","30-39","No function","Unknown","120","120","41580","33250"
"In post","2021","30-39","No function","West Central Scotland","1180","1140","29660","28300"
"In post","2021","30-39","No function","West Midlands","2005","1885","29410","25560"
"In post","2021","30-39","No function","West Wales and The Valleys","1925","1705","23760","21590"
"In post","2021","30-39","No function","West Yorkshire","1505","1410","29710","26810"
"In post","2021","30-39","Project Delivery","Bedfordshire and Hertfordshire","40","35","41390","39900"
"In post","2021","30-39","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","80","80","37270","35300"
"In post","2021","30-39","Project Delivery","Cheshire","15","15","35310","36740"
"In post","2021","30-39","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Cumbria","40","40","37960","39480"
"In post","2021","30-39","Project Delivery","Derbyshire and Nottinghamshire","55","55","37340","35290"
"In post","2021","30-39","Project Delivery","Devon","165","155","37270","38550"
"In post","2021","30-39","Project Delivery","Dorset and Somerset","45","45","32910","30850"
"In post","2021","30-39","Project Delivery","East Anglia","70","70","36580","33300"
"In post","2021","30-39","Project Delivery","East Wales","105","100","37740","34660"
"In post","2021","30-39","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Eastern Scotland","95","95","37100","34530"
"In post","2021","30-39","Project Delivery","Essex","20","20","34460","33300"
"In post","2021","30-39","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","2400","2310","37660","37320"
"In post","2021","30-39","Project Delivery","Greater Manchester","120","115","39410","38630"
"In post","2021","30-39","Project Delivery","Hampshire and Isle of Wight","295","290","36990","36030"
"In post","2021","30-39","Project Delivery","Herefordshire, Worcestershire and Warwickshire","35","35","24910","21200"
"In post","2021","30-39","Project Delivery","Highlands and Islands","20","20","31150","30160"
"In post","2021","30-39","Project Delivery","Inner London - East","225","215","54240","55860"
"In post","2021","30-39","Project Delivery","Inner London - West","1100","1080","51000","53000"
"In post","2021","30-39","Project Delivery","Kent","10","10","32530","33300"
"In post","2021","30-39","Project Delivery","Lancashire","65","60","34040","31810"
"In post","2021","30-39","Project Delivery","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2021","30-39","Project Delivery","Lincolnshire","35","35","31900","30500"
"In post","2021","30-39","Project Delivery","Merseyside","125","125","36950","38550"
"In post","2021","30-39","Project Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","North Yorkshire","25","25","34970","34600"
"In post","2021","30-39","Project Delivery","Northern Ireland","10","10","[c]","[c]"
"In post","2021","30-39","Project Delivery","Northumberland and Tyne and Wear","205","195","37580","38630"
"In post","2021","30-39","Project Delivery","Outer London - South","35","35","51900","53480"
"In post","2021","30-39","Project Delivery","Outer London - West and North West","5","5","[c]","[c]"
"In post","2021","30-39","Project Delivery","Overseas","240","240","52410","53000"
"In post","2021","30-39","Project Delivery","Shropshire and Staffordshire","75","75","36540","33300"
"In post","2021","30-39","Project Delivery","South Yorkshire","30","30","37930","36520"
"In post","2021","30-39","Project Delivery","Southern Scotland","195","190","37550","33930"
"In post","2021","30-39","Project Delivery","Surrey, East and West Sussex","20","20","32830","31810"
"In post","2021","30-39","Project Delivery","Tees Valley and Durham","10","10","31930","30230"
"In post","2021","30-39","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Project Delivery","West Central Scotland","70","70","32770","31810"
"In post","2021","30-39","Project Delivery","West Midlands","105","100","40860","38630"
"In post","2021","30-39","Project Delivery","West Wales and The Valleys","25","25","34420","31210"
"In post","2021","30-39","Project Delivery","West Yorkshire","80","80","37590","35470"
"In post","2021","30-39","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Berkshire, Buckinghamshire and Oxfordshire","60","60","34430","33510"
"In post","2021","30-39","Property","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","30-39","Property","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Derbyshire and Nottinghamshire","45","40","37360","38630"
"In post","2021","30-39","Property","Devon","105","95","26020","21210"
"In post","2021","30-39","Property","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","30-39","Property","East Anglia","50","45","31920","33000"
"In post","2021","30-39","Property","East Wales","65","65","34640","32100"
"In post","2021","30-39","Property","East Yorkshire and Northern Lincolnshire","15","15","27730","25860"
"In post","2021","30-39","Property","Eastern Scotland","95","90","30790","28120"
"In post","2021","30-39","Property","Essex","10","10","30390","31100"
"In post","2021","30-39","Property","Gloucestershire, Wiltshire and Bath/Bristol area","130","125","36250","33300"
"In post","2021","30-39","Property","Greater Manchester","40","40","39380","37100"
"In post","2021","30-39","Property","Hampshire and Isle of Wight","55","55","33750","33150"
"In post","2021","30-39","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Highlands and Islands","60","60","28990","26530"
"In post","2021","30-39","Property","Inner London - East","50","50","43040","37450"
"In post","2021","30-39","Property","Inner London - West","100","95","46650","44330"
"In post","2021","30-39","Property","Kent","10","10","[c]","[c]"
"In post","2021","30-39","Property","Lancashire","15","10","34480","32550"
"In post","2021","30-39","Property","Leicestershire, Rutland and Northamptonshire","15","15","19330","18760"
"In post","2021","30-39","Property","Lincolnshire","5","5","[c]","[c]"
"In post","2021","30-39","Property","Merseyside","30","30","34350","31810"
"In post","2021","30-39","Property","North Eastern Scotland","15","15","30030","28870"
"In post","2021","30-39","Property","North Yorkshire","25","25","35910","36520"
"In post","2021","30-39","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Northumberland and Tyne and Wear","35","35","31400","30370"
"In post","2021","30-39","Property","Outer London - South","30","30","38020","36400"
"In post","2021","30-39","Property","Outer London - West and North West","15","15","35710","33750"
"In post","2021","30-39","Property","Overseas","40","40","35740","33020"
"In post","2021","30-39","Property","Shropshire and Staffordshire","30","30","33040","33300"
"In post","2021","30-39","Property","South Yorkshire","30","30","39600","36880"
"In post","2021","30-39","Property","Southern Scotland","35","35","30030","28120"
"In post","2021","30-39","Property","Surrey, East and West Sussex","15","15","35010","34540"
"In post","2021","30-39","Property","Tees Valley and Durham","55","55","25650","21100"
"In post","2021","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","West Central Scotland","40","40","28500","28540"
"In post","2021","30-39","Property","West Midlands","50","50","36210","32550"
"In post","2021","30-39","Property","West Wales and The Valleys","35","35","30470","29390"
"In post","2021","30-39","Property","West Yorkshire","85","75","30480","26000"
"In post","2021","30-39","Security","Bedfordshire and Hertfordshire","20","20","26340","22650"
"In post","2021","30-39","Security","Berkshire, Buckinghamshire and Oxfordshire","250","250","34420","33410"
"In post","2021","30-39","Security","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Cumbria","15","15","28930","23540"
"In post","2021","30-39","Security","Derbyshire and Nottinghamshire","25","25","32330","32510"
"In post","2021","30-39","Security","Devon","60","60","27380","23540"
"In post","2021","30-39","Security","Dorset and Somerset","15","15","22170","20580"
"In post","2021","30-39","Security","East Anglia","55","55","29800","26750"
"In post","2021","30-39","Security","East Wales","25","25","27130","25640"
"In post","2021","30-39","Security","East Yorkshire and Northern Lincolnshire","20","20","35810","39070"
"In post","2021","30-39","Security","Eastern Scotland","10","10","31610","34150"
"In post","2021","30-39","Security","Essex","35","35","33860","29100"
"In post","2021","30-39","Security","Gloucestershire, Wiltshire and Bath/Bristol area","80","75","30150","28770"
"In post","2021","30-39","Security","Greater Manchester","15","15","32420","32410"
"In post","2021","30-39","Security","Hampshire and Isle of Wight","120","120","30730","29890"
"In post","2021","30-39","Security","Herefordshire, Worcestershire and Warwickshire","15","15","29350","26750"
"In post","2021","30-39","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Inner London - East","15","15","38520","39530"
"In post","2021","30-39","Security","Inner London - West","200","200","42780","40020"
"In post","2021","30-39","Security","Kent","10","10","[c]","[c]"
"In post","2021","30-39","Security","Lancashire","10","10","33490","32990"
"In post","2021","30-39","Security","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","30-39","Security","Lincolnshire","5","5","[c]","[c]"
"In post","2021","30-39","Security","Merseyside","5","5","[c]","[c]"
"In post","2021","30-39","Security","North Eastern Scotland","25","25","37830","33890"
"In post","2021","30-39","Security","North Yorkshire","120","115","31140","29620"
"In post","2021","30-39","Security","Northern Ireland","40","40","21020","20310"
"In post","2021","30-39","Security","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","30-39","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Outer London - South","10","10","[c]","[c]"
"In post","2021","30-39","Security","Outer London - West and North West","5","5","[c]","[c]"
"In post","2021","30-39","Security","Overseas","30","30","38360","34770"
"In post","2021","30-39","Security","Shropshire and Staffordshire","20","20","29010","26750"
"In post","2021","30-39","Security","South Yorkshire","25","25","40020","40190"
"In post","2021","30-39","Security","Southern Scotland","10","10","21970","19560"
"In post","2021","30-39","Security","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","30-39","Security","Tees Valley and Durham","10","10","33320","34120"
"In post","2021","30-39","Security","Unknown","10","10","30560","32560"
"In post","2021","30-39","Security","West Central Scotland","200","195","30180","28890"
"In post","2021","30-39","Security","West Midlands","5","5","[c]","[c]"
"In post","2021","30-39","Security","West Wales and The Valleys","40","35","27860","25390"
"In post","2021","30-39","Security","West Yorkshire","15","15","36410","33520"
"In post","2021","30-39","Unknown","Bedfordshire and Hertfordshire","355","345","33480","29290"
"In post","2021","30-39","Unknown","Berkshire, Buckinghamshire and Oxfordshire","400","380","29620","27570"
"In post","2021","30-39","Unknown","Cheshire","165","155","25440","27570"
"In post","2021","30-39","Unknown","Cornwall and Isles of Scilly","190","170","25060","22640"
"In post","2021","30-39","Unknown","Cumbria","30","30","26660","27570"
"In post","2021","30-39","Unknown","Derbyshire and Nottinghamshire","365","330","26020","27570"
"In post","2021","30-39","Unknown","Devon","450","390","26140","27570"
"In post","2021","30-39","Unknown","Dorset and Somerset","205","185","27240","27570"
"In post","2021","30-39","Unknown","East Anglia","595","530","26860","27570"
"In post","2021","30-39","Unknown","East Wales","1410","1325","33760","28850"
"In post","2021","30-39","Unknown","East Yorkshire and Northern Lincolnshire","260","230","25530","26670"
"In post","2021","30-39","Unknown","Eastern Scotland","2415","2285","36310","32140"
"In post","2021","30-39","Unknown","Essex","425","395","27750","28000"
"In post","2021","30-39","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","845","780","30020","27570"
"In post","2021","30-39","Unknown","Greater Manchester","1345","1285","28600","27570"
"In post","2021","30-39","Unknown","Hampshire and Isle of Wight","585","550","30030","27570"
"In post","2021","30-39","Unknown","Herefordshire, Worcestershire and Warwickshire","205","185","25650","27570"
"In post","2021","30-39","Unknown","Highlands and Islands","145","135","27160","27570"
"In post","2021","30-39","Unknown","Inner London - East","880","835","35030","31060"
"In post","2021","30-39","Unknown","Inner London - West","2365","2305","48070","44500"
"In post","2021","30-39","Unknown","Kent","740","690","26740","25310"
"In post","2021","30-39","Unknown","Lancashire","1160","1075","26340","27570"
"In post","2021","30-39","Unknown","Leicestershire, Rutland and Northamptonshire","435","390","26450","27570"
"In post","2021","30-39","Unknown","Lincolnshire","160","150","26570","26670"
"In post","2021","30-39","Unknown","Merseyside","2150","1980","26070","24890"
"In post","2021","30-39","Unknown","North Eastern Scotland","200","190","32230","29190"
"In post","2021","30-39","Unknown","North Yorkshire","135","130","27660","27570"
"In post","2021","30-39","Unknown","Northern Ireland","170","150","24420","24880"
"In post","2021","30-39","Unknown","Northumberland and Tyne and Wear","1370","1270","27900","27570"
"In post","2021","30-39","Unknown","Outer London - East and North East","305","285","30490","31060"
"In post","2021","30-39","Unknown","Outer London - South","1160","1110","38630","35070"
"In post","2021","30-39","Unknown","Outer London - West and North West","955","920","30740","29080"
"In post","2021","30-39","Unknown","Overseas","230","230","41790","40120"
"In post","2021","30-39","Unknown","Shropshire and Staffordshire","335","310","27310","27570"
"In post","2021","30-39","Unknown","South Yorkshire","1310","1195","28890","25310"
"In post","2021","30-39","Unknown","Southern Scotland","270","245","28070","27570"
"In post","2021","30-39","Unknown","Surrey, East and West Sussex","550","500","27310","27570"
"In post","2021","30-39","Unknown","Tees Valley and Durham","625","560","24710","24880"
"In post","2021","30-39","Unknown","Unknown","610","605","35230","32400"
"In post","2021","30-39","Unknown","West Central Scotland","1670","1570","31920","27570"
"In post","2021","30-39","Unknown","West Midlands","1165","1065","26520","27570"
"In post","2021","30-39","Unknown","West Wales and The Valleys","1180","1095","29120","27570"
"In post","2021","30-39","Unknown","West Yorkshire","1000","920","29320","27570"
"In post","2021","40-49","Analysis","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Derbyshire and Nottinghamshire","15","15","38850","33350"
"In post","2021","40-49","Analysis","Devon","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Dorset and Somerset","40","40","35230","30220"
"In post","2021","40-49","Analysis","East Anglia","85","80","36350","35900"
"In post","2021","40-49","Analysis","East Wales","185","175","41680","37020"
"In post","2021","40-49","Analysis","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Eastern Scotland","10","10","48080","46440"
"In post","2021","40-49","Analysis","Essex","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","75","70","43040","39850"
"In post","2021","40-49","Analysis","Greater Manchester","35","35","42290","39420"
"In post","2021","40-49","Analysis","Hampshire and Isle of Wight","175","160","44190","46080"
"In post","2021","40-49","Analysis","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Inner London - East","150","140","57110","58720"
"In post","2021","40-49","Analysis","Inner London - West","435","405","60170","59130"
"In post","2021","40-49","Analysis","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Merseyside","25","20","42810","38630"
"In post","2021","40-49","Analysis","North Yorkshire","25","25","41670","34640"
"In post","2021","40-49","Analysis","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","Outer London - South","15","15","53830","43070"
"In post","2021","40-49","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","South Yorkshire","35","35","48930","50000"
"In post","2021","40-49","Analysis","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Tees Valley and Durham","10","5","[c]","[c]"
"In post","2021","40-49","Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","West Midlands","15","15","52860","52340"
"In post","2021","40-49","Analysis","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","West Yorkshire","30","30","47270","49530"
"In post","2021","40-49","Commercial","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Berkshire, Buckinghamshire and Oxfordshire","60","60","45330","37170"
"In post","2021","40-49","Commercial","Cheshire","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Derbyshire and Nottinghamshire","35","35","42570","39550"
"In post","2021","40-49","Commercial","Devon","70","65","45330","47960"
"In post","2021","40-49","Commercial","Dorset and Somerset","15","15","50320","54540"
"In post","2021","40-49","Commercial","East Anglia","95","95","41140","39500"
"In post","2021","40-49","Commercial","East Wales","60","60","42490","39610"
"In post","2021","40-49","Commercial","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Eastern Scotland","20","20","37560","35220"
"In post","2021","40-49","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","250","240","47930","42080"
"In post","2021","40-49","Commercial","Greater Manchester","85","80","51190","49700"
"In post","2021","40-49","Commercial","Hampshire and Isle of Wight","90","85","40760","34800"
"In post","2021","40-49","Commercial","Herefordshire, Worcestershire and Warwickshire","10","10","34560","30140"
"In post","2021","40-49","Commercial","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Inner London - East","65","65","56950","54700"
"In post","2021","40-49","Commercial","Inner London - West","390","380","69470","64500"
"In post","2021","40-49","Commercial","Kent","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Lancashire","25","25","53800","50430"
"In post","2021","40-49","Commercial","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Merseyside","85","85","47120","40650"
"In post","2021","40-49","Commercial","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","North Yorkshire","20","20","47690","40580"
"In post","2021","40-49","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Northumberland and Tyne and Wear","20","20","42410","40940"
"In post","2021","40-49","Commercial","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Outer London - South","40","40","49770","45390"
"In post","2021","40-49","Commercial","Outer London - West and North West","15","10","44190","46240"
"In post","2021","40-49","Commercial","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Shropshire and Staffordshire","50","50","37810","34050"
"In post","2021","40-49","Commercial","South Yorkshire","35","30","47370","49700"
"In post","2021","40-49","Commercial","Southern Scotland","30","30","51200","47390"
"In post","2021","40-49","Commercial","Surrey, East and West Sussex","20","20","38790","32930"
"In post","2021","40-49","Commercial","Tees Valley and Durham","15","15","55380","58210"
"In post","2021","40-49","Commercial","Unknown","10","10","50110","45600"
"In post","2021","40-49","Commercial","West Central Scotland","40","40","38830","33300"
"In post","2021","40-49","Commercial","West Midlands","35","35","48790","42700"
"In post","2021","40-49","Commercial","West Wales and The Valleys","55","55","32490","31300"
"In post","2021","40-49","Commercial","West Yorkshire","85","80","50880","50520"
"In post","2021","40-49","Communications","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Berkshire, Buckinghamshire and Oxfordshire","30","30","32630","30600"
"In post","2021","40-49","Communications","Cheshire","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Cumbria","30","25","30200","29180"
"In post","2021","40-49","Communications","Derbyshire and Nottinghamshire","95","90","33090","31810"
"In post","2021","40-49","Communications","Devon","15","10","41420","39650"
"In post","2021","40-49","Communications","Dorset and Somerset","15","15","39730","36430"
"In post","2021","40-49","Communications","East Anglia","15","15","35510","33300"
"In post","2021","40-49","Communications","East Wales","180","175","31510","25560"
"In post","2021","40-49","Communications","Eastern Scotland","35","35","34850","31920"
"In post","2021","40-49","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","60","55","40920","37170"
"In post","2021","40-49","Communications","Greater Manchester","95","95","30440","26000"
"In post","2021","40-49","Communications","Hampshire and Isle of Wight","50","50","34840","33000"
"In post","2021","40-49","Communications","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Inner London - East","60","55","57320","54990"
"In post","2021","40-49","Communications","Inner London - West","420","400","54530","53950"
"In post","2021","40-49","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Lancashire","15","15","34300","33300"
"In post","2021","40-49","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Merseyside","30","30","42150","38640"
"In post","2021","40-49","Communications","North Yorkshire","10","10","31630","31880"
"In post","2021","40-49","Communications","Northern Ireland","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Northumberland and Tyne and Wear","345","325","29040","25560"
"In post","2021","40-49","Communications","Outer London - South","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Outer London - West and North West","35","35","27130","22410"
"In post","2021","40-49","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Shropshire and Staffordshire","10","10","31110","27930"
"In post","2021","40-49","Communications","South Yorkshire","15","15","43370","42420"
"In post","2021","40-49","Communications","Southern Scotland","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Tees Valley and Durham","10","5","[c]","[c]"
"In post","2021","40-49","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","West Central Scotland","10","10","[c]","[c]"
"In post","2021","40-49","Communications","West Midlands","65","65","36550","31810"
"In post","2021","40-49","Communications","West Wales and The Valleys","20","15","32370","26780"
"In post","2021","40-49","Communications","West Yorkshire","105","100","33970","31810"
"In post","2021","40-49","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","15","15","32240","31810"
"In post","2021","40-49","Counter Fraud","Derbyshire and Nottinghamshire","145","140","33760","31810"
"In post","2021","40-49","Counter Fraud","East Anglia","115","105","29660","27230"
"In post","2021","40-49","Counter Fraud","East Wales","90","85","32860","31810"
"In post","2021","40-49","Counter Fraud","Eastern Scotland","45","40","29080","25590"
"In post","2021","40-49","Counter Fraud","Essex","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","85","80","35710","31810"
"In post","2021","40-49","Counter Fraud","Greater Manchester","265","260","34380","31810"
"In post","2021","40-49","Counter Fraud","Hampshire and Isle of Wight","45","40","32880","31840"
"In post","2021","40-49","Counter Fraud","Inner London - East","40","40","37170","36160"
"In post","2021","40-49","Counter Fraud","Inner London - West","315","305","41000","36160"
"In post","2021","40-49","Counter Fraud","Kent","45","45","31080","31810"
"In post","2021","40-49","Counter Fraud","Lancashire","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Merseyside","135","130","34450","31810"
"In post","2021","40-49","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Northern Ireland","120","115","29330","25560"
"In post","2021","40-49","Counter Fraud","Northumberland and Tyne and Wear","145","140","32770","31810"
"In post","2021","40-49","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Outer London - South","125","120","38700","36160"
"In post","2021","40-49","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Southern Scotland","15","10","28900","28130"
"In post","2021","40-49","Counter Fraud","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","West Central Scotland","115","110","30590","28130"
"In post","2021","40-49","Counter Fraud","West Midlands","175","160","31590","31810"
"In post","2021","40-49","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","West Yorkshire","195","185","32210","31810"
"In post","2021","40-49","Debt","Bedfordshire and Hertfordshire","10","10","27190","26400"
"In post","2021","40-49","Debt","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Derbyshire and Nottinghamshire","45","40","22380","20140"
"In post","2021","40-49","Debt","East Anglia","15","15","24200","23500"
"In post","2021","40-49","Debt","East Wales","40","35","22700","20140"
"In post","2021","40-49","Debt","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Eastern Scotland","120","115","22140","20140"
"In post","2021","40-49","Debt","Essex","15","10","20840","21400"
"In post","2021","40-49","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","40-49","Debt","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Inner London - East","40","35","27720","25630"
"In post","2021","40-49","Debt","Inner London - West","10","5","[c]","[c]"
"In post","2021","40-49","Debt","Kent","10","10","[c]","[c]"
"In post","2021","40-49","Debt","Lancashire","10","10","[c]","[c]"
"In post","2021","40-49","Debt","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Merseyside","70","65","23740","21440"
"In post","2021","40-49","Debt","Northern Ireland","5","5","[c]","[c]"
"In post","2021","40-49","Debt","Northumberland and Tyne and Wear","105","95","23240","20140"
"In post","2021","40-49","Debt","Outer London - South","40","35","27980","25230"
"In post","2021","40-49","Debt","Outer London - West and North West","5","5","[c]","[c]"
"In post","2021","40-49","Debt","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","40-49","Debt","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Southern Scotland","60","55","22930","20140"
"In post","2021","40-49","Debt","Surrey, East and West Sussex","10","5","[c]","[c]"
"In post","2021","40-49","Debt","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","West Central Scotland","85","80","23060","20950"
"In post","2021","40-49","Debt","West Midlands","60","55","23770","20140"
"In post","2021","40-49","Debt","West Yorkshire","70","65","23430","21440"
"In post","2021","40-49","Digital, Data & Technology","Bedfordshire and Hertfordshire","20","20","37180","39650"
"In post","2021","40-49","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","80","75","46160","44970"
"In post","2021","40-49","Digital, Data & Technology","Cheshire","45","45","43710","45480"
"In post","2021","40-49","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
