"Status","Year","Disability","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Forestry and Land Scotland","EO","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","EO","EO","35","35","29020","27710"
"In post","2021","Declared disabled","Government Legal Department","G6/G7","G6","55","50","67940","66290"
"In post","2021","Declared disabled","Government Legal Department","G6/G7","G7","55","50","52760","51830"
"In post","2021","Declared disabled","Government Legal Department","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","AA/AO","AO","50","40","22120","22160"
"In post","2021","Declared disabled","Health and Safety Executive","EO","EO","70","65","28350","28210"
"In post","2021","Declared disabled","Health and Safety Executive","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","G6/G7","G7","35","30","57170","55330"
"In post","2021","Declared disabled","Health and Safety Executive","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","SEO/HEO","HEO","50","45","33790","33380"
"In post","2021","Declared disabled","Health and Safety Executive","SEO/HEO","SEO","110","105","48030","46320"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","AA/AO","AA","270","235","17490","16930"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","AA/AO","AO","1125","990","20440","20100"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","EO","EO","335","320","24120","23900"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","G6/G7","G7","50","45","56170","57200"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","SEO/HEO","HEO","120","115","28970","28940"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","SEO/HEO","SEO","165","150","39150","38890"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","AA/AO","AO","110","100","22450","22350"
"In post","2021","Declared disabled","HM Land Registry","EO","EO","200","170","27440","27130"
"In post","2021","Declared disabled","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","G6/G7","G7","15","10","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","SEO/HEO","HEO","105","90","34540","33840"
"In post","2021","Declared disabled","HM Land Registry","SEO/HEO","SEO","45","45","41900","40860"
"In post","2021","Declared disabled","HM Prison and Probation Service","AA/AO","AA","590","555","21400","20670"
"In post","2021","Declared disabled","HM Prison and Probation Service","AA/AO","AO","1725","1605","27460","26810"
"In post","2021","Declared disabled","HM Prison and Probation Service","EO","EO","620","590","30640","30310"
"In post","2021","Declared disabled","HM Prison and Probation Service","G6/G7","G6","30","25","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","G6/G7","G7","45","40","65380","65520"
"In post","2021","Declared disabled","HM Prison and Probation Service","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","SEO/HEO","HEO","430","410","35550","36620"
"In post","2021","Declared disabled","HM Prison and Probation Service","SEO/HEO","SEO","275","270","50530","51150"
"In post","2021","Declared disabled","HM Prison and Probation Service","Unknown","Unknown","2240","2080","30550","30210"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","AA/AO","AA","105","85","20120","20070"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","AA/AO","AO","1795","1505","21030","21110"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","EO","EO","1225","1100","26750","25560"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","G6/G7","G6","160","150","66180","64670"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","G6/G7","G7","450","425","53910","52580"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","25","25","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","1180","1095","32890","31810"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","555","525","39370","38630"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","EO","EO","20","15","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","G6/G7","G6","30","30","65770","64430"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","G6/G7","G7","50","50","54600","52840"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","SEO/HEO","HEO","75","75","34250","32500"
"In post","2021","Declared disabled","Home Office (incl. agencies)","AA/AO","AA","135","110","19230","17990"
"In post","2021","Declared disabled","Home Office (incl. agencies)","AA/AO","AO","705","620","22370","21430"
"In post","2021","Declared disabled","Home Office (incl. agencies)","EO","EO","1190","1085","27170","26910"
"In post","2021","Declared disabled","Home Office (incl. agencies)","G6/G7","G6","65","60","69740","68940"
"In post","2021","Declared disabled","Home Office (incl. agencies)","G6/G7","G7","185","185","57580","57460"
"In post","2021","Declared disabled","Home Office (incl. agencies)","SCS level","SCS level","25","25","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","SEO/HEO","HEO","455","430","33700","33900"
"In post","2021","Declared disabled","Home Office (incl. agencies)","SEO/HEO","SEO","295","290","41650","41970"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","AA/AO","AO","55","50","21410","20880"
"In post","2021","Declared disabled","Insolvency Service","EO","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","SEO/HEO","HEO","55","50","34600","33180"
"In post","2021","Declared disabled","Insolvency Service","SEO/HEO","SEO","35","30","44650","45970"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","AA/AO","AO","60","55","19760","19770"
"In post","2021","Declared disabled","Legal Aid Agency","EO","EO","35","35","23800","22570"
"In post","2021","Declared disabled","Legal Aid Agency","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","EO","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","EO","EO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Met Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","EO","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Met Office","G6/G7","G6","[c]","[c]","[c]","[c]"
