"Status","Year","Disability","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Crown Commercial Service","SEO/HEO","HEO","50","50","29470","28270"
"In post","2021","Declared non-disabled","Crown Commercial Service","SEO/HEO","SEO","70","70","36800","35460"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","AA/AO","AO","635","565","21930","22220"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","EO","EO","290","275","27340","26570"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","G6/G7","G6","35","35","72810","73280"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","G6/G7","G7","145","135","64940","68470"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","SCS level","SCS level","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","270","255","33170","34150"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","400","380","47480","49690"
"In post","2021","Declared non-disabled","Crown Prosecution Service","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service","AA/AO","AO","830","735","22760","21950"
"In post","2021","Declared non-disabled","Crown Prosecution Service","EO","EO","960","880","28100","28430"
"In post","2021","Declared non-disabled","Crown Prosecution Service","G6/G7","G6","170","165","73930","71320"
"In post","2021","Declared non-disabled","Crown Prosecution Service","G6/G7","G7","1875","1725","56710","55610"
"In post","2021","Declared non-disabled","Crown Prosecution Service","SCS level","SCS level","70","65","92780","88150"
"In post","2021","Declared non-disabled","Crown Prosecution Service","SEO/HEO","HEO","480","455","33980","33310"
"In post","2021","Declared non-disabled","Crown Prosecution Service","SEO/HEO","SEO","165","160","40270","39750"
"In post","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","AA/AO","AA","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","AA/AO","AO","30","30","21520","21640"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","EO","EO","120","115","28150","28750"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","SEO/HEO","HEO","30","30","35160","32850"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Equipment and Support","EO","EO","1840","1765","22290","21220"
"In post","2021","Declared non-disabled","Defence Equipment and Support","G6/G7","G6","310","305","69170","68030"
"In post","2021","Declared non-disabled","Defence Equipment and Support","G6/G7","G7","935","910","52770","53590"
"In post","2021","Declared non-disabled","Defence Equipment and Support","SCS level","SCS level","90","85","104740","95170"
"In post","2021","Declared non-disabled","Defence Equipment and Support","SEO/HEO","HEO","2405","2325","30540","30440"
"In post","2021","Declared non-disabled","Defence Equipment and Support","SEO/HEO","SEO","2255","2190","40690","40960"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","AA/AO","AA","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","AA/AO","AO","55","55","18450","17710"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","EO","EO","145","130","23170","22780"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","G6/G7","G6","130","120","67770","66500"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","G6/G7","G7","1130","1085","49490","46130"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","SEO/HEO","HEO","660","645","28600","28650"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","SEO/HEO","SEO","640","610","37660","37320"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","40","40","25010","24900"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","250","245","28070","27680"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","475","455","67830","64990"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","1220","1195","55460","53600"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","265","255","81920","75000"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","750","735","34720","33570"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","685","675","42040","40050"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","EO","135","130","27470","26180"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","G6","150","150","66920","65410"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","G7","460","450","56170","52300"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","SCS level","100","95","85300","76320"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","475","470","37060","34020"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","AA/AO","AO","45","40","22320","21000"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","EO","EO","390","375","27150","26000"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","G6/G7","G6","550","530","65030","64590"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","G6/G7","G7","1050","1005","52810","53060"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","SCS level","SCS level","180","175","82260","74100"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","SEO/HEO","HEO","735","710","31880","30310"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","SEO/HEO","SEO","905","870","39610","38280"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","115","110","22820","23230"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","340","330","26730","25950"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","350","335","62520","62310"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","950","920","51780","52290"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","155","150","83460","77240"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","925","895","31650","32160"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","935","900","38540","37630"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","AA/AO","AO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","EO","EO","130","130","27650","27580"
"In post","2021","Declared non-disabled","Department for International Trade","G6/G7","G6","170","165","63270","62170"
"In post","2021","Declared non-disabled","Department for International Trade","G6/G7","G7","405","400","52270","51970"
"In post","2021","Declared non-disabled","Department for International Trade","SCS level","SCS level","115","110","85420","76810"
"In post","2021","Declared non-disabled","Department for International Trade","SEO/HEO","HEO","310","305","32340","32120"
"In post","2021","Declared non-disabled","Department for International Trade","SEO/HEO","SEO","260","260","39110","38540"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","AA/AO","AO","65","55","25330","25730"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","EO","EO","230","225","28800","30270"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","G6/G7","G6","300","295","68070","66230"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","G6/G7","G7","645","630","56560","54760"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","SCS level","SCS level","175","165","88630","79910"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","SEO/HEO","HEO","500","490","34610","35060"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","SEO/HEO","SEO","440","430","43120","42890"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AA/AO","AA","210","175","20180","20230"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AA/AO","AO","21810","18630","21180","21010"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","EO","EO","36110","32645","28120","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G6/G7","G6","645","620","66040","66200"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G6/G7","G7","1585","1520","52790","52150"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","185","180","89000","80060"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","5670","5330","33510","32470"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","2295","2185","37910","36910"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","EO","EO","85","80","27680","27770"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G6/G7","G6","130","125","66940","66230"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G6/G7","G7","250","240","53880","53360"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","95","90","80750","76520"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","145","140","32640","32790"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","150","140","40190","40650"
"In post","2021","Declared non-disabled","Disclosure Scotland","AA/AO","AA","65","60","21120","21150"
"In post","2021","Declared non-disabled","Disclosure Scotland","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Disclosure Scotland","EO","EO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Disclosure Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Disclosure Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Disclosure Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Disclosure Scotland","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Disclosure Scotland","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","AA/AO","AA","825","655","18390","18060"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","AA/AO","AO","1955","1705","21710","21590"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","EO","EO","690","645","26730","26700"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","G6/G7","G6","70","70","77700","79410"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","G6/G7","G7","145","140","56530","54290"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","420","400","32640","31860"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","320","305","42490","41090"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","AA/AO","AO","725","670","24700","25340"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","EO","EO","1720","1590","28540","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","G6/G7","G6","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","G6/G7","G7","75","75","52760","52120"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","SEO/HEO","HEO","490","470","33440","32840"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","SEO/HEO","SEO","205","200","41330","40900"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","EO","EO","110","105","26080","26000"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","G6/G7","G6","140","135","64870","64180"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","G6/G7","G7","350","340","51710","50630"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","SCS level","SCS level","40","35","86770","78000"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","SEO/HEO","HEO","345","330","31050","30200"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","SEO/HEO","SEO","380","370","38530","37100"
"In post","2021","Declared non-disabled","Education Scotland","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Education Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education Scotland","G6/G7","G6","65","60","72480","75940"
"In post","2021","Declared non-disabled","Education Scotland","G6/G7","G7","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Education Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education Scotland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Education Scotland","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","AA/AO","AO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","EO","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","G6/G7","G6","55","50","74450","74730"
"In post","2021","Declared non-disabled","ESTYN","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","AA/AO","AO","110","105","24760","23280"
"In post","2021","Declared non-disabled","FCDO Services","EO","EO","175","170","28370","26950"
"In post","2021","Declared non-disabled","FCDO Services","G6/G7","G6","35","35","77000","73270"
"In post","2021","Declared non-disabled","FCDO Services","G6/G7","G7","160","140","59050","57870"
"In post","2021","Declared non-disabled","FCDO Services","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","SEO/HEO","HEO","175","170","35610","34640"
"In post","2021","Declared non-disabled","FCDO Services","SEO/HEO","SEO","200","200","44550","43300"
"In post","2021","Declared non-disabled","FCDO Services","Unknown","Unknown","40","40","22810","21600"
"In post","2021","Declared non-disabled","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","EO","EO","320","305","27330","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","G6/G7","G7","110","105","53860","52070"
"In post","2021","Declared non-disabled","Food Standards Agency","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","SEO/HEO","HEO","160","160","31990","31370"
"In post","2021","Declared non-disabled","Food Standards Agency","SEO/HEO","SEO","170","165","39910","39960"
"In post","2021","Declared non-disabled","Food Standards Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","EO","EO","35","35","28700","29190"
"In post","2021","Declared non-disabled","Food Standards Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","SEO/HEO","HEO","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AO","280","275","26160","25790"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","EO","460","450","30130","30300"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G6","690","675","67330","67340"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G7","1260","1240","55740","55620"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","SCS level","400","395","86520","78010"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","HEO","1380","1365","35710","34770"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","SEO","465","455","43100","43300"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","AA/AO","AA","30","30","19180","19160"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","AA/AO","AO","400","385","25450","26530"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","EO","EO","235","225","31560","30160"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","G6/G7","G7","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","SEO/HEO","HEO","130","125","37180","37530"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","SEO/HEO","SEO","75","75","44960","45210"
"In post","2021","Declared non-disabled","Government Actuary's Department","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","EO","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","G6/G7","G6","75","70","94170","89720"
"In post","2021","Declared non-disabled","Government Actuary's Department","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","EO","EO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","G6/G7","G6","50","50","65650","64480"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","G6/G7","G7","90","85","53060","53070"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","SEO/HEO","HEO","70","65","33760","33420"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","SEO/HEO","SEO","130","115","44310","43870"
"In post","2021","Declared non-disabled","Government Legal Department","AA/AO","AO","45","40","23680","23670"
"In post","2021","Declared non-disabled","Government Legal Department","EO","EO","240","230","28620","27580"
"In post","2021","Declared non-disabled","Government Legal Department","G6/G7","G6","550","505","67240","65710"
"In post","2021","Declared non-disabled","Government Legal Department","G6/G7","G7","690","635","52230","51250"
"In post","2021","Declared non-disabled","Government Legal Department","SCS level","SCS level","145","135","84340","80570"
"In post","2021","Declared non-disabled","Government Legal Department","SEO/HEO","HEO","155","150","37830","35000"
"In post","2021","Declared non-disabled","Government Legal Department","SEO/HEO","SEO","35","35","39480","38880"
"In post","2021","Declared non-disabled","Government Property Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","EO","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","G6/G7","G7","50","50","53070","53280"
"In post","2021","Declared non-disabled","Government Property Agency","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Health and Safety Executive","AA/AO","AO","215","190","22140","22160"
"In post","2021","Declared non-disabled","Health and Safety Executive","EO","EO","330","310","27940","27470"
"In post","2021","Declared non-disabled","Health and Safety Executive","G6/G7","G6","75","75","69090","67220"
"In post","2021","Declared non-disabled","Health and Safety Executive","G6/G7","G7","360","345","59010","57510"
"In post","2021","Declared non-disabled","Health and Safety Executive","SCS level","SCS level","30","30","85240","77600"
"In post","2021","Declared non-disabled","Health and Safety Executive","SEO/HEO","HEO","280","260","33180","31710"
"In post","2021","Declared non-disabled","Health and Safety Executive","SEO/HEO","SEO","740","705","49490","45870"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","AA/AO","AA","1250","1060","17520","16930"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","AA/AO","AO","5820","5055","20550","20100"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","EO","EO","1995","1865","24040","23680"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","G6/G7","G7","540","525","55700","54710"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","SCS level","SCS level","60","60","85100","77440"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","SEO/HEO","HEO","925","900","28500","28560"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","SEO/HEO","SEO","1110","1010","39340","39190"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","AA/AO","AO","390","355","22570","22350"
"In post","2021","Declared non-disabled","HM Land Registry","EO","EO","1545","1330","27430","27130"
"In post","2021","Declared non-disabled","HM Land Registry","G6/G7","G6","35","35","74360","73910"
"In post","2021","Declared non-disabled","HM Land Registry","G6/G7","G7","150","140","60810","60520"
"In post","2021","Declared non-disabled","HM Land Registry","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","SEO/HEO","HEO","1000","875","34560","33840"
"In post","2021","Declared non-disabled","HM Land Registry","SEO/HEO","SEO","550","510","42190","40860"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","AA/AO","AA","3485","3270","21280","20600"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","AA/AO","AO","14555","13880","27430","26810"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","EO","EO","4120","3965","30880","31610"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","G6/G7","G6","265","260","82940","84390"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","G6/G7","G7","330","325","66230","65910"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","SCS level","SCS level","65","65","97770","98700"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","SEO/HEO","HEO","2795","2655","35410","36480"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","SEO/HEO","SEO","1660","1610","50650","51150"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","Unknown","Unknown","8595","7950","30240","30210"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","AA/AO","AA","375","290","20090","20070"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","AA/AO","AO","9090","7855","20820","20140"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","EO","EO","8145","7485","26450","25560"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","G6/G7","G6","1385","1330","66700","64670"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","G6/G7","G7","3520","3390","53330","52580"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","375","370","84890","78760"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","8005","7595","32570","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","4215","4035","38950","38630"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","AA/AO","AO","45","40","22280","22500"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","EO","EO","160","155","26920","26750"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","G6/G7","G6","200","195","66000","63920"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","G6/G7","G7","425","415","54920","52840"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","SCS level","SCS level","130","120","84320","77000"
