"Status","Year","Disability","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Legal","Scotland","[c]","[c]","[c]","[c]"
