"Status","Year","Disability","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Commercial","Outside London","AA/AO","120","110","21630","21510"
"In post","2021","Declared non-disabled","Commercial","Outside London","EO","410","390","25430","26350"
"In post","2021","Declared non-disabled","Commercial","Outside London","G6/G7","535","520","58030","54870"
"In post","2021","Declared non-disabled","Commercial","Outside London","SCS level","35","35","92070","85650"
"In post","2021","Declared non-disabled","Commercial","Outside London","SEO/HEO","1680","1625","37220","36820"
"In post","2021","Declared non-disabled","Commercial","Outside London","Unknown","145","145","37700","34480"
"In post","2021","Declared non-disabled","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Overseas","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","London","AA/AO","40","40","24480","24270"
"In post","2021","Declared non-disabled","Communications","London","EO","110","105","28930","28500"
"In post","2021","Declared non-disabled","Communications","London","G6/G7","420","400","59530","57680"
"In post","2021","Declared non-disabled","Communications","London","SCS level","65","65","86950","80910"
"In post","2021","Declared non-disabled","Communications","London","SEO/HEO","640","635","39740","39860"
"In post","2021","Declared non-disabled","Communications","Outside London","AA/AO","115","105","21410","21140"
"In post","2021","Declared non-disabled","Communications","Outside London","EO","260","245","26970","26670"
"In post","2021","Declared non-disabled","Communications","Outside London","G6/G7","195","190","55240","52770"
"In post","2021","Declared non-disabled","Communications","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Outside London","SEO/HEO","690","660","36420","36500"
"In post","2021","Declared non-disabled","Communications","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","London","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","London","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Outside London","EO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Outside London","G6/G7","30","30","54490","48160"
"In post","2021","Declared non-disabled","Corporate Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Outside London","SEO/HEO","35","35","34550","34530"
"In post","2021","Declared non-disabled","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","London","EO","40","40","28360","29080"
"In post","2021","Declared non-disabled","Counter Fraud","London","G6/G7","60","60","63420","61020"
"In post","2021","Declared non-disabled","Counter Fraud","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","London","SEO/HEO","155","150","38830","40000"
"In post","2021","Declared non-disabled","Counter Fraud","Outside London","AA/AO","45","40","20740","21430"
"In post","2021","Declared non-disabled","Counter Fraud","Outside London","EO","90","80","25570","25310"
"In post","2021","Declared non-disabled","Counter Fraud","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Outside London","SEO/HEO","195","185","37770","38510"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","AA/AO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","EO","165","165","29310","29340"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","G6/G7","825","810","62540","61450"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","SCS level","80","80","98180","95000"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","SEO/HEO","985","965","40400","40850"
"In post","2021","Declared non-disabled","Digital, Data and Technology","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Outside London","AA/AO","230","220","21500","21140"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Outside London","EO","1090","1045","27220","26670"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Outside London","G6/G7","1465","1435","56140","52800"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Outside London","SCS level","75","70","86060","79050"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Outside London","SEO/HEO","3385","3275","37260","37100"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Outside London","Unknown","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","London","AA/AO","45","45","24290","24120"
"In post","2021","Declared non-disabled","Economics","London","EO","55","55","27730","27680"
"In post","2021","Declared non-disabled","Economics","London","G6/G7","530","510","60740","59160"
"In post","2021","Declared non-disabled","Economics","London","SCS level","70","65","88860","82020"
"In post","2021","Declared non-disabled","Economics","London","SEO/HEO","465","465","35400","34090"
"In post","2021","Declared non-disabled","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Outside London","G6/G7","110","105","57180","56610"
"In post","2021","Declared non-disabled","Economics","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Outside London","SEO/HEO","80","80","33880","32140"
"In post","2021","Declared non-disabled","Economics","Overseas","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","London","AA/AO","65","60","24390","24900"
"In post","2021","Declared non-disabled","Finance","London","EO","195","190","28740","29030"
"In post","2021","Declared non-disabled","Finance","London","G6/G7","685","665","62000","59970"
"In post","2021","Declared non-disabled","Finance","London","SCS level","130","125","90830","83370"
"In post","2021","Declared non-disabled","Finance","London","SEO/HEO","730","715","40010","39940"
"In post","2021","Declared non-disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Outside London","AA/AO","660","555","21220","21430"
"In post","2021","Declared non-disabled","Finance","Outside London","EO","940","880","26100","26670"
"In post","2021","Declared non-disabled","Finance","Outside London","G6/G7","890","865","57400","56310"
"In post","2021","Declared non-disabled","Finance","Outside London","SCS level","95","95","89210","82280"
"In post","2021","Declared non-disabled","Finance","Outside London","SEO/HEO","1935","1860","37210","36970"
"In post","2021","Declared non-disabled","Finance","Outside London","Unknown","105","100","39690","39860"
"In post","2021","Declared non-disabled","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","London","AA/AO","60","60","24500","24370"
"In post","2021","Declared non-disabled","Human Resources","London","EO","210","200","29160","29030"
"In post","2021","Declared non-disabled","Human Resources","London","G6/G7","550","530","61160","59400"
"In post","2021","Declared non-disabled","Human Resources","London","SCS level","95","95","89590","82830"
"In post","2021","Declared non-disabled","Human Resources","London","SEO/HEO","720","700","38860","37720"
"In post","2021","Declared non-disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Outside London","AA/AO","730","665","21390","21130"
"In post","2021","Declared non-disabled","Human Resources","Outside London","EO","645","600","26240","26670"
"In post","2021","Declared non-disabled","Human Resources","Outside London","G6/G7","635","615","56080","54540"
"In post","2021","Declared non-disabled","Human Resources","Outside London","SCS level","45","40","90450","86370"
"In post","2021","Declared non-disabled","Human Resources","Outside London","SEO/HEO","1570","1480","35890","33930"
"In post","2021","Declared non-disabled","Human Resources","Outside London","Unknown","35","30","41430","41040"
"In post","2021","Declared non-disabled","Human Resources","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Inspector of Education and Training","London","G6/G7","115","115","75920","75500"
"In post","2021","Declared non-disabled","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Inspector of Education and Training","London","SEO/HEO","65","65","50600","51360"
"In post","2021","Declared non-disabled","Inspector of Education and Training","Outside London","G6/G7","345","335","75540","75500"
"In post","2021","Declared non-disabled","Inspector of Education and Training","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Inspector of Education and Training","Outside London","SEO/HEO","185","180","51060","51360"
"In post","2021","Declared non-disabled","Intelligence Analysis","London","AA/AO","50","45","25280","25630"
"In post","2021","Declared non-disabled","Intelligence Analysis","London","EO","335","310","29880","29250"
"In post","2021","Declared non-disabled","Intelligence Analysis","London","G6/G7","130","125","60470","59160"
"In post","2021","Declared non-disabled","Intelligence Analysis","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Intelligence Analysis","London","SEO/HEO","420","410","39750","38050"
"In post","2021","Declared non-disabled","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Intelligence Analysis","Outside London","AA/AO","55","50","21310","21430"
"In post","2021","Declared non-disabled","Intelligence Analysis","Outside London","EO","835","790","26830","26410"
"In post","2021","Declared non-disabled","Intelligence Analysis","Outside London","G6/G7","65","65","55120","52580"
"In post","2021","Declared non-disabled","Intelligence Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Intelligence Analysis","Outside London","SEO/HEO","445","435","34370","33300"
"In post","2021","Declared non-disabled","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Intelligence Analysis","Overseas","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Intelligence Analysis","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Intelligence Analysis","Overseas","SEO/HEO","30","30","36430","34770"
"In post","2021","Declared non-disabled","Intelligence Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","London","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","London","G6/G7","55","50","62250","59450"
"In post","2021","Declared non-disabled","Internal Audit","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","London","SEO/HEO","75","75","45350","45470"
"In post","2021","Declared non-disabled","Internal Audit","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Outside London","EO","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Outside London","G6/G7","100","95","56530","54540"
"In post","2021","Declared non-disabled","Internal Audit","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Outside London","SEO/HEO","275","260","39620","39980"
"In post","2021","Declared non-disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","International Trade","London","EO","35","35","28120","28380"
"In post","2021","Declared non-disabled","International Trade","London","G6/G7","240","235","56140","53590"
"In post","2021","Declared non-disabled","International Trade","London","SCS level","50","50","81560","75570"
"In post","2021","Declared non-disabled","International Trade","London","SEO/HEO","210","210","35970","35860"
"In post","2021","Declared non-disabled","International Trade","Outside London","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","International Trade","Outside London","G6/G7","40","40","54000","51970"
"In post","2021","Declared non-disabled","International Trade","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","International Trade","Outside London","SEO/HEO","90","85","33280","31810"
"In post","2021","Declared non-disabled","International Trade","Overseas","G6/G7","45","45","58030","57370"
"In post","2021","Declared non-disabled","International Trade","Overseas","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","International Trade","Overseas","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","London","AA/AO","55","50","24710","24810"
"In post","2021","Declared non-disabled","Knowledge and Information Management","London","EO","80","75","28840","29080"
"In post","2021","Declared non-disabled","Knowledge and Information Management","London","G6/G7","135","125","59780","57440"
"In post","2021","Declared non-disabled","Knowledge and Information Management","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","London","SEO/HEO","205","200","37660","37510"
"In post","2021","Declared non-disabled","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Outside London","AA/AO","170","160","21340","20920"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Outside London","EO","255","240","26370","26670"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Outside London","G6/G7","135","135","55440","53890"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Outside London","SEO/HEO","515","495","36210","36360"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Outside London","Unknown","35","35","41530","38810"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","London","AA/AO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","London","EO","355","350","30350","29570"
"In post","2021","Declared non-disabled","Legal","London","G6/G7","2095","1950","60970","61400"
"In post","2021","Declared non-disabled","Legal","London","SCS level","210","200","88970","83460"
"In post","2021","Declared non-disabled","Legal","London","SEO/HEO","540","515","40630","40800"
"In post","2021","Declared non-disabled","Legal","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Outside London","AA/AO","140","130","20950","20640"
"In post","2021","Declared non-disabled","Legal","Outside London","EO","770","740","26150","25560"
"In post","2021","Declared non-disabled","Legal","Outside London","G6/G7","2150","1975","58130","56560"
"In post","2021","Declared non-disabled","Legal","Outside London","SCS level","75","75","87380","83230"
"In post","2021","Declared non-disabled","Legal","Outside London","SEO/HEO","1780","1640","38570","37780"
"In post","2021","Declared non-disabled","Legal","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","London","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","London","G6/G7","60","55","65380","67000"
"In post","2021","Declared non-disabled","Medicine","London","SCS level","100","85","98030","94530"
"In post","2021","Declared non-disabled","Medicine","London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Outside London","AA/AO","210","200","22530","22640"
"In post","2021","Declared non-disabled","Medicine","Outside London","EO","210","190","30520","30620"
"In post","2021","Declared non-disabled","Medicine","Outside London","G6/G7","350","300","75640","78530"
"In post","2021","Declared non-disabled","Medicine","Outside London","SCS level","125","105","105770","100290"
"In post","2021","Declared non-disabled","Medicine","Outside London","SEO/HEO","435","395","38660","37890"
"In post","2021","Declared non-disabled","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Overseas","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Delivery","London","AA/AO","5140","4740","25860","25450"
"In post","2021","Declared non-disabled","Operational Delivery","London","EO","4845","4505","29600","29080"
"In post","2021","Declared non-disabled","Operational Delivery","London","G6/G7","1620","1580","60560","58140"
"In post","2021","Declared non-disabled","Operational Delivery","London","SCS level","240","230","93220","85330"
"In post","2021","Declared non-disabled","Operational Delivery","London","SEO/HEO","4340","4185","38590","36950"
"In post","2021","Declared non-disabled","Operational Delivery","London","Unknown","1090","1045","33760","34100"
"In post","2021","Declared non-disabled","Operational Delivery","Outside London","AA/AO","43630","39015","22680","21430"
"In post","2021","Declared non-disabled","Operational Delivery","Outside London","EO","24335","22430","26840","26160"
"In post","2021","Declared non-disabled","Operational Delivery","Outside London","G6/G7","3090","3005","57630","53630"
"In post","2021","Declared non-disabled","Operational Delivery","Outside London","SCS level","255","250","88960","81000"
"In post","2021","Declared non-disabled","Operational Delivery","Outside London","SEO/HEO","16645","15790","36030","33840"
"In post","2021","Declared non-disabled","Operational Delivery","Outside London","Unknown","7590","6975","29700","30210"
"In post","2021","Declared non-disabled","Operational Delivery","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Delivery","Overseas","EO","85","80","27680","27370"
"In post","2021","Declared non-disabled","Operational Delivery","Overseas","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Delivery","Overseas","SEO/HEO","85","80","56570","59420"
"In post","2021","Declared non-disabled","Operational Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Delivery","Unknown","AA/AO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Delivery","Unknown","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Delivery","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Delivery","Unknown","SEO/HEO","35","35","44460","44910"
"In post","2021","Declared non-disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","London","EO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","London","G6/G7","90","85","63550","61550"
"In post","2021","Declared non-disabled","Operational Research","London","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","London","SEO/HEO","135","130","39890","39410"
"In post","2021","Declared non-disabled","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Outside London","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Outside London","G6/G7","255","240","50880","47140"
"In post","2021","Declared non-disabled","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Outside London","SEO/HEO","230","220","34830","37320"
"In post","2021","Declared non-disabled","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other","London","AA/AO","450","430","24180","24110"
"In post","2021","Declared non-disabled","Other","London","EO","740","700","28170","28670"
"In post","2021","Declared non-disabled","Other","London","G6/G7","635","615","64210","60220"
"In post","2021","Declared non-disabled","Other","London","SCS level","115","110","97590","88850"
"In post","2021","Declared non-disabled","Other","London","SEO/HEO","835","820","37480","36620"
"In post","2021","Declared non-disabled","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Outside London","AA/AO","4715","4500","20740","20920"
"In post","2021","Declared non-disabled","Other","Outside London","EO","2660","2535","25650","26670"
"In post","2021","Declared non-disabled","Other","Outside London","G6/G7","720","700","59760","57150"
"In post","2021","Declared non-disabled","Other","Outside London","SCS level","60","60","95780","86790"
"In post","2021","Declared non-disabled","Other","Outside London","SEO/HEO","2855","2750","35030","33630"
"In post","2021","Declared non-disabled","Other","Outside London","Unknown","150","150","43870","40620"
"In post","2021","Declared non-disabled","Other","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Overseas","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Overseas","G6/G7","55","55","66170","66680"
"In post","2021","Declared non-disabled","Other","Overseas","SCS level","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Overseas","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","London","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","London","G6/G7","30","30","58240","54710"
"In post","2021","Declared non-disabled","Planning","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","London","SEO/HEO","30","30","38820","39600"
"In post","2021","Declared non-disabled","Planning","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Outside London","SEO/HEO","50","45","39490","40000"
"In post","2021","Declared non-disabled","Planning","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","Outside London","G6/G7","245","220","58050","58810"
"In post","2021","Declared non-disabled","Planning Inspectors","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","London","AA/AO","230","220","25520","24900"
"In post","2021","Declared non-disabled","Policy","London","EO","1060","1040","29270","29080"
"In post","2021","Declared non-disabled","Policy","London","G6/G7","5720","5540","59410","57620"
"In post","2021","Declared non-disabled","Policy","London","SCS level","1035","995","84360","77060"
"In post","2021","Declared non-disabled","Policy","London","SEO/HEO","5015","4920","37940","37570"
"In post","2021","Declared non-disabled","Policy","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Outside London","AA/AO","290","270","21930","21590"
"In post","2021","Declared non-disabled","Policy","Outside London","EO","610","580","27080","26780"
"In post","2021","Declared non-disabled","Policy","Outside London","G6/G7","1560","1505","56090","54400"
"In post","2021","Declared non-disabled","Policy","Outside London","SCS level","175","175","87090","78730"
"In post","2021","Declared non-disabled","Policy","Outside London","SEO/HEO","2700","2575","37230","36970"
"In post","2021","Declared non-disabled","Policy","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Overseas","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Overseas","EO","30","30","27690","28110"
"In post","2021","Declared non-disabled","Policy","Overseas","G6/G7","590","590","58780","57010"
"In post","2021","Declared non-disabled","Policy","Overseas","SCS level","165","165","87410","78000"
"In post","2021","Declared non-disabled","Policy","Overseas","SEO/HEO","490","490","35420","34260"
"In post","2021","Declared non-disabled","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
