"Status","Year","Disability","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Mixed","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","London","30","25","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Education","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Education","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for International Trade","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Transport","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Transport","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department for Work and Pensions","London","85","80","32880","31060"
"In post","2021","Declared disabled","Mixed","Department for Work and Pensions","Outside London","255","230","26180","27570"
"In post","2021","Declared disabled","Mixed","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Department of Health and Social Care","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","HM Revenue and Customs","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","HM Revenue and Customs","Outside London","80","75","28580","25560"
"In post","2021","Declared disabled","Mixed","HM Treasury","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Home Office","London","45","45","36780","30090"
"In post","2021","Declared disabled","Mixed","Home Office","Outside London","45","40","27000","25130"
"In post","2021","Declared disabled","Mixed","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Ministry of Defence","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Ministry of Defence","Outside London","65","60","37930","34020"
"In post","2021","Declared disabled","Mixed","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Ministry of Housing, Communities and Local Government","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Ministry of Justice","London","85","80","36310","30850"
"In post","2021","Declared disabled","Mixed","Ministry of Justice","Outside London","195","185","29630","28200"
"In post","2021","Declared disabled","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Scottish Government","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","United Kingdom Statistics Authority","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Welsh Government","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Cabinet Office","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for Education","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for Education","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
