"Status","Year","Function_of_post","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Government Internal Audit Agency","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Government Internal Audit Agency","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Government Legal Department","Attorney General's Departments","London","35","35","46930","38850"
"In post","2021","Project Delivery","Government Legal Department","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Government Property Agency","Other Cabinet Office Agencies","London","15","15","50100","43890"
"In post","2021","Project Delivery","Government Property Agency","Other Cabinet Office Agencies","Outside London","20","20","47100","38000"
"In post","2021","Project Delivery","Health and Safety Executive","Department for Work and Pensions","Outside London","45","40","38640","35910"
"In post","2021","Project Delivery","HM Courts and Tribunals Service","Ministry of Justice","London","220","220","42230","36800"
"In post","2021","Project Delivery","HM Courts and Tribunals Service","Ministry of Justice","Outside London","160","160","38600","32890"
"In post","2021","Project Delivery","HM Land Registry","HM Land Registry","London","5","5","[c]","[c]"
"In post","2021","Project Delivery","HM Land Registry","HM Land Registry","Outside London","135","135","39870","38550"
"In post","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","1145","1090","54540","59160"
"In post","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","3345","3155","40130","38630"
"In post","2021","Project Delivery","HM Treasury (excl. agencies)","HM Treasury","London","20","20","48450","52500"
"In post","2021","Project Delivery","HM Treasury (excl. agencies)","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2021","Project Delivery","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","30","30","43190","43340"
"In post","2021","Project Delivery","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal Aid Agency","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Met Office","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2021","Project Delivery","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","410","390","40710","39650"
"In post","2021","Project Delivery","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Ministry of Defence (excl. agencies)","Ministry of Defence","London","510","505","49150","45200"
"In post","2021","Project Delivery","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","4020","3910","38450","34510"
"In post","2021","Project Delivery","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","75","75","41880","40580"
"In post","2021","Project Delivery","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","25","25","39740","39530"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","65","65","50610","47560"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","50","50","43650","48200"
"In post","2021","Project Delivery","Ministry of Justice (excl. agencies)","Ministry of Justice","London","195","195","42930","39530"
"In post","2021","Project Delivery","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","130","130","37250","35290"
"In post","2021","Project Delivery","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","National Crime Agency","National Crime Agency","London","25","25","51900","48900"
"In post","2021","Project Delivery","National Crime Agency","National Crime Agency","Outside London","70","70","44890","45480"
"In post","2021","Project Delivery","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","National Savings and Investments","Chancellor's other departments","Outside London","5","5","[c]","[c]"
"In post","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","5","5","[c]","[c]"
"In post","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","25","25","41340","32010"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","10","10","46880","43670"
"In post","2021","Project Delivery","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Outside London","15","10","43900","40720"
"In post","2021","Project Delivery","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","London","20","20","37120","34090"
"In post","2021","Project Delivery","Registers of Scotland","Scottish Government","Outside London","15","15","40010","42890"
"In post","2021","Project Delivery","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","145","135","37900","36520"
"In post","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scottish Forestry","Scottish Government","Outside London","155","145","35120","34740"
"In post","2021","Project Delivery","Scottish Prison Service","Scottish Government","Outside London","15","10","52110","51660"
"In post","2021","Project Delivery","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Submarine Delivery Agency","Ministry of Defence","Outside London","1305","1280","42200","40180"
"In post","2021","Project Delivery","Submarine Delivery Agency","Ministry of Defence","Overseas","20","20","39230","38920"
"In post","2021","Project Delivery","UK Export Finance","UK Export Finance","London","15","15","48190","41920"
"In post","2021","Project Delivery","UK Hydrographic Office","Ministry of Defence","Outside London","5","5","[c]","[c]"
"In post","2021","Project Delivery","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","35","30","48390","41000"
"In post","2021","Project Delivery","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","115","110","47120","40220"
"In post","2021","Project Delivery","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","100","100","47130","49080"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","15","15","40950","39030"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","215","210","40410","36030"
"In post","2021","Project Delivery","Valuation Office Agency","HM Revenue and Customs","London","20","20","47960","45870"
"In post","2021","Project Delivery","Valuation Office Agency","HM Revenue and Customs","Outside London","55","50","38150","33250"
"In post","2021","Project Delivery","Water Services Regulation Authority","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","10","10","46190","44520"
"In post","2021","Project Delivery","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","35","30","38500","31360"
"In post","2021","Property","Cabinet Office (excl. agencies)","Cabinet Office","London","70","70","53610","54700"
"In post","2021","Property","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","35","30","45350","49700"
"In post","2021","Property","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","10","5","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Defence Electronics and Components Agency","Ministry of Defence","Outside London","15","15","28970","25200"
"In post","2021","Property","Defence Equipment and Support","Ministry of Defence","Outside London","225","215","39870","37400"
"In post","2021","Property","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","35","35","44810","46080"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Education (excl. agencies)","Department for Education","London","70","70","56060","61230"
"In post","2021","Property","Department for Education (excl. agencies)","Department for Education","Outside London","190","185","46760","50130"
"In post","2021","Property","Department for Education (excl. agencies)","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","30","30","46400","39050"
"In post","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","360","345","35980","30270"
"In post","2021","Property","Department for International Trade","Department for International Trade","London","5","5","[c]","[c]"
"In post","2021","Property","Department for International Trade","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department for Transport (excl. agencies)","Department for Transport","London","15","15","50920","49560"
"In post","2021","Property","Department for Transport (excl. agencies)","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","5","5","[c]","[c]"
"In post","2021","Property","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","15","15","40860","36820"
"In post","2021","Property","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","55","50","30360","30540"
"In post","2021","Property","Driver and Vehicle Standards Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Driver and Vehicle Standards Agency","Department for Transport","Outside London","65","60","31970","31380"
"In post","2021","Property","Education and Skills Funding Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","ESTYN","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","FCDO Services","Foreign, Commonwealth and Development Office","London","65","65","46680","45040"
"In post","2021","Property","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","180","180","35870","34080"
"In post","2021","Property","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","130","130","40280","39410"
"In post","2021","Property","Food Standards Agency","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Food Standards Agency","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","70","70","54870","54370"
"In post","2021","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","10","10","[c]","[c]"
"In post","2021","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Property","Forestry and Land Scotland","Scottish Government","Outside London","715","690","30240","28120"
"In post","2021","Property","Government Property Agency","Other Cabinet Office Agencies","London","15","15","55710","52200"
"In post","2021","Property","Government Property Agency","Other Cabinet Office Agencies","Outside London","30","25","48580","49700"
"In post","2021","Property","Government Property Agency","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Health and Safety Executive","Department for Work and Pensions","Outside London","15","10","31830","30920"
"In post","2021","Property","HM Courts and Tribunals Service","Ministry of Justice","London","25","25","50890","36800"
"In post","2021","Property","HM Courts and Tribunals Service","Ministry of Justice","Outside London","55","55","35360","30990"
"In post","2021","Property","HM Land Registry","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","HM Land Registry","HM Land Registry","Outside London","15","15","41050","39100"
"In post","2021","Property","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","30","30","39410","36160"
"In post","2021","Property","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","220","205","39460","38630"
"In post","2021","Property","HM Treasury (excl. agencies)","HM Treasury","London","5","5","[c]","[c]"
"In post","2021","Property","Maritime and Coastguard Agency","Department for Transport","Outside London","15","15","33480","26780"
"In post","2021","Property","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","25","25","34570","32810"
"In post","2021","Property","Ministry of Defence (excl. agencies)","Ministry of Defence","London","80","80","35190","31870"
"In post","2021","Property","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","2305","2235","31140","33300"
"In post","2021","Property","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","60","60","36300","33300"
"In post","2021","Property","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2021","Property","Ministry of Justice (excl. agencies)","Ministry of Justice","London","160","150","44880","37910"
"In post","2021","Property","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","120","115","34380","31940"
"In post","2021","Property","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","National Crime Agency","National Crime Agency","London","10","10","47700","46810"
"In post","2021","Property","National Crime Agency","National Crime Agency","Outside London","20","15","40550","37980"
"In post","2021","Property","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland Office","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","10","10","31020","25880"
"In post","2021","Property","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Public Health England","Department of Health and Social Care","London","15","15","41160","33330"
"In post","2021","Property","Public Health England","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Registers of Scotland","Scottish Government","Outside London","10","10","[c]","[c]"
"In post","2021","Property","Scottish Courts and Tribunals Service","Scottish Government","Outside London","15","15","39890","37880"
"In post","2021","Property","Scottish Forestry","Scottish Government","Outside London","30","25","36620","36610"
"In post","2021","Property","Scottish Prison Service","Scottish Government","Outside London","250","245","30070","28870"
"In post","2021","Property","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","The National Archives","The National Archives","London","10","10","39600","36720"
"In post","2021","Property","UK Hydrographic Office","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","35","35","27410","21140"
"In post","2021","Property","UK Supreme Court","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","10","10","35840","36030"
"In post","2021","Property","Valuation Office Agency","HM Revenue and Customs","London","580","545","39010","35100"
"In post","2021","Property","Valuation Office Agency","HM Revenue and Customs","Outside London","2675","2460","31600","26500"
"In post","2021","Property","Vehicle Certification Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2021","Security","Cabinet Office (excl. agencies)","Cabinet Office","London","175","175","44930","38580"
"In post","2021","Security","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","635","605","29770","26670"
"In post","2021","Security","Cabinet Office (excl. agencies)","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","60","60","33480","33300"
"In post","2021","Security","Charity Commission","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Charity Commission","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","5","5","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Crown Prosecution Service","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2021","Security","Crown Prosecution Service","Attorney General's Departments","Outside London","15","10","37770","38180"
"In post","2021","Security","Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Defence Science and Technology Laboratory","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","55","55","35980","37320"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","20","20","45070","40220"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education (excl. agencies)","Department for Education","London","5","5","[c]","[c]"
"In post","2021","Security","Department for Education (excl. agencies)","Department for Education","Outside London","25","25","36690","36640"
"In post","2021","Security","Department for International Trade","Department for International Trade","London","25","25","41700","38540"
"In post","2021","Security","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","120","115","30490","26350"
"In post","2021","Security","Driver and Vehicle Standards Agency","Department for Transport","Outside London","10","10","35790","32380"
"In post","2021","Security","ESTYN","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","FCDO Services","Foreign, Commonwealth and Development Office","London","35","35","33410","31340"
"In post","2021","Security","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","195","190","35640","33390"
"In post","2021","Security","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Security","Food Standards Agency","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Food Standards Agency","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","205","200","45530","39150"
"In post","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","15","15","37990","35970"
"In post","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","110","110","39640","34510"
"In post","2021","Security","Government Actuary's Department","Chancellor's other departments","London","5","5","[c]","[c]"
"In post","2021","Security","Health and Safety Executive","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Prison and Probation Service","Ministry of Justice","London","195","190","46360","43240"
"In post","2021","Security","HM Prison and Probation Service","Ministry of Justice","Outside London","480","480","36520","36410"
"In post","2021","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","35","30","50930","59160"
"In post","2021","Security","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","155","145","38650","38630"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","London","320","320","32540","29370"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","5680","5570","28840","24610"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","15","15","43520","33300"
"In post","2021","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","National Crime Agency","National Crime Agency","London","35","30","34100","32280"
"In post","2021","Security","National Crime Agency","National Crime Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Security","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Registers of Scotland","Scottish Government","Outside London","15","15","41830","36780"
"In post","2021","Security","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Export Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Hydrographic Office","Ministry of Defence","Outside London","10","10","35990","31040"
"In post","2021","Security","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","35","30","38800","36030"
"In post","2021","Security","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","Scottish Government","Outside London","115","105","31670","29190"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Charity Commission","London","30","30","39540","30150"
"In post","2021","Unknown","Charity Commission","Charity Commission","Outside London","215","205","31420","29160"
"In post","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","10","10","68030","72520"
"In post","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","10","10","49990","35760"
"In post","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","London","30","30","61520","57490"
"In post","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","Outside London","10","10","56510","56580"
"In post","2021","Unknown","Defence Electronics and Components Agency","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","Ministry of Defence","Outside London","130","125","37340","35530"
"In post","2021","Unknown","Defence Equipment and Support","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","London","270","260","60450","54400"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","Outside London","295","290","42530","36960"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","10025","9385","33600","31060"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","80025","71195","26870","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","900","835","30410","27570"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","55","55","53450","53360"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","Outside London","310","290","28110","23170"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","London","10","10","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","Outside London","15","15","71720","69590"
"In post","2021","Unknown","Education Scotland","Scottish Government","Outside London","315","300","55840","61010"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","London","15","15","54210","46740"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","15","15","30100","26590"
"In post","2021","Unknown","Food Standards Agency","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Food Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","Outside London","250","245","35100","30650"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","260","255","52670","50430"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","30","30","49170","51520"
"In post","2021","Unknown","Government Internal Audit Agency","HM Treasury","London","20","20","43100","34090"
"In post","2021","Unknown","Government Internal Audit Agency","HM Treasury","Outside London","10","10","40330","32110"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","London","10","10","41910","30290"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","London","25","25","48630","54700"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","Outside London","25","25","53030","49700"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","London","30","30","35120","23400"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","London","13330","12600","39800","35070"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","Outside London","21695","19940","27180","25040"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","Overseas","330","325","28290","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","Unknown","15","15","44290","30410"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","835","800","50220","43740"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","300","295","44550","41010"
"In post","2021","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","20","20","47610","46100"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","London","1910","1860","40270","37640"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","15665","15015","29000","25190"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","460","455","44060","41600"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","155","150","31370","27370"
"In post","2021","Unknown","National Records of Scotland","Scottish Government","Outside London","435","410","34520","32140"
"In post","2021","Unknown","Office for Budget Responsibility","HM Treasury","London","35","35","51010","54690"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","Scottish Government","Outside London","50","45","37670","33620"
"In post","2021","Unknown","Revenue Scotland","Scottish Government","Outside London","55","55","43440","38540"
