"Status","Year","Disability","Function_of_post","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","Inner London - West","30","30","42160","34760"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","North Yorkshire","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","West Yorkshire","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Debt Management Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Defence Electronics and Components Agency","East Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","95","95","48530","43960"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Inner London - West","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Education (excl. agencies)","Greater Manchester","45","45","38840","36500"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Education (excl. agencies)","Inner London - West","40","40","43770","40940"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Education (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Education (excl. agencies)","South Yorkshire","60","55","34960","30140"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Education (excl. agencies)","Tees Valley and Durham","55","50","36280","36780"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Education (excl. agencies)","West Midlands","40","40","43860","38700"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Education (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","55","50","42870","36970"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","50","45","44390","48370"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","105","105","45380","48370"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Highlands and Islands","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","75","75","49040","43550"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","45","45","44810","48370"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland and Tyne and Wear","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for International Trade","Inner London - West","50","45","45850","39530"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Transport (excl. agencies)","Inner London - West","50","50","44530","42890"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Transport (excl. agencies)","Surrey, East and West Sussex","30","30","35840","33350"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Transport (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department for Transport (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Inner London - West","30","30","48850","43120"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","West Yorkshire","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Licensing Agency","West Wales and The Valleys","515","500","40020","38230"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","35","35","42410","42370"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","West Wales and The Valleys","40","40","36280","35040"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Education and Skills Funding Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Education and Skills Funding Agency","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Education and Skills Funding Agency","Greater Manchester","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Education and Skills Funding Agency","Inner London - West","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Education and Skills Funding Agency","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Education and Skills Funding Agency","South Yorkshire","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Education and Skills Funding Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Education and Skills Funding Agency","West Midlands","110","105","40290","37100"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Education and Skills Funding Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","90","90","44810","40670"
"In post","2021","Declared non-disabled","Digital, Data & Technology","FCDO Services","Inner London - West","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","Inner London - West","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","North Yorkshire","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","100","100","39820","33930"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Forestry and Land Scotland","Eastern Scotland","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Forestry and Land Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Government Internal Audit Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Government Internal Audit Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Government Legal Department","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Government Property Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Government Property Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Government Property Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Government Property Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Government Property Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Government Property Agency","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Health and Safety Executive","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Health and Safety Executive","Merseyside","40","35","40600","35910"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Health and Safety Executive","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Health and Safety Executive","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Greater Manchester","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Inner London - West","65","65","44170","36800"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","West Midlands","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Devon","280","260","41280","38450"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","East Anglia","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Merseyside","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Outer London - South","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","West Midlands","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Land Registry","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Wales","55","50","33030","31810"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Essex","165","150","38480","35000"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Greater Manchester","125","120","39560","38630"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - East","85","80","46900","41760"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - West","35","35","47150","36670"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Lancashire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Merseyside","60","55","37900","31810"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","325","310","41300","38630"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outer London - South","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","205","195","42960","38630"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Southern Scotland","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","75","70","36900","31810"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Central Scotland","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands","30","30","37370","31810"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Yorkshire","210","200","37170","31810"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Treasury (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","HM Treasury (excl. agencies)","Inner London - West","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Insolvency Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Insolvency Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Insolvency Service","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Insolvency Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Insolvency Service","Inner London - East","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Insolvency Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Insolvency Service","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Insolvency Service","West Midlands","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Insolvency Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Inner London - West","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Maritime and Coastguard Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Maritime and Coastguard Agency","Hampshire and Isle of Wight","75","75","40780","38850"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Maritime and Coastguard Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Maritime and Coastguard Agency","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Inner London - East","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Met Office","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Met Office","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Met Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Met Office","Devon","785","745","40530","39670"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Met Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Met Office","Inner London - West","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Met Office","Lancashire","[c]","[c]","[c]","[c]"
