"Status","Year","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Public Health England","East Midlands (England)","185","175","44240","37190"
"In post","2021","Public Health England","East of England","410","370","44130","36250"
"In post","2021","Public Health England","London","2975","2740","47200","40810"
"In post","2021","Public Health England","North East (England)","145","130","45700","38890"
"In post","2021","Public Health England","North West (England)","550","505","37390","31370"
"In post","2021","Public Health England","Scotland","15","15","36690","35400"
"In post","2021","Public Health England","South East (England)","515","460","46070","40210"
"In post","2021","Public Health England","South West (England)","1215","1120","38670","34530"
"In post","2021","Public Health England","Wales","10","10","56580","42300"
"In post","2021","Public Health England","West Midlands (England)","465","415","42070","34700"
"In post","2021","Public Health England","Yorkshire and The Humber","415","375","42560","36690"
"In post","2021","Queen Elizabeth II Centre","London","40","40","41060","34720"
"In post","2021","Registers of Scotland","Scotland","1160","1115","32880","30080"
"In post","2021","Revenue Scotland","Scotland","55","55","43440","38540"
"In post","2021","Royal Fleet Auxiliary","Unknown","1835","1835","37620","34460"
"In post","2021","Rural Payments Agency","East Midlands (England)","70","70","25880","25190"
"In post","2021","Rural Payments Agency","East of England","55","55","27470","25190"
"In post","2021","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","North East (England)","310","285","27530","24920"
"In post","2021","Rural Payments Agency","North West (England)","865","775","24970","21050"
"In post","2021","Rural Payments Agency","South East (England)","205","190","30450","25950"
"In post","2021","Rural Payments Agency","South West (England)","275","255","27690","25610"
"In post","2021","Rural Payments Agency","Wales","5","5","[c]","[c]"
"In post","2021","Rural Payments Agency","West Midlands (England)","150","135","25670","24920"
"In post","2021","Rural Payments Agency","Yorkshire and The Humber","235","220","27330","25190"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","35","35","48050","43960"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","80","80","47970","46600"
"In post","2021","Scottish Courts and Tribunals Service","Scotland","1800","1630","27930","22820"
"In post","2021","Scottish Fiscal Commission","Scotland","20","20","47760","46600"
"In post","2021","Scottish Forestry","Scotland","190","180","35290","35330"
"In post","2021","Scottish Government (excl. agencies)","London","20","20","56350","46600"
"In post","2021","Scottish Government (excl. agencies)","Overseas","15","15","76280","70780"
"In post","2021","Scottish Government (excl. agencies)","Scotland","7785","7455","43000","38540"
"In post","2021","Scottish Housing Regulator","Scotland","50","45","54160","52480"
"In post","2021","Scottish Prison Service","Scotland","4485","4205","31750","33650"
"In post","2021","Scottish Public Pensions Agency","Scotland","285","260","29650","26160"
"In post","2021","Serious Fraud Office","London","490","480","46240","40700"
"In post","2021","Social Security Scotland","Scotland","1135","1100","31620","26650"
"In post","2021","Standards and Testing Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","London","45","40","49170","45850"
"In post","2021","Standards and Testing Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","North West (England)","10","10","40340","33520"
"In post","2021","Standards and Testing Agency","West Midlands (England)","65","60","40680","36780"
"In post","2021","Standards and Testing Agency","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Scotland","240","230","29770","26160"
"In post","2021","Submarine Delivery Agency","East Midlands (England)","15","15","41190","40000"
"In post","2021","Submarine Delivery Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","North West (England)","155","150","42610","41000"
"In post","2021","Submarine Delivery Agency","Overseas","25","25","37770","36710"
"In post","2021","Submarine Delivery Agency","Scotland","95","95","39910","41000"
"In post","2021","Submarine Delivery Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","South West (England)","1505","1465","41600","39860"
"In post","2021","Teaching Regulation Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Teaching Regulation Agency","West Midlands (England)","70","70","31090","26000"
"In post","2021","The National Archives","London","545","515","35580","33330"
"In post","2021","Transport Scotland","Scotland","495","480","44230","42190"
"In post","2021","UK Export Finance","London","400","390","53500","48830"
"In post","2021","UK Hydrographic Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","South West (England)","835","800","34690","33290"
"In post","2021","UK Intellectual Property Office","London","25","20","50230","59400"
"In post","2021","UK Intellectual Property Office","Wales","1490","1410","37580","31010"
"In post","2021","UK Space Agency","London","135","135","47220","40220"
"In post","2021","UK Space Agency","South East (England)","5","5","[c]","[c]"
"In post","2021","UK Space Agency","South West (England)","115","115","45900","49080"
"In post","2021","UK Supreme Court","London","55","55","38600","35150"
"In post","2021","United Kingdom Statistics Authority","London","385","380","42630","32540"
"In post","2021","United Kingdom Statistics Authority","Scotland","20","20","41280","37520"
"In post","2021","United Kingdom Statistics Authority","South East (England)","2430","1990","28660","23520"
"In post","2021","United Kingdom Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Wales","2710","2570","34510","31090"
"In post","2021","Valuation Office Agency","East Midlands (England)","155","140","33770","31100"
"In post","2021","Valuation Office Agency","East of England","160","150","33560","31100"
"In post","2021","Valuation Office Agency","London","670","635","40560","36400"
"In post","2021","Valuation Office Agency","North East (England)","455","420","28510","24500"
"In post","2021","Valuation Office Agency","North West (England)","340","315","35110","31100"
"In post","2021","Valuation Office Agency","Scotland","45","45","43500","42900"
"In post","2021","Valuation Office Agency","South East (England)","205","190","35140","32110"
"In post","2021","Valuation Office Agency","South West (England)","545","495","28840","24500"
"In post","2021","Valuation Office Agency","Wales","265","255","35380","32110"
"In post","2021","Valuation Office Agency","West Midlands (England)","240","215","33550","31100"
"In post","2021","Valuation Office Agency","Yorkshire and The Humber","465","420","31180","26500"
"In post","2021","Vehicle Certification Agency","East Midlands (England)","70","65","36000","34290"
"In post","2021","Vehicle Certification Agency","Overseas","10","10","[c]","[c]"
"In post","2021","Vehicle Certification Agency","South East (England)","5","5","[c]","[c]"
"In post","2021","Vehicle Certification Agency","South West (England)","125","120","33750","28980"
"In post","2021","Veterinary Medicines Directorate","South East (England)","165","165","42670","38820"
"In post","2021","Wales Office","London","20","20","48370","51210"
"In post","2021","Wales Office","Wales","20","20","44180","38370"
"In post","2021","Water Services Regulation Authority","London","75","70","69430","66360"
"In post","2021","Water Services Regulation Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","West Midlands (England)","175","170","50470","47200"
"In post","2021","Welsh Government (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Overseas","10","10","58170","60830"
"In post","2021","Welsh Government (excl. agencies)","Wales","5685","5375","40950","37410"
"In post","2021","Welsh Revenue Authority","Wales","70","70","45660","43760"
"In post","2021","Wilton Park","South East (England)","85","80","34080","29410"
"Leaver CS","2021","Accountant in Bankruptcy","Scotland","10","[c]","27570","22230"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","North East (England)","10","[c]","26480","24250"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","North West (England)","10","[c]","21860","21050"
"Leaver CS","2021","Animal and Plant Health Agency","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","South East (England)","50","[c]","27060","24370"
"Leaver CS","2021","Animal and Plant Health Agency","South West (England)","20","[c]","26680","21050"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Wales","10","[c]","31440","21050"
"Leaver CS","2021","Animal and Plant Health Agency","West Midlands (England)","15","[c]","29310","24430"
"Leaver CS","2021","Animal and Plant Health Agency","Yorkshire and The Humber","10","[c]","29990","27420"
"Leaver CS","2021","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","London","200","[c]","49410","43180"
"Leaver CS","2021","Cabinet Office (excl. agencies)","North East (England)","15","[c]","21210","20800"
"Leaver CS","2021","Cabinet Office (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","South East (England)","10","[c]","32020","32430"
"Leaver CS","2021","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","120","[c]","54570","38670"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","25","[c]","26870","25340"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","25","[c]","39530","36930"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","15","[c]","27800","24920"
"Leaver CS","2021","Charity Commission","London","10","[c]","45490","36740"
"Leaver CS","2021","Charity Commission","North West (England)","15","[c]","36970","37910"
"Leaver CS","2021","Charity Commission","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Wales","40","[c]","33720","30970"
"Leaver CS","2021","Competition and Markets Authority","London","75","[c]","52540","46330"
"Leaver CS","2021","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Scotland","10","[c]","32010","25530"
"Leaver CS","2021","Crown Commercial Service","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","North West (England)","20","[c]","42340","41210"
"Leaver CS","2021","Crown Commercial Service","Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Scotland","85","[c]","32070","22220"
"Leaver CS","2021","Crown Prosecution Service","East Midlands (England)","20","[c]","39640","49400"
"Leaver CS","2021","Crown Prosecution Service","East of England","20","[c]","36950","24060"
"Leaver CS","2021","Crown Prosecution Service","London","65","[c]","46420","50520"
"Leaver CS","2021","Crown Prosecution Service","North East (England)","10","[c]","46130","55610"
"Leaver CS","2021","Crown Prosecution Service","North West (England)","30","[c]","44680","55610"
"Leaver CS","2021","Crown Prosecution Service","South East (England)","35","[c]","42310","40280"
"Leaver CS","2021","Crown Prosecution Service","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Wales","15","[c]","46820","55610"
"Leaver CS","2021","Crown Prosecution Service","West Midlands (England)","25","[c]","42070","41080"
"Leaver CS","2021","Crown Prosecution Service","Yorkshire and The Humber","35","[c]","43810","55610"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","London","15","[c]","27800","21800"
"Leaver CS","2021","Defence Equipment and Support","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","North West (England)","25","[c]","21600","18330"
"Leaver CS","2021","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Scotland","25","[c]","30020","31720"
"Leaver CS","2021","Defence Equipment and Support","South East (England)","20","[c]","30710","26390"
"Leaver CS","2021","Defence Equipment and Support","South West (England)","355","[c]","36610","32730"
"Leaver CS","2021","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","West Midlands (England)","10","[c]","24890","24110"
"Leaver CS","2021","Defence Science and Technology Laboratory","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","South East (England)","95","[c]","29830","28650"
"Leaver CS","2021","Defence Science and Technology Laboratory","South West (England)","110","[c]","32480","28650"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","195","[c]","48990","40730"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","80","[c]","47140","37330"
"Leaver CS","2021","Department for Education (excl. agencies)","East Midlands (England)","10","[c]","39930","41440"
"Leaver CS","2021","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","London","140","[c]","46610","40940"
"Leaver CS","2021","Department for Education (excl. agencies)","North East (England)","20","[c]","38290","36870"
"Leaver CS","2021","Department for Education (excl. agencies)","North West (England)","30","[c]","40280","36780"
"Leaver CS","2021","Department for Education (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","West Midlands (England)","25","[c]","42930","40300"
"Leaver CS","2021","Department for Education (excl. agencies)","Yorkshire and The Humber","45","[c]","37030","32750"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","145","[c]","38410","33050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","10","[c]","37410","36180"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","20","[c]","43910","38350"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","30","[c]","39310","36030"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","25","[c]","37990","32160"
"Leaver CS","2021","Department for International Development","London","10","[c]","54200","56860"
"Leaver CS","2021","Department for International Development","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","135","[c]","37430","31220"
"Leaver CS","2021","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","London","90","[c]","42620","35430"
"Leaver CS","2021","Department for Transport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","South East (England)","10","[c]","51230","36490"
"Leaver CS","2021","Department for Transport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","East Midlands (England)","245","[c]","24880","25480"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","East of England","265","[c]","26450","27570"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","London","490","[c]","32330","31060"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","480","[c]","25250","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","840","[c]","25550","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","375","[c]","24650","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","345","[c]","26280","26890"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","285","[c]","24580","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","50","[c]","25410","26890"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Wales","230","[c]","24430","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","320","[c]","25180","26120"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","460","[c]","28660","27570"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","London","125","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","60","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Wales","280","[c]","23360","21590"
"Leaver CS","2021","Driver and Vehicle Standards Agency","East Midlands (England)","35","[c]","29090","26780"
"Leaver CS","2021","Driver and Vehicle Standards Agency","East of England","15","[c]","26870","26380"
"Leaver CS","2021","Driver and Vehicle Standards Agency","London","20","[c]","31660","30540"
"Leaver CS","2021","Driver and Vehicle Standards Agency","North East (England)","15","[c]","24610","21590"
"Leaver CS","2021","Driver and Vehicle Standards Agency","North West (England)","25","[c]","27770","26430"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Scotland","15","[c]","27180","26780"
"Leaver CS","2021","Driver and Vehicle Standards Agency","South East (England)","20","[c]","27800","26780"
"Leaver CS","2021","Driver and Vehicle Standards Agency","South West (England)","25","[c]","36290","29730"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Wales","20","[c]","24310","21590"
"Leaver CS","2021","Driver and Vehicle Standards Agency","West Midlands (England)","20","[c]","27550","26430"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Yorkshire and The Humber","10","[c]","26270","26380"
"Leaver CS","2021","Education and Skills Funding Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","London","10","[c]","47680","42660"
"Leaver CS","2021","Education and Skills Funding Agency","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","West Midlands (England)","15","[c]","40950","36780"
"Leaver CS","2021","Education and Skills Funding Agency","Yorkshire and The Humber","10","[c]","43570","36780"
"Leaver CS","2021","Education Scotland","Scotland","20","[c]","63420","69160"
"Leaver CS","2021","ESTYN","Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","London","15","[c]","42960","33910"
"Leaver CS","2021","FCDO Services","South East (England)","55","[c]","38500","33030"
"Leaver CS","2021","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","London","20","[c]","39160","38060"
"Leaver CS","2021","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","West Midlands (England)","10","[c]","38280","33930"
"Leaver CS","2021","Food Standards Agency","Yorkshire and The Humber","10","[c]","38890","37770"
"Leaver CS","2021","Food Standards Scotland","Scotland","10","[c]","38090","35900"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","London","40","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","London","70","[c]","55550","58030"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","20","[c]","38860","39410"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Scotland","65","[c]","30150","28120"
"Leaver CS","2021","Government Actuary's Department","London","20","[c]","41970","32730"
"Leaver CS","2021","Government Internal Audit Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","London","105","[c]","55770","53070"
"Leaver CS","2021","Government Legal Department","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","East of England","10","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","London","10","[c]","63780","56340"
"Leaver CS","2021","Health and Safety Executive","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","North West (England)","45","[c]","39260","35060"
"Leaver CS","2021","Health and Safety Executive","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Yorkshire and The Humber","15","[c]","37290","40340"
"Leaver CS","2021","HM Courts and Tribunals Service","East Midlands (England)","130","[c]","21420","18890"
"Leaver CS","2021","HM Courts and Tribunals Service","East of England","90","[c]","22210","19930"
"Leaver CS","2021","HM Courts and Tribunals Service","London","325","[c]","28580","23360"
"Leaver CS","2021","HM Courts and Tribunals Service","North East (England)","55","[c]","21390","19830"
"Leaver CS","2021","HM Courts and Tribunals Service","North West (England)","165","[c]","22470","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","Scotland","10","[c]","20200","19930"
"Leaver CS","2021","HM Courts and Tribunals Service","South East (England)","125","[c]","23300","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","South West (England)","95","[c]","21160","19930"
"Leaver CS","2021","HM Courts and Tribunals Service","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Wales","75","[c]","21860","19830"
"Leaver CS","2021","HM Courts and Tribunals Service","West Midlands (England)","185","[c]","21550","19930"
"Leaver CS","2021","HM Courts and Tribunals Service","Yorkshire and The Humber","115","[c]","21760","19830"
"Leaver CS","2021","HM Land Registry","East Midlands (England)","30","[c]","28460","26600"
"Leaver CS","2021","HM Land Registry","East of England","10","[c]","29340","27130"
"Leaver CS","2021","HM Land Registry","London","20","[c]","46370","37290"
"Leaver CS","2021","HM Land Registry","North East (England)","30","[c]","29740","26600"
"Leaver CS","2021","HM Land Registry","North West (England)","40","[c]","29200","27130"
"Leaver CS","2021","HM Land Registry","South West (England)","75","[c]","33280","31740"
"Leaver CS","2021","HM Land Registry","Wales","20","[c]","31900","26860"
"Leaver CS","2021","HM Land Registry","West Midlands (England)","20","[c]","26750","27130"
"Leaver CS","2021","HM Land Registry","Yorkshire and The Humber","20","[c]","30800","27130"
"Leaver CS","2021","HM Prison and Probation Service","East Midlands (England)","420","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","East of England","485","[c]","31440","30540"
"Leaver CS","2021","HM Prison and Probation Service","London","450","[c]","63990","61690"
"Leaver CS","2021","HM Prison and Probation Service","North East (England)","220","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","North West (England)","480","[c]","38650","34340"
"Leaver CS","2021","HM Prison and Probation Service","South East (England)","675","[c]","30560","30790"
"Leaver CS","2021","HM Prison and Probation Service","South West (England)","320","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Wales","235","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","West Midlands (England)","380","[c]","30700","25670"
"Leaver CS","2021","HM Prison and Probation Service","Yorkshire and The Humber","475","[c]","33700","30230"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","East Midlands (England)","365","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","East of England","370","[c]","[c]","[c]"
