"Status","Year","Ethnicity","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","450","435","46900","40300"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","65","60","38900","36520"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland and Tyne and Wear","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","West Yorkshire","15","15","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Greater Manchester","5","5","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Inner London - West","705","700","43840","38540"
"In post","2021","Unknown","Department for International Trade","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Overseas","40","40","59250","53750"
"In post","2021","Unknown","Department for International Trade","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","West Midlands","5","5","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Inner London - East","35","25","33390","33390"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Inner London - West","580","575","44590","42470"
"In post","2021","Unknown","Department for Transport (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Surrey, East and West Sussex","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","West Midlands","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Transport (excl. agencies)","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","60","60","28490","29290"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","85","80","28330","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Cheshire","50","45","26560","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","100","90","23970","21010"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Cumbria","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","130","115","25710","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Devon","190","160","24430","21010"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","40","35","25760","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","East Anglia","70","65","25900","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","East Wales","170","155","25080","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","55","50","25970","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Eastern Scotland","265","225","23150","21010"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Essex","85","80","28240","29290"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","25910","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Greater Manchester","310","300","28300","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","50","45","26390","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","30","25","25720","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Highlands and Islands","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Inner London - East","195","185","30960","31060"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Inner London - West","290","280","46290","37620"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Kent","70","65","28170","29290"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Lancashire","620","575","25580","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","130","120","25310","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Lincolnshire","25","20","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Merseyside","275","245","24760","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","15","10","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","North Yorkshire","20","15","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","500","455","29250","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","150","140","30570","31060"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outer London - South","60","60","30660","31060"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","110","105","31140","31060"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","70","65","26120","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","South Yorkshire","165","150","30110","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Southern Scotland","40","35","25770","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","175","160","25750","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","150","135","23940","21010"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","70","70","32670","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","West Central Scotland","165","145","25230","26120"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands","360","330","26060","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","185","170","24400","21010"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","West Yorkshire","325","300","31070","27570"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Inner London - West","1355","1340","47010","40650"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Merseyside","5","5","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","West Yorkshire","455","440","41100","36820"
"In post","2021","Unknown","Disclosure Scotland","West Central Scotland","90","85","25670","22230"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","West Wales and The Valleys","690","620","25470","21590"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","20","20","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Cheshire","5","5","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","90","90","32330","30730"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Devon","5","5","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","East Anglia","25","25","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","East Wales","10","10","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","15","15","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Essex","10","10","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","30940","26700"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Greater Manchester","30","30","25880","26470"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Highlands and Islands","5","5","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Inner London - East","5","5","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Kent","20","20","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Lancashire","10","10","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","15","15","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Merseyside","15","15","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","North Yorkshire","10","10","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Northumberland and Tyne and Wear","40","40","25550","26130"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Outer London - East and North East","25","25","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Outer London - South","10","10","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Outer London - West and North West","25","25","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","30","30","24950","26530"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","South Yorkshire","15","15","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Surrey, East and West Sussex","30","30","29360","26780"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","West Central Scotland","15","15","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","West Midlands","30","30","[c]","[c]"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","West Wales and The Valleys","80","80","27210","26130"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","West Yorkshire","40","40","24940","26350"
"In post","2021","Unknown","Education and Skills Funding Agency","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Greater Manchester","15","15","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Inner London - West","35","35","49060","42030"
"In post","2021","Unknown","Education and Skills Funding Agency","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","South Yorkshire","20","20","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","Unknown","Education and Skills Funding Agency","West Midlands","60","60","44050","38770"
"In post","2021","Unknown","Education and Skills Funding Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education Scotland","Eastern Scotland","30","25","[c]","[c]"
"In post","2021","Unknown","Education Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Education Scotland","West Central Scotland","70","65","50070","52480"
"In post","2021","Unknown","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","25","20","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Inner London - West","5","5","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","East Wales","5","5","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Inner London - West","30","25","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","North Yorkshire","15","15","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Eastern Scotland","20","20","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","North Eastern Scotland","50","50","36810","32140"
"In post","2021","Unknown","Food Standards Scotland","Southern Scotland","15","15","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","635","620","48340","48900"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","265","265","54790","54390"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","260","255","37740","33930"
"In post","2021","Unknown","Forestry and Land Scotland","Eastern Scotland","15","15","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Highlands and Islands","35","35","27480","22920"
"In post","2021","Unknown","Forestry and Land Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Southern Scotland","10","10","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Inner London - West","10","10","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","15","10","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Inner London - West","300","280","59270","64680"
"In post","2021","Unknown","Government Legal Department","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Bedfordshire and Hertfordshire","15","10","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Cheshire","5","5","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Derbyshire and Nottinghamshire","50","45","44610","45100"
"In post","2021","Unknown","Health and Safety Executive","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","East Wales","15","15","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Essex","10","5","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Inner London - East","20","20","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Merseyside","110","105","35520","31950"
"In post","2021","Unknown","Health and Safety Executive","North Eastern Scotland","15","15","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","North Yorkshire","10","10","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","South Yorkshire","5","5","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","West Central Scotland","10","5","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","West Midlands","5","5","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","West Yorkshire","10","5","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","30","25","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","30","25","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Cheshire","5","5","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","35","30","20780","18880"
"In post","2021","Unknown","HM Courts and Tribunals Service","Devon","10","10","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","East Anglia","35","30","21520","18880"
"In post","2021","Unknown","HM Courts and Tribunals Service","East Wales","55","55","20970","18880"
"In post","2021","Unknown","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Essex","35","30","20770","19930"
"In post","2021","Unknown","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","50","45","19700","19690"
"In post","2021","Unknown","HM Courts and Tribunals Service","Greater Manchester","120","115","20300","19930"
"In post","2021","Unknown","HM Courts and Tribunals Service","Hampshire and Isle of Wight","35","30","23070","20520"
"In post","2021","Unknown","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","20","20","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Inner London - East","175","170","23280","22680"
"In post","2021","Unknown","HM Courts and Tribunals Service","Inner London - West","380","375","27980","22680"
"In post","2021","Unknown","HM Courts and Tribunals Service","Kent","35","35","19840","18880"
"In post","2021","Unknown","HM Courts and Tribunals Service","Lancashire","30","25","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","80","75","20260","18880"
"In post","2021","Unknown","HM Courts and Tribunals Service","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Merseyside","50","45","20210","19930"
"In post","2021","Unknown","HM Courts and Tribunals Service","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Northumberland and Tyne and Wear","25","20","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Outer London - East and North East","65","60","22050","21300"
"In post","2021","Unknown","HM Courts and Tribunals Service","Outer London - South","95","95","24280","21300"
"In post","2021","Unknown","HM Courts and Tribunals Service","Outer London - West and North West","85","80","23680","21300"
"In post","2021","Unknown","HM Courts and Tribunals Service","Shropshire and Staffordshire","65","60","20820","18880"
"In post","2021","Unknown","HM Courts and Tribunals Service","South Yorkshire","25","25","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Surrey, East and West Sussex","35","35","22160","20530"
"In post","2021","Unknown","HM Courts and Tribunals Service","Tees Valley and Durham","20","20","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","West Central Scotland","25","25","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","West Midlands","135","125","22110","19930"
"In post","2021","Unknown","HM Courts and Tribunals Service","West Wales and The Valleys","45","40","20440","18890"
"In post","2021","Unknown","HM Courts and Tribunals Service","West Yorkshire","70","70","19490","18880"
"In post","2021","Unknown","HM Land Registry","Derbyshire and Nottinghamshire","75","70","28550","22350"
"In post","2021","Unknown","HM Land Registry","Devon","170","165","31730","27130"
"In post","2021","Unknown","HM Land Registry","Dorset and Somerset","65","60","25690","22350"
"In post","2021","Unknown","HM Land Registry","East Anglia","40","35","24910","22350"
"In post","2021","Unknown","HM Land Registry","East Yorkshire and Northern Lincolnshire","45","40","26690","22350"
"In post","2021","Unknown","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","75","70","26780","22350"
"In post","2021","Unknown","HM Land Registry","Lancashire","70","65","24650","22350"
"In post","2021","Unknown","HM Land Registry","Leicestershire, Rutland and Northamptonshire","50","45","24950","22350"
"In post","2021","Unknown","HM Land Registry","Merseyside","95","90","25130","22350"
"In post","2021","Unknown","HM Land Registry","Outer London - South","70","70","42980","37290"
"In post","2021","Unknown","HM Land Registry","Shropshire and Staffordshire","70","65","24270","22350"
"In post","2021","Unknown","HM Land Registry","Tees Valley and Durham","105","105","24880","22350"
"In post","2021","Unknown","HM Land Registry","West Midlands","35","30","27090","22350"
"In post","2021","Unknown","HM Land Registry","West Wales and The Valleys","85","80","27170","22350"
"In post","2021","Unknown","HM Prison and Probation Service","Bedfordshire and Hertfordshire","155","150","26530","27850"
"In post","2021","Unknown","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","325","310","28110","28970"
"In post","2021","Unknown","HM Prison and Probation Service","Cheshire","140","140","24000","22850"
"In post","2021","Unknown","HM Prison and Probation Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","Cumbria","25","25","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","Derbyshire and Nottinghamshire","255","240","26110","25300"
"In post","2021","Unknown","HM Prison and Probation Service","Devon","85","80","24590","22850"
"In post","2021","Unknown","HM Prison and Probation Service","Dorset and Somerset","100","95","24520","22920"
"In post","2021","Unknown","HM Prison and Probation Service","East Anglia","360","340","26690","25850"
"In post","2021","Unknown","HM Prison and Probation Service","East Wales","290","280","26140","24440"
"In post","2021","Unknown","HM Prison and Probation Service","East Yorkshire and Northern Lincolnshire","180","165","24710","24440"
"In post","2021","Unknown","HM Prison and Probation Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","Essex","100","95","26530","25850"
"In post","2021","Unknown","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","175","165","24780","23970"
"In post","2021","Unknown","HM Prison and Probation Service","Greater Manchester","250","240","25950","24440"
"In post","2021","Unknown","HM Prison and Probation Service","Hampshire and Isle of Wight","105","95","27960","27770"
"In post","2021","Unknown","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","135","130","26960","24920"
"In post","2021","Unknown","HM Prison and Probation Service","Inner London - East","220","210","30930","30220"
"In post","2021","Unknown","HM Prison and Probation Service","Inner London - West","300","295","35330","32680"
"In post","2021","Unknown","HM Prison and Probation Service","Kent","310","305","28380","29810"
"In post","2021","Unknown","HM Prison and Probation Service","Lancashire","280","260","25920","25170"
"In post","2021","Unknown","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","210","195","25690","24440"
"In post","2021","Unknown","HM Prison and Probation Service","Lincolnshire","70","65","24210","23350"
"In post","2021","Unknown","HM Prison and Probation Service","Merseyside","120","110","26120","24920"
"In post","2021","Unknown","HM Prison and Probation Service","North Yorkshire","15","15","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","Northumberland and Tyne and Wear","15","15","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","Outer London - East and North East","200","195","30320","30570"
"In post","2021","Unknown","HM Prison and Probation Service","Outer London - South","130","125","31820","30110"
"In post","2021","Unknown","HM Prison and Probation Service","Outer London - West and North West","140","135","32070","33050"
"In post","2021","Unknown","HM Prison and Probation Service","Shropshire and Staffordshire","320","305","25440","24440"
"In post","2021","Unknown","HM Prison and Probation Service","South Yorkshire","195","185","25690","24120"
