"Status","Year","Disability","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Legal","London","75","70","52550","52730"
"In post","2021","Declared non-disabled","Other ethnicity","Legal","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","No function","London","330","310","40860","35950"
"In post","2021","Declared non-disabled","Other ethnicity","No function","Outside London","315","295","31400","26520"
"In post","2021","Declared non-disabled","Other ethnicity","No function","Overseas","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Project Delivery","London","45","45","50690","44210"
"In post","2021","Declared non-disabled","Other ethnicity","Project Delivery","Outside London","50","50","35840","33000"
"In post","2021","Declared non-disabled","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Property","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Property","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Security","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Security","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","London","295","275","35230","31060"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Outside London","325","300","27860","27570"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Analysis","London","50","50","53250","54760"
"In post","2021","Declared non-disabled","Undeclared","Analysis","Outside London","40","40","39510","37320"
"In post","2021","Declared non-disabled","Undeclared","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Commercial","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Commercial","Outside London","75","75","38350","34970"
"In post","2021","Declared non-disabled","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Communications","London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Communications","Outside London","55","50","29030","26930"
"In post","2021","Declared non-disabled","Undeclared","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Counter Fraud","London","45","45","39070","36160"
"In post","2021","Declared non-disabled","Undeclared","Counter Fraud","Outside London","60","55","34700","31810"
"In post","2021","Declared non-disabled","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Debt","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Debt","Outside London","30","25","23540","21440"
"In post","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","London","70","65","52310","55830"
"In post","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","Outside London","200","195","39820","39280"
"In post","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Finance","London","45","45","49870","46390"
"In post","2021","Declared non-disabled","Undeclared","Finance","Outside London","85","80","35700","33350"
"In post","2021","Declared non-disabled","Undeclared","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Grants Management","Outside London","55","55","27590","26370"
"In post","2021","Declared non-disabled","Undeclared","Human Resources","London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Human Resources","Outside London","70","65","31860","32020"
"In post","2021","Declared non-disabled","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Internal Audit","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Legal","London","75","75","51740","54240"
"In post","2021","Declared non-disabled","Undeclared","Legal","Outside London","100","90","42600","41430"
"In post","2021","Declared non-disabled","Undeclared","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","No function","London","640","615","41200","36300"
"In post","2021","Declared non-disabled","Undeclared","No function","Outside London","1700","1585","31160","27680"
"In post","2021","Declared non-disabled","Undeclared","No function","Overseas","45","45","53680","54470"
"In post","2021","Declared non-disabled","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Project Delivery","London","75","75","51200","45620"
"In post","2021","Declared non-disabled","Undeclared","Project Delivery","Outside London","420","405","40020","38640"
"In post","2021","Declared non-disabled","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Property","London","30","30","43450","38430"
"In post","2021","Declared non-disabled","Undeclared","Property","Outside London","115","110","34560","33250"
"In post","2021","Declared non-disabled","Undeclared","Property","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Security","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Security","Outside London","115","110","31300","30380"
"In post","2021","Declared non-disabled","Undeclared","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","London","995","915","35740","31090"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Outside London","3550","3140","27980","27570"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Analysis","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Analysis","Outside London","60","55","36890","35970"
"In post","2021","Declared non-disabled","Unknown","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Commercial","London","50","50","77330","71180"
"In post","2021","Declared non-disabled","Unknown","Commercial","Outside London","80","80","40270","35000"
"In post","2021","Declared non-disabled","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Communications","London","45","45","43210","41980"
"In post","2021","Declared non-disabled","Unknown","Communications","Outside London","75","70","29480","26000"
"In post","2021","Declared non-disabled","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Counter Fraud","London","40","40","45320","41760"
"In post","2021","Declared non-disabled","Unknown","Counter Fraud","Outside London","110","100","35260","32690"
"In post","2021","Declared non-disabled","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Debt","London","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Debt","Outside London","45","40","24250","21440"
"In post","2021","Declared non-disabled","Unknown","Digital, Data & Technology","London","70","70","47320","46710"
"In post","2021","Declared non-disabled","Unknown","Digital, Data & Technology","Outside London","260","245","38150","38630"
"In post","2021","Declared non-disabled","Unknown","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Finance","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Finance","Outside London","85","75","32750","31200"
"In post","2021","Declared non-disabled","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Grants Management","Outside London","665","630","24090","21050"
"In post","2021","Declared non-disabled","Unknown","Human Resources","London","30","30","47380","41950"
"In post","2021","Declared non-disabled","Unknown","Human Resources","Outside London","70","65","35730","31810"
"In post","2021","Declared non-disabled","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Legal","London","145","135","53260","54080"
"In post","2021","Declared non-disabled","Unknown","Legal","Outside London","280","250","40180","34480"
"In post","2021","Declared non-disabled","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","No function","London","820","775","40710","35590"
"In post","2021","Declared non-disabled","Unknown","No function","Outside London","2380","2155","30920","28200"
"In post","2021","Declared non-disabled","Unknown","No function","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Project Delivery","London","70","65","53790","53310"
"In post","2021","Declared non-disabled","Unknown","Project Delivery","Outside London","385","375","37470","36110"
"In post","2021","Declared non-disabled","Unknown","Project Delivery","Overseas","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Property","London","55","50","36140","30000"
"In post","2021","Declared non-disabled","Unknown","Property","Outside London","230","210","33170","27610"
"In post","2021","Declared non-disabled","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Security","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Security","Outside London","105","100","30810","27680"
"In post","2021","Declared non-disabled","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","London","330","310","37530","31060"
"In post","2021","Declared non-disabled","Unknown","Unknown","Outside London","2945","2610","26810","27570"
"In post","2021","Declared non-disabled","Unknown","Unknown","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","White","Analysis","London","1670","1615","51510","49970"
"In post","2021","Declared non-disabled","White","Analysis","Outside London","2030","1925","39180","37020"
"In post","2021","Declared non-disabled","White","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Commercial","London","635","620","57780","52900"
"In post","2021","Declared non-disabled","White","Commercial","Outside London","2625","2530","39710","36780"
"In post","2021","Declared non-disabled","White","Commercial","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","White","Commercial","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","White","Communications","London","1080","1050","47300","42870"
"In post","2021","Declared non-disabled","White","Communications","Outside London","2720","2590","31740","29200"
"In post","2021","Declared non-disabled","White","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Counter Fraud","London","930","900","41790","36160"
"In post","2021","Declared non-disabled","White","Counter Fraud","Outside London","3945","3685","32950","31810"
"In post","2021","Declared non-disabled","White","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","White","Debt","London","105","95","29650","25630"
"In post","2021","Declared non-disabled","White","Debt","Outside London","1675","1495","23920","21440"
"In post","2021","Declared non-disabled","White","Digital, Data & Technology","London","1335","1305","52390","54450"
"In post","2021","Declared non-disabled","White","Digital, Data & Technology","Outside London","5395","5200","40040","38450"
"In post","2021","Declared non-disabled","White","Digital, Data & Technology","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","White","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","White","Finance","London","1025","995","53600","53760"
"In post","2021","Declared non-disabled","White","Finance","Outside London","3955","3710","36820","33000"
"In post","2021","Declared non-disabled","White","Finance","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","White","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Grants Management","Outside London","925","820","26290","25100"
"In post","2021","Declared non-disabled","White","Human Resources","London","1240","1205","50230","48550"
"In post","2021","Declared non-disabled","White","Human Resources","Outside London","4125","3870","34790","31810"
"In post","2021","Declared non-disabled","White","Human Resources","Overseas","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","White","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","White","Internal Audit","London","90","90","58350","54170"
"In post","2021","Declared non-disabled","White","Internal Audit","Outside London","345","330","43820","42200"
"In post","2021","Declared non-disabled","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Legal","London","2375","2215","56470","55490"
"In post","2021","Declared non-disabled","White","Legal","Outside London","4460","4070","43490","43160"
"In post","2021","Declared non-disabled","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","No function","London","17560","16940","46590","41040"
"In post","2021","Declared non-disabled","White","No function","Outside London","74180","68355","30390","27130"
"In post","2021","Declared non-disabled","White","No function","Overseas","1130","1125","52990","53680"
"In post","2021","Declared non-disabled","White","No function","Unknown","95","90","42960","43710"
"In post","2021","Declared non-disabled","White","Project Delivery","London","2315","2245","56520","55550"
"In post","2021","Declared non-disabled","White","Project Delivery","Outside London","14195","13690","38770","36770"
"In post","2021","Declared non-disabled","White","Project Delivery","Overseas","325","325","55730","55620"
"In post","2021","Declared non-disabled","White","Project Delivery","Unknown","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","White","Property","London","560","535","48350","45290"
"In post","2021","Declared non-disabled","White","Property","Outside London","4700","4480","33830","32100"
"In post","2021","Declared non-disabled","White","Property","Overseas","140","140","39930","39260"
"In post","2021","Declared non-disabled","White","Property","Unknown","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","White","Security","London","480","470","43950","39770"
"In post","2021","Declared non-disabled","White","Security","Outside London","4140","4040","29670","26340"
"In post","2021","Declared non-disabled","White","Security","Overseas","85","85","40150","34450"
"In post","2021","Declared non-disabled","White","Security","Unknown","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","White","Unknown","London","9710","9235","43440","37260"
"In post","2021","Declared non-disabled","White","Unknown","Outside London","85030","77385","29310","27570"
"In post","2021","Declared non-disabled","White","Unknown","Overseas","380","375","40400","33300"
"In post","2021","Declared non-disabled","White","Unknown","Unknown","555","520","30720","27570"
"In post","2021","Undeclared","Asian","Analysis","London","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Commercial","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Communications","London","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Counter Fraud","London","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Debt","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","Digital, Data & Technology","London","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Digital, Data & Technology","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Finance","London","25","25","[c]","[c]"
"In post","2021","Undeclared","Asian","Finance","Outside London","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Internal Audit","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Legal","London","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","Legal","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","No function","London","210","200","37170","32900"
"In post","2021","Undeclared","Asian","No function","Outside London","255","235","28860","24050"
"In post","2021","Undeclared","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Project Delivery","London","20","20","[c]","[c]"
"In post","2021","Undeclared","Asian","Project Delivery","Outside London","25","25","[c]","[c]"
"In post","2021","Undeclared","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Property","London","15","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Property","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Security","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","London","210","195","33320","31060"
"In post","2021","Undeclared","Asian","Unknown","Outside London","300","270","26180","27570"
"In post","2021","Undeclared","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Analysis","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Black","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Commercial","London","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Counter Fraud","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Digital, Data & Technology","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Black","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Finance","London","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Legal","London","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","No function","London","290","280","32950","32630"
"In post","2021","Undeclared","Black","No function","Outside London","135","125","30880","30350"
"In post","2021","Undeclared","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Project Delivery","London","15","15","[c]","[c]"
"In post","2021","Undeclared","Black","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Property","London","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","London","135","125","30720","31060"
"In post","2021","Undeclared","Black","Unknown","Outside London","85","80","26220","27570"
"In post","2021","Undeclared","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Communications","London","[c]","[c]","[c]","[c]"
