"Status","Year","Disability","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Chinese","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","No function","London","15","15","[c]","[c]"
"In post","2021","Undeclared","Chinese","No function","Outside London","15","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Outside London","15","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Analysis","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Mixed","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Human Resources","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Mixed","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Legal","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Mixed","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","No function","London","80","75","37090","33450"
"In post","2021","Undeclared","Mixed","No function","Outside London","125","120","30790","31380"
"In post","2021","Undeclared","Mixed","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Project Delivery","London","10","10","[c]","[c]"
"In post","2021","Undeclared","Mixed","Project Delivery","Outside London","15","10","[c]","[c]"
"In post","2021","Undeclared","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Security","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","London","35","35","36530","31060"
"In post","2021","Undeclared","Mixed","Unknown","Outside London","90","85","27480","27570"
"In post","2021","Undeclared","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Legal","London","25","25","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
