"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","AA/AO","AO","Male","85","85","22230","21580"
"In post","2021","Project Delivery","EO","EO","Female","1195","1135","26530","26670"
"In post","2021","Project Delivery","EO","EO","Male","710","695","26550","26670"
"In post","2021","Project Delivery","G6/G7","G6","Female","470","460","66230","64770"
"In post","2021","Project Delivery","G6/G7","G6","Male","625","615","67530","66430"
"In post","2021","Project Delivery","G6/G7","G7","Female","1485","1435","53160","53410"
"In post","2021","Project Delivery","G6/G7","G7","Male","1750","1730","53720","54320"
"In post","2021","Project Delivery","SCS level","SCS level","Female","185","180","88080","84130"
"In post","2021","Project Delivery","SCS level","SCS level","Male","240","240","95060","86700"
"In post","2021","Project Delivery","SEO/HEO","HEO","Female","2210","2105","32810","33300"
"In post","2021","Project Delivery","SEO/HEO","HEO","Male","1790","1770","33120","33300"
"In post","2021","Project Delivery","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SEO/HEO","SEO","Female","2115","2020","40080","40000"
"In post","2021","Project Delivery","SEO/HEO","SEO","Male","2370","2325","40640","40580"
"In post","2021","Project Delivery","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","Female","165","160","38410","36480"
"In post","2021","Project Delivery","Unknown","Unknown","Male","380","375","45260","41920"
"In post","2021","Property","AA/AO","AA","Female","215","200","18200","18730"
"In post","2021","Property","AA/AO","AA","Male","395","390","17890","17230"
"In post","2021","Property","AA/AO","AO","Female","225","200","22130","21130"
"In post","2021","Property","AA/AO","AO","Male","180","175","22180","21250"
"In post","2021","Property","EO","EO","Female","735","665","27040","26500"
"In post","2021","Property","EO","EO","Male","765","745","27010","26670"
"In post","2021","Property","G6/G7","G6","Female","100","95","65730","64920"
"In post","2021","Property","G6/G7","G6","Male","245","240","66640","65370"
"In post","2021","Property","G6/G7","G7","Female","270","260","53630","53760"
"In post","2021","Property","G6/G7","G7","Male","545","535","55160","54550"
"In post","2021","Property","SCS level","SCS level","Female","25","25","[c]","[c]"
"In post","2021","Property","SCS level","SCS level","Male","45","45","95420","89480"
"In post","2021","Property","SEO/HEO","HEO","Female","675","640","32760","33300"
"In post","2021","Property","SEO/HEO","HEO","Male","1080","1050","33560","33300"
"In post","2021","Property","SEO/HEO","SEO","Female","520","485","41290","40580"
"In post","2021","Property","SEO/HEO","SEO","Male","900","870","42480","42140"
"In post","2021","Property","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","Male","30","30","27030","21600"
"In post","2021","Psychology","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","AO","Female","65","60","21310","21500"
"In post","2021","Psychology","AA/AO","AO","Male","5","5","[c]","[c]"
"In post","2021","Psychology","EO","EO","Female","360","345","26920","26330"
"In post","2021","Psychology","EO","EO","Male","65","65","26730","26850"
"In post","2021","Psychology","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2021","Psychology","G6/G7","G6","Male","5","5","[c]","[c]"
"In post","2021","Psychology","G6/G7","G7","Female","80","70","61540","61430"
"In post","2021","Psychology","G6/G7","G7","Male","20","20","[c]","[c]"
"In post","2021","Psychology","SEO/HEO","HEO","Female","390","380","30520","30450"
"In post","2021","Psychology","SEO/HEO","HEO","Male","45","45","31660","31180"
"In post","2021","Psychology","SEO/HEO","SEO","Female","330","305","45500","45110"
"In post","2021","Psychology","SEO/HEO","SEO","Male","35","30","44200","43870"
"In post","2021","Psychology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","AA/AO","AA","Female","65","60","19260","18850"
"In post","2021","Science and Engineering","AA/AO","AA","Male","130","130","18190","18760"
"In post","2021","Science and Engineering","AA/AO","AO","Female","445","415","22560","22100"
"In post","2021","Science and Engineering","AA/AO","AO","Male","760","745","22060","22400"
"In post","2021","Science and Engineering","EO","EO","Female","605","575","26150","26560"
"In post","2021","Science and Engineering","EO","EO","Male","1395","1370","25750","26370"
"In post","2021","Science and Engineering","G6/G7","G6","Female","220","200","70090","66950"
"In post","2021","Science and Engineering","G6/G7","G6","Male","375","355","68990","67220"
"In post","2021","Science and Engineering","G6/G7","G7","Female","785","730","51940","52270"
"In post","2021","Science and Engineering","G6/G7","G7","Male","1750","1690","52620","52390"
"In post","2021","Science and Engineering","SCS level","SCS level","Female","40","35","103140","97120"
"In post","2021","Science and Engineering","SCS level","SCS level","Male","90","85","96770","92370"
"In post","2021","Science and Engineering","SEO/HEO","HEO","Female","1070","995","32130","32080"
"In post","2021","Science and Engineering","SEO/HEO","HEO","Male","2025","1985","32700","32680"
"In post","2021","Science and Engineering","SEO/HEO","SEO","Female","1170","1065","40140","39920"
"In post","2021","Science and Engineering","SEO/HEO","SEO","Male","2350","2285","41480","40850"
"In post","2021","Science and Engineering","Unknown","Unknown","Female","80","80","38580","33740"
"In post","2021","Science and Engineering","Unknown","Unknown","Male","730","725","39420","37190"
"In post","2021","Security","AA/AO","AA","Female","335","325","19840","19560"
"In post","2021","Security","AA/AO","AA","Male","2105","2060","20120","19560"
"In post","2021","Security","AA/AO","AO","Female","465","445","28660","25630"
"In post","2021","Security","AA/AO","AO","Male","2515","2480","33080","39070"
"In post","2021","Security","EO","EO","Female","305","295","29390","27070"
"In post","2021","Security","EO","EO","Male","790","775","34170","31980"
"In post","2021","Security","G6/G7","G6","Female","25","25","[c]","[c]"
"In post","2021","Security","G6/G7","G6","Male","55","55","69740","68720"
"In post","2021","Security","G6/G7","G7","Female","80","80","54990","54490"
"In post","2021","Security","G6/G7","G7","Male","180","180","56790","54760"
"In post","2021","Security","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Security","SCS level","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Security","SEO/HEO","HEO","Female","280","270","34710","33970"
"In post","2021","Security","SEO/HEO","HEO","Male","515","505","38100","34850"
"In post","2021","Security","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","SEO/HEO","SEO","Female","190","185","44230","42470"
"In post","2021","Security","SEO/HEO","SEO","Male","360","360","46390","44080"
"In post","2021","Security","Unknown","Unknown","Female","45","45","35980","36580"
"In post","2021","Security","Unknown","Unknown","Male","35","35","38700","37170"
"In post","2021","Social Research","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","AA/AO","AO","Female","10","10","[c]","[c]"
"In post","2021","Social Research","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","EO","EO","Female","30","30","30540","30100"
"In post","2021","Social Research","EO","EO","Male","10","10","[c]","[c]"
"In post","2021","Social Research","G6/G7","G6","Female","30","30","66090","66600"
"In post","2021","Social Research","G6/G7","G6","Male","20","20","[c]","[c]"
"In post","2021","Social Research","G6/G7","G7","Female","180","165","54670","54760"
"In post","2021","Social Research","G6/G7","G7","Male","90","90","54330","54260"
"In post","2021","Social Research","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","SCS level","SCS level","Female","10","5","[c]","[c]"
"In post","2021","Social Research","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Social Research","SEO/HEO","HEO","Female","215","205","32090","31700"
"In post","2021","Social Research","SEO/HEO","HEO","Male","105","105","31560","30130"
"In post","2021","Social Research","SEO/HEO","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Social Research","SEO/HEO","SEO","Female","330","310","41720","41290"
"In post","2021","Social Research","SEO/HEO","SEO","Male","120","120","40090","38010"
"In post","2021","Social Research","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","AA/AO","AO","Female","15","15","[c]","[c]"
"In post","2021","Statistics","AA/AO","AO","Male","20","20","[c]","[c]"
"In post","2021","Statistics","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","EO","EO","Female","110","105","27640","27850"
"In post","2021","Statistics","EO","EO","Male","135","135","27970","28270"
"In post","2021","Statistics","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","G6/G7","G6","Female","55","55","65060","65550"
"In post","2021","Statistics","G6/G7","G6","Male","80","80","66180","65440"
"In post","2021","Statistics","G6/G7","G7","Female","250","230","54440","53730"
"In post","2021","Statistics","G6/G7","G7","Male","275","265","55150","55320"
"In post","2021","Statistics","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","SCS level","SCS level","Female","25","25","[c]","[c]"
"In post","2021","Statistics","SCS level","SCS level","Male","30","30","[c]","[c]"
"In post","2021","Statistics","SEO/HEO","HEO","Female","240","230","32960","32120"
"In post","2021","Statistics","SEO/HEO","HEO","Male","290","285","33750","33070"
"In post","2021","Statistics","SEO/HEO","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Statistics","SEO/HEO","SEO","Female","245","235","40280","39850"
"In post","2021","Statistics","SEO/HEO","SEO","Male","245","240","40780","40480"
"In post","2021","Statistics","SEO/HEO","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Tax","AA/AO","AO","Female","2005","1850","20290","20140"
"In post","2021","Tax","AA/AO","AO","Male","1780","1720","20230","20140"
"In post","2021","Tax","EO","EO","Female","2020","1810","26690","25560"
"In post","2021","Tax","EO","EO","Male","2040","1965","26420","25560"
"In post","2021","Tax","G6/G7","G6","Female","245","225","66020","64670"
"In post","2021","Tax","G6/G7","G6","Male","420","400","67240","64670"
"In post","2021","Tax","G6/G7","G7","Female","770","730","53270","52580"
"In post","2021","Tax","G6/G7","G7","Male","1285","1235","54010","52580"
"In post","2021","Tax","SCS level","SCS level","Female","45","45","82440","78000"
"In post","2021","Tax","SCS level","SCS level","Male","40","40","81330","79930"
"In post","2021","Tax","SEO/HEO","HEO","Female","2480","2295","32840","31810"
"In post","2021","Tax","SEO/HEO","HEO","Male","2835","2740","33080","31810"
"In post","2021","Tax","SEO/HEO","SEO","Female","860","820","39040","38630"
"In post","2021","Tax","SEO/HEO","SEO","Male","970","920","39520","38630"
"In post","2021","Unknown","AA/AO","AA","Female","900","795","21120","21150"
"In post","2021","Unknown","AA/AO","AA","Male","750","720","21230","21150"
"In post","2021","Unknown","AA/AO","AO","Female","21265","17420","21240","21010"
"In post","2021","Unknown","AA/AO","AO","Male","11440","10915","21440","21010"
"In post","2021","Unknown","EO","EO","Female","34665","30555","28050","27570"
"In post","2021","Unknown","EO","EO","Male","18555","17890","28110","27570"
"In post","2021","Unknown","G6/G7","G6","Female","1515","1450","69090","67930"
"In post","2021","Unknown","G6/G7","G6","Male","1470","1450","70130","69160"
"In post","2021","Unknown","G6/G7","G7","Female","3400","3235","54670","54700"
"In post","2021","Unknown","G6/G7","G7","Male","3245","3190","55550","54700"
"In post","2021","Unknown","SCS level","SCS level","Female","735","715","87950","79930"
"In post","2021","Unknown","SCS level","SCS level","Male","920","910","94200","83230"
"In post","2021","Unknown","SEO/HEO","HEO","Female","8570","8095","33090","32400"
"In post","2021","Unknown","SEO/HEO","HEO","Male","6090","5965","33440","33000"
"In post","2021","Unknown","SEO/HEO","SEO","Female","3690","3485","40360","39660"
"In post","2021","Unknown","SEO/HEO","SEO","Male","3175","3110","41150","40580"
"In post","2021","Unknown","Unknown","Unknown","Female","105","100","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Male","145","145","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2021","Veterinarian","G6/G7","G7","Female","65","60","53490","53320"
"In post","2021","Veterinarian","G6/G7","G7","Male","60","55","55010","54320"
"In post","2021","Veterinarian","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SEO/HEO","SEO","Female","170","160","40470","37630"
"In post","2021","Veterinarian","SEO/HEO","SEO","Male","115","110","41080","37910"
"Leaver CS","2021","Commercial","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","SEO","Male","35","[c]","40680","40470"
"Leaver CS","2021","Commercial","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","HEO","Female","45","[c]","33280","33100"
"Leaver CS","2021","Communications","SEO/HEO","HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","EO","EO","Male","55","[c]","27590","26710"
"Leaver CS","2021","Digital, Data and Technology","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","G7","Male","65","[c]","56830","56000"
"Leaver CS","2021","Digital, Data and Technology","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","HEO","Male","65","[c]","34050","33290"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","SEO","Female","35","[c]","41010","40090"
"Leaver CS","2021","Digital, Data and Technology","SEO/HEO","SEO","Male","65","[c]","41790","41960"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AA/AO","AO","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","G7","Male","30","[c]","61190","58050"
"Leaver CS","2021","Finance","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","HEO","Female","35","[c]","35600","33960"
"Leaver CS","2021","Finance","SEO/HEO","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO/HEO","SEO","Male","35","[c]","44340","43520"
"Leaver CS","2021","Human Resources","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AA/AO","AO","Female","45","[c]","21720","21370"
"Leaver CS","2021","Human Resources","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","EO","EO","Female","35","[c]","25590","26800"
"Leaver CS","2021","Human Resources","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G6/G7","G7","Female","30","[c]","55730","55170"
"Leaver CS","2021","Human Resources","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","HEO","Female","35","[c]","34040","32460"
"Leaver CS","2021","Human Resources","SEO/HEO","HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","SEO/HEO","SEO","Female","35","[c]","43520","44430"
"Leaver CS","2021","Human Resources","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","SEO/HEO","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","EO","Male","[c]","[c]","[c]","[c]"
