"Status","Year","Function_of_post","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Debt","HM Revenue and Customs","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Liverpool","Female","165","145","23160","21440"
"In post","2021","Debt","HM Revenue and Customs","Liverpool","Male","140","135","22500","20140"
"In post","2021","Debt","HM Revenue and Customs","Manchester","Female","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Manchester","Male","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Mid Kent","Female","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Mid Kent","Male","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Mid Lancashire","Female","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Mid Lancashire","Male","10","10","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","North Lanarkshire","Female","290","230","22690","20640"
"In post","2021","Debt","HM Revenue and Customs","North Lanarkshire","Male","140","135","21680","20140"
"In post","2021","Debt","HM Revenue and Customs","Nottingham","Female","130","115","21640","20140"
"In post","2021","Debt","HM Revenue and Customs","Nottingham","Male","115","110","21210","20140"
"In post","2021","Debt","HM Revenue and Customs","Peterborough","Female","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Portsmouth","Male","10","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","South Lanarkshire","Female","180","155","21820","20140"
"In post","2021","Debt","HM Revenue and Customs","South Lanarkshire","Male","125","120","21680","20140"
"In post","2021","Debt","HM Revenue and Customs","Southend-on-Sea","Female","40","30","23220","21440"
"In post","2021","Debt","HM Revenue and Customs","Southend-on-Sea","Male","20","15","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Suffolk","Female","20","15","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Suffolk","Male","15","15","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Telford and Wrekin","Female","20","15","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Telford and Wrekin","Male","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Tower Hamlets","Female","40","35","29550","27600"
"In post","2021","Debt","HM Revenue and Customs","Tower Hamlets","Male","40","40","32770","30620"
"In post","2021","Debt","HM Revenue and Customs","Tyneside","Female","320","280","21310","20140"
"In post","2021","Debt","HM Revenue and Customs","Tyneside","Male","255","250","21800","20140"
"In post","2021","Debt","HM Revenue and Customs","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","West Lothian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","West Sussex (South West)","Female","40","30","27380","28130"
"In post","2021","Debt","HM Revenue and Customs","West Sussex (South West)","Male","35","30","28210","28130"
"In post","2021","Debt","HM Revenue and Customs","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Treasury","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Treasury","Camden and City of London","Male","10","10","[c]","[c]"
"In post","2021","Debt","UK Export Finance","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","UK Export Finance","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Shropshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Shropshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Suffolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Wakefield","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Wakefield","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Westminster","Female","35","35","38020","34360"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Westminster","Male","60","55","43960","40170"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","York","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","York","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Bristol, City of","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Bristol, City of","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Camden and City of London","Female","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Camden and City of London","Male","55","55","55880","56340"
"In post","2021","Digital, Data & Technology","Cabinet Office","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Liverpool","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Manchester","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Norwich and East Norfolk","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Tower Hamlets","Female","305","295","50320","54700"
"In post","2021","Digital, Data & Technology","Cabinet Office","Tower Hamlets","Male","345","340","54840","54700"
"In post","2021","Digital, Data & Technology","Cabinet Office","Tyneside","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Tyneside","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","Westminster","Female","55","50","49640","54700"
"In post","2021","Digital, Data & Technology","Cabinet Office","Westminster","Male","95","95","47340","41560"
"In post","2021","Digital, Data & Technology","Cabinet Office","York","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cabinet Office","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Chancellor's other departments","Durham CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Chancellor's other departments","Durham CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Sefton","Female","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Sefton","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Tower Hamlets","Female","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Tower Hamlets","Male","35","35","58840","54550"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Bedford","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Berkshire","Female","5","5","[c]","[c]"
