"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","London","505","485","39400","37640"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Outside London","335","330","33550","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","Overseas","15","15","42250","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","London","20","20","50160","49370"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Outside London","110","110","36620","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","London","125","125","37250","32040"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Outside London","545","525","32620","29200"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","London","10","10","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Outside London","15","15","34530","33000"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","Overseas","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","London","40","35","52460","44240"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Outside London","1575","1410","44260","37890"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Overseas","35","35","50960","38890"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Unknown","10","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","London","20","20","36300","34940"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","Outside London","610","580","28110","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","Overseas","20","20","35780","33040"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","Unknown","15","15","27780","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Research","London","15","15","56910","57410"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Research","Outside London","70","65","41050","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","London","490","475","27620","25390"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Outside London","9730","9370","24860","21280"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Overseas","265","265","43740","41600"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Unknown","20","20","27250","22080"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Planning","Outside London","10","10","41470","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","London","620","610","49090","45200"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Outside London","400","385","35200","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Overseas","40","40","55430","54550"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","London","510","505","49150","45200"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Outside London","4020","3910","38450","34510"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Overseas","75","75","41880","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Unknown","25","25","39740","39530"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","London","80","80","35190","31870"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Outside London","2290","2225","31090","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Overseas","60","60","36300","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Psychology","Outside London","25","25","40390","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","London","125","120","47960","42120"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","Outside London","1575","1540","31790","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","Overseas","50","50","42690","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","Unknown","75","70","27340","27370"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","London","320","320","32540","29370"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","Outside London","5680","5570","28840","24610"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","Overseas","15","15","43520","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","London","55","55","44000","41070"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","Outside London","110","105","37540","36000"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","London","105","100","36800","36070"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Outside London","1350","1315","34410","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Overseas","30","30","32060","33230"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Unknown","35","35","38630","37640"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Commercial","London","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Communications","London","90","90","42390","39600"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Communications","Outside London","10","10","32340","30190"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","London","50","50","53850","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Outside London","20","20","42250","40680"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Economics","London","75","75","44560","35060"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Finance","London","80","75","54630","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Finance","Outside London","30","30","46870","40620"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Human Resources","London","25","25","51760","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Human Resources","Outside London","40","40","35520","30190"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","London","25","20","42960","38300"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Outside London","10","10","30220","27980"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Operational Delivery","London","145","145","38540","33210"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","280","270","37610","34690"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Planning","London","80","80","47230","42980"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Planning","Outside London","10","10","40810","38920"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Policy","London","1060","1040","49920","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Policy","Outside London","205","200","41130","36340"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Project Delivery","London","60","60","48480","40350"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Project Delivery","Outside London","50","45","42410","48200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Social Research","London","25","25","51520","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Statistics","London","90","85","49010","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Statistics","Outside London","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","London","50","50","39960","37920"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","Outside London","60","55","31770","31610"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","London","90","90","45860","44290"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","Outside London","15","15","40450","38510"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","London","500","495","52530","52850"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","Outside London","370","360","42310","41000"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","London","45","40","45390","33930"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","London","305","295","47130","41840"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","Outside London","225","220","41370","41040"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","London","230","230","46850","41070"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","Outside London","450","430","39300","34330"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","London","25","25","35530","33140"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","Outside London","15","15","25920","24120"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","London","70","65","56510","55490"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","London","1000","980","37870","33930"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","Outside London","380","370","29600","26740"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","London","95","90","48410","42190"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","London","70","65","35640","33520"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","London","625","610","44220","37340"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","Outside London","50","45","34790","31590"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","London","160","160","44490","39530"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","Outside London","90","85","38390","35290"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","London","75","70","45760","37280"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","Outside London","65","65","36750","32610"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","London","55","55","50400","53780"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","Outside London","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","London","90","90","47650","41950"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","Outside London","15","15","30320","25290"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","London","40","40","46410","39870"
"In post","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Outside London","70","65","35480","33500"
"In post","2021","National Crime Agency","National Crime Agency","Commercial","London","10","10","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Commercial","Outside London","10","10","44230","42240"
"In post","2021","National Crime Agency","National Crime Agency","Communications","London","20","20","47950","48900"
"In post","2021","National Crime Agency","National Crime Agency","Communications","Outside London","15","10","42150","45480"
"In post","2021","National Crime Agency","National Crime Agency","Digital, Data and Technology","London","90","90","47310","43420"
"In post","2021","National Crime Agency","National Crime Agency","Digital, Data and Technology","Outside London","165","160","37500","36740"
"In post","2021","National Crime Agency","National Crime Agency","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Finance","London","10","10","49450","48900"
"In post","2021","National Crime Agency","National Crime Agency","Finance","Outside London","40","35","35410","33610"
"In post","2021","National Crime Agency","National Crime Agency","Human Resources","London","55","50","47620","42630"
"In post","2021","National Crime Agency","National Crime Agency","Human Resources","Outside London","125","120","36580","36740"
"In post","2021","National Crime Agency","National Crime Agency","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Legal","London","45","45","56250","59160"
"In post","2021","National Crime Agency","National Crime Agency","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","National Crime Agency","National Crime Agency","Operational Delivery","London","1355","1330","43030","40170"
"In post","2021","National Crime Agency","National Crime Agency","Operational Delivery","Outside London","3145","3075","37000","36410"
"In post","2021","National Crime Agency","National Crime Agency","Operational Delivery","Overseas","130","130","66710","64460"
"In post","2021","National Crime Agency","National Crime Agency","Operational Delivery","Unknown","95","95","44710","43850"
"In post","2021","National Crime Agency","National Crime Agency","Project Delivery","London","25","25","51900","48900"
"In post","2021","National Crime Agency","National Crime Agency","Project Delivery","Outside London","70","70","44890","45480"
"In post","2021","National Crime Agency","National Crime Agency","Property","London","10","10","47700","46810"
"In post","2021","National Crime Agency","National Crime Agency","Property","Outside London","20","15","40550","37980"
"In post","2021","National Crime Agency","National Crime Agency","Security","London","35","30","34100","32280"
"In post","2021","National Crime Agency","National Crime Agency","Security","Outside London","5","5","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","Economics","London","5","5","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","National Infrastructure Commission","HM Treasury","Policy","London","30","30","56710","52360"
"In post","2021","National Records of Scotland","Scottish Government","Unknown","Outside London","435","410","34520","32140"
"In post","2021","National Savings and Investments","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Communications","London","20","20","45890","43930"
"In post","2021","National Savings and Investments","Chancellor's other departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Finance","London","30","30","51240","46460"
"In post","2021","National Savings and Investments","Chancellor's other departments","Human Resources","London","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Other","London","75","70","55900","45330"
"In post","2021","National Savings and Investments","Chancellor's other departments","Other","Outside London","20","20","47040","42570"
"In post","2021","National Savings and Investments","Chancellor's other departments","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Chancellor's other departments","Social Research","London","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Communications","Outside London","10","10","43020","37030"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Other","London","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Other","Outside London","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Policy","London","50","50","51940","52850"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Policy","Outside London","40","40","40000","36010"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","Economics","London","35","30","51090","54690"
"In post","2021","Office for Budget Responsibility","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Commercial","Outside London","15","15","35070","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Communications","London","20","20","46020","42850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Communications","Outside London","15","15","35450","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","London","30","30","49320","42850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","Outside London","50","50","42590","39460"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Finance","Outside London","30","30","41180","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Human Resources","Outside London","50","50","37940","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inspector of Education and Training","London","230","225","66190","64500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inspector of Education and Training","Outside London","565","550","65670","64500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Legal","London","15","15","59150","62810"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","London","10","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","Outside London","215","200","28770","25620"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","London","35","35","37190","28880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","Outside London","220","205","27140","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","London","50","50","52560","42850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","Outside London","15","15","47730","39460"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","Outside London","25","25","41340","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Property","Outside London","10","10","31020","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Social Research","London","25","20","46080","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Social Research","Outside London","15","15","34630","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Statistics","London","15","15","44820","42850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Statistics","Outside London","100","95","38520","32010"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","London","25","20","47520","39400"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","Outside London","10","10","35280","33230"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","Outside London","10","10","44490","42390"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","London","65","65","56230","50740"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","35","35","41820","41000"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","London","40","40","48130","47770"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","Outside London","15","15","45360","43650"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","London","30","30","53160","48130"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","Outside London","10","10","47900","38000"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","Outside London","15","15","33760","30950"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","London","60","60","64280","64980"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","Outside London","20","20","62430","60000"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","London","45","45","40130","33820"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","Outside London","120","120","30900","25150"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","London","310","305","51440","47180"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","Outside London","220","220","34010","30950"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","London","60","60","39060","34680"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","Outside London","25","25","34790","33400"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","London","15","10","49120","46160"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","Outside London","15","15","45070","43650"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","London","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Communications","Outside London","30","25","42870","40290"
"In post","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","25","25","41390","39830"
