"Status","Year","Age","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Project Delivery","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Finance","Outside London","75","75","30360","30420"
"In post","2021","20-29","Project Delivery","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Knowledge and Information Management","Outside London","20","20","27290","28050"
"In post","2021","20-29","Project Delivery","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Operational Delivery","London","90","90","34250","32870"
"In post","2021","20-29","Project Delivery","Operational Delivery","Outside London","160","155","26700","25560"
"In post","2021","20-29","Project Delivery","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Other","London","20","20","38440","38600"
"In post","2021","20-29","Project Delivery","Other","Outside London","430","420","23840","21370"
"In post","2021","20-29","Project Delivery","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Policy","London","210","210","41870","38600"
"In post","2021","20-29","Project Delivery","Policy","Outside London","75","70","33800","31870"
"In post","2021","20-29","Project Delivery","Policy","Overseas","10","10","[c]","[c]"
"In post","2021","20-29","Project Delivery","Project Delivery","London","455","455","38270","35430"
"In post","2021","20-29","Project Delivery","Project Delivery","Outside London","1325","1310","30540","30420"
"In post","2021","20-29","Project Delivery","Project Delivery","Overseas","15","15","40970","38600"
"In post","2021","20-29","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Property","London","10","10","32140","28500"
"In post","2021","20-29","Project Delivery","Property","Outside London","20","20","36340","34850"
"In post","2021","20-29","Project Delivery","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Science and Engineering","Outside London","870","865","27670","27540"
"In post","2021","20-29","Project Delivery","Science and Engineering","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","Security","London","10","10","[c]","[c]"
"In post","2021","20-29","Project Delivery","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Tax","London","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","Tax","Outside London","10","10","37410","31810"
"In post","2021","20-29","Project Delivery","Unknown","London","50","50","43080","36160"
"In post","2021","20-29","Project Delivery","Unknown","Outside London","35","35","30430","28120"
"In post","2021","20-29","Property","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Property","Operational Delivery","London","20","20","31120","30420"
"In post","2021","20-29","Property","Operational Delivery","Outside London","200","190","22630","21100"
"In post","2021","20-29","Property","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Other","Outside London","40","40","26110","25920"
"In post","2021","20-29","Property","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Property","London","100","100","33130","30550"
"In post","2021","20-29","Property","Property","Outside London","470","455","27320","25860"
"In post","2021","20-29","Property","Property","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Property","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Unknown","London","15","15","37220","34880"
"In post","2021","20-29","Property","Unknown","Outside London","75","70","26490","26530"
"In post","2021","20-29","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Intelligence Analysis","London","40","40","38110","36360"
"In post","2021","20-29","Security","Intelligence Analysis","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Security","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Security","London","120","120","32500","30440"
"In post","2021","20-29","Security","Security","Outside London","880","875","25590","25540"
"In post","2021","20-29","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Unknown","London","60","60","36310","34550"
"In post","2021","20-29","Security","Unknown","Outside London","110","110","24260","20920"
"In post","2021","20-29","Security","Unknown","Unknown","10","10","22910","20800"
"In post","2021","20-29","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Communications","London","40","40","43350","42710"
"In post","2021","20-29","Unknown","Communications","Outside London","20","20","27390","26290"
"In post","2021","20-29","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Digital, Data and Technology","London","105","105","41100","38700"
"In post","2021","20-29","Unknown","Digital, Data and Technology","Outside London","75","75","31850","30830"
"In post","2021","20-29","Unknown","Economics","London","105","105","36430","35050"
"In post","2021","20-29","Unknown","Economics","Outside London","10","10","35990","30710"
"In post","2021","20-29","Unknown","Finance","London","20","20","40860","35070"
"In post","2021","20-29","Unknown","Finance","Outside London","40","40","26180","24360"
"In post","2021","20-29","Unknown","Human Resources","London","30","30","39740","35200"
"In post","2021","20-29","Unknown","Human Resources","Outside London","60","60","26530","24880"
"In post","2021","20-29","Unknown","Intelligence Analysis","London","170","170","33900","30200"
"In post","2021","20-29","Unknown","Intelligence Analysis","Outside London","140","140","27390","26350"
"In post","2021","20-29","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Knowledge and Information Management","Outside London","15","15","25400","23830"
"In post","2021","20-29","Unknown","Legal","Outside London","15","15","33810","28850"
"In post","2021","20-29","Unknown","Medicine","London","15","15","33630","27510"
"In post","2021","20-29","Unknown","Medicine","Outside London","125","120","28490","27420"
"In post","2021","20-29","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Operational Delivery","London","625","615","29720","28670"
"In post","2021","20-29","Unknown","Operational Delivery","Outside London","3220","3095","23700","23830"
"In post","2021","20-29","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Operational Research","London","40","40","37640","36590"
"In post","2021","20-29","Unknown","Operational Research","Outside London","25","25","30410","31550"
"In post","2021","20-29","Unknown","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Other","London","385","385","32770","28670"
"In post","2021","20-29","Unknown","Other","Outside London","630","620","23570","20920"
"In post","2021","20-29","Unknown","Other","Overseas","15","15","33530","34100"
"In post","2021","20-29","Unknown","Other","Unknown","370","370","29010","28980"
"In post","2021","20-29","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Policy","London","715","715","41500","41500"
"In post","2021","20-29","Unknown","Policy","Outside London","255","250","30110","28850"
"In post","2021","20-29","Unknown","Policy","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Project Delivery","London","110","110","37440","35070"
"In post","2021","20-29","Unknown","Project Delivery","Outside London","70","70","30210","30820"
"In post","2021","20-29","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Property","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Psychology","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Science and Engineering","London","55","55","36260","33950"
"In post","2021","20-29","Unknown","Science and Engineering","Outside London","135","135","31330","29670"
"In post","2021","20-29","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Security","London","20","20","28320","28650"
"In post","2021","20-29","Unknown","Security","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Social Research","London","45","45","41770","42710"
"In post","2021","20-29","Unknown","Social Research","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Statistics","London","50","50","36410","34950"
"In post","2021","20-29","Unknown","Statistics","Outside London","25","20","31590","30600"
"In post","2021","20-29","Unknown","Unknown","London","1960","1945","32020","31060"
"In post","2021","20-29","Unknown","Unknown","Outside London","10470","10280","26180","27570"
"In post","2021","20-29","Unknown","Unknown","Overseas","20","20","35180","33230"
