"Status","Year","Age","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Communications","Communications","London","410","390","54430","53360"
"In post","2021","40-49","Communications","Communications","Outside London","490","460","39050","37000"
"In post","2021","40-49","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Human Resources","London","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Operational Delivery","Outside London","340","320","29570","28130"
"In post","2021","40-49","Communications","Other","London","35","35","29650","22410"
"In post","2021","40-49","Communications","Other","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Tax","Outside London","355","345","27950","25560"
"In post","2021","40-49","Communications","Unknown","London","60","55","58790","59160"
"In post","2021","40-49","Communications","Unknown","Outside London","105","105","32620","31810"
"In post","2021","40-49","Counter Fraud","Counter Fraud","London","60","60","47500","42560"
"In post","2021","40-49","Counter Fraud","Counter Fraud","Outside London","90","85","37310","39160"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","London","10","10","52870","59160"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","Outside London","40","35","36300","38630"
"In post","2021","40-49","Counter Fraud","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Legal","London","205","205","37160","36160"
"In post","2021","40-49","Counter Fraud","Legal","Outside London","640","615","30480","31810"
"In post","2021","40-49","Counter Fraud","Operational Delivery","London","85","80","36070","36160"
"In post","2021","40-49","Counter Fraud","Operational Delivery","Outside London","590","550","29280","25560"
"In post","2021","40-49","Counter Fraud","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Other","London","15","15","37330","31470"
"In post","2021","40-49","Counter Fraud","Other","Outside London","70","65","40140","31810"
"In post","2021","40-49","Counter Fraud","Policy","Outside London","10","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Tax","London","70","70","40620","36160"
"In post","2021","40-49","Counter Fraud","Tax","Outside London","320","310","38820","32100"
"In post","2021","40-49","Counter Fraud","Unknown","London","25","25","54570","58220"
"In post","2021","40-49","Counter Fraud","Unknown","Outside London","20","20","29070","27750"
"In post","2021","40-49","Debt","Operational Delivery","London","80","70","27710","25630"
"In post","2021","40-49","Debt","Operational Delivery","Outside London","615","555","23760","21440"
"In post","2021","40-49","Debt","Tax","London","10","10","28080","24120"
"In post","2021","40-49","Debt","Tax","Outside London","130","125","20780","20140"
"In post","2021","40-49","Debt","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Unknown","Outside London","15","10","30420","25560"
"In post","2021","40-49","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","London","620","610","52800","51350"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","Outside London","2415","2365","41640","38630"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","London","10","10","50020","53130"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","Outside London","30","30","38810","39120"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","London","25","25","44320","39810"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","Outside London","100","95","34280","31810"
"In post","2021","40-49","Digital, Data & Technology","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Other","Outside London","10","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Project Delivery","London","10","10","58250","57330"
"In post","2021","40-49","Digital, Data & Technology","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Science and Engineering","Outside London","170","155","44200","41900"
"In post","2021","40-49","Digital, Data & Technology","Security","London","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Security","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Tax","Outside London","15","15","37950","35680"
"In post","2021","40-49","Digital, Data & Technology","Unknown","London","275","270","57540","56980"
"In post","2021","40-49","Digital, Data & Technology","Unknown","Outside London","115","115","45730","38630"
"In post","2021","40-49","Digital, Data & Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Commercial","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","London","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","Outside London","30","30","44270","37910"
"In post","2021","40-49","Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Economics","London","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Finance","London","580","565","53220","51970"
"In post","2021","40-49","Finance","Finance","Outside London","1440","1370","39060","36520"
"In post","2021","40-49","Finance","Finance","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Operational Delivery","London","40","35","44980","36160"
"In post","2021","40-49","Finance","Operational Delivery","Outside London","175","165","28750","25560"
"In post","2021","40-49","Finance","Other","London","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Other","Outside London","30","30","44490","36640"
"In post","2021","40-49","Finance","Policy","London","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Project Delivery","Outside London","20","20","48640","45040"
"In post","2021","40-49","Finance","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Tax","Outside London","10","10","28900","25560"
"In post","2021","40-49","Finance","Unknown","London","30","30","50750","53660"
"In post","2021","40-49","Finance","Unknown","Outside London","40","40","40830","35680"
"In post","2021","40-49","Grants Management","Operational Delivery","Outside London","585","525","25970","24920"
"In post","2021","40-49","Human Resources","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Human Resources","London","470","450","51800","48900"
"In post","2021","40-49","Human Resources","Human Resources","Outside London","1345","1270","37620","33630"
"In post","2021","40-49","Human Resources","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Operational Delivery","London","15","15","36380","35630"
"In post","2021","40-49","Human Resources","Operational Delivery","Outside London","200","185","31460","27610"
"In post","2021","40-49","Human Resources","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Other","Outside London","10","10","45060","39500"
"In post","2021","40-49","Human Resources","Policy","London","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Security","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Tax","London","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Tax","Outside London","30","30","35470","29970"
"In post","2021","40-49","Human Resources","Unknown","London","130","125","52740","54700"
"In post","2021","40-49","Human Resources","Unknown","Outside London","190","180","37990","35790"
"In post","2021","40-49","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Internal Audit","London","55","50","56900","54130"
"In post","2021","40-49","Internal Audit","Internal Audit","Outside London","120","115","43610","42200"
"In post","2021","40-49","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Legal","London","1145","1035","62680","63990"
"In post","2021","40-49","Legal","Legal","Outside London","1440","1315","52030","51940"
"In post","2021","40-49","Legal","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Operational Delivery","London","200","185","32460","30110"
"In post","2021","40-49","Legal","Operational Delivery","Outside London","1000","910","28210","26970"
"In post","2021","40-49","Legal","Other","London","50","50","31610","27650"
"In post","2021","40-49","Legal","Other","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Legal","Policy","London","10","10","69770","72430"
"In post","2021","40-49","Legal","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Tax","London","5","5","[c]","[c]"
"In post","2021","40-49","Legal","Tax","Outside London","75","75","37710","31870"
"In post","2021","40-49","Legal","Unknown","London","35","35","71690","75520"
"In post","2021","40-49","Legal","Unknown","Outside London","15","15","46460","32120"
"In post","2021","40-49","No function","Commercial","London","30","30","62190","65440"
"In post","2021","40-49","No function","Commercial","Outside London","50","50","41700","38710"
"In post","2021","40-49","No function","Communications","London","20","20","49110","44110"
"In post","2021","40-49","No function","Communications","Outside London","10","10","37020","32860"
"In post","2021","40-49","No function","Corporate Finance","London","5","5","[c]","[c]"
"In post","2021","40-49","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Digital, Data and Technology","London","15","15","51450","53500"
"In post","2021","40-49","No function","Digital, Data and Technology","Outside London","40","35","36050","33690"
"In post","2021","40-49","No function","Economics","London","40","40","63850","59650"
"In post","2021","40-49","No function","Economics","Outside London","10","10","50530","52380"
"In post","2021","40-49","No function","Finance","London","35","35","54050","54130"
"In post","2021","40-49","No function","Finance","Outside London","70","65","44640","37210"
"In post","2021","40-49","No function","Human Resources","London","10","10","[c]","[c]"
"In post","2021","40-49","No function","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","No function","Inspector of Education and Training","London","75","75","64000","64500"
"In post","2021","40-49","No function","Inspector of Education and Training","Outside London","195","190","66440","74730"
"In post","2021","40-49","No function","Intelligence Analysis","London","10","10","45800","43650"
"In post","2021","40-49","No function","Intelligence Analysis","Outside London","95","95","30750","28080"
"In post","2021","40-49","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","International Trade","London","165","160","52320","51970"
"In post","2021","40-49","No function","International Trade","Outside London","45","45","40270","32120"
"In post","2021","40-49","No function","International Trade","Overseas","45","45","62610","60080"
"In post","2021","40-49","No function","Knowledge and Information Management","London","130","125","43680","39610"
"In post","2021","40-49","No function","Knowledge and Information Management","Outside London","135","125","40290","38070"
"In post","2021","40-49","No function","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Medicine","London","40","30","93330","94530"
"In post","2021","40-49","No function","Medicine","Outside London","80","70","89400","92500"
"In post","2021","40-49","No function","Operational Delivery","London","3355","3190","38070","34750"
"In post","2021","40-49","No function","Operational Delivery","Outside London","24175","22390","29180","26580"
"In post","2021","40-49","No function","Operational Delivery","Overseas","50","50","64510","64130"
"In post","2021","40-49","No function","Operational Delivery","Unknown","25","25","43250","43710"
"In post","2021","40-49","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Operational Research","Outside London","60","60","48440","46720"
"In post","2021","40-49","No function","Other","London","235","225","52950","45330"
"In post","2021","40-49","No function","Other","Outside London","270","255","39570","32180"
"In post","2021","40-49","No function","Planning","London","20","20","53210","53650"
"In post","2021","40-49","No function","Planning","Outside London","20","15","50720","46060"
"In post","2021","40-49","No function","Planning Inspectors","Outside London","100","95","54290","47660"
"In post","2021","40-49","No function","Policy","London","2830","2700","56710","55010"
"In post","2021","40-49","No function","Policy","Outside London","1090","1035","44030","40480"
"In post","2021","40-49","No function","Policy","Overseas","475","475","53710","54520"
"In post","2021","40-49","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Project Delivery","London","20","20","45140","40290"
"In post","2021","40-49","No function","Project Delivery","Outside London","25","25","41870","36720"
"In post","2021","40-49","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Property","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","No function","Psychology","London","15","15","49810","48230"
"In post","2021","40-49","No function","Psychology","Outside London","280","260","44250","45830"
"In post","2021","40-49","No function","Science and Engineering","London","255","240","50190","51480"
"In post","2021","40-49","No function","Science and Engineering","Outside London","1430","1345","43560","42750"
"In post","2021","40-49","No function","Science and Engineering","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","No function","Security","London","45","45","48810","44480"
"In post","2021","40-49","No function","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Social Research","London","5","5","[c]","[c]"
"In post","2021","40-49","No function","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Statistics","London","5","5","[c]","[c]"
"In post","2021","40-49","No function","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Tax","London","285","270","42720","36240"
"In post","2021","40-49","No function","Tax","Outside London","2020","1925","34410","31810"
"In post","2021","40-49","No function","Unknown","London","495","480","59600","57800"
"In post","2021","40-49","No function","Unknown","Outside London","470","440","28140","25560"
"In post","2021","40-49","No function","Unknown","Unknown","20","20","39580","32630"
"In post","2021","40-49","No function","Veterinarian","London","20","15","51530","53280"
"In post","2021","40-49","No function","Veterinarian","Outside London","145","140","42510","37910"
"In post","2021","40-49","Project Delivery","Commercial","Outside London","175","165","43580","41260"
"In post","2021","40-49","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Communications","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Project Delivery","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Digital, Data and Technology","Outside London","105","100","47360","46720"
"In post","2021","40-49","Project Delivery","Economics","London","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Economics","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Finance","London","10","10","[c]","[c]"
"In post","2021","40-49","Project Delivery","Finance","Outside London","105","100","46740","43900"
"In post","2021","40-49","Project Delivery","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Knowledge and Information Management","Outside London","40","40","40350","38720"
"In post","2021","40-49","Project Delivery","Medicine","London","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Medicine","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Project Delivery","Medicine","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Operational Delivery","London","70","65","46420","41770"
"In post","2021","40-49","Project Delivery","Operational Delivery","Outside London","370","340","36580","31810"
"In post","2021","40-49","Project Delivery","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Other","London","55","50","68620","67370"
"In post","2021","40-49","Project Delivery","Other","Outside London","630","605","34080","31190"
"In post","2021","40-49","Project Delivery","Other","Overseas","40","40","67820","67030"
"In post","2021","40-49","Project Delivery","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Policy","London","330","310","59820","59160"
"In post","2021","40-49","Project Delivery","Policy","Outside London","230","215","46600","49100"
"In post","2021","40-49","Project Delivery","Policy","Overseas","80","80","59900","58030"
"In post","2021","40-49","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Project Delivery","London","660","640","56030","54800"
"In post","2021","40-49","Project Delivery","Project Delivery","Outside London","2935","2850","42280","40000"
"In post","2021","40-49","Project Delivery","Project Delivery","Overseas","40","40","45490","43850"
"In post","2021","40-49","Project Delivery","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Project Delivery","Property","London","30","30","60540","64830"
"In post","2021","40-49","Project Delivery","Property","Outside London","45","45","52420","50630"
"In post","2021","40-49","Project Delivery","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Science and Engineering","London","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Science and Engineering","Outside London","505","500","43190","41980"
"In post","2021","40-49","Project Delivery","Science and Engineering","Overseas","10","10","[c]","[c]"
"In post","2021","40-49","Project Delivery","Security","London","5","5","[c]","[c]"
"In post","2021","40-49","Project Delivery","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Tax","Outside London","30","25","43180","38630"
"In post","2021","40-49","Project Delivery","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Unknown","London","50","50","78170","75000"
"In post","2021","40-49","Project Delivery","Unknown","Outside London","95","90","41590","36610"
"In post","2021","40-49","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Property","Finance","London","10","10","[c]","[c]"
"In post","2021","40-49","Property","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Property","Operational Delivery","London","40","40","40280","37380"
"In post","2021","40-49","Property","Operational Delivery","Outside London","280","260","27610","21100"
"In post","2021","40-49","Property","Other","Outside London","60","55","32130","28870"
"In post","2021","40-49","Property","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Project Delivery","London","10","10","[c]","[c]"
"In post","2021","40-49","Property","Project Delivery","Outside London","10","10","51370","50580"
"In post","2021","40-49","Property","Property","London","225","215","42190","36550"
"In post","2021","40-49","Property","Property","Outside London","1130","1085","35310","33300"
"In post","2021","40-49","Property","Property","Overseas","45","45","39280","38080"
"In post","2021","40-49","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Unknown","London","15","15","55640","54700"
"In post","2021","40-49","Property","Unknown","Outside London","175","170","32780","30160"
"In post","2021","40-49","Security","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Intelligence Analysis","London","35","30","56930","55430"
"In post","2021","40-49","Security","Intelligence Analysis","Overseas","15","15","53010","52200"
"In post","2021","40-49","Security","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Security","London","145","140","44060","42740"
"In post","2021","40-49","Security","Security","Outside London","1360","1350","31570","31380"
"In post","2021","40-49","Security","Security","Overseas","15","15","36110","34350"
"In post","2021","40-49","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Unknown","London","35","35","55390","54700"
"In post","2021","40-49","Security","Unknown","Outside London","130","125","31500","33300"
"In post","2021","40-49","Security","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Commercial","London","15","15","43250","43700"
"In post","2021","40-49","Unknown","Commercial","Outside London","15","15","45580","41650"
"In post","2021","40-49","Unknown","Communications","London","35","30","54020","45800"
"In post","2021","40-49","Unknown","Communications","Outside London","65","55","41530","37410"
"In post","2021","40-49","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Counter Fraud","London","10","10","35260","30070"
"In post","2021","40-49","Unknown","Counter Fraud","Outside London","45","45","26400","25310"
"In post","2021","40-49","Unknown","Digital, Data and Technology","London","240","235","56620","57460"
"In post","2021","40-49","Unknown","Digital, Data and Technology","Outside London","185","180","43930","40460"
"In post","2021","40-49","Unknown","Economics","London","15","15","67990","68720"
"In post","2021","40-49","Unknown","Economics","Outside London","10","10","52960","58730"
"In post","2021","40-49","Unknown","Finance","London","50","50","52150","46330"
"In post","2021","40-49","Unknown","Finance","Outside London","105","100","43220","37410"
"In post","2021","40-49","Unknown","Human Resources","London","130","120","47440","42170"
"In post","2021","40-49","Unknown","Human Resources","Outside London","95","90","39740","37410"
"In post","2021","40-49","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Intelligence Analysis","London","205","190","37480","35070"
"In post","2021","40-49","Unknown","Intelligence Analysis","Outside London","370","350","29950","27370"
"In post","2021","40-49","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Knowledge and Information Management","London","20","20","44770","39710"
"In post","2021","40-49","Unknown","Knowledge and Information Management","Outside London","40","40","38860","37410"
"In post","2021","40-49","Unknown","Legal","Outside London","55","50","60270","60830"
"In post","2021","40-49","Unknown","Medicine","London","70","65","64380","67750"
"In post","2021","40-49","Unknown","Medicine","Outside London","500","445","47600","38490"
"In post","2021","40-49","Unknown","Medicine","Overseas","15","15","40970","37890"
"In post","2021","40-49","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Operational Delivery","London","1775","1645","34480","29370"
"In post","2021","40-49","Unknown","Operational Delivery","Outside London","5105","4740","28510","25310"
"In post","2021","40-49","Unknown","Operational Delivery","Overseas","40","40","29490","27370"
"In post","2021","40-49","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Operational Research","London","10","10","66180","68740"
"In post","2021","40-49","Unknown","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Other","London","410","390","41680","35930"
"In post","2021","40-49","Unknown","Other","Outside London","2250","2160","27370","21670"
"In post","2021","40-49","Unknown","Other","Overseas","110","105","46720","46620"
"In post","2021","40-49","Unknown","Other","Unknown","385","385","40220","35380"
"In post","2021","40-49","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Planning","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Policy","London","650","620","59970","57680"
"In post","2021","40-49","Unknown","Policy","Outside London","725","695","44900","40580"
"In post","2021","40-49","Unknown","Policy","Overseas","15","15","56160","57710"
"In post","2021","40-49","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Project Delivery","London","225","225","51200","46110"
"In post","2021","40-49","Unknown","Project Delivery","Outside London","195","190","39950","37460"
"In post","2021","40-49","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Property","London","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Property","Outside London","35","35","41910","36500"
"In post","2021","40-49","Unknown","Psychology","Outside London","5","5","[c]","[c]"
