"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","SEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","AA","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","AA","Male","45","[c]","17360","17180"
"Leaver CS","2021","No function","Science and Engineering","AO","Female","85","[c]","21520","21550"
"Leaver CS","2021","No function","Science and Engineering","AO","Male","30","[c]","21280","21050"
"Leaver CS","2021","No function","Science and Engineering","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","HEO","Female","55","[c]","31920","32770"
"Leaver CS","2021","No function","Science and Engineering","HEO","Male","70","[c]","31040","29520"
"Leaver CS","2021","No function","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","SEO","Female","50","[c]","40690","40730"
"Leaver CS","2021","No function","Science and Engineering","SEO","Male","40","[c]","39440","39010"
"Leaver CS","2021","No function","Science and Engineering","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Security","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Security","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","AO","Female","65","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","AO","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","EO","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","HEO","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","HEO","Male","60","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","EO","Male","45","[c]","19930","19040"
"Leaver CS","2021","Project Delivery","Other","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","EO","Female","45","[c]","23540","25970"
"Leaver CS","2021","Project Delivery","Project Delivery","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","G7","Male","35","[c]","53570","53370"
"Leaver CS","2021","Project Delivery","Project Delivery","HEO","Female","45","[c]","31810","32430"
"Leaver CS","2021","Project Delivery","Project Delivery","HEO","Male","50","[c]","32790","32740"
"Leaver CS","2021","Project Delivery","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","SEO","Male","70","[c]","41690","40580"
"Leaver CS","2021","Project Delivery","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","G7","Male","[c]","[c]","[c]","[c]"
