"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","Other","AO","Female","25","25","[c]","[c]"
"In post","2021","Legal","Other","AO","Male","15","15","[c]","[c]"
"In post","2021","Legal","Other","EO","Female","140","135","27580","27350"
"In post","2021","Legal","Other","EO","Male","65","65","27320","27350"
"In post","2021","Legal","Other","G6","Female","5","5","[c]","[c]"
"In post","2021","Legal","Other","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Other","G7","Female","10","10","[c]","[c]"
"In post","2021","Legal","Other","G7","Male","5","5","[c]","[c]"
"In post","2021","Legal","Other","HEO","Female","45","40","31900","31180"
"In post","2021","Legal","Other","HEO","Male","25","25","[c]","[c]"
"In post","2021","Legal","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Other","SEO","Female","10","10","[c]","[c]"
"In post","2021","Legal","Other","SEO","Male","10","10","[c]","[c]"
"In post","2021","Legal","Policy","AO","Female","5","5","[c]","[c]"
"In post","2021","Legal","Policy","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Policy","EO","Female","5","5","[c]","[c]"
"In post","2021","Legal","Policy","EO","Male","5","5","[c]","[c]"
"In post","2021","Legal","Policy","G6","Female","5","5","[c]","[c]"
"In post","2021","Legal","Policy","G6","Male","10","10","[c]","[c]"
"In post","2021","Legal","Policy","G7","Female","5","5","[c]","[c]"
"In post","2021","Legal","Policy","G7","Male","5","5","[c]","[c]"
"In post","2021","Legal","Policy","HEO","Female","10","10","[c]","[c]"
"In post","2021","Legal","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Policy","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Legal","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Policy","SEO","Male","5","5","[c]","[c]"
"In post","2021","Legal","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Tax","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Tax","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Tax","EO","Female","10","10","[c]","[c]"
"In post","2021","Legal","Tax","EO","Male","10","10","[c]","[c]"
"In post","2021","Legal","Tax","G6","Female","5","5","[c]","[c]"
"In post","2021","Legal","Tax","G6","Male","10","10","[c]","[c]"
"In post","2021","Legal","Tax","G7","Female","25","25","[c]","[c]"
"In post","2021","Legal","Tax","G7","Male","45","40","53470","52580"
"In post","2021","Legal","Tax","HEO","Female","85","80","32440","31810"
"In post","2021","Legal","Tax","HEO","Male","80","80","32400","31810"
"In post","2021","Legal","Tax","SEO","Female","40","40","38440","38630"
"In post","2021","Legal","Tax","SEO","Male","40","40","38680","38630"
"In post","2021","Legal","Unknown","AO","Female","10","10","[c]","[c]"
"In post","2021","Legal","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","EO","Female","5","5","[c]","[c]"
"In post","2021","Legal","Unknown","EO","Male","10","10","[c]","[c]"
"In post","2021","Legal","Unknown","G6","Female","10","10","[c]","[c]"
"In post","2021","Legal","Unknown","G6","Male","10","10","[c]","[c]"
"In post","2021","Legal","Unknown","G7","Female","25","20","[c]","[c]"
"In post","2021","Legal","Unknown","G7","Male","20","20","[c]","[c]"
"In post","2021","Legal","Unknown","HEO","Female","25","25","[c]","[c]"
"In post","2021","Legal","Unknown","HEO","Male","20","20","[c]","[c]"
"In post","2021","Legal","Unknown","SCS level","Female","25","25","[c]","[c]"
"In post","2021","Legal","Unknown","SCS level","Male","35","35","88220","79980"
"In post","2021","Legal","Unknown","SEO","Female","5","5","[c]","[c]"
"In post","2021","Legal","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Commercial","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Commercial","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Commercial","EO","Female","15","15","[c]","[c]"
"In post","2021","No function","Commercial","EO","Male","15","15","[c]","[c]"
"In post","2021","No function","Commercial","G6","Female","15","15","[c]","[c]"
"In post","2021","No function","Commercial","G6","Male","30","30","[c]","[c]"
"In post","2021","No function","Commercial","G7","Female","25","25","[c]","[c]"
"In post","2021","No function","Commercial","G7","Male","35","35","52920","52580"
"In post","2021","No function","Commercial","HEO","Female","35","35","31840","30980"
"In post","2021","No function","Commercial","HEO","Male","35","35","31820","31380"
"In post","2021","No function","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Commercial","SEO","Female","40","35","38500","37100"
"In post","2021","No function","Commercial","SEO","Male","35","35","39680","38710"
"In post","2021","No function","Communications","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Communications","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Communications","EO","Female","15","10","[c]","[c]"
"In post","2021","No function","Communications","EO","Male","15","15","[c]","[c]"
"In post","2021","No function","Communications","G6","Female","5","5","[c]","[c]"
"In post","2021","No function","Communications","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Communications","G7","Female","20","20","[c]","[c]"
"In post","2021","No function","Communications","G7","Male","15","15","[c]","[c]"
"In post","2021","No function","Communications","HEO","Female","15","15","[c]","[c]"
"In post","2021","No function","Communications","HEO","Male","10","10","[c]","[c]"
"In post","2021","No function","Communications","SCS level","Female","5","5","[c]","[c]"
"In post","2021","No function","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Communications","SEO","Female","15","15","[c]","[c]"
"In post","2021","No function","Communications","SEO","Male","10","10","[c]","[c]"
"In post","2021","No function","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","G7","Male","10","10","[c]","[c]"
"In post","2021","No function","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","SEO","Female","10","10","[c]","[c]"
"In post","2021","No function","Counter Fraud","SEO","Male","15","15","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","EO","Female","25","25","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","EO","Male","20","20","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","G6","Female","5","5","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","G6","Male","5","5","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","G7","Female","15","15","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","G7","Male","25","25","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","HEO","Female","30","30","31990","30250"
"In post","2021","No function","Digital, Data and Technology","HEO","Male","35","35","33060","30950"
"In post","2021","No function","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","SEO","Female","15","15","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","SEO","Male","35","35","39810","38940"
"In post","2021","No function","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Economics","AO","Female","5","5","[c]","[c]"
"In post","2021","No function","Economics","AO","Male","10","10","[c]","[c]"
"In post","2021","No function","Economics","EO","Female","10","10","[c]","[c]"
"In post","2021","No function","Economics","EO","Male","15","15","[c]","[c]"
"In post","2021","No function","Economics","G6","Female","20","20","[c]","[c]"
"In post","2021","No function","Economics","G6","Male","30","25","[c]","[c]"
"In post","2021","No function","Economics","G7","Female","75","70","55680","57220"
"In post","2021","No function","Economics","G7","Male","105","105","56020","57400"
"In post","2021","No function","Economics","HEO","Female","55","55","32790","33040"
"In post","2021","No function","Economics","HEO","Male","90","90","33130","33120"
"In post","2021","No function","Economics","SCS level","Female","10","10","[c]","[c]"
"In post","2021","No function","Economics","SCS level","Male","15","15","[c]","[c]"
"In post","2021","No function","Economics","SEO","Female","15","15","[c]","[c]"
"In post","2021","No function","Economics","SEO","Male","25","25","[c]","[c]"
"In post","2021","No function","Finance","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Finance","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Finance","AO","Female","20","20","[c]","[c]"
"In post","2021","No function","Finance","AO","Male","5","5","[c]","[c]"
"In post","2021","No function","Finance","EO","Female","25","20","[c]","[c]"
"In post","2021","No function","Finance","EO","Male","15","15","[c]","[c]"
"In post","2021","No function","Finance","G6","Female","15","15","[c]","[c]"
"In post","2021","No function","Finance","G6","Male","25","20","[c]","[c]"
"In post","2021","No function","Finance","G7","Female","45","45","53840","53420"
"In post","2021","No function","Finance","G7","Male","50","45","54690","53490"
"In post","2021","No function","Finance","HEO","Female","55","50","32380","31040"
"In post","2021","No function","Finance","HEO","Male","50","50","33230","32300"
"In post","2021","No function","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Finance","SCS level","Male","5","5","[c]","[c]"
"In post","2021","No function","Finance","SEO","Female","45","45","40390","40300"
"In post","2021","No function","Finance","SEO","Male","45","45","40580","37290"
"In post","2021","No function","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","AO","Female","5","5","[c]","[c]"
"In post","2021","No function","Human Resources","AO","Male","5","5","[c]","[c]"
"In post","2021","No function","Human Resources","EO","Female","10","5","[c]","[c]"
"In post","2021","No function","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","G6","Female","5","5","[c]","[c]"
"In post","2021","No function","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","G7","Female","15","15","[c]","[c]"
"In post","2021","No function","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","HEO","Female","5","5","[c]","[c]"
"In post","2021","No function","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","SEO","Female","10","10","[c]","[c]"
"In post","2021","No function","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Inspector of Education and Training","G6","Female","80","75","80980","85550"
"In post","2021","No function","Inspector of Education and Training","G6","Male","65","65","80060","74730"
"In post","2021","No function","Inspector of Education and Training","G7","Female","225","220","72560","75500"
"In post","2021","No function","Inspector of Education and Training","G7","Male","145","140","74560","75500"
"In post","2021","No function","Inspector of Education and Training","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Inspector of Education and Training","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Inspector of Education and Training","SCS level","Male","5","5","[c]","[c]"
"In post","2021","No function","Inspector of Education and Training","SEO","Female","295","285","51070","51360"
"In post","2021","No function","Inspector of Education and Training","SEO","Male","40","40","51060","51360"
"In post","2021","No function","Intelligence Analysis","AO","Female","15","15","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","EO","Female","240","225","27970","27380"
"In post","2021","No function","Intelligence Analysis","EO","Male","115","115","30220","30140"
"In post","2021","No function","Intelligence Analysis","G7","Female","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","G7","Male","10","10","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","HEO","Female","30","25","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","HEO","Male","30","30","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","SEO","Female","20","20","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","SEO","Male","15","15","[c]","[c]"
"In post","2021","No function","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","EO","Female","50","45","26860","26510"
"In post","2021","No function","International Trade","EO","Male","50","50","26910","26510"
"In post","2021","No function","International Trade","G6","Female","70","65","62510","62170"
"In post","2021","No function","International Trade","G6","Male","100","100","63650","62170"
"In post","2021","No function","International Trade","G7","Female","185","185","51800","51970"
"In post","2021","No function","International Trade","G7","Male","240","240","53290","51970"
"In post","2021","No function","International Trade","HEO","Female","165","165","32610","32120"
"In post","2021","No function","International Trade","HEO","Male","185","185","32510","32120"
"In post","2021","No function","International Trade","SCS level","Female","50","50","79670","74540"
"In post","2021","No function","International Trade","SCS level","Male","65","60","90530","76810"
"In post","2021","No function","International Trade","SEO","Female","120","120","38850","38540"
"In post","2021","No function","International Trade","SEO","Male","180","180","38810","38540"
"In post","2021","No function","Knowledge and Information Management","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","AO","Female","70","65","22140","22020"
"In post","2021","No function","Knowledge and Information Management","AO","Male","25","25","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","EO","Female","150","135","26310","26170"
"In post","2021","No function","Knowledge and Information Management","EO","Male","65","65","26960","26650"
"In post","2021","No function","Knowledge and Information Management","G6","Female","30","30","68210","66480"
"In post","2021","No function","Knowledge and Information Management","G6","Male","30","30","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","G7","Female","115","105","53050","52570"
"In post","2021","No function","Knowledge and Information Management","G7","Male","60","60","53830","52610"
"In post","2021","No function","Knowledge and Information Management","HEO","Female","130","120","32460","32010"
"In post","2021","No function","Knowledge and Information Management","HEO","Male","75","75","33310","32610"
"In post","2021","No function","Knowledge and Information Management","SCS level","Female","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","SCS level","Male","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","SEO","Female","135","120","39890","38970"
"In post","2021","No function","Knowledge and Information Management","SEO","Male","80","80","40170","39070"
"In post","2021","No function","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","G6","Female","35","30","82070","86070"
"In post","2021","No function","Medicine","G6","Male","25","20","[c]","[c]"
"In post","2021","No function","Medicine","G7","Female","10","10","[c]","[c]"
"In post","2021","No function","Medicine","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","HEO","Female","15","15","[c]","[c]"
"In post","2021","No function","Medicine","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","SCS level","Female","210","175","109560","103770"
"In post","2021","No function","Medicine","SCS level","Male","135","120","114940","110680"
"In post","2021","No function","Medicine","SEO","Female","10","10","[c]","[c]"
"In post","2021","No function","Medicine","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Delivery","AA","Female","5845","4910","19760","20070"
"In post","2021","No function","Operational Delivery","AA","Male","4490","4165","20470","20600"
"In post","2021","No function","Operational Delivery","AO","Female","28675","24765","22610","21440"
"In post","2021","No function","Operational Delivery","AO","Male","25195","24050","25380","24440"
"In post","2021","No function","Operational Delivery","EO","Female","12850","11725","27360","26780"
"In post","2021","No function","Operational Delivery","EO","Male","13105","12535","29490","28410"
"In post","2021","No function","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Delivery","G6","Female","520","500","69580","66290"
"In post","2021","No function","Operational Delivery","G6","Male","565","550","71970","68580"
"In post","2021","No function","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Delivery","G7","Female","1720","1650","53820","52760"
"In post","2021","No function","Operational Delivery","G7","Male","1475","1450","57170","54400"
"In post","2021","No function","Operational Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Delivery","HEO","Female","6650","6195","33120","32330"
"In post","2021","No function","Operational Delivery","HEO","Male","6510","6225","35520","35000"
"In post","2021","No function","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Delivery","SCS level","Female","210","200","91920","84910"
"In post","2021","No function","Operational Delivery","SCS level","Male","235","230","93720","91260"
"In post","2021","No function","Operational Delivery","SEO","Female","3385","3215","42200","40470"
"In post","2021","No function","Operational Delivery","SEO","Male","3380","3280","46730","45100"
"In post","2021","No function","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Delivery","Unknown","Female","9270","8465","29590","28200"
"In post","2021","No function","Operational Delivery","Unknown","Male","2715","2605","30710","30210"
"In post","2021","No function","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Research","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Research","G6","Female","5","5","[c]","[c]"
"In post","2021","No function","Operational Research","G6","Male","15","15","[c]","[c]"
"In post","2021","No function","Operational Research","G7","Female","60","55","48830","46130"
"In post","2021","No function","Operational Research","G7","Male","90","85","50750","47540"
"In post","2021","No function","Operational Research","HEO","Female","30","30","30480","28650"
"In post","2021","No function","Operational Research","HEO","Male","35","35","29120","28650"
"In post","2021","No function","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Research","SEO","Female","30","30","[c]","[c]"
"In post","2021","No function","Operational Research","SEO","Male","25","25","[c]","[c]"
"In post","2021","No function","Other","AA","Female","90","80","20630","20810"
"In post","2021","No function","Other","AA","Male","30","30","20570","20810"
"In post","2021","No function","Other","AO","Female","205","185","23010","21590"
"In post","2021","No function","Other","AO","Male","150","135","27080","25730"
"In post","2021","No function","Other","EO","Female","370","355","27760","26780"
"In post","2021","No function","Other","EO","Male","210","205","28120","26700"
"In post","2021","No function","Other","G6","Female","45","45","69920","68010"
"In post","2021","No function","Other","G6","Male","80","75","76480","75710"
"In post","2021","No function","Other","G7","Female","140","135","55170","53150"
"In post","2021","No function","Other","G7","Male","220","215","60570","56380"
"In post","2021","No function","Other","HEO","Female","235","225","34050","33350"
"In post","2021","No function","Other","HEO","Male","175","175","34350","34240"
"In post","2021","No function","Other","SCS level","Female","40","35","96800","88880"
"In post","2021","No function","Other","SCS level","Male","50","50","105710","96550"
"In post","2021","No function","Other","SEO","Female","140","135","41090","40290"
"In post","2021","No function","Other","SEO","Male","140","125","41790","42620"
"In post","2021","No function","Planning","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Planning","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Planning","EO","Female","10","10","[c]","[c]"
"In post","2021","No function","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Planning","G6","Female","5","5","[c]","[c]"
"In post","2021","No function","Planning","G6","Male","10","10","[c]","[c]"
"In post","2021","No function","Planning","G7","Female","20","15","[c]","[c]"
"In post","2021","No function","Planning","G7","Male","15","15","[c]","[c]"
"In post","2021","No function","Planning","HEO","Female","15","15","[c]","[c]"
"In post","2021","No function","Planning","HEO","Male","15","15","[c]","[c]"
"In post","2021","No function","Planning","SCS level","Female","5","5","[c]","[c]"
"In post","2021","No function","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Planning","SEO","Female","20","20","[c]","[c]"
"In post","2021","No function","Planning","SEO","Male","20","20","[c]","[c]"
"In post","2021","No function","Planning Inspectors","G6","Female","75","65","64000","58810"
"In post","2021","No function","Planning Inspectors","G6","Male","130","110","64040","58810"
"In post","2021","No function","Planning Inspectors","G7","Female","55","45","48370","47660"
"In post","2021","No function","Planning Inspectors","G7","Male","85","80","48760","47660"
"In post","2021","No function","Planning Inspectors","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Planning Inspectors","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Policy","AA","Female","20","20","[c]","[c]"
"In post","2021","No function","Policy","AA","Male","20","15","[c]","[c]"
"In post","2021","No function","Policy","AO","Female","305","285","24130","23500"
"In post","2021","No function","Policy","AO","Male","150","150","24920","24370"
"In post","2021","No function","Policy","EO","Female","1130","1090","28270","27850"
"In post","2021","No function","Policy","EO","Male","735","730","28170","27960"
"In post","2021","No function","Policy","G6","Female","1085","1030","65820","65000"
"In post","2021","No function","Policy","G6","Male","1180","1165","66430","65250"
"In post","2021","No function","Policy","G7","Female","2915","2795","54420","53420"
"In post","2021","No function","Policy","G7","Male","2785","2760","54800","53600"
"In post","2021","No function","Policy","HEO","Female","3010","2940","33620","33510"
"In post","2021","No function","Policy","HEO","Male","2470","2455","34030","33570"
"In post","2021","No function","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Policy","SCS level","Female","665","630","82700","75930"
"In post","2021","No function","Policy","SCS level","Male","715","705","86750","77780"
"In post","2021","No function","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Policy","SEO","Female","1900","1825","40380","40050"
"In post","2021","No function","Policy","SEO","Male","1545","1535","40940","40050"
"In post","2021","No function","Policy","Unknown","Female","10","10","[c]","[c]"
"In post","2021","No function","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Project Delivery","EO","Female","10","10","[c]","[c]"
"In post","2021","No function","Project Delivery","EO","Male","5","5","[c]","[c]"
"In post","2021","No function","Project Delivery","G6","Female","10","10","[c]","[c]"
"In post","2021","No function","Project Delivery","G6","Male","10","10","[c]","[c]"
"In post","2021","No function","Project Delivery","G7","Female","25","20","[c]","[c]"
"In post","2021","No function","Project Delivery","G7","Male","20","20","[c]","[c]"
"In post","2021","No function","Project Delivery","HEO","Female","35","35","30250","30850"
"In post","2021","No function","Project Delivery","HEO","Male","35","35","30710","31820"
"In post","2021","No function","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Project Delivery","SEO","Female","25","25","[c]","[c]"
"In post","2021","No function","Project Delivery","SEO","Male","30","30","38930","39040"
"In post","2021","No function","Property","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","HEO","Male","5","5","[c]","[c]"
"In post","2021","No function","Property","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","AO","Female","65","60","21310","21500"
"In post","2021","No function","Psychology","AO","Male","5","5","[c]","[c]"
"In post","2021","No function","Psychology","EO","Female","360","345","26920","26330"
"In post","2021","No function","Psychology","EO","Male","65","65","26730","26850"
"In post","2021","No function","Psychology","G6","Female","15","15","[c]","[c]"
"In post","2021","No function","Psychology","G6","Male","5","5","[c]","[c]"
"In post","2021","No function","Psychology","G7","Female","75","70","61760","62630"
"In post","2021","No function","Psychology","G7","Male","20","20","[c]","[c]"
"In post","2021","No function","Psychology","HEO","Female","385","370","30460","30450"
"In post","2021","No function","Psychology","HEO","Male","40","40","30820","30450"
"In post","2021","No function","Psychology","SEO","Female","320","300","45580","45820"
"In post","2021","No function","Psychology","SEO","Male","35","30","44310","43870"
