"Status","Year","Age","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Government (excl. agencies)","Scottish Government","65","[c]","48090","46600"
"Leaver CS","2021","60-64","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","Scottish Government","40","[c]","39000","33650"
"Leaver CS","2021","60-64","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Transport Scotland","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","Ministry of Defence","15","[c]","36040","34990"
"Leaver CS","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","30","[c]","30740","19520"
"Leaver CS","2021","60-64","Valuation Office Agency","HM Revenue and Customs","45","[c]","34860","32910"
"Leaver CS","2021","60-64","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","40","[c]","56290","57290"
"Leaver CS","2021","60-64","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","[c]","34810","26520"
"Leaver CS","2021","65+","Cabinet Office (excl. agencies)","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Companies House","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Office and Procurator Fiscal Service","Scottish Government","15","[c]","37300","34150"
"Leaver CS","2021","65+","Crown Prosecution Service","Attorney General's Departments","35","[c]","41940","36240"
"Leaver CS","2021","65+","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","Ministry of Defence","60","[c]","32800","32600"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","Ministry of Defence","25","[c]","42580","37880"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","10","[c]","52980","40680"
"Leaver CS","2021","65+","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","20","[c]","41740","37590"
"Leaver CS","2021","65+","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport (excl. agencies)","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","780","[c]","25460","25860"
"Leaver CS","2021","65+","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Driver and Vehicle Licensing Agency","Department for Transport","45","[c]","23180","21170"
"Leaver CS","2021","65+","Driver and Vehicle Standards Agency","Department for Transport","65","[c]","27410","26780"
"Leaver CS","2021","65+","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","FCDO Services","Foreign, Commonwealth and Development Office","20","[c]","41460","34770"
"Leaver CS","2021","65+","Food Standards Agency","Food Standards Agency","10","[c]","32000","28940"
"Leaver CS","2021","65+","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Forestry and Land Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Government Legal Department","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Health and Safety Executive","Department for Work and Pensions","15","[c]","52170","42340"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","Ministry of Justice","270","[c]","20710","20100"
"Leaver CS","2021","65+","HM Land Registry","HM Land Registry","30","[c]","31560","27130"
"Leaver CS","2021","65+","HM Prison and Probation Service","Ministry of Justice","400","[c]","30750","31650"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","700","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office (incl. agencies)","Home Office","160","[c]","27350","25120"
"Leaver CS","2021","65+","Insolvency Service","Department for Business, Energy and Industrial Strategy","15","[c]","30560","26000"
"Leaver CS","2021","65+","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal Aid Agency","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Maritime and Coastguard Agency","Department for Transport","10","[c]","51230","54180"
"Leaver CS","2021","65+","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Met Office","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","450","[c]","28390","22500"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice (excl. agencies)","Ministry of Justice","15","[c]","36260","32400"
"Leaver CS","2021","65+","National Crime Agency","National Crime Agency","10","[c]","41750","42170"
"Leaver CS","2021","65+","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","15","[c]","48980","51360"
"Leaver CS","2021","65+","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of the Public Guardian","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectorate","Ministry of Housing, Communities and Local Government","15","[c]","48550","54140"
"Leaver CS","2021","65+","Public Health England","Department of Health and Social Care","40","[c]","48810","32090"
"Leaver CS","2021","65+","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Registers of Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Royal Fleet Auxiliary","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Rural Payments Agency","Department for Environment, Food and Rural Affairs","10","[c]","26950","25000"
"Leaver CS","2021","65+","Scottish Courts and Tribunals Service","Scottish Government","20","[c]","26440","20070"
"Leaver CS","2021","65+","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government (excl. agencies)","Scottish Government","25","[c]","42190","35500"
"Leaver CS","2021","65+","Scottish Prison Service","Scottish Government","25","[c]","35090","33650"
"Leaver CS","2021","65+","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Hydrographic Office","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","United Kingdom Statistics Authority","45","[c]","23910","19520"
"Leaver CS","2021","65+","Valuation Office Agency","HM Revenue and Customs","30","[c]","31210","27500"
"Leaver CS","2021","65+","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government (excl. agencies)","Welsh Government","20","[c]","39670","36500"
"Leaver CS","2021","65+","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","80","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","15","[c]","48900","53580"
"Leaver CS","2021","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","10","[c]","28360","24250"
"Leaver Dept.","2021","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","[c]","22130","21050"
"Leaver Dept.","2021","20-29","Attorney General's Office","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office (excl. agencies)","Cabinet Office","745","[c]","32910","32000"
"Leaver Dept.","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","Charity Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","Competition and Markets Authority","15","[c]","33670","27150"
"Leaver Dept.","2021","20-29","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Prosecution Service","Attorney General's Departments","30","[c]","27380","23520"
"Leaver Dept.","2021","20-29","Defence Equipment and Support","Ministry of Defence","135","[c]","25920","25950"
"Leaver Dept.","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","20","[c]","26910","28650"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","195","[c]","38410","33640"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","90","[c]","38080","32620"
"Leaver Dept.","2021","20-29","Department for Education (excl. agencies)","Department for Education","75","[c]","35660","33610"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","185","[c]","35370","33190"
"Leaver Dept.","2021","20-29","Department for International Development","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","Department for International Trade","125","[c]","35490","32120"
"Leaver Dept.","2021","20-29","Department for Transport (excl. agencies)","Department for Transport","85","[c]","37700","34710"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","360","[c]","27970","27570"
"Leaver Dept.","2021","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","50","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Driver and Vehicle Licensing Agency","Department for Transport","25","[c]","22150","21590"
"Leaver Dept.","2021","20-29","Driver and Vehicle Standards Agency","Department for Transport","10","[c]","25520","21590"
"Leaver Dept.","2021","20-29","Education and Skills Funding Agency","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Food Standards Agency","10","[c]","37840","33810"
"Leaver Dept.","2021","20-29","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","90","[c]","41860","38600"
"Leaver Dept.","2021","20-29","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Legal Department","Attorney General's Departments","25","[c]","31120","27350"
"Leaver Dept.","2021","20-29","Health and Safety Executive","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Ministry of Justice","130","[c]","22900","19930"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","Ministry of Justice","100","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","560","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury (excl. agencies)","HM Treasury","55","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Home Office","355","[c]","30840","28670"
"Leaver Dept.","2021","20-29","Insolvency Service","Department for Business, Energy and Industrial Strategy","15","[c]","24870","20880"
"Leaver Dept.","2021","20-29","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal Aid Agency","Ministry of Justice","10","[c]","20110","18880"
"Leaver Dept.","2021","20-29","Maritime and Coastguard Agency","Department for Transport","10","[c]","26170","26350"
"Leaver Dept.","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","120","[c]","34740","33150"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","160","[c]","33400","32560"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","130","[c]","34330","31000"
"Leaver Dept.","2021","20-29","National Crime Agency","National Crime Agency","20","[c]","36260","36020"
"Leaver Dept.","2021","20-29","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","15","[c]","30810","31850"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","20","[c]","32510","26350"
"Leaver Dept.","2021","20-29","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of the Public Guardian","Ministry of Justice","30","[c]","20990","19930"
"Leaver Dept.","2021","20-29","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Public Health England","Department of Health and Social Care","15","[c]","37120","36690"
"Leaver Dept.","2021","20-29","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Rural Payments Agency","Department for Environment, Food and Rural Affairs","15","[c]","24160","21050"
"Leaver Dept.","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Courts and Tribunals Service","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government (excl. agencies)","Scottish Government","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Serious Fraud Office","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Submarine Delivery Agency","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","UK Export Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","United Kingdom Statistics Authority","65","[c]","29020","29540"
"Leaver Dept.","2021","20-29","Valuation Office Agency","HM Revenue and Customs","25","[c]","30820","27250"
"Leaver Dept.","2021","20-29","Wales Office","Wales Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government (excl. agencies)","Welsh Government","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","15","[c]","26660","24250"
"Leaver Dept.","2021","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Cabinet Office (excl. agencies)","Cabinet Office","390","[c]","44900","39380"
"Leaver Dept.","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","Charity Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Companies House","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Criminal Injuries Compensation Authority","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Prosecution Service","Attorney General's Departments","15","[c]","42340","44520"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","Ministry of Defence","105","[c]","34820","33010"
"Leaver Dept.","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","15","[c]","40740","46080"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","160","[c]","48560","52300"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","75","[c]","48730","49720"
"Leaver Dept.","2021","30-39","Department for Education (excl. agencies)","Department for Education","70","[c]","44560","44750"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","120","[c]","42830","38560"
"Leaver Dept.","2021","30-39","Department for International Development","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Department for International Trade","70","[c]","46230","50700"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","80","[c]","47900","43550"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","360","[c]","30200","27570"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","45","[c]","25980","21590"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","20","[c]","31550","31150"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Department for Education","15","[c]","38520","37100"
"Leaver Dept.","2021","30-39","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Food Standards Agency","15","[c]","41810","37910"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","85","[c]","49870","52430"
"Leaver Dept.","2021","30-39","Forestry and Land Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Internal Audit Agency","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Attorney General's Departments","35","[c]","49100","51250"
"Leaver Dept.","2021","30-39","Health and Safety Executive","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","120","[c]","25620","22570"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Ministry of Justice","140","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","495","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","50","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Home Office","350","[c]","35000","29860"
"Leaver Dept.","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","15","[c]","32990","28840"
"Leaver Dept.","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal Aid Agency","Ministry of Justice","15","[c]","22870","22570"
"Leaver Dept.","2021","30-39","Maritime and Coastguard Agency","Department for Transport","10","[c]","31970","31470"
"Leaver Dept.","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","125","[c]","40290","39510"
"Leaver Dept.","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","130","[c]","46570","51580"
