"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Female","Heterosexual / straight","50","45","31020","30130"
"In post","2021","Finance","Crown Prosecution Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Male","Heterosexual / straight","35","35","35730","30930"
"In post","2021","Finance","Crown Prosecution Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Female","Heterosexual / straight","185","170","35600","32020"
"In post","2021","Finance","Defence Equipment and Support","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Male","Heterosexual / straight","155","155","40310","31600"
"In post","2021","Finance","Defence Equipment and Support","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Female","Heterosexual / straight","35","35","39550","37700"
"In post","2021","Finance","Defence Science and Technology Laboratory","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","50","50","51680","55580"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","50","50","53250","53380"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","35","35","55570","54760"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Female","Heterosexual / straight","150","145","42380","42520"
"In post","2021","Finance","Department for Education (excl. agencies)","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Male","Heterosexual / straight","145","145","43700","42520"
"In post","2021","Finance","Department for Education (excl. agencies)","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","165","160","40970","36970"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","25","20","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","150","150","46370","41570"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Female","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Male","Heterosexual / straight","35","35","50110","51970"
"In post","2021","Finance","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Female","Heterosexual / straight","55","55","44470","40080"
"In post","2021","Finance","Department for Transport (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Male","Heterosexual / straight","55","55","53290","49240"
"In post","2021","Finance","Department for Transport (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Female","Heterosexual / straight","90","85","40650","36820"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Female","Unknown","135","135","37390","32790"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Male","Heterosexual / straight","85","85","44800","40650"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Male","Unknown","85","85","39730","32790"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Female","Heterosexual / straight","55","50","30790","26780"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Male","Heterosexual / straight","45","45","34800","31380"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Female","Heterosexual / straight","50","45","43910","40940"
"In post","2021","Finance","Education and Skills Funding Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Finance","FCDO Services","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Finance","FCDO Services","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Heterosexual / straight","90","85","45410","41530"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Heterosexual / straight","70","65","48830","44350"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Unknown","35","35","36160","33930"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Female","Heterosexual / straight","125","115","35060","31150"
"In post","2021","Finance","HM Courts and Tribunals Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Male","Heterosexual / straight","75","75","39840","34630"
"In post","2021","Finance","HM Courts and Tribunals Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Female","Heterosexual / straight","825","710","32620","28130"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Female","Undeclared","150","125","29650","25560"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Female","Unknown","430","360","27420","21440"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","Male","Heterosexual / straight","580","560","38320","35000"
