"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Commercial","Insolvency Service","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Insolvency Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Insolvency Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Legal Aid Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Legal Aid Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Legal Aid Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Legal Aid Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Legal Aid Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Legal Aid Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Legal Aid Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Legal Aid Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Legal Aid Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Legal Aid Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Met Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Met Office","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Met Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Met Office","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Met Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Met Office","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Met Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Met Office","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Met Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Met Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence (excl. agencies)","Female","Heterosexual / straight","65","[c]","27380","26350"
"New entrant CS","2021","Commercial","Ministry of Defence (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence (excl. agencies)","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence (excl. agencies)","Male","Heterosexual / straight","40","[c]","28740","26670"
"New entrant CS","2021","Commercial","Ministry of Defence (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence (excl. agencies)","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence (excl. agencies)","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice (excl. agencies)","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice (excl. agencies)","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice (excl. agencies)","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Public Health England","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Public Health England","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Public Health England","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Public Health England","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Public Health England","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Public Health England","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Public Health England","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Public Health England","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Public Health England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Public Health England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Registers of Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Registers of Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Registers of Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Registers of Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Registers of Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Registers of Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Registers of Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Registers of Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Registers of Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Registers of Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Courts and Tribunals Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Courts and Tribunals Service","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Courts and Tribunals Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Courts and Tribunals Service","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Courts and Tribunals Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Courts and Tribunals Service","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Courts and Tribunals Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Courts and Tribunals Service","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Prison Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Prison Service","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Prison Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Prison Service","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Prison Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Prison Service","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Prison Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Prison Service","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Prison Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Prison Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Submarine Delivery Agency","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Submarine Delivery Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Submarine Delivery Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Submarine Delivery Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Submarine Delivery Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Submarine Delivery Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Submarine Delivery Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Submarine Delivery Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Submarine Delivery Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Submarine Delivery Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
