"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","16-19","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","London","EO","10","[c]","28540","29640"
"New entrant CS","2021","20-29","Commercial","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","London","SEO/HEO","30","[c]","37580","36840"
"New entrant CS","2021","20-29","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","Outside London","AA/AO","20","[c]","20450","20920"
"New entrant CS","2021","20-29","Commercial","Outside London","EO","45","[c]","24140","24020"
"New entrant CS","2021","20-29","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","Outside London","SEO/HEO","40","[c]","32780","33000"
"New entrant CS","2021","20-29","Commercial","Outside London","Unknown","20","[c]","27780","26670"
"New entrant CS","2021","20-29","Communications","London","AA/AO","20","[c]","22720","22920"
"New entrant CS","2021","20-29","Communications","London","EO","70","[c]","27460","27590"
"New entrant CS","2021","20-29","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Communications","London","SEO/HEO","70","[c]","36540","36660"
"New entrant CS","2021","20-29","Communications","Outside London","AA/AO","15","[c]","19790","20140"
"New entrant CS","2021","20-29","Communications","Outside London","EO","30","[c]","24630","25000"
"New entrant CS","2021","20-29","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Communications","Outside London","SEO/HEO","15","[c]","31350","30930"
"New entrant CS","2021","20-29","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data and Technology","London","AA/AO","15","[c]","21810","22690"
"New entrant CS","2021","20-29","Digital, Data and Technology","London","EO","30","[c]","28460","28350"
"New entrant CS","2021","20-29","Digital, Data and Technology","London","G6/G7","15","[c]","54680","52850"
"New entrant CS","2021","20-29","Digital, Data and Technology","London","SEO/HEO","100","[c]","37300","36160"
"New entrant CS","2021","20-29","Digital, Data and Technology","Outside London","AA/AO","35","[c]","21610","21320"
"New entrant CS","2021","20-29","Digital, Data and Technology","Outside London","EO","190","[c]","25800","25560"
"New entrant CS","2021","20-29","Digital, Data and Technology","Outside London","G6/G7","15","[c]","50950","49720"
"New entrant CS","2021","20-29","Digital, Data and Technology","Outside London","SEO/HEO","145","[c]","33460","31810"
"New entrant CS","2021","20-29","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data and Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Economics","London","AA/AO","55","[c]","23250","23310"
"New entrant CS","2021","20-29","Economics","London","EO","25","[c]","28520","27850"
"New entrant CS","2021","20-29","Economics","London","G6/G7","10","[c]","56420","53360"
"New entrant CS","2021","20-29","Economics","London","SEO/HEO","260","[c]","33140","32790"
"New entrant CS","2021","20-29","Economics","Outside London","AA/AO","30","[c]","19210","19130"
"New entrant CS","2021","20-29","Economics","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Economics","Outside London","SEO/HEO","20","[c]","31350","31810"
"New entrant CS","2021","20-29","Finance","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","London","EO","30","[c]","27010","27270"
"New entrant CS","2021","20-29","Finance","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","London","SEO/HEO","55","[c]","37320","35050"
"New entrant CS","2021","20-29","Finance","Outside London","AA/AO","35","[c]","20220","20170"
"New entrant CS","2021","20-29","Finance","Outside London","EO","70","[c]","23330","24000"
"New entrant CS","2021","20-29","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Outside London","SEO/HEO","45","[c]","33420","31810"
"New entrant CS","2021","20-29","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","London","AA/AO","15","[c]","22480","23260"
"New entrant CS","2021","20-29","Human Resources","London","EO","45","[c]","27320","27270"
"New entrant CS","2021","20-29","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","London","SEO/HEO","45","[c]","34620","34000"
"New entrant CS","2021","20-29","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Outside London","AA/AO","70","[c]","20520","20810"
"New entrant CS","2021","20-29","Human Resources","Outside London","EO","40","[c]","23980","24880"
"New entrant CS","2021","20-29","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Outside London","SEO/HEO","35","[c]","30450","30130"
"New entrant CS","2021","20-29","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Inspector of Education and Training","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Intelligence Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Intelligence Analysis","London","EO","10","[c]","28960","28700"
"New entrant CS","2021","20-29","Intelligence Analysis","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Intelligence Analysis","London","SEO/HEO","15","[c]","35110","32790"
"New entrant CS","2021","20-29","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Intelligence Analysis","Outside London","EO","20","[c]","25830","26350"
"New entrant CS","2021","20-29","Intelligence Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Intelligence Analysis","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","International Trade","London","AA/AO","15","[c]","18200","18200"
"New entrant CS","2021","20-29","International Trade","London","EO","15","[c]","26200","26250"
"New entrant CS","2021","20-29","International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","International Trade","London","SEO/HEO","45","[c]","32680","31800"
"New entrant CS","2021","20-29","International Trade","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","International Trade","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Knowledge and Information Management","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Knowledge and Information Management","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Knowledge and Information Management","Outside London","AA/AO","15","[c]","20860","20920"
"New entrant CS","2021","20-29","Knowledge and Information Management","Outside London","EO","15","[c]","23640","23230"
"New entrant CS","2021","20-29","Knowledge and Information Management","Outside London","SEO/HEO","15","[c]","32310","30460"
"New entrant CS","2021","20-29","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","London","EO","40","[c]","29200","29280"
"New entrant CS","2021","20-29","Legal","London","G6/G7","20","[c]","53080","51810"
"New entrant CS","2021","20-29","Legal","London","SEO/HEO","90","[c]","38560","40000"
"New entrant CS","2021","20-29","Legal","Outside London","EO","70","[c]","25550","25560"
"New entrant CS","2021","20-29","Legal","Outside London","G6/G7","20","[c]","52370","52580"
"New entrant CS","2021","20-29","Legal","Outside London","SEO/HEO","80","[c]","29280","26550"
"New entrant CS","2021","20-29","Medicine","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicine","Outside London","AA/AO","15","[c]","21410","21240"
"New entrant CS","2021","20-29","Medicine","Outside London","EO","10","[c]","27420","24910"
"New entrant CS","2021","20-29","Medicine","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Medicine","Outside London","SEO/HEO","15","[c]","33320","33180"
"New entrant CS","2021","20-29","Operational Delivery","London","AA/AO","815","[c]","24230","22680"
"New entrant CS","2021","20-29","Operational Delivery","London","EO","440","[c]","28460","27660"
"New entrant CS","2021","20-29","Operational Delivery","London","G6/G7","30","[c]","54320","53170"
"New entrant CS","2021","20-29","Operational Delivery","London","SEO/HEO","335","[c]","34490","32870"
"New entrant CS","2021","20-29","Operational Delivery","London","Unknown","140","[c]","25400","26810"
"New entrant CS","2021","20-29","Operational Delivery","Outside London","AA/AO","3880","[c]","21450","20880"
"New entrant CS","2021","20-29","Operational Delivery","Outside London","EO","765","[c]","25380","24880"
"New entrant CS","2021","20-29","Operational Delivery","Outside London","G6/G7","10","[c]","52320","51440"
"New entrant CS","2021","20-29","Operational Delivery","Outside London","SEO/HEO","245","[c]","31710","30990"
"New entrant CS","2021","20-29","Operational Delivery","Outside London","Unknown","565","[c]","22120","22920"
"New entrant CS","2021","20-29","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Operational Research","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Operational Research","London","EO","10","[c]","29630","28950"
"New entrant CS","2021","20-29","Operational Research","London","SEO/HEO","50","[c]","34880","36160"
"New entrant CS","2021","20-29","Operational Research","Outside London","AA/AO","10","[c]","19240","19130"
"New entrant CS","2021","20-29","Operational Research","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Operational Research","Outside London","SEO/HEO","10","[c]","31250","31680"
"New entrant CS","2021","20-29","Other","London","AA/AO","85","[c]","22470","22210"
"New entrant CS","2021","20-29","Other","London","EO","200","[c]","27500","27380"
"New entrant CS","2021","20-29","Other","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other","London","SEO/HEO","70","[c]","36190","35050"
"New entrant CS","2021","20-29","Other","Outside London","AA/AO","180","[c]","20200","20920"
"New entrant CS","2021","20-29","Other","Outside London","EO","125","[c]","22730","23450"
"New entrant CS","2021","20-29","Other","Outside London","SEO/HEO","40","[c]","31210","30950"
"New entrant CS","2021","20-29","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Policy","London","AA/AO","45","[c]","22080","21980"
"New entrant CS","2021","20-29","Policy","London","EO","380","[c]","27130","27680"
"New entrant CS","2021","20-29","Policy","London","G6/G7","125","[c]","54600","53380"
"New entrant CS","2021","20-29","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Policy","London","SEO/HEO","1095","[c]","34020","33570"
"New entrant CS","2021","20-29","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Policy","Outside London","AA/AO","35","[c]","20460","20500"
"New entrant CS","2021","20-29","Policy","Outside London","EO","85","[c]","24390","24900"
"New entrant CS","2021","20-29","Policy","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Policy","Outside London","SEO/HEO","200","[c]","31110","29450"
"New entrant CS","2021","20-29","Project Delivery","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Project Delivery","London","EO","30","[c]","27650","28180"
"New entrant CS","2021","20-29","Project Delivery","London","G6/G7","10","[c]","56280","54820"
"New entrant CS","2021","20-29","Project Delivery","London","SEO/HEO","90","[c]","35740","35030"
"New entrant CS","2021","20-29","Project Delivery","Outside London","AA/AO","15","[c]","21290","20920"
"New entrant CS","2021","20-29","Project Delivery","Outside London","EO","95","[c]","23490","25560"
"New entrant CS","2021","20-29","Project Delivery","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Project Delivery","Outside London","SEO/HEO","100","[c]","33400","33000"
"New entrant CS","2021","20-29","Project Delivery","Outside London","Unknown","10","[c]","26210","27000"
"New entrant CS","2021","20-29","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Property","London","EO","15","[c]","28030","27880"
"New entrant CS","2021","20-29","Property","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Property","Outside London","AA/AO","30","[c]","19420","18760"
"New entrant CS","2021","20-29","Property","Outside London","EO","60","[c]","24560","24500"
"New entrant CS","2021","20-29","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Property","Outside London","SEO/HEO","50","[c]","32950","30000"
"New entrant CS","2021","20-29","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Psychology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Psychology","Outside London","AA/AO","10","[c]","19950","19530"
"New entrant CS","2021","20-29","Psychology","Outside London","EO","40","[c]","24890","24620"
"New entrant CS","2021","20-29","Psychology","Outside London","SEO/HEO","25","[c]","27700","27700"
"New entrant CS","2021","20-29","Science and Engineering","London","AA/AO","25","[c]","23820","23530"
"New entrant CS","2021","20-29","Science and Engineering","London","EO","15","[c]","27730","26880"
"New entrant CS","2021","20-29","Science and Engineering","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Science and Engineering","London","SEO/HEO","55","[c]","34200","32350"
"New entrant CS","2021","20-29","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Science and Engineering","Outside London","AA/AO","130","[c]","20580","19630"
"New entrant CS","2021","20-29","Science and Engineering","Outside London","EO","185","[c]","25150","26370"
"New entrant CS","2021","20-29","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Science and Engineering","Outside London","SEO/HEO","125","[c]","29940","28650"
"New entrant CS","2021","20-29","Science and Engineering","Outside London","Unknown","35","[c]","26810","27540"
"New entrant CS","2021","20-29","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Security","London","AA/AO","25","[c]","24770","23740"
"New entrant CS","2021","20-29","Security","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Security","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Security","Outside London","AA/AO","170","[c]","22770","23540"
"New entrant CS","2021","20-29","Security","Outside London","EO","10","[c]","23990","24620"
"New entrant CS","2021","20-29","Security","Outside London","SEO/HEO","10","[c]","30930","29540"
"New entrant CS","2021","20-29","Social Research","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Research","London","SEO/HEO","70","[c]","34120","32540"
"New entrant CS","2021","20-29","Social Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Research","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Research","Outside London","SEO/HEO","60","[c]","30650","29540"
"New entrant CS","2021","20-29","Statistics","London","AA/AO","20","[c]","23020","22300"
"New entrant CS","2021","20-29","Statistics","London","EO","40","[c]","28640","29970"
"New entrant CS","2021","20-29","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Statistics","London","SEO/HEO","70","[c]","35610","34880"
"New entrant CS","2021","20-29","Statistics","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Statistics","Outside London","EO","40","[c]","24450","23050"
"New entrant CS","2021","20-29","Statistics","Outside London","SEO/HEO","70","[c]","31100","30300"
"New entrant CS","2021","20-29","Tax","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Tax","London","EO","10","[c]","29570","29570"
"New entrant CS","2021","20-29","Tax","London","SEO/HEO","30","[c]","36030","36160"
"New entrant CS","2021","20-29","Tax","Outside London","AA/AO","1050","[c]","20140","20140"
"New entrant CS","2021","20-29","Tax","Outside London","EO","370","[c]","25520","25560"
"New entrant CS","2021","20-29","Tax","Outside London","SEO/HEO","85","[c]","31710","31810"
"New entrant CS","2021","20-29","Unknown","London","AA/AO","315","[c]","24510","25110"
"New entrant CS","2021","20-29","Unknown","London","EO","1320","[c]","30450","31060"
"New entrant CS","2021","20-29","Unknown","London","G6/G7","50","[c]","56780","54700"
"New entrant CS","2021","20-29","Unknown","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","London","SEO/HEO","575","[c]","30780","28000"
"New entrant CS","2021","20-29","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Outside London","AA/AO","2415","[c]","21150","21010"
"New entrant CS","2021","20-29","Unknown","Outside London","EO","2565","[c]","27680","27570"
"New entrant CS","2021","20-29","Unknown","Outside London","G6/G7","35","[c]","51480","49700"
"New entrant CS","2021","20-29","Unknown","Outside London","SEO/HEO","400","[c]","31540","30650"
"New entrant CS","2021","20-29","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Unknown","AA/AO","45","[c]","21640","21010"
"New entrant CS","2021","20-29","Unknown","Unknown","EO","75","[c]","27540","27570"
"New entrant CS","2021","20-29","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Unknown","SEO/HEO","110","[c]","29920","28000"
"New entrant CS","2021","20-29","Unknown","Unknown","Unknown","105","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinarian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","London","G6/G7","10","[c]","58350","54110"
"New entrant CS","2021","30-39","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","London","SEO/HEO","15","[c]","39400","40410"
"New entrant CS","2021","30-39","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Outside London","EO","10","[c]","24790","25000"
"New entrant CS","2021","30-39","Commercial","Outside London","G6/G7","10","[c]","51580","49530"
"New entrant CS","2021","30-39","Commercial","Outside London","SEO/HEO","65","[c]","35890","36000"
"New entrant CS","2021","30-39","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","London","EO","10","[c]","27490","27270"
"New entrant CS","2021","30-39","Communications","London","G6/G7","25","[c]","58340","56420"
"New entrant CS","2021","30-39","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","London","SEO/HEO","40","[c]","39980","40310"
"New entrant CS","2021","30-39","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Outside London","EO","15","[c]","24840","26130"
"New entrant CS","2021","30-39","Communications","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Outside London","SEO/HEO","20","[c]","34940","35820"
"New entrant CS","2021","30-39","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data and Technology","London","EO","15","[c]","27890","27000"
"New entrant CS","2021","30-39","Digital, Data and Technology","London","G6/G7","85","[c]","61100","58360"
"New entrant CS","2021","30-39","Digital, Data and Technology","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data and Technology","London","SEO/HEO","80","[c]","39660","40170"
"New entrant CS","2021","30-39","Digital, Data and Technology","Outside London","AA/AO","15","[c]","20890","20920"
"New entrant CS","2021","30-39","Digital, Data and Technology","Outside London","EO","65","[c]","26390","26050"
"New entrant CS","2021","30-39","Digital, Data and Technology","Outside London","G6/G7","80","[c]","55970","54650"
"New entrant CS","2021","30-39","Digital, Data and Technology","Outside London","SEO/HEO","210","[c]","36500","36500"
"New entrant CS","2021","30-39","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Economics","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Economics","London","SEO/HEO","15","[c]","37050","38380"
"New entrant CS","2021","30-39","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","London","G6/G7","15","[c]","60960","61730"
"New entrant CS","2021","30-39","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","London","SEO/HEO","35","[c]","36610","34020"
"New entrant CS","2021","30-39","Finance","Outside London","AA/AO","15","[c]","20400","20920"
"New entrant CS","2021","30-39","Finance","Outside London","EO","25","[c]","25550","25000"
"New entrant CS","2021","30-39","Finance","Outside London","G6/G7","15","[c]","55220","55010"
"New entrant CS","2021","30-39","Finance","Outside London","SEO/HEO","60","[c]","36540","36570"
"New entrant CS","2021","30-39","Finance","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","London","EO","10","[c]","26220","26250"
"New entrant CS","2021","30-39","Human Resources","London","G6/G7","10","[c]","57610","56990"
"New entrant CS","2021","30-39","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","London","SEO/HEO","30","[c]","38180","39570"
"New entrant CS","2021","30-39","Human Resources","Outside London","AA/AO","30","[c]","20510","20920"
"New entrant CS","2021","30-39","Human Resources","Outside London","EO","30","[c]","25780","25320"
"New entrant CS","2021","30-39","Human Resources","Outside London","G6/G7","25","[c]","54960","52970"
"New entrant CS","2021","30-39","Human Resources","Outside London","SEO/HEO","50","[c]","33640","32560"
"New entrant CS","2021","30-39","Inspector of Education and Training","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Inspector of Education and Training","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Inspector of Education and Training","Outside London","G6/G7","10","[c]","74000","75500"
"New entrant CS","2021","30-39","Inspector of Education and Training","Outside London","SEO/HEO","10","[c]","47860","46360"
"New entrant CS","2021","30-39","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","London","G6/G7","15","[c]","58210","53360"
"New entrant CS","2021","30-39","Intelligence Analysis","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","Outside London","EO","10","[c]","25730","25430"
"New entrant CS","2021","30-39","Intelligence Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","London","SEO/HEO","15","[c]","34900","32540"
"New entrant CS","2021","30-39","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Outside London","SEO/HEO","15","[c]","32230","31000"
"New entrant CS","2021","30-39","Legal","London","EO","10","[c]","28730","29280"
"New entrant CS","2021","30-39","Legal","London","G6/G7","95","[c]","54670","51320"
